timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-3.56578064 -3.92044187],[-0.59282696 -0.38570285],[-3.53045605 -4.03862327],-7.47119,"[[ 0.03873206  0.06952655 -0.15825534 -0.14467207]
 [-0.00420342 -0.00334852  0.          0.        ]]","[ 1.01770255  1.47355829  0.02676353  0.83263262 -1.3765025  -1.24314444
  0.11517302  0.3381792   2.93673489  1.79661212  0.        ]",-0.401024456693
1,[-3.41354132 -3.4110961 ],[-0.59282696 -0.38570285],[-3.34647606 -3.83615176],-7.43959,"[[ -1.02626411e-03   2.97478252e-02  -1.58255343e-01  -1.44672070e-01]
 [ -3.95846568e+00  -3.96133836e+00   0.00000000e+00   0.00000000e+00]]","[ 1.01871227  1.47582804 -0.03691718  0.71702933 -1.37650116 -1.24314337
 -0.30908666 -0.26402205  2.94307904  1.66610683  0.        ]",-0.39674136319
2,[-3.22243071 -2.89229655],[-0.59282696 -0.38570285],[-4.14808571 -2.57575073],-7.33571,"[[-0.11908543 -0.08840475 -0.15825534 -0.14467207]
 [-7.83456314 -7.84099117  0.          0.        ]]","[ 1.00916409  1.47184129 -0.22560742  0.3735617  -1.37649982 -1.2431423
 -0.72495976 -0.85430424  2.91456597  1.27963399  0.        ]",-0.381435114246
3,[-2.40413189 -2.09662843],[-0.59282696 -0.38570285],[-2.28217749 -2.46470971],-6.96667,"[[ -0.31389955  -0.28337958  -0.15825534  -0.14467207]
 [-11.63428703 -11.64380426   0.           0.        ]]","[ 0.95283529  1.43043243 -0.52994888 -0.18314319 -1.37649847 -1.24314124
 -1.13263817 -1.43289447  2.71773601  0.68138173  0.        ]",-0.348221859986
4,[-0.91091388 -0.38261634],[-0.59282696 -0.38570285],[-0.47642209 -0.37088443],-6.17454,"[[ -0.58396203  -0.55365394  -0.15825534  -0.14467207]
 [-15.35979284 -15.37116604   0.           0.        ]]","[ 0.79529758  1.30440173 -0.9185565  -0.89955738 -1.37649713 -1.24314017
 -1.5323527  -2.00000282  2.18499765  0.04166021  0.        ]",-0.288045462085
5,[ 0.48930568  1.49159694],[-0.59282696 -0.38570285],[-0.41343075 -0.00497014],-4.84776,"[[ -0.90703651  -0.8727462   -0.15825534  -0.14467207]
 [-16.9426134  -16.53412762   0.           0.        ]]","[ 0.501122    1.0651515  -1.29720496 -1.59880543 -1.37649579 -1.24313911
 -1.70217406 -2.17694104  1.32816677 -0.28114843  0.        ]",-0.20140844034
6,[ 1.66921985  3.1632905 ],[-0.59282696 -0.38570285],[ 2.35509656  3.78733798],-3.21143,"[[ -1.2589695   -1.20032714  -0.15825534  -0.14467207]
 [-18.24648206 -16.22494555   0.           0.        ]]","[ 0.08415062  0.74213087 -1.56009476 -2.08202605 -1.37649445 -1.24313804
 -1.84206561 -2.12989565  0.44620005 -0.05671709  0.        ]",-0.105450724955
7,[ 1.85768044  3.10202336],[-0.59282696 -0.38570285],[ 2.99849217  2.80284277],-2.7016,"[[ -1.58061358  -1.48187343  -0.15825534  -0.14467207]
 [-13.93192681 -11.9439901    0.           0.        ]]","[-0.34270305  0.42765595 -1.63727661 -2.26794034 -1.3764931  -1.24313697
 -1.37914871 -1.47855628 -0.08163347  0.5174517   0.        ]",-0.059685812149
8,[ 1.64146423  2.82172894],[-0.59282696 -0.38570285],[ 1.61850917  2.6190855 ],-3.12979,"[[-1.81680242 -1.67865345 -0.15825534 -0.14467207]
 [-9.70076491 -7.74803666  0.          0.        ]]","[-0.65779279  0.20156086 -1.58911764 -2.2625235  -1.37649176 -1.24313591
 -0.92518012 -0.84015113 -0.24106272  1.02952293  0.        ]",-0.09113703699
9,[ 1.51050854  2.15647125],[-0.59282696 -0.38570285],[ 1.81007523  3.58794385],-3.78226,"[[-1.96919339 -1.79235005 -0.15825534 -0.14467207]
 [-5.5519861  -3.63535727  0.          0.        ]]","[-0.85248189  0.07254991 -1.51188145 -2.20830202 -1.37649042 -1.24313484
 -0.4800509  -0.21441628 -0.24847085  1.34419311  0.        ]",-0.12020322635
