timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-2.97018528 -3.76341271],[-0.68674392 -0.46117759],[-2.91187042 -4.31507639],-5.48031,"[[-0.05517975 -0.04402522 -0.08889911 -0.09960101]
 [ 0.0020451  -0.00070106  0.          0.        ]]","[ 1.01443932  1.44110933 -0.11494327  0.52372681 -0.77738983 -0.85436335
  0.10593097  0.3344835   2.31671537  1.03567585  0.        ]",-0.30959267844
1,[-2.83963943 -3.3382678 ],[-0.68674392 -0.46117759],[-3.06507947 -3.38256931],-5.44217,"[[-0.09481437 -0.0837515  -0.08889911 -0.09960101]
 [-3.95234865 -3.95874073  0.          0.        ]]","[ 1.01040951  1.43818852 -0.1779352   0.41286989 -0.77738944 -0.85436289
 -0.32962517 -0.2743892   2.30226276  0.90277518  0.        ]",-0.304985892117
2,[-2.32643008 -2.71248913],[-0.68674392 -0.46117759],[-2.3740684 -2.9215957],-5.27519,"[[-0.21275299 -0.20185256 -0.08889911 -0.09960101]
 [-7.82864278 -7.83843481  0.          0.        ]]","[ 0.9859107   1.41885055 -0.36359163  0.08616321 -0.77738904 -0.85436242
 -0.75657889 -0.87120964  2.21221844  0.51831585  0.        ]",-0.289352303913
3,[-1.07957733 -1.19179749],[-0.68674392 -0.46117759],[-0.60012912 -0.32489454],-5.02926,"[[ -0.40745166  -0.39677656  -0.08889911  -0.09960101]
 [-11.62868607 -11.64127462   0.           0.        ]]","[ 0.90542212  1.3527917  -0.6586535  -0.43386364 -0.77738865 -0.85436196
 -1.17513353 -1.45620654  1.92114021 -0.0457274   0.        ]",-0.257739245121
4,[ 0.47380352  0.31402174],[-0.68674392 -0.46117759],[ 0.58271223 -0.2388761 ],-4.48918,"[[ -0.66154307  -0.64018608  -0.08889911  -0.09960101]
 [-13.77344583 -12.69612943   0.           0.        ]]","[ 0.73026779  1.21427972 -1.00622614 -1.02361748 -0.77738826 -0.8543615
 -1.41136659 -1.61847504  1.3451649  -0.55893991  0.        ]",-0.208409185804
5,[ 1.24152982  1.33921695],[-0.68674392 -0.46117759],[ 1.92603176  1.42871353],-3.79907,"[[ -0.9111597   -0.9010806   -0.08889911  -0.09960101]
 [-11.19682057 -13.39099848   0.           0.        ]]","[ 0.49116914  1.00567087 -1.28656051 -1.54557464 -0.77738787 -0.85436103
 -1.1275637  -1.72536586  0.64245152 -0.75271015  0.        ]",-0.150935825595
6,[ 1.30878699  1.22738087],[-0.68674392 -0.46117759],[ 1.10484116  0.90880996],-3.24884,"[[-1.09320149 -1.12652152 -0.08889911 -0.09960101]
 [-7.0210379  -9.16717662  0.          0.        ]]","[ 0.28331912  0.78585208 -1.44258314 -1.87813274 -0.77738748 -0.85436057
 -0.66762233 -1.07560728  0.10946083 -0.65367627  0.        ]",-0.102868070127
7,[ 0.74763048  0.74048924],[-0.68674392 -0.46117759],[ 1.01638414  1.12248457],-3.0035,"[[-1.19254314 -1.27194817 -0.08889911 -0.09960101]
 [-2.92660329 -5.38808621  0.          0.        ]]","[ 0.16073172  0.63000862 -1.50826334 -2.02564993 -0.77738709 -0.85436011
 -0.21664119 -0.49426307 -0.16224388 -0.49954537  0.        ]",-0.0740408169771
8,[ 0.01851887 -0.37443691],[-0.68674392 -0.46117759],[-0.95597833 -0.42013617],-3.00776,"[[-1.21080177 -1.33892088 -0.08889911 -0.09960101]
 [ 1.08744532 -1.32272642  0.          0.        ]]","[ 0.1376264   0.55562691 -1.51876174 -2.07475369 -0.7773867  -0.85435964
  0.22548583  0.13111837 -0.23195399 -0.42681508  0.        ]",-0.0643616883631
9,[ 0.75532323  0.72625268],[-0.68674392 -0.46117759],[ 0.054487    0.79141587],-2.92631,"[[-1.2272215  -1.38179536 -0.08889911 -0.09960101]
 [-2.71678081 -2.95927138  0.          0.        ]]","[ 0.11671182  0.50736535 -1.52777803 -2.09979269 -0.77738631 -0.85435918
 -0.19353045 -0.12063427 -0.28008337 -0.37458775  0.        ]",-0.0575774313863
10,[ 0.73453254  0.32974008],[-0.68674392 -0.46117759],[ 1.27022499  0.05714106],-2.83947,"[[-1.27886169 -1.40895199 -0.08889911 -0.09960101]
 [-2.44810874  0.23296899  0.          0.        ]]","[ 0.05015862  0.47658523 -1.55348978 -2.11304215 -0.77738591 -0.85435872
 -0.16393751  0.37043387 -0.36662526 -0.31101439  0.        ]",-0.0482082539437
11,[-0.00979998 -0.30205023],[-0.68674392 -0.46117759],[ 0.5083357   0.06212958],-2.85046,"[[-1.28763336 -1.40207703 -0.08889911 -0.09960101]
 [ 1.55759513  0.45378996  0.          0.        ]]","[ 0.03874542  0.4843911  -1.55745319 -2.10987544 -0.77738552 -0.85435825
  0.27727076  0.40440304 -0.3755962  -0.31166105  0.        ]",-0.0479083354611
12,[-0.3940171  -0.82024455],[-0.68674392 -0.46117759],[ 0.10114603 -1.52868938],-2.9396,"[[-1.23660793 -1.39062703 -0.08889911 -0.09960101]
 [ 3.53834619  0.69042916  0.          0.        ]]","[ 0.10470014  0.49737118 -1.53274662 -2.10431471 -0.77738513 -0.85435779
  0.49544051  0.44080554 -0.29824485 -0.35953671  0.        ]",-0.0554237709451
13,[-0.56334466 -0.39402366],[-0.68674392 -0.46117759],[-0.04814543 -0.37993361],-2.9709,"[[-1.16251895 -1.41668356 -0.08889911 -0.09960101]
 [ 3.86945745 -3.2828377   0.          0.        ]]","[ 0.19835885  0.46779551 -1.48991593 -2.11643268 -0.77738474 -0.85435732
  0.53191057 -0.17040992 -0.20591564 -0.37907294  0.        ]",-0.0620284692639
14,[-0.62765396 -0.17119724],[-0.68674392 -0.46117759],[-1.40051007 -1.56677091],-3.04461,"[[-1.08780614 -1.49678101 -0.08889911 -0.09960101]
 [ 3.60270343 -4.72211217  0.          0.        ]]","[ 0.28981156  0.37621684 -1.43859748 -2.14191515 -0.77738435 -0.85435686
  0.50252872 -0.39181629 -0.14420625 -0.33977977  0.        ]",-0.0630951196573
15,[ 0.09294233  1.39964151],[-0.68674392 -0.46117759],[-0.14523636 -0.21276146],-2.85801,"[[-1.056168   -1.63000557 -0.08889911 -0.09960101]
 [-0.42559882 -8.58749311  0.          0.        ]]","[ 0.3275076   0.22297619 -1.41447342 -2.14466729 -0.77738396 -0.8543564
  0.0588308  -0.98643524 -0.16951399 -0.22070402  0.        ]",-0.0532081546548
16,[ 0.23705906  2.09853315],[-0.68674392 -0.46117759],[ 0.26684037  3.26779012],-2.87207,"[[-1.07036561 -1.80850132 -0.08889911 -0.09960101]
 [-0.99230084 -9.25984475  0.          0.        ]]","[ 0.31067179  0.02003489 -1.42547037 -2.07093268 -0.77738357 -0.85435593
 -0.00358868 -1.08986373 -0.25288182 -0.01881534  0.        ]",-0.0349108311799
17,[ 0.03414857  1.62502861],[-0.68674392 -0.46117759],[ 0.56992323  1.60467817],-2.71306,"[[-1.07942523 -1.95213217 -0.08889911 -0.09960101]
 [ 0.08284613 -5.117042    0.          0.        ]]","[ 0.29985987 -0.13731008 -1.43233992 -1.94869297 -0.77738318 -0.85435547
  0.11483356 -0.45256767 -0.2904064   0.15071801  0.        ]",-0.0267550091342
