timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-0.77939367 -1.63516688],[-0.22479169 -0.21120234],[-0.58142116 -1.74974083],-3.0252,"[[ 0.00752059  0.01541275 -0.01683537  0.05888762]
 [ 0.00209536  0.00309474  0.          0.        ]]","[ 1.18674134  2.14787037  0.00918134  0.81071363 -0.14675403  0.52210281
  0.36880599  0.38188699  1.51542065 -0.34785763  0.        ]",-0.233522379106
1,[-0.61829251 -1.53530407],[-0.22479169 -0.21120234],[ 0.41475309 -2.55171   ],-2.73835,"[[-0.01549937 -0.02424483 -0.01683537  0.05888762]
 [-2.29644383 -3.95566235  0.          0.        ]]","[ 1.18661083  2.14761232 -0.02501765  0.68363709 -0.14675382  0.52210186
  0.20241211 -0.18359479  1.51490319 -0.42136571  0.        ]",-0.235815825048
2,[-0.43049371 -1.41911077],[-0.22479169 -0.21120234],[ 0.26181558 -1.26454229],-2.95613,"[[-0.04449574 -0.14230674 -0.01683537  0.05888762]
 [-0.60882415 -7.8375884   0.          0.        ]]","[ 1.18540985  2.13410571 -0.06807575  0.30683118 -0.1467536   0.5221009
  0.32458025 -0.73810117  1.50032028 -0.57300148  0.        ]",-0.239920425647
3,[-0.15019643 -1.2514627 ],[-0.22479169 -0.21120234],[-0.69712161 -1.58445378],-3.23359,"[[ -0.04614584  -0.33723354  -0.01683537   0.05888762]
 [  0.44029116 -11.64240795   0.           0.        ]]","[ 1.18530285  2.07056708 -0.07052464 -0.29899217 -0.14675339  0.52209994
  0.4005263  -1.2815905   1.45401426 -0.74000527  0.        ]",-0.2424865867
4,[ 0.32599136 -0.97413576],[-0.22479169 -0.21120234],[ 1.19071846 -0.94050375],-2.87072,"[[ -0.06508705  -0.60748662  -0.01683537   0.05888762]
 [ -2.32534644 -15.37048908   0.           0.        ]]","[ 1.18384972  1.90206695 -0.09862107 -1.06785196 -0.14675317  0.52209898
  0.20031793 -1.81411141  1.33158091 -0.97411447  0.        ]",-0.242918110368
5,[ 0.75700516 -0.70024079],[-0.22479169 -0.21120234],[ 1.84141207 -0.18668476],-2.7598,"[[ -7.14348373e-02  -9.49220821e-01  -1.68353729e-02   5.88876227e-02]
 [  1.67723068e+00  -1.87914909e+01   0.00000000e+00   0.00000000e+00]]","[ 1.18324975  1.57389288 -0.1080297  -1.84384493 -0.14675295  0.52209803
  0.49006918 -2.30275674  1.11389141 -1.18107565  0.        ]",-0.236308712679
6,[ 0.94005597 -0.55781001],[-0.22479169 -0.21120234],[ 1.24201785 -0.11495321],-2.71035,"[[  1.46818265e-03  -1.32874493e+00  -1.68353729e-02   5.88876227e-02]
 [  5.60016396e+00  -1.91596197e+01   0.00000000e+00   0.00000000e+00]]","[  1.18675413e+00   1.10298684e+00   1.90636851e-04  -2.34977703e+00
  -1.46752738e-01   5.22097071e-01   7.74054306e-01  -2.35531882e+00
   8.79821803e-01  -1.22666500e+00   0.00000000e+00]",-0.218953318713
7,[ 0.84172207 -0.55171573],[-0.22479169 -0.21120234],[ 0.22583681 -0.6410144 ],-2.53891,"[[  1.52061153e-01  -1.71270381e+00  -1.68353729e-02   5.88876227e-02]
 [  9.44653080e+00  -1.92359161e+01   0.00000000e+00   0.00000000e+00]]","[ 1.17087093  0.57916257  0.22305402 -2.41095891 -0.14675252  0.52209611
  1.05249542 -2.3661946   0.67752786 -1.13259745  0.        ]",-0.193070606564
8,[ 0.70640188 -0.55108988],[-0.22479169 -0.21120234],[ 1.62911354 -0.8474937 ],-1.88547,"[[  3.48086525e-01  -2.11906414e+00  -1.68353729e-02   5.88876227e-02]
 [  1.01536299e+01  -2.13929182e+01   0.00000000e+00   0.00000000e+00]]","[ 1.10420997  0.05719204  0.50477438 -1.97346796 -0.14675231  0.52209516
  1.10367986 -2.67426993  0.46555206 -0.96340711  0.        ]",-0.159664411748
9,[ 0.33457866 -0.65421736],[-0.22479169 -0.21120234],[ -7.54553399e-05  -6.44062843e-01],-1.62413,"[[  5.88862676e-01  -2.57633909e+00  -1.68353729e-02   5.88876227e-02]
 [  1.39115664e+01  -2.43247489e+01   0.00000000e+00   0.00000000e+00]]","[ 0.95494649 -0.38707626  0.82317854 -0.95508215 -0.14675209  0.5220942
  1.37571671 -3.09300257  0.21045836 -0.73430263  0.        ]",-0.11781272866
10,[-0.02121224 -0.79284036],[-0.22479169 -0.21120234],[-1.3741055  -0.28756083],-1.43399,"[[  8.64328526e-01  -3.08358631e+00  -1.68353729e-02   5.88876227e-02]
 [  1.36361135e+01  -2.14839151e+01   0.00000000e+00   0.00000000e+00]]","[ 0.7038856  -0.59854953  1.12810304  0.57556195 -0.14675187  0.52209324
  1.35577075 -2.68719393 -0.09540112 -0.46684574  0.        ]",-0.0721383268839
11,[-0.10785259 -0.96808624],[-0.22479169 -0.21120234],[-1.02553853 -0.60681857],-1.3716,"[[ 1.0946306  -3.21918789 -0.01683537  0.05888762]
 [ 9.40788949  1.47771221  0.          0.        ]]","[ 0.44132756 -0.59672437  1.31841341  1.00973994 -0.14675166  0.52209229
  1.04968095  0.59255063 -0.18261053 -0.40669248  0.        ]",-0.063091082248
12,[ 0.0421332  -0.94515443],[-0.22479169 -0.21120234],[-0.36132275 -1.34629793],-1.35592,"[[ 1.24119666 -3.15087697 -0.01683537  0.05888762]
 [ 5.26246621  3.97401298  0.          0.        ]]","[ 0.2559305  -0.60079958  1.40370502  0.79108511 -0.14675144  0.52209133
  0.74958673  0.94910984 -0.11762738 -0.44634479  0.        ]",-0.0690525844635
13,[ 0.08933286 -0.92122555],[-0.22479169 -0.21120234],[ 0.25980498 -0.26528368],-1.27556,"[[ 1.33104664 -3.08280148 -0.01683537  0.05888762]
 [ 3.72763864  2.69733543  0.          0.        ]]","[ 0.13728998 -0.59848306  1.44117565  0.57304526 -0.14675123  0.52209037
  0.63847722  0.76675245 -0.05397525 -0.46246454  0.        ]",-0.0729604198181
14,[ 0.01297635 -0.94334841],[-0.22479169 -0.21120234],[ 0.11114031 -1.58929009],-1.26129,"[[ 1.41517917 -3.03992922 -0.01683537  0.05888762]
 [ 4.68243307  1.59356898  0.          0.        ]]","[ 0.02378998 -0.59375999  1.46571039  0.43611277 -0.14675101  0.52208941
  0.7075946   0.60909346 -0.01095444 -0.46238195  0.        ]",-0.0747539528798
