timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-0.0372567  -0.61590177],"[ 1.23058489  2.23121825 -0.30643134  0.51303136  0.54597129  0.11872153
  0.27642015  0.39968874  0.89562463 -0.24777084  0.        ]",[-1.50283575  0.10958317],-2.39963,"[[-0.08500981 -0.08069073  0.0647926   0.01214685]
 [ 0.00305212  0.00254205  0.          0.        ]]",[-0.31052247 -0.21578158],-0.148493232055
1,[ 0.35216144 -0.43151021],"[ 1.22500867  2.23169375 -0.36676195  0.52839954  0.54597078  0.11872144
 -0.05395317  0.46259965  0.88669249 -0.3136566   0.        ]",[-0.16340567 -0.7519548 ],-1.90694,"[[-0.12464161 -0.07627146  0.0647926   0.01214685]
 [-3.95305959  0.43792932  0.          0.        ]]",[-0.31052247 -0.21578158],-0.149636883904
2,[ 0.83347231 -0.19270438],"[ 1.20607293  2.22910857 -0.49465343  0.45472657  0.54597026  0.11872136
 -0.10130926  0.0311552   0.85213293 -0.48063526  0.        ]",[ 1.27874841  0.25586751],-1.95376,"[[-0.20939236 -0.09747113  0.0647926   0.01214685]
 [-4.52013361 -2.54794552  0.          0.        ]]",[-0.31052247 -0.21578158],-0.152935804669
3,[ 0.76098859 -0.21515238],"[ 1.19052454  2.22247656 -0.56882424  0.31511292  0.54596975  0.11872127
  0.23647731  0.18461117  0.81565915 -0.6010195   0.        ]",[ 0.98076337 -1.18146507],-1.62592,"[[-0.25921161 -0.13777455  0.0647926   0.01214685]
 [-0.47525476 -1.48593062  0.          0.        ]]",[-0.31052247 -0.21578158],-0.155633871013
4,[ 0.69780773 -0.27780271],"[ 1.20012969  2.20585976 -0.52496255  0.07745538  0.54596924  0.11872118
  0.56138961 -0.3834956   0.80729246 -0.61053497  0.        ]",[ 1.99777849 -2.20683849],-1.43595,"[[-0.22967999 -0.20694091  0.0647926   0.01214685]
 [ 3.41546068 -5.4175941   0.          0.        ]]",[-0.31052247 -0.21578158],-0.155319715927
5,[ 0.55542678 -0.40177894],"[ 1.22538076  2.14892095 -0.36326737 -0.4149223   0.54596872  0.11872109
  0.88623176 -0.9403464   0.80693248 -0.55401462  0.        ]",[ 0.32983512  0.23369918],-2.10935,"[[-0.12234257 -0.35395914  0.0647926   0.01214685]
 [ 7.30534144 -9.27136327  0.          0.        ]]",[-0.31052247 -0.21578158],-0.151902034228
6,[ 0.32869494 -0.55356282],"[ 1.23458377  2.04483896 -0.1222696  -0.96406628  0.54596821  0.11872101
  0.98310596 -0.78015818  0.80562407 -0.43381493  0.        ]",[ 1.39652249 -0.63409447],-1.72546,"[[ 0.03540314 -0.52826366  0.0647926   0.01214685]
 [ 8.46539146 -8.16276571  0.          0.        ]]",[-0.31052247 -0.21578158],-0.14531639998
7,[-0.09449428 -0.79151917],"[ 1.1960164   1.89268517  0.19148536 -1.49310829  0.5459677   0.11872092
  1.29959176 -1.11974772  0.7910956  -0.24250266  0.        ]",[-1.42099445  0.12525667],-2.3369,"[[  2.42734875e-01  -7.15099811e-01   6.47926002e-02   1.21468454e-02]
 [  1.22552239e+01  -1.05129523e+01   0.00000000e+00   0.00000000e+00]]",[-0.31052247 -0.21578158],-0.135706705063
8,[ 0.17210844 -0.63349235],"[ 1.10409422  1.68566788  0.48347291 -1.97751411  0.54596718  0.11872083
  0.9489529  -1.01776647  0.73649345 -0.08038735  0.        ]",[ 1.43557528 -0.52651296],-1.76642,"[[ 0.4457127  -0.91827708  0.0647926   0.01214685]
 [ 8.05646485 -9.80718792  0.          0.        ]]",[-0.31052247 -0.21578158],-0.124852188094
9,[-0.17793879 -0.79767388],"[ 0.96540201  1.42856773  0.74379483 -2.36576115  0.54596667  0.11872075
  1.26613933 -1.29105054  0.64779646  0.05103587  0.        ]",[-0.10422161  0.56863972],-2.17676,"[[  0.64494977  -1.13339787   0.0647926    0.01214685]
 [ 11.854687   -11.69850377   0.           0.        ]]",[-0.31052247 -0.21578158],-0.11231714418
10,[-0.46004182 -0.92527562],"[ 0.75226187  1.15241447  0.99903629 -2.60360009  0.54596616  0.11872066
  1.21210492 -0.93213937  0.53005738  0.21077764  0.        ]",[-1.39472119 -0.7603348 ],-1.93688,"[[  0.87555175  -1.34244622   0.0647926    0.01214685]
 [ 11.20767005  -9.21461902   0.           0.        ]]",[-0.31052247 -0.21578158],-0.0986578798577
11,[ 0.07718946 -0.64918196],"[ 0.55093322  0.8574098   1.15727797 -2.69370816  0.54596564  0.11872057
  0.8631796  -1.34062386  0.39827749  0.27352055  0.        ]",[-1.31086667 -1.05066941],-1.72708,"[[  1.05778509  -1.55510185   0.0647926    0.01214685]
 [  7.02942449 -12.04160993   0.           0.        ]]",[-0.31052247 -0.21578158],-0.0840329304672
12,[ 0.7647     -0.28375986],"[ 0.43134128  0.47211721  1.22530488 -2.57465847  0.54596513  0.11872048
  0.52107269 -1.87820938  0.24071711  0.17228545  0.        ]",[ 1.3797203  -0.05269394],-1.29646,"[[  1.15727357e+00  -1.83326209e+00   6.47926002e-02   1.21468454e-02]
 [  2.93282046e+00  -1.57620880e+01   0.00000000e+00   0.00000000e+00]]",[-0.31052247 -0.21578158],-0.0621134928241
13,[ 0.52507395 -0.34751564],"[ 0.30858682  0.07195568  1.27865991 -2.12998534  0.54596462  0.1187204
  0.8467483  -1.86329385  0.03410678  0.05881542  0.        ]",[ 0.85797353 -0.7958485 ],-0.909067,"[[  1.25505679e+00  -2.14746922e+00   6.47926002e-02   1.21468454e-02]
 [  6.83268175e+00  -1.56589045e+01   0.00000000e+00   0.00000000e+00]]",[-0.31052247 -0.21578158],-0.0353943274702
14,[ 0.06983283 -0.46719301],"[  8.72200551e-02  -2.77224867e-01   1.33796137e+00  -1.32363907e+00
   5.45964103e-01   1.18720310e-01   1.11909842e+00  -2.27380415e+00
  -2.22415877e-01   1.89708942e-03   0.00000000e+00]",[ 1.00942657 -0.5362002 ],-1.15744,"[[  1.42443159e+00  -2.48915321e+00   6.47926002e-02   1.21468454e-02]
 [  1.00939980e+01  -1.84999788e+01   0.00000000e+00   0.00000000e+00]]",[-0.31052247 -0.21578158],-0.00992958192772
15,[-0.61329603 -0.81595719],"[-0.23397743 -0.51601996  1.34767771 -0.11878859  0.54596359  0.11872022
  1.43304363 -2.52759829 -0.5307184  -0.05064266  0.        ]",[ 0.81875769 -0.88931529],-1.82205,"[[  1.66403050e+00  -2.87677671e+00   6.47926002e-02   1.21468454e-02]
 [  1.38534172e+01  -2.02565017e+01   0.00000000e+00   0.00000000e+00]]",[-0.31052247 -0.21578158],-0.0388265907045
16,[-1.26577127 -1.65912485],"[-0.63240485 -0.5634675   1.23343627  0.94816654  0.54596308  0.11872014
  1.68091675 -0.19158942 -0.782859   -0.1202451   0.        ]",[-1.13113894 -1.42195809],-1.9511,"[[  1.97087761e+00  -3.18574000e+00   6.47926002e-02   1.21468454e-02]
 [  1.68216670e+01  -4.08965778e+00   0.00000000e+00   0.00000000e+00]]",[-0.31052247 -0.21578158],-0.071263813352
17,[-0.96007288 -1.74516916],"[-0.96806753 -0.56436065  1.00077619  0.88465006  0.54596256  0.11872005
  1.32249283  0.87961342 -0.73345456 -0.10432123  0.        ]",[ 0.44304535 -1.68806275],-1.88413,"[[  2.26424929e+00  -3.16752061e+00   6.47926002e-02   1.21468454e-02]
 [  1.25296916e+01   3.32383137e+00   0.00000000e+00   0.00000000e+00]]",[-0.31052247 -0.21578158],-0.0647987685255
18,[-1.22229075 -1.88305545],"[-1.20937469 -0.56360788  0.70252517  0.64845938  0.54596205  0.11871996
  1.44826244  0.83301022 -0.67852892 -0.03820436  0.        ]",[-1.36457903  0.43449508],-1.76325,"[[  2.52995445e+00  -3.09979691e+00   6.47926002e-02   1.21468454e-02]
 [  1.40357805e+01   3.00131136e+00   0.00000000e+00   0.00000000e+00]]",[-0.31052247 -0.21578158],-0.0559096468582
