timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-1.0022608  -3.26694775],"[ 1.01252155  1.39141258  0.09862104  0.78727866 -0.72748955  0.17623363
  0.09752901  0.32657838  2.32508837  0.18123311  0.        ]",[-0.06378401 -3.41164957],-6.12227,"[[ 0.0718487   0.03741203 -0.08273238  0.01903356]
 [-0.00104052  0.00433468  0.          0.        ]]",[-0.81692928 -0.56190878],-0.29181847962
1,[-0.98225999 -3.04619408],"[ 1.01276715  1.39222252  0.09463658  0.68507303 -0.72748925  0.17623358
  0.06835414 -0.29575967  2.32931181  0.12652184  0.        ]",[-0.96002826 -3.99962717],-6.07564,"[[  6.93119239e-02  -2.22899422e-03  -8.27323789e-02   1.90335634e-02]
 [ -2.51807427e-01  -3.95524123e+00   0.00000000e+00   0.00000000e+00]]",[-0.81692928 -0.56190878],-0.292283029247
2,[-0.90470916 -2.79347849],"[ 1.01559696  1.383823    0.02689359  0.38143374 -0.72748895  0.17623353
 -0.3727347  -0.9055606   2.32898701 -0.12052484  0.        ]",[-1.18778171 -2.59315583],-6.13925,"[[ 0.02623677 -0.12026119 -0.08273238  0.01903356]
 [-4.04310311 -7.83505211  0.          0.        ]]",[-0.81692928 -0.56190878],-0.293432620345
3,[-0.4693076  -2.35483479],"[ 1.0100596   1.33494763 -0.16142408 -0.10843671 -0.72748864  0.17623348
 -0.82352719 -1.50328017  2.24000914 -0.62966282  0.        ]",[-0.98589107 -1.6645946 ],-6.23739,"[[ -0.09350051  -0.31511848  -0.08273238   0.01903356]
 [ -7.91780604 -11.63800178   0.           0.        ]]",[-0.81692928 -0.56190878],-0.292266807294
4,[ 0.12577413 -1.12235034],"[ 0.95884467  1.19861944 -0.46378063 -0.73381321 -0.72748834  0.17623343
 -1.25900982 -2.08915818  1.90154192 -1.30233632  0.        ]",[-0.02689013 -0.29222096],-6.41532,"[[ -0.28941022  -0.58527916  -0.08273238   0.01903356]
 [-11.66092005 -15.36562273   0.           0.        ]]",[-0.81692928 -0.56190878],-0.281912847542
5,[ 0.60969263 -0.09640145],"[ 0.83323231  0.95104008 -0.79870113 -1.33108824 -0.72748804  0.17623339
 -1.24472573 -2.22314675  1.27258912 -1.81505696  0.        ]",[ 1.0887355   0.35492294],-6.28487,"[[ -0.52139554  -0.9011454   -0.08273238   0.01903356]
 [-11.53815136 -16.21813786   0.           0.        ]]",[-0.81692928 -0.56190878],-0.256975959001
6,[ 0.64691246  0.07018825],"[ 0.68339836  0.64162745 -1.04101579 -1.72033348 -0.72748773  0.17623334
 -0.75811396 -1.95192547  0.63181152 -1.92754507  0.        ]",[ 1.01759909  0.25786126],-5.70875,"[[ -0.71019528  -1.20819459  -0.08273238   0.01903356]
 [ -7.35557582 -14.49252724   0.           0.        ]]",[-0.81692928 -0.56190878],-0.223326606663
7,[ 0.05471367  0.08498201],"[ 0.58265798  0.32879191 -1.16153414 -1.87851365 -0.72748743  0.17623329
 -0.28098798 -1.74647206  0.20307702 -1.77234551  0.        ]",[-0.34608408  0.11589723],-5.16618,"[[ -0.81616171  -1.48492999  -0.08273238   0.01903356]
 [ -3.25453202 -13.18535515   0.           0.        ]]",[-0.81692928 -0.56190878],-0.190469743916
8,[ 0.30188161  1.07499802],"[ 0.50146614  0.03154117 -1.24228979 -1.85056939 -0.72748713  0.17623324
 -0.43299426 -1.63327077 -0.08197439 -1.50822573  0.        ]",[ 0.24985612  1.63024181],-4.54651,"[[ -0.89436107  -1.74141077  -0.08273238   0.01903356]
 [ -4.56107365 -12.46512908   0.           0.        ]]",[-0.81692928 -0.56190878],-0.158131175018
9,[ 0.05645787  0.79137278],"[ 0.41249656 -0.19994256 -1.31749564 -1.70622912 -0.72748682  0.17623319
 -0.30758356 -0.97215331 -0.25682599 -1.23087025  0.        ]",[ 0.47767367  1.12291552],-4.16557,"[[-0.97476877 -1.94850999 -0.08273238  0.01903356]
 [-3.48313142 -8.25881009  0.          0.        ]]",[-0.81692928 -0.56190878],-0.129497051689
