timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 3.67953062  0.47510219],"[ 1.01450456  1.42321564 -0.14424161  0.92259854 -0.15711453  1.45813915
  0.11217586  0.33133984  1.63330068 -1.67995191  0.        ]",[ 4.50778557  0.6460097 ],-5.55537,"[[-0.07450801  0.09696954 -0.01674842  0.16688323]
 [-0.00109952 -0.00420297  0.          0.        ]]",[-0.6983918  -0.47140831],-0.284273144842
1,[ 3.54797554  0.27300447],"[ 1.01746065  1.41999116 -0.08148608  0.99283329 -0.15711448  1.45813775
  0.55256379  0.7258537   1.6315852  -1.56065916  0.        ]",[ 2.9677402  0.3117878],-5.506,"[[-0.03484912  0.12253547 -0.01674842  0.16688323]
 [ 3.95382658  2.5522804   0.          0.        ]]",[-0.6983918  -0.47140831],-0.277548169559
2,[ 2.54328251 -0.33451396],"[ 1.01357723  1.40888495  0.10532937  1.16462548 -0.15711443  1.45813636
  0.98430436  0.90833592  1.59494011 -1.22433545  0.        ]",[ 2.8943971  -0.62655663],-5.12292,"[[ 0.08312909  0.18544552 -0.01674842  0.16688323]
 [ 7.83109715  3.73478282  0.          0.        ]]",[-0.6983918  -0.47140831],-0.257354877778
3,[ 1.26286089 -0.84784257],"[ 0.9659466   1.39711806  0.40851469  1.29719521 -0.15711438  1.45813496
  1.40766795  0.5138355   1.4632461  -0.75359917  0.        ]",[ 0.72482732 -0.890786  ],-4.64439,"[[  0.27789816   0.23449214  -0.01674842   0.16688323]
 [ 11.63314411   1.17839053   0.           0.        ]]",[-0.6983918  -0.47140831],-0.225622898443
4,[ 0.04290743 -1.46237826],"[ 0.82623864  1.40026244  0.78453031  1.26470867 -0.15711433  1.45813356
  1.70147906 -0.0342524   1.20956513 -0.26499836  0.        ]",[ 0.22222528 -1.6567405 ],-4.0975,"[[  0.53703513   0.22242513  -0.01674842   0.16688323]
 [ 14.27174682  -2.37326121   0.           0.        ]]",[-0.6983918  -0.47140831],-0.186775018137
5,[-1.26253343 -1.65816545],"[ 0.57626802  1.41803504  1.14161153  1.02891081 -0.15711428  1.45813216
  1.7680911  -0.63810326  0.86877849  0.13380344  0.        ]",[-0.70922651 -1.24715734],-3.77475,"[[  0.82847239   0.13569938  -0.01674842   0.16688323]
 [ 14.86997978  -6.28626172   0.           0.        ]]",[-0.6983918  -0.47140831],-0.147085324103
6,[-1.57795095 -1.22819078],"[ 0.27917804  1.42814804  1.38239825  0.57625353 -0.15711423  1.45813076
  1.4230898  -1.2297597   0.56716043  0.36038187  0.        ]",[-1.59561239  0.14854493],-3.73699,"[[  1.09478574  -0.02849368  -0.01674842   0.16688323]
 [ 11.77168749 -10.12024519   0.           0.        ]]",[-0.6983918  -0.47140831],-0.117176671303
7,[-1.58438349 -0.81647134],"[ 0.03445929  1.40011996  1.49571684  0.0438174  -0.15711418  1.45812937
  0.95663831 -1.10781605  0.39541365  0.43648052  0.        ]",[-0.60639297 -1.26825573],-3.73655,"[[ 1.28819011 -0.22297023 -0.01674842  0.16688323]
 [ 7.58269665 -9.33004614  0.          0.        ]]",[-0.6983918  -0.47140831],-0.101144193357
8,[-0.80598515 -0.02114522],"[-0.13332735  1.31530421  1.53921193 -0.54082948 -0.15711413  1.45812797
  0.67297735 -1.69019319  0.36551187  0.40480242  0.        ]",[-1.28519815 -0.18741734],-3.69598,"[[  1.41428539  -0.44743542  -0.01674842   0.16688323]
 [  5.03526494 -13.10390667   0.           0.        ]]",[-0.6983918  -0.47140831],-0.0974197870269
9,[ 0.48934823  0.8707009 ],"[-0.21453458  1.14721172  1.5512085  -1.15570662 -0.15711408  1.45812657
  0.2213531  -1.76445169  0.47447737  0.25451648  0.        ]",[ 0.73735347  1.58478241],-3.67575,"[[  1.47429835  -0.7143414   -0.01674842   0.16688323]
 [  0.97942735 -13.58512202   0.           0.        ]]",[-0.6983918  -0.47140831],-0.106449785822
10,[ 0.10369753  0.26806653],"[-0.28072283  0.95306607  1.55676603 -1.58293048 -0.15711403  1.45812517
  0.54386549 -1.11204398  0.54642878  0.09129678  0.        ]",[-0.26562187  0.14638835],-3.54445,"[[ 1.52294544 -0.94362673 -0.01674842  0.16688323]
 [ 3.87576994 -9.35747083  0.          0.        ]]",[-0.6983918  -0.47140831],-0.113788802571
