timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-2.34329438 -1.93360198],"[ 1.0510151   1.62147443 -0.08004669  0.80217568  1.67273747 -1.56128192
  0.16666459  0.35351324 -0.32200566  1.9313778   0.        ]",[-1.62955378 -2.54020105],-4.29181,"[[ -9.26809199e-05   6.10275328e-02   1.95856890e-01  -1.81951126e-01]
 [  1.63574593e-03  -4.92164863e-03   0.00000000e+00   0.00000000e+00]]",[-0.46263456 -0.25813159],-0.189154829637
1,[-1.11370635 -0.57398391],"[ 1.0499657   1.62340095 -0.14374181  0.67668695  1.67273476 -1.56127963
 -0.22439799 -0.23487872 -0.32105513  1.80956059  0.        ]",[-0.06904373 -1.22553003],-4.20546,"[[-0.03973537  0.02121766  0.19585689 -0.18195113]
 [-3.95274146 -3.96287973  0.          0.        ]]",[-0.46263456 -0.25813159],-0.176506814075
2,[-0.60518432  0.68462479],"[ 1.04134458  1.61812501 -0.27346024  0.30425024  1.67273204 -1.56127733
 -0.24352963 -0.81183773 -0.34984843  1.52360582  0.        ]",[-1.07413208 -1.37197682],-3.51558,"[[-0.12073107 -0.09697982  0.19585689 -0.18195113]
 [-4.1461993  -7.84393292  0.          0.        ]]",[-0.46263456 -0.25813159],-0.14654967457
3,[ 0.64526105  2.32334757],"[ 1.01214509  1.57376085 -0.46583915 -0.2985339   1.67272933 -1.56127504
 -0.62650828 -1.37715857 -0.48320736  1.09900088  0.        ]",[ 0.29225608  3.01198961],-3.12987,"[[ -0.24250955  -0.29201297   0.19585689  -0.18195113]
 [ -8.01883241 -11.64670629   0.           0.        ]]",[-0.46263456 -0.25813159],-0.101987882864
4,[ 1.13462472  2.48062444],"[ 0.95141486  1.48886707 -0.69049482 -0.85533256  1.67272661 -1.56127275
 -0.49667529 -0.75430458 -0.73774889  0.69392973  0.        ]",[ 1.84589657  2.40032154],-2.57292,"[[-0.38971436 -0.48290982  0.19585689 -0.18195113]
 [-6.70598142 -7.45693606  0.          0.        ]]",[-0.46263456 -0.25813159],-0.0680388165269
5,[ 0.82543737  2.10236979],"[ 0.89917093  1.42381985 -0.8260756  -1.14784391  1.6727239  -1.56127045
 -0.09248368 -0.14393213 -0.93574985  0.49373476  0.        ]",[ 1.7101099   0.38960952],-2.34545,"[[-0.48282732 -0.59085359  0.19585689 -0.18195113]
 [-2.61885218 -3.35112362  0.          0.        ]]",[-0.46263456 -0.25813159],-0.0671925546342
6,[ 0.23737441  1.71500766],"[ 0.89157832  1.38914698 -0.84334212 -1.27885653  1.67272118 -1.56126816
  0.30382459  0.09506199 -0.99614851  0.45354987  0.        ]",[ 1.38800708  1.70433446],-2.40199,"[[-0.49499703 -0.64174606  0.19585689 -0.18195113]
 [ 1.38856201 -1.74347428  0.          0.        ]]",[-0.46263456 -0.25813159],-0.0706767371304
7,[-0.91077     0.60969138],"[ 0.93129511  1.3927954  -0.74668767 -1.26570942  1.67271847 -1.56126587
  0.69221658  0.6886318  -0.90615386  0.54586202  0.        ]",[-1.20455497  2.14407489],-2.38513,"[[-0.42782124 -0.63655478  0.19585689 -0.18195113]
 [ 5.31592928  2.24931121  0.          0.        ]]",[-0.46263456 -0.25813159],-0.0679230395267
8,[-0.66275996  0.05358011],"[ 0.96479895  1.4484134  -0.64946177 -1.04546911  1.67271575 -1.56126357
  0.29042964  1.27086116 -0.7607905   0.69074115  0.        ]",[-1.16559502  0.45150364],-2.40534,"[[-0.36226606 -0.55227286  0.19585689 -0.18195113]
 [ 1.25312092  6.16581837  0.          0.        ]]",[-0.46263456 -0.25813159],-0.0690290477142
9,[-0.17061497 -0.17658637],"[ 0.95765355  1.5249062  -0.67176872 -0.65433354  1.67271304 -1.56126128
 -0.10332087  1.51869797 -0.67318142  0.76437205  0.        ]",[ 0.31497297  0.04245155],-2.48184,"[[-0.37715199 -0.41222954  0.19585689 -0.18195113]
 [-2.72842465  7.83296365  0.          0.        ]]",[-0.46263456 -0.25813159],-0.0716902631458
