timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 1.2806797  -1.52351034],"[ 1.19530633  2.09817382 -0.249735    0.47963616 -0.59250512  1.28537709
  0.25740292  0.39288562  1.96011539 -1.35923131  0.        ]",[ 2.9532489  -0.98717515],-4.62769,"[[-0.05537405 -0.07982047 -0.06687258  0.14652607]
 [-0.00499954 -0.00131827  0.          0.        ]]",[-0.33041579 -0.2405616 ],-0.32228911356
1,[ 1.11789846 -1.69107819],"[ 1.1971909   2.09291652 -0.18866226  0.34616356 -0.5925046   1.28537484
  0.59714195 -0.17444062  1.96129574 -1.32470281  0.        ]",[ 1.9528483 -0.7393951],-4.8507,"[[-0.01576726 -0.11908031 -0.06687258  0.14652607]
 [ 3.95249861 -3.91162721  0.          0.        ]]",[-0.33041579 -0.2405616 ],-0.32036482213
2,[ 0.86220461 -1.9074477 ],"[ 1.19036659  2.0682191  -0.00690773 -0.01331708 -0.59250407  1.2853726
  0.93012862 -0.5881818   1.95843191 -1.21239528  0.        ]",[ 1.07907652 -3.08601905],-4.31178,"[[ 0.10220027 -0.22592527 -0.06687258  0.14652607]
 [ 7.83134648 -6.76334884  0.          0.        ]]",[-0.33041579 -0.2405616 ],-0.313649609457
3,[ 0.5459286  -2.16468239],"[ 1.1387207   1.99633268  0.28721493 -0.5772035  -0.59250354  1.28537035
  1.25657117 -1.14341905  1.9292138  -1.027669    0.        ]",[ 0.42482546 -2.96305429],-4.32979,"[[  0.2969798   -0.39959012  -0.06687258   0.14652607]
 [ 11.63397563 -10.59034123   0.           0.        ]]",[-0.33041579 -0.2405616 ],-0.300764321107
4,[ 0.29933488 -2.33891177],"[ 1.00384343  1.82857604  0.63459482 -1.31307542 -0.59250301  1.28536811
  1.38123587 -1.68749933  1.84713801 -0.83510923  0.        ]",[ 0.70718198 -2.26667092],-4.27444,"[[  0.54422941  -0.64902349  -0.06687258   0.14652607]
 [ 13.08617833 -14.34045228   0.           0.        ]]",[-0.33041579 -0.2405616 ],-0.282561822558
5,[ 0.00879708 -2.49804497],"[ 0.76044804  1.51391544  0.97583524 -2.07163137 -0.59250249  1.28536586
  1.59935611 -2.22079917  1.69539719 -0.6783666   0.        ]",[-0.81795055 -1.91314611],-4.33887,"[[  0.83144527  -0.97271442  -0.06687258   0.14652607]
 [ 15.62702368 -18.01629378   0.           0.        ]]",[-0.33041579 -0.2405616 ],-0.258634524867
6,[ 0.09626175 -2.36494184],"[ 0.45541136  1.02526319  1.21669248 -2.5955026  -0.59250196  1.28536362
  1.29509314 -2.74326699  1.4889111  -0.6546523   0.        ]",[ 0.76767161 -2.10776369],-3.69288,"[[  1.10842796  -1.36917176  -0.06687258   0.14652607]
 [ 12.08280032 -21.61753097   0.           0.        ]]",[-0.33041579 -0.2405616 ],-0.233900824556
7,[-0.04477133 -2.36745834],"[ 0.11434639  0.40126164  1.35017574 -2.5443957  -0.59250143  1.28536138
  1.53546232 -3.25557412  1.21965572 -0.75586617  0.        ]",[-0.67669478 -1.4356874 ],-3.56557,"[[  1.37817663  -1.83695392  -0.06687258   0.14652607]
 [ 14.88281521 -25.14881559   0.           0.        ]]",[-0.33041579 -0.2405616 ],-0.208612314459
8,[ 0.06358247 -2.02041507],"[-0.24270084 -0.21428611  1.37434797 -1.61894277 -0.59250091  1.28535913
  1.28023731 -3.7576441   0.8683202  -0.95435848  0.        ]",[ 0.70954077 -1.01604331],-3.10664,"[[  1.64600698  -2.37465255  -0.06687258   0.14652607]
 [ 11.90981281 -28.60964822   0.           0.        ]]",[-0.33041579 -0.2405616 ],-0.185510451262
9,[-0.27727193 -1.5988369 ],"[-0.58775198 -0.57401177  1.29077495  0.20534677 -0.59250038  1.28535689
  1.50112476 -4.24982388  0.42036211 -1.20254281  0.        ]",[ 1.6563069  -3.30925377],-2.72844,"[[  1.91001902  -2.9808864   -0.06687258   0.14652607]
 [ 14.48289327 -32.00245066   0.           0.        ]]",[-0.33041579 -0.2405616 ],-0.17199631951
10,[-0.85758126 -1.08144677],"[-0.96933693 -0.5812248   1.0491987   1.17059401 -0.59249985  1.28535464
  1.81651901  0.34681097  0.21008728 -1.32506808  0.        ]",[ 0.08445127 -1.09084737],-2.74234,"[[  2.23654111  -3.26438752  -0.06687258   0.14652607]
 [ 18.15687684  -0.31898699   0.           0.        ]]",[-0.33041579 -0.2405616 ],-0.173793487988
11,[-1.07932484 -1.32978642],"[-1.28938729 -0.58924851  0.63185242  0.94360737 -0.59249933  1.2853524
  1.81438502  1.08521604  0.30291865 -1.27555506  0.        ]",[-1.66750398 -0.61687702],-2.92147,"[[  2.59943073  -3.19767612  -0.06687258   0.14652607]
 [ 18.1320784    4.77066344   0.           0.        ]]",[-0.33041579 -0.2405616 ],-0.172863326444
