timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[ 2.84241724 -0.01141411],[-0.52617848 -0.30378893],[ 2.5336344   0.79607407],-4.55015,"[[-0.02277072  0.0823716   0.00222927  0.14621723]
 [ 0.00206811  0.0016693   0.          0.        ]]","[ 1.03439348  1.54000814 -0.07912998  0.87736773  0.01872707  1.26728304
  0.13854695  0.34711732  1.40886969 -1.26666192  0.        ]",-0.251444407466
1,[ 2.44209623 -0.28111556],[-0.52617848 -0.30378893],[ 2.00895115 -1.29929173],-4.3717,"[[  1.69485514e-02   1.14015537e-01   2.22927237e-03   1.46217232e-01]
 [  3.95669994e+00   3.15222870e+00   0.00000000e+00   0.00000000e+00]]","[ 1.03454709  1.53641009 -0.01536833  0.97457445  0.01872707  1.26728179
  0.5409331   0.81984684  1.40211432 -1.14922979  0.        ]",-0.244365784837
2,[ 1.77524292 -0.5085516 ],[-0.52617848 -0.30378893],[ 1.36559305  0.07106357],-4.19912,"[[  1.35003705e-01   1.36690881e-01   2.22927237e-03   1.46217232e-01]
 [  7.83589011e+00  -8.71284455e-01   0.00000000e+00   0.00000000e+00]]","[ 1.02258469  1.53312179  0.17350327  1.0440197   0.01872706  1.26728053
  0.93564272  0.21613309  1.36544244 -0.88082826  0.        ]",-0.227588920192
3,[ 0.54206926 -1.13038778],[-0.52617848 -0.30378893],[ 0.15176708 -1.46914297],-3.87762,"[[  3.29855862e-01   1.22246221e-01   2.22927237e-03   1.46217232e-01]
 [  1.16366706e+01  -5.74172937e-01   0.00000000e+00   0.00000000e+00]]","[ 0.96273044  1.53528168  0.47742959  0.99980312  0.01872705  1.26727928
  1.3223734   0.26071351  1.25975173 -0.50734496  0.        ]",-0.202319877416
4,[-0.26704386 -1.16004086],[-0.52617848 -0.30378893],[-1.08111992 -0.56010087],-3.57973,"[[  5.66318829e-01   7.11468635e-02   2.22927237e-03   1.46217232e-01]
 [  1.20083803e+01  -4.52259880e+00   0.00000000e+00   0.00000000e+00]]","[ 0.8262152   1.54099809  0.81877786  0.8428173   0.01872704  1.26727802
  1.36019363 -0.33173386  1.06876731 -0.12173765  0.        ]",-0.172693605506
5,[-0.13452385 -0.82249033],[-0.52617848 -0.30378893],[ 0.1089853 -0.779081 ],-3.37957,"[[  7.64420980e-01  -4.06421889e-02   2.22927237e-03   1.46217232e-01]
 [  7.81579897e+00  -6.64921489e+00   0.00000000e+00   0.00000000e+00]]","[ 0.66313211  1.54297154  1.06856448  0.49795384  0.01872704  1.26727676
  0.93359516 -0.65082494  0.90159099  0.10693361  0.        ]",-0.152426577249
6,[-0.31243235 -0.66024029],[-0.52617848 -0.30378893],[-0.06723273 -0.79730615],-3.31499,"[[  9.23523315e-01  -2.03257730e-01   2.22927237e-03   1.46217232e-01]
 [  8.09351191e+00  -9.60248832e+00   0.00000000e+00   0.00000000e+00]]","[  5.04494908e-01   1.52006310e+00   1.23811504e+00   2.50630740e-04
   1.87270294e-02   1.26727551e+00   9.61851924e-01  -1.09395263e+00
   7.94774066e-01   2.09302799e-01   0.00000000e+00]",-0.140883294482
7,[-0.11481237 -0.2904498 ],[-0.52617848 -0.30378893],[ 0.20950011  0.39375111],-3.34786,"[[  1.08113077e+00  -4.25072955e-01   2.22927237e-03   1.46217232e-01]
 [  7.66863616e+00  -1.25691407e+01   0.00000000e+00   0.00000000e+00]]","[ 0.32727533  1.44076344  1.37418748 -0.64962532  0.01872702  1.26727425
  0.9186199  -1.5390867   0.71402445  0.23942802  0.        ]",-0.13228268517
8,[-0.46224681 -0.40419844],[-0.52617848 -0.30378893],[-1.14082869 -1.46578657],-3.19868,"[[  1.24129158e+00  -6.58317303e-01   2.22927237e-03   1.46217232e-01]
 [  8.34522677e+00  -1.07613020e+01   0.00000000e+00   0.00000000e+00]]","[ 0.13125781  1.30167055  1.47647106 -1.26515314  0.01872702  1.26727299
  0.98746269 -1.26782557  0.62203047  0.23768499  0.        ]",-0.122288792473
9,[ 0.54487634  0.26819634],[-0.52617848 -0.30378893],[ 1.08207593 -0.11895494],-3.19818,"[[  1.36685784e+00  -9.11118396e-01   2.22927237e-03   1.46217232e-01]
 [  4.22495928e+00  -1.45063781e+01   0.00000000e+00   0.00000000e+00]]","[-0.03042023  1.09514024  1.52956647 -1.81586492  0.01872701  1.26727174
  0.56822251 -1.82975799  0.57452881  0.14965571  0.        ]",-0.116793266162
10,[ 0.12724662 -0.02984932],[-0.52617848 -0.30378893],[ 0.85032012  0.19604679],-3.08479,"[[  1.49021566e+00  -1.20310025e+00   2.22927237e-03   1.46217232e-01]
 [  8.09805917e+00  -1.46911179e+01   0.00000000e+00   0.00000000e+00]]","[-0.19341733  0.8013949   1.55762494 -2.25719035  0.018727    1.26727048
  0.96231234 -1.85747437  0.52420604 -0.00507378  0.        ]",-0.112378469947
11,[-0.74859601 -0.38806012],[-0.52617848 -0.30378893],[-1.36432287  0.42312734],-2.87793,"[[  1.68432955e+00  -1.48621971e+00   2.22927237e-03   1.46217232e-01]
 [  1.13028063e+01  -1.36243002e+01   0.00000000e+00   0.00000000e+00]]","[-0.45224679  0.48261649  1.55249665 -2.45248476  0.01872699  1.26726922
  1.28839623 -1.69739993  0.36767118 -0.10297185  0.        ]",-0.0976045996555
12,[-0.52867395  0.01112071],[-0.52617848 -0.30378893],[-1.18557813 -0.9226579 ],-2.70633,"[[  1.86843438e+00  -1.73917798e+00   2.22927237e-03   1.46217232e-01]
 [  7.12147885e+00  -1.16781106e+01   0.00000000e+00   0.00000000e+00]]","[-0.6926312   0.1904167   1.49224319 -2.41985528  0.01872699  1.26726797
  0.86294286 -1.4053802   0.21353093 -0.21484563  0.        ]",-0.0856599903909
13,[ 0.07420529  0.36746365],[-0.52617848 -0.30378893],[-0.51439811  2.1453919 ],-2.78497,"[[  1.96974113e+00  -2.00706939e+00   2.22927237e-03   1.46217232e-01]
 [  3.02262996e+00  -1.50996970e+01   0.00000000e+00   0.00000000e+00]]","[-0.81976401 -0.10516169  1.43675762 -2.17436691  0.01872698  1.26726671
  0.44588206 -1.91877225  0.13376221 -0.43155134  0.        ]",-0.0901337424709
14,[ 0.51403934  0.79983306],[-0.52617848 -0.30378893],[ 0.03395211  2.54724741],-2.87839,"[[  2.00915614e+00  -2.26633458e+00   2.22927237e-03   1.46217232e-01]
 [  9.25893707e-01  -1.08410377e+01   0.00000000e+00   0.00000000e+00]]","[-0.86785913 -0.35814605  1.41103352 -1.7464473   0.01872697  1.26726546
  0.2325376  -1.27977669  0.06810845 -0.68556593  0.        ]",-0.103949128698
15,[ 0.43383107  0.9407742 ],[-0.52617848 -0.30378893],[ 0.25813514  0.72933636],-2.89575,"[[  2.02883549e+00  -2.44127404e+00   2.22927237e-03   1.46217232e-01]
 [  1.04171548e+00  -6.66681924e+00   0.00000000e+00   0.00000000e+00]]","[ -8.91547019e-01  -5.01703242e-01   1.39734131e+00  -1.36599435e+00
   1.87269653e-02   1.26726420e+00   2.44322451e-01  -6.53452218e-01
   2.68304962e-04  -8.54715960e-01   0.00000000e+00]",-0.114349322726
16,[ 0.1408231   0.89379823],[-0.52617848 -0.30378893],[-0.07972667  0.70666954],-2.96276,"[[  2.05971591e+00  -2.54431112e+00   2.22927237e-03   1.46217232e-01]
 [  2.04301639e+00  -3.64695062e+00   0.00000000e+00   0.00000000e+00]]","[-0.92825333 -0.57384287  1.37473481 -1.11266919  0.01872696  1.26726294
  0.34620544 -0.20033331 -0.05662827 -0.9400349   0.        ]",-0.11931943388
17,[ 0.01782137  0.85251498],[-0.52617848 -0.30378893],[-0.24298829  0.22534606],-2.9766,"[[  2.09700392e+00  -2.58845121e+00   2.22927237e-03   1.46217232e-01]
 [  1.68697249e+00  -7.76624567e-01   0.00000000e+00   0.00000000e+00]]","[-0.97177574 -0.60167672  1.34563883 -0.99834886  0.01872695  1.26726169
  0.30997756  0.23034733 -0.08983495 -0.96473458  0.        ]",-0.120206357799
18,[ 0.07055581  0.85132301],[-0.52617848 -0.30378893],[-0.49672411  0.56828231],-2.98532,"[[  2.12075637e+00  -2.59487701e+00   2.22927237e-03   1.46217232e-01]
 [  6.91588672e-01   1.31018165e-01   0.00000000e+00   0.00000000e+00]]","[-0.99901671 -0.60556945  1.3260953  -0.98143697  0.01872694  1.26726043
  0.20869634  0.36653532 -0.10044756 -0.96003118  0.        ]",-0.119343958867
19,[ 0.24247658  0.83242571],[-0.52617848 -0.30378893],[-0.02293781 -0.22515634],-2.94178,"[[  2.11471998e+00  -2.56970631e+00   2.22927237e-03   1.46217232e-01]
 [ -1.28862823e+00   2.37856323e+00   0.00000000e+00   0.00000000e+00]]","[-0.99212953 -0.59008748  1.33113391 -1.04729421  0.01872694  1.26725917
  0.00720754  0.70377014 -0.08704274 -0.93814546  0.        ]",-0.117848422695
20,[ 0.35869855  0.8767432 ],[-0.52617848 -0.30378893],[-0.09711359  0.86020785],-2.9381,"[[  2.08829215e+00  -2.53155246e+00   2.22927237e-03   1.46217232e-01]
 [ -1.35393561e+00   1.43995008e+00   0.00000000e+00   0.00000000e+00]]","[ -9.61686304e-01  -5.65445831e-01   1.35260636e+00  -1.14508949e+00
   1.87269297e-02   1.26725792e+00   5.62452188e-04   5.62934653e-01
  -6.09326789e-02  -9.13217089e-01   0.00000000e+00]",-0.116671197802
21,[ 0.41719913  0.69021261],[-0.52617848 -0.30378893],[ 0.30841233 -0.01132763],-2.88054,"[[  2.05762498e+00  -2.46886525e+00   2.22927237e-03   1.46217232e-01]
 [ -1.71159673e+00   4.81751513e+00   0.00000000e+00   0.00000000e+00]]","[-0.92578278 -0.52197432  1.37630106 -1.30011491  0.01872692  1.26725666
 -0.03582989  1.06972424 -0.02281251 -0.86656342  0.        ]",-0.11423626142
22,[ 0.41988546  0.54561442],[-0.52617848 -0.30378893],[ 1.11370325  0.7868925 ],-2.84406,"[[  2.03598310e+00  -2.37392195e+00   2.22927237e-03   1.46217232e-01]
 [ -4.56783687e-01   4.67727856e+00   0.00000000e+00   0.00000000e+00]]","[-0.90008976 -0.44941187  1.39222014 -1.52033037  0.01872692  1.2672554
  0.09184854  1.04868146  0.02199609 -0.78187316  0.        ]",-0.109184289844
23,[-0.2771621  -0.11028481],[-0.52617848 -0.30378893],[-0.08951839  1.00662305],-2.82075,"[[  2.06665582e+00  -2.25004471e+00   2.22927237e-03   1.46217232e-01]
 [  3.51074425e+00   7.70036366e+00   0.00000000e+00   0.00000000e+00]]","[-0.93641671 -0.34354812  1.36945761 -1.77834164  0.01872691  1.26725415
  0.49554835  1.50228168  0.03723669 -0.6324349   0.        ]",-0.097668274073
24,[-0.97567993 -0.8449614 ],[-0.52617848 -0.30378893],[-1.26037195 -0.27744079],-2.67872,"[[  2.13261128e+00  -2.05783860e+00   2.22927237e-03   1.46217232e-01]
 [  3.08613339e+00   1.15075604e+01   0.00000000e+00   0.00000000e+00]]","[ -1.01246259e+00  -1.57844881e-01   1.31604349e+00  -2.10454622e+00
   1.87269011e-02   1.26725289e+00   4.52343538e-01   2.07353219e+00
  -9.81514532e-04  -3.83693994e-01   0.00000000e+00]",-0.0760611729272
25,[-0.721892  -0.7930361],[-0.52617848 -0.30378893],[-1.0425389   0.15020484],-2.45647,"[[  2.15400120e+00  -1.84099180e+00   2.22927237e-03   1.46217232e-01]
 [ -9.33608888e-01   1.01815618e+01   0.00000000e+00   0.00000000e+00]]","[-1.03647553  0.0752712   1.29743927 -2.35148369  0.01872689  1.26725164
  0.04333037  1.87456842 -0.06383938 -0.1394629   0.        ]",-0.0554623584279
