timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 0.58287454 -1.70357299],"[ 1.23721027  2.2567118  -0.0449266   0.57767433 -0.97990297  1.72258568
  0.28007103  0.4000667   2.31282646 -1.49730984  0.        ]",[ 1.19479802 -3.50391039],-5.18112,"[[ 0.0855684  -0.06362205 -0.11169243  0.19718491]
 [-0.00485291  0.00165307  0.          0.        ]]",[-0.30991164 -0.21111144],-0.371366847072
1,[ 0.53279966 -1.77031994],"[ 1.23160271  2.2520335   0.01524126  0.43914616 -0.97990155  1.7225806
  0.60844019 -0.17183423  2.30950956 -1.46401623  0.        ]",[ 0.96331413 -3.01601856],-5.32875,"[[ 0.12517828 -0.10333257 -0.11169243  0.19718491]
 [ 3.95266047 -3.95949732  0.          0.        ]]",[-0.30991164 -0.21111144],-0.369051837561
2,[ 0.43385395 -1.88057756],"[ 1.20301848  2.22510484  0.19014792  0.0312147  -0.97990012  1.72257552
  0.91827239 -0.73239539  2.29265405 -1.36844183  0.        ]",[ 0.08443246 -0.43927056],-6.00278,"[[ 0.24169688 -0.22147817 -0.11169243  0.19718491]
 [ 7.68677219 -7.84210722  0.          0.        ]]",[-0.30991164 -0.21111144],-0.361746634682
3,[ 0.33807063 -1.97010374],"[ 1.13734046  2.15139129  0.41553843 -0.54436366 -0.97989869  1.72257045
  0.93342574 -0.96109729  2.25403779 -1.25932425  0.        ]",[ 0.416327  -1.0275964],-5.70777,"[[ 0.39726481 -0.39421382 -0.11169243  0.19718491]
 [ 7.86941585 -9.42616985  0.          0.        ]]",[-0.30991164 -0.21111144],-0.351496958706
4,[ 0.22692615 -2.06580687],"[ 1.02966566  1.9966192   0.64837883 -1.23556648 -0.97989727  1.72256537
  1.05729295 -1.50588124  2.18932603 -1.18043938  0.        ]",[ 0.11892382 -1.65500862],-5.44601,"[[  0.56963144  -0.62059675  -0.11169243   0.19718491]
 [  9.36228281 -13.1995204    0.           0.        ]]",[-0.30991164 -0.21111144],-0.340069489616
5,[ 0.15113744 -2.11288738],"[ 0.87211069  1.70185665  0.87663176 -1.98861085 -0.97989584  1.7225603
  1.08107839 -2.03979415  2.08599277 -1.15659851  0.        ]",[ 0.27726501 -2.55144403],-5.02871,"[[  0.75975383  -0.92169147  -0.11169243   0.19718491]
 [  9.64896582 -16.89760743   0.           0.        ]]",[-0.30991164 -0.21111144],-0.327160526279
6,[ 0.0341008  -2.12664366],"[ 0.66625596  1.23215598  1.0775085  -2.56924508 -0.97989441  1.72255522
  1.15635583 -2.56313252  1.92753521 -1.20063941  0.        ]",[-0.45761057 -1.09635353],-5.16361,"[[  0.96183644  -1.29601378  -0.11169243   0.19718491]
 [ 10.55623351 -20.52250636   0.           0.        ]]",[-0.30991164 -0.21111144],-0.311926533335
7,[-0.04078139 -2.01766944],"[ 0.44290541  0.60923217  1.22051979 -2.64932146 -0.97989299  1.72255014
  0.98878549 -3.07600966  1.69654817 -1.33378467  0.        ]",[ 0.36903847 -0.36986546],-4.8784,"[[  1.15270099  -1.74210692  -0.11169243   0.19718491]
 [  8.5366933  -24.0750281    0.           0.        ]]",[-0.30991164 -0.21111144],-0.295425444663
8,[-0.26690319 -1.88228846],"[ 0.20911226 -0.01789094  1.31032168 -1.95950756 -0.97989156  1.72254507
  1.09592671 -3.21857633  1.37724694 -1.49444253  0.        ]",[ 0.44231488 -1.85637778],-4.17105,"[[  1.33639006  -2.23351723  -0.11169243   0.19718491]
 [  9.82798078 -25.06268616   0.           0.        ]]",[-0.30991164 -0.21111144],-0.275653395777
9,[-0.47608131 -1.63569331],"[-0.0734954  -0.46386709  1.35171709 -0.47245811 -0.97989013  1.72253999
  1.22504636 -3.71852127  0.96473439 -1.61872098  0.        ]",[-0.54567179 -0.83238734],-3.93061,"[[  1.54856301  -2.76951747  -0.11169243   0.19718491]
 [ 11.38415837 -28.52579917   0.           0.        ]]",[-0.30991164 -0.21111144],-0.251410583811
10,[-0.12864652 -0.89294684],"[-0.34630631 -0.55759902  1.32699524  1.01849877 -0.97988871  1.72253492
  1.02715736 -0.54763773  0.58881076 -1.68454745  0.        ]",[-1.29182641 -0.70999833],-3.66331,"[[ 1.75231309 -3.20397184 -0.11169243  0.19718491]
 [ 8.99921792 -6.56271795  0.          0.        ]]",[-0.30991164 -0.21111144],-0.232962932142
11,[ 0.19701718 -0.73327214],"[-0.52666129 -0.55803939  1.27454472  1.00020018 -0.97988728  1.72252984
  0.68389476  0.93046937  0.62004762 -1.68733107  0.        ]",[-0.76117225 -0.5339151 ],-3.63943,"[[ 1.89079112 -3.19873597 -0.11169243  0.19718491]
 [ 4.86222394  3.67537587  0.          0.        ]]",[-0.30991164 -0.21111144],-0.235041527799
12,[ 0.28523445 -0.71921647],"[-0.610027   -0.5600012   1.23967024  0.72349685 -0.97988585  1.72252477
  0.42584862  0.92073568  0.6942577  -1.66124517  0.        ]",[-0.87203571  0.10102192],-3.77051,"[[ 1.9568326  -3.11966381 -0.11169243  0.19718491]
 [ 1.75225606  3.60796442  0.          0.        ]]",[-0.30991164 -0.21111144],-0.236811686478
13,[ 0.3746143  -0.70318693],"[-0.61009567 -0.55365937  1.23963593  0.45987639 -0.97988443  1.72251969
  0.13649144  0.96814914  0.7546025  -1.63050589  0.        ]",[-1.23633534 -1.0726341 ],-3.62812,"[[ 1.95688819 -3.04420941 -0.11169243  0.19718491]
 [-1.73507375  3.93638256  0.          0.        ]]",[-0.30991164 -0.21111144],-0.237584838128
14,[ 0.3680501  -0.72911614],"[-0.51644581 -0.5466429   1.27832878  0.31348345 -0.979883    1.72251461
 -0.18918742  0.51034641  0.78600335 -1.62191592  0.        ]",[ 1.28747705 -0.54887665],-3.5297,"[[ 1.88280489 -3.00209464 -0.11169243  0.19718491]
 [-5.66015227  0.76542352  0.          0.        ]]",[-0.30991164 -0.21111144],-0.23883836588
15,[ 0.26768112 -0.78867167],"[-0.4227902  -0.54642526  1.30842141  0.30965922 -0.97988157  1.72250954
  0.14862318  0.33259646  0.78112331 -1.63352362  0.        ]",[ 0.85458031 -1.78019172],-3.4384,"[[ 1.81045031 -3.00099153 -0.11169243  0.19718491]
 [-1.58886545 -0.46575577  0.          0.        ]]",[-0.30991164 -0.21111144],-0.239661733885
16,[ 0.16727263 -0.8323248 ],"[-0.42603898 -0.54724444  1.30751257  0.32426062 -0.97988015  1.72250446
  0.43197921  0.39178002  0.77985806 -1.63374461  0.        ]",[ 0.5462627  0.0910733],-3.7161,"[[ 1.81293687 -3.00520277 -0.11169243  0.19718491]
 [ 1.82613689 -0.0558201   0.          0.        ]]",[-0.30991164 -0.21111144],-0.239598887947
17,[ 0.10134676 -0.85878795],"[-0.50103862 -0.54674966  1.28384673  0.31540242 -0.97987872  1.72249939
  0.60843756  0.44430644  0.78414213 -1.62442753  0.        ]",[ 1.8988133   0.01210663],-3.58277,"[[ 1.87079725 -3.00264836 -0.11169243  0.19718491]
 [ 3.9528134   0.30800531  0.          0.        ]]",[-0.30991164 -0.21111144],-0.238962673254
18,[-0.13016078 -0.94814825],"[-0.64959837 -0.54543366  1.2205533   0.29259326 -0.97987729  1.72249431
  0.93046172  0.45037401  0.79184179 -1.60375871  0.        ]",[-0.25945634 -1.74731479],-3.48878,"[[ 1.98879322 -2.9960666  -0.11169243  0.19718491]
 [ 7.83384957  0.35003488  0.          0.        ]]",[-0.30991164 -0.21111144],-0.237442833005
19,[-0.15191108 -0.94797003],"[-0.82133467 -0.54795913  1.11645475  0.33740352 -0.97987587  1.72248924
  0.83235469  0.35074266  0.78298385 -1.58966113  0.        ]",[ 1.17494293 -0.91601026],-3.46412,"[[ 2.13360655 -3.00899142 -0.11169243  0.19718491]
 [ 6.6514808  -0.34005576  0.          0.        ]]",[-0.30991164 -0.21111144],-0.235441590714
20,[-0.4465307  -1.06011152],"[-1.00494691 -0.54815901  0.95846908  0.34114927 -0.97987444  1.72248416
  1.14994731  0.41385787  0.78065177 -1.56533509  0.        ]",[-0.46775721 -1.18308135],-3.52164,"[[  2.30504014  -3.01007086  -0.11169243   0.19718491]
 [ 10.47911542   0.0971115    0.           0.        ]]",[-0.30991164 -0.21111144],-0.232883274732
21,[-0.46068704 -1.06956601],"[-1.17648503 -0.54772541  0.7460781   0.33309221 -0.97987301  1.72247909
  0.97906598  0.41592007  0.77498667 -1.53705839  0.        ]",[-1.02223408  0.27418177],-3.78456,"[[ 2.49395946 -3.00774906 -0.11169243  0.19718491]
 [ 8.41967869  0.11139776  0.          0.        ]]",[-0.30991164 -0.21111144],-0.22971206139
22,[-0.29846549 -1.00558698],"[-1.27065543 -0.54514093  0.58435539  0.28769298 -0.97987159  1.72247401
  0.63672023  0.57231814  0.77191583 -1.50887723  0.        ]",[-0.88172758 -0.77531946],-3.57983,"[[ 2.62095627 -2.9946521  -0.11169243  0.19718491]
 [ 4.29375171  1.19468475  0.          0.        ]]",[-0.30991164 -0.21111144],-0.226740335489
23,[-0.12572163 -0.95693761],"[-1.30264242 -0.54658012  0.51718153  0.31245605 -0.97987016  1.72246894
  0.33999428  0.2074394   0.76595097 -1.50863743  0.        ]",[-1.17952273 -1.27685581],-3.52489,"[[ 2.67095065 -3.00179896 -0.11169243  0.19718491]
 [ 0.71762925 -1.33262646  0.          0.        ]]",[-0.30991164 -0.21111144],-0.226296468418
24,[ 0.11084099 -0.84726048],"[-1.28668393 -0.54853827  0.55168917  0.34836412 -0.97986873  1.72246386
  0.01030115  0.39372126  0.76448744 -1.52139602  0.        ]",[-0.62074999 -1.76968997],-3.41135,"[[ 2.64543655 -3.0121497  -0.11169243  0.19718491]
 [-3.25581254 -0.0423541   0.          0.        ]]",[-0.30991164 -0.21111144],-0.22744322034
25,[ 0.3016482  -0.76477844],"[-1.22496971 -0.54819849  0.66837751  0.34193924 -0.97986731  1.72245879
 -0.1882783   0.42138725  0.77062658 -1.53088204  0.        ]",[ 0.45375343 -0.72362831],-3.47296,"[[ 2.5563079  -3.01029884 -0.11169243  0.19718491]
 [-5.64908021  0.14927513  0.          0.        ]]",[-0.30991164 -0.21111144],-0.228803191188
26,[ 0.23963434 -0.78949207],"[-1.15038666 -0.54762702  0.78397023  0.33132867 -0.97986588  1.72245371
 -0.02993228  0.41945727  0.77671829 -1.5409422   0.        ]",[-0.26985345  0.02150676],-3.66099,"[[ 2.46247364 -3.00724113 -0.11169243  0.19718491]
 [-3.74070651  0.13590982  0.          0.        ]]",[-0.30991164 -0.21111144],-0.230216138236
