timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[ 1.70054913 -0.87086844],[-0.4508462  -0.26131704],[ 1.76474515 -0.90569284],-4.56109,"[[-0.01811891 -0.05433376 -0.02049366  0.10522971]
 [ 0.00128632 -0.00033903  0.          0.        ]]","[ 1.05519708  1.65000206 -0.09905049  0.44404558 -0.18386866  0.91668126
  0.16048628  0.35785661  1.60424685 -0.97262743  0.        ]",-0.257318504426
1,[ 1.57473898 -0.9946875 ],[-0.4508462  -0.26131704],[ 2.23788208 -0.04417459],-4.62342,"[[ 0.02161107 -0.09033712 -0.02049366  0.10522971]
 [ 3.95853282 -3.58803334  0.          0.        ]]","[ 1.05510415  1.64691067 -0.03523242  0.3301587  -0.18386858  0.91668053
  0.54755957 -0.17449289  1.60444013 -0.93120976  0.        ]",-0.255410901749
2,[ 1.12018037 -1.32971931],[-0.4508462  -0.26131704],[ 1.70405465 -0.92907052],-4.41054,"[[ 0.13968729 -0.16315496 -0.02049366  0.10522971]
 [ 7.8361849  -3.69338687  0.          0.        ]]","[ 1.04250013  1.63598359  0.15371919  0.10110618 -0.18386849  0.91667979
  0.9268471  -0.19012539  1.59801999 -0.77297102  0.        ]",-0.247953504779
3,[ 0.56092292 -1.68324423],[-0.4508462  -0.26131704],[ 0.28018991 -2.43245061],-4.13353,"[[  0.33456118  -0.27321297  -0.02049366   0.10522971]
 [ 11.63855957  -7.3003664    0.           0.        ]]","[ 0.98190917  1.60771532  0.45752405 -0.23951624 -0.18386841  0.91667905
  1.2987707  -0.72533652  1.55577429 -0.50593235  0.        ]",-0.234135506314
4,[ 0.23191077 -1.85160053],[-0.4508462  -0.26131704],[-0.29484488 -1.25442321],-4.09713,"[[  0.57616003  -0.45749932  -0.02049366   0.10522971]
 [ 12.51841317 -11.1155269    0.           0.        ]]","[ 0.84139543  1.52966257  0.80523484 -0.78466442 -0.18386833  0.91667832
  1.38483083 -1.2914371   1.45639881 -0.24185562  0.        ]",-0.216882600074
5,[ 0.29233867 -1.76463437],[-0.4508462  -0.26131704],[ 1.16592437 -2.41323819],-3.81331,"[[  0.81235716  -0.71732143  -0.02049366   0.10522971]
 [ 11.10596722 -14.85422415   0.           0.        ]]","[ 0.64152081  1.35920496  1.09615769 -1.46867816 -0.18386824  0.91667758
  1.24667267 -1.84618969  1.32468116 -0.09501685  0.        ]",-0.200011156619
6,[ 0.07404172 -1.8750118 ],[-0.4508462  -0.26131704],[ 0.72612239 -1.30103998],-3.71432,"[[  1.07198445  -1.05119017  -0.02049366   0.10522971]
 [ 14.84442219 -18.52031194   0.           0.        ]]","[ 0.3639152   1.05408363  1.3407169  -2.1367782  -0.18386816  0.91667684
  1.61234268 -2.39016429  1.14254629 -0.0281642   0.        ]",-0.178950090289
7,[-0.63003635 -2.08063245],[-0.4508462  -0.26131704],[ 0.44493572 -3.03948487],-3.19382,"[[  1.39477254e+00  -1.45764204e+00  -2.04936618e-02   1.05229710e-01]
 [  1.74258820e+01  -2.21127832e+01   0.00000000e+00   0.00000000e+00]]","[-0.03811776  0.5986832   1.51163003 -2.53510252 -0.18386808  0.91667611
  1.8648413  -2.92320924  0.87093497 -0.01452464  0.        ]",-0.148421361584
8,[-1.34774446 -2.24500012],[-0.4508462  -0.26131704],[-0.42978506 -3.13415863],-2.75093,"[[  1.75751643e+00  -1.93522156e+00  -2.04936618e-02   1.05229710e-01]
 [  1.88437773e+01  -2.56333878e+01   0.00000000e+00   0.00000000e+00]]","[-0.51635966  0.04154889  1.50852851 -2.34709096 -0.18386799  0.91667537
  2.00352641 -3.4455816   0.53640447 -0.13486525  0.        ]",-0.113319325044
9,[-1.3700316 -2.0618186],[-0.4508462  -0.26131704],[-1.22716536 -2.15884947],-2.76036,"[[  2.11359193e+00  -2.48251186e+00  -2.04936618e-02   1.05229710e-01]
 [  1.67704043e+01  -2.90842913e+01   0.00000000e+00   0.00000000e+00]]","[-0.95501855 -0.47382076  1.30555745 -1.32600583 -0.18386791  0.91667463
  1.80071918 -3.95759976  0.19147754 -0.44556515  0.        ]",-0.0928240279832
10,[-0.71503359 -1.32529449],[-0.4508462  -0.26131704],[-0.56156976 -1.67215475],-3.07154,"[[  2.40594610e+00  -3.09814447e+00  -2.04936618e-02   1.05229710e-01]
 [  1.24794291e+01  -2.63824327e+01   0.00000000e+00   0.00000000e+00]]","[-1.25311588 -0.72133099  1.00804879  0.47853611 -0.18386783  0.9166739
  1.38100248 -3.55667786 -0.16806911 -0.90948474  0.        ]",-0.112685901997
11,[-0.7210418 -0.8729834],[-0.4508462  -0.26131704],[-0.1050728  -1.47683342],-3.07735,"[[  2.63076352  -3.26654375  -0.02049366   0.10522971]
 [ 10.01018699   1.68478351   0.           0.        ]]","[-1.42670134 -0.71319592  0.71541664  1.01156909 -0.18386775  0.91667316
  1.13947642  0.60790285 -0.25792676 -1.04599468  0.        ]",-0.124536221925
12,[-0.85110211 -1.11885405],[-0.4508462  -0.26131704],[-0.65564555 -1.14623097],-2.99683,"[[ 2.82480747 -3.18457433 -0.02049366  0.10522971]
 [ 9.3961785   4.81323121  0.          0.        ]]","[-1.52997241 -0.72135396  0.43046097  0.75257673 -0.18386766  0.91667242
  1.07941717  1.07209743 -0.19227512 -0.95455856  0.        ]",-0.116585210444
13,[-0.66776329 -1.09623623],[-0.4508462  -0.26131704],[-1.27524154 -0.38436268],-2.93898,"[[ 2.98481868 -3.10141215 -0.02049366  0.10522971]
 [ 6.6141992   3.31605926  0.          0.        ]]","[-1.57967531 -0.72149171  0.18085685  0.48888936 -0.18386758  0.91667168
  0.80730185  0.8499481  -0.16868726 -0.85393669  0.        ]",-0.107031304234
14,[-0.33002803 -0.98242629],[-0.4508462  -0.26131704],[-0.8763023  -0.65319916],-2.89184,"[[ 3.07606316 -3.0505206  -0.02049366  0.10522971]
 [ 2.52388478  1.83708324  0.          0.        ]]","[-1.59308549 -0.71752981  0.03523645  0.32784253 -0.1838675   0.91667095
  0.40721419  0.63049889 -0.17132506 -0.79161492  0.        ]",-0.100650111936
15,[ 0.06156217 -0.85101771],[-0.4508462  -0.26131704],[ 0.09691423 -1.27765021],-2.88081,"[[ 3.09122802 -3.02435188 -0.02049366  0.10522971]
 [-0.99566372  0.88063419  0.          0.        ]]","[-1.59424731 -0.71429968  0.01091668  0.24529584 -0.18386741  0.91667021
  0.06295513  0.48858174 -0.17398286 -0.76292491  0.        ]",-0.0976716129045
16,[ -1.29740685e-04  -8.33704829e-01],[-0.4508462  -0.26131704],[ 0.0432667  -2.40584698],-2.90545,"[[ 3.07536216 -3.01250038 -0.02049366  0.10522971]
 [-0.59226313  0.37426886  0.          0.        ]]","[-1.59301939 -0.71257078  0.03636008  0.20799158 -0.18386733  0.91666947
  0.10241309  0.41344755 -0.17290065 -0.75215475  0.        ]",-0.096628156003
17,[-0.02499998 -0.82193691],[-0.4508462  -0.26131704],[-0.07897507 -1.0004338 ],-2.85679,"[[ 3.06535319 -3.00750295 -0.02049366  0.10522971]
 [-0.40924236  0.15633837  0.          0.        ]]","[-1.59207255 -0.71179191  0.05239768  0.1922783  -0.18386725  0.91666874
  0.12031494  0.38111105 -0.17196705 -0.74797602  0.        ]",-0.0962422943978
18,[ 0.02199341 -0.78923702],[-0.4508462  -0.26131704],[-0.99250927  0.34838165],-2.8487,"[[ 3.05411232 -3.00542802 -0.02049366  0.10522971]
 [-0.71382995  0.06443638  0.          0.        ]]","[-1.59085161 -0.71145961  0.0703945   0.18575717 -0.18386716  0.916668
  0.09052211  0.36747453 -0.17066988 -0.74692894  0.        ]",-0.0961838612825
19,[ 0.60546285 -0.57840884],[-0.4508462  -0.26131704],[-0.05236563  1.46670971],-2.85552,"[[ 3.00055085 -2.99031332 -0.02049366  0.10522971]
 [-4.62926706  1.44244409  0.          0.        ]]","[-1.58275471 -0.70888929  0.15586466  0.13831279 -0.18386708  0.91666726
 -0.29246067  0.57194181 -0.16412839 -0.73661245  0.        ]",-0.0953908774899
20,[ 0.63396704 -0.7073943 ],[-0.4508462  -0.26131704],[ 1.89460781 -0.17293476],-2.77566,"[[ 2.90680658 -2.92202302 -0.02049366  0.10522971]
 [-4.7447745   5.37348614  0.          0.        ]]","[-1.55954527 -0.69394585  0.30375083 -0.07452819 -0.183867    0.91666653
 -0.30375872  1.15522546 -0.14860938 -0.67604571  0.        ]",-0.0899989470684
21,[-0.0127794  -0.76359409],[-0.4508462  -0.26131704],[ 0.43553317 -1.00126551],-2.69147,"[[ 2.85257773 -2.8224893  -0.02049366  0.10522971]
 [-0.69163113  4.58251311  0.          0.        ]]","[-1.54093189 -0.66251793  0.38788338 -0.37871064 -0.18386692  0.91666579
  0.09269401  1.0378606  -0.1364402  -0.57938041  0.        ]",-0.0811605113155
22,[-0.32149485 -0.65910357],[-0.4508462  -0.26131704],[-0.35692771 -0.51998622],-2.65243,"[[ 2.85618212 -2.77147657 -0.02049366  0.10522971]
 [ 1.04628225  0.53225784  0.          0.        ]]","[-1.54228319 -0.64206175  0.38233025 -0.53097779 -0.18386683  0.91666505
  0.26268562  0.43688689 -0.14041924 -0.52592137  0.        ]",-0.0758824221099
23,[-0.13653782 -0.5283218 ],[-0.4508462  -0.26131704],[-0.44809219 -0.41423503],-2.66369,"[[ 2.86272077 -2.7815955  -0.02049366  0.10522971]
 [-0.3876399  -1.53725451  0.          0.        ]]","[-1.5446942  -0.64634971  0.37224164 -0.50099844 -0.18386675  0.91666432
  0.12242828  0.12981421 -0.14175263 -0.53557807  0.        ]",-0.0767292859883
24,[ 0.15222844 -0.34046382],[-0.4508462  -0.26131704],[-0.36456663 -0.83025363],-2.69986,"[[ 2.83724431 -2.82849246 -0.02049366  0.10522971]
 [-2.15412679 -3.14707559  0.          0.        ]]","[-1.53498257 -0.66473205  0.41143822 -0.36061305 -0.18386667  0.91666358
 -0.05035846 -0.10904983 -0.13205194 -0.58769611  0.        ]",-0.0821662884659
25,[ 0.46287373 -0.14289546],[-0.4508462  -0.26131704],[ 0.93268754  0.74674386],-2.77846,"[[ 2.7801058  -2.92379345 -0.02049366  0.10522971]
 [-3.55506954 -6.37227483  0.          0.        ]]","[-1.51022967 -0.69439976  0.49817424 -0.06904519 -0.18386658  0.91666284
 -0.18738994 -0.58760243 -0.12548412 -0.69468412  0.        ]",-0.0928054836441
26,[ 0.1606084  -0.37407249],[-0.4508462  -0.26131704],[ 0.89314129  0.22680163],-2.83946,"[[ 2.74676241 -3.01384161 -0.02049366  0.10522971]
 [ 0.20824294 -1.85914541  0.          0.        ]]","[-1.49390845 -0.71277036  0.54795035  0.21221237 -0.1838665   0.91666211
  0.18071411  0.0820529  -0.13736614 -0.78396038  0.        ]",-0.101116969665
27,[-0.30567434 -0.71833706],[-0.4508462  -0.26131704],[-0.44560534  0.27561812],-2.848,"[[ 2.78636704 -3.02355676 -0.02049366  0.10522971]
 [ 3.74042317  0.29268061  0.          0.        ]]","[-1.51313658 -0.71418363  0.48875447  0.2427932  -0.18386642  0.91666137
  0.52621016  0.40133946 -0.14498665 -0.79671585  0.        ]",-0.102100799678
28,[-0.14088453 -0.67346883],[-0.4508462  -0.26131704],[ 0.00757251 -1.28725253],-2.85221,"[[ 2.84273141 -3.00681233 -0.02049366  0.10522971]
 [ 1.90213882  1.37814408  0.          0.        ]]","[-1.5371346  -0.71167722  0.40302042  0.19010928 -0.18386633  0.91666063
  0.34640016  0.56239967 -0.1466123  -0.77167616  0.        ]",-0.0995429974562
29,[-0.16987148 -0.68170661],[-0.4508462  -0.26131704],[ 0.31986944 -0.48576624],-2.83911,"[[ 2.88069616 -3.00264405 -0.02049366  0.10522971]
 [ 1.89437459 -0.69327618  0.          0.        ]]","[-1.55103415 -0.71100164  0.34440979  0.17701234 -0.18386625  0.9166599
  0.34564055  0.25504315 -0.15062473 -0.76755888  0.        ]",-0.0989818573043
30,[-0.35581318 -0.84796607],[-0.4508462  -0.26131704],[-0.55762373 -1.0428134 ],-2.85371,"[[ 2.93091455 -3.00753929 -0.02049366  0.10522971]
 [ 3.12335974  0.01179376  0.          0.        ]]","[-1.56658207 -0.71179193  0.26597855  0.192394   -0.18386617  0.91665916
  0.46585226  0.35966097 -0.15612902 -0.76237527  0.        ]",-0.0982597275108
31,[-0.11359847 -0.7368328 ],[-0.4508462  -0.26131704],[-0.04987493 -2.06381288],-2.88498,"[[ 2.97060988 -3.00651415 -0.02049366  0.10522971]
 [ 0.85373626  0.06488001  0.          0.        ]]","[-1.57656017 -0.7116282   0.203373    0.18917188 -0.18386608  0.91665842
  0.2438511   0.36753771 -0.16056773 -0.75666637  0.        ]",-0.0975258089729
