timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-0.13501318 -1.24878788],[-0.19264616 -0.21609609],[-0.33749007 -2.01980269],-1.61524,"[[-0.04696799  0.03292737  0.0679013   0.06908477]
 [-0.00113987  0.0014711   0.          0.        ]]","[ 1.16195179  2.07796113 -0.03134774  0.84570019  0.58908651  0.60630355
  0.40199894  0.37452653  0.86413346 -0.49123065  0.        ]",-0.160721424327
1,[ 0.09055075 -1.11882842],[-0.19264616 -0.21609609],[-0.36353521 -0.08977257],-1.92472,"[[-0.06037027 -0.00676613  0.0679013   0.06908477]
 [-1.33465279 -3.95762826  0.          0.        ]]","[ 1.16095616  2.07864399 -0.051329    0.72371833  0.58908513  0.60630211
  0.30552233 -0.19132445  0.86180402 -0.54786503  0.        ]",-0.163937306089
2,[ 0.27561855 -1.03196013],[-0.19264616 -0.21609609],[ 0.62265572 -0.89484968],-1.73055,"[[-0.10122632 -0.08869351  0.0679013   0.06908477]
 [-2.74625618 -4.23418958  0.          0.        ]]","[ 1.15640691  2.07334055 -0.11212593  0.47226956  0.58908376  0.60630067
  0.20339614 -0.23085141  0.84627396 -0.68577285  0.        ]",-0.171702158403
3,[ 0.46761984 -0.9144758 ],[-0.19264616 -0.21609609],[ 1.25262878 -1.22937147],-1.69789,"[[-0.13087968 -0.20809644  0.0679013   0.06908477]
 [-0.22747587 -7.69456651  0.          0.        ]]","[ 1.15166994  2.04946379 -0.15610041  0.1095313   0.58908238  0.60629923
  0.38562286 -0.72542292  0.81140506 -0.83393909  0.        ]",-0.179759698465
4,[ 0.627047   -0.80247933],[-0.19264616 -0.21609609],[ 0.17445047 -0.39306953],-2.08244,"[[ -0.09567905  -0.40020229   0.0679013    0.06908477]
 [  3.73434632 -11.50330828   0.           0.        ]]","[ 1.15714908  1.97176906 -0.1038831  -0.45294349  0.589081    0.60629779
  0.67224958 -1.26978099  0.76170668 -0.93081372  0.        ]",-0.183411525394
5,[ 0.79387778 -0.69953167],[-0.19264616 -0.21609609],[ 2.36392632  0.02805366],-1.80352,"[[ -0.01480501  -0.64360119   0.0679013    0.06908477]
 [  4.35099295 -12.83214528   0.           0.        ]]","[ 1.16329715  1.80807777  0.01664988 -1.09984104  0.58907962  0.60629635
  0.71686065 -1.45969668  0.69161879 -0.9852391   0.        ]",-0.182185306721
6,[ 0.79019594 -0.67929041],[-0.19264616 -0.21609609],[ 0.9051498  -1.31722091],-1.87553,"[[  0.11104449  -0.89659261   0.0679013    0.06908477]
 [  8.22117292 -12.46815042   0.           0.        ]]","[ 1.1549546   1.57052912  0.20420976 -1.65652024  0.58907825  0.60629491
  0.99685601 -1.40766564  0.61741786 -0.96888576  0.        ]",-0.174291232043
7,[ 0.75858122 -0.63926834],[-0.19264616 -0.21609609],[ 0.91512316 -1.69291472],-1.71484,"[[  0.30978236  -1.18321357   0.0679013    0.06908477]
 [ 11.64129779 -16.18148337   0.           0.        ]]","[ 1.09783353  1.23743742  0.49391613 -2.10099569  0.58907687  0.60629347
  1.24428885 -1.93837466  0.53245491 -0.86715254  0.        ]",-0.157193014487
8,[ 0.6282109  -0.63319266],[-0.19264616 -0.21609609],[-0.66734625  0.43060749],-1.83997,"[[  0.57664492  -1.54335778   0.0679013    0.06908477]
 [ 15.03376772 -19.8206894    0.           0.        ]]","[ 0.94056519  0.76345727  0.85279257 -2.32778843  0.58907549  0.60629203
  1.48971786 -2.4584726   0.38491737 -0.72637349  0.        ]",-0.131124054054
9,[ 0.54332656 -0.63340193],[-0.19264616 -0.21609609],[ 1.41558604 -0.76694362],-1.37205,"[[  0.84783966  -1.91871435   0.0679013    0.06908477]
 [ 12.09537476 -17.72206723   0.           0.        ]]","[ 0.69703401  0.26532766  1.15832753 -2.14477597  0.58907411  0.60629059
  1.27712656 -2.15851163  0.17819402 -0.61215604  0.        ]",-0.10399409817
10,[ 0.29095128 -0.69370717],[-0.19264616 -0.21609609],[ 0.59070999 -1.21161466],-1.36325,"[[  1.12706857  -2.3001003    0.0679013    0.06908477]
 [ 15.8152255  -20.40749628   0.           0.        ]]","[ 0.37686697 -0.17470076  1.38721518 -1.54714516  0.58907273  0.60628915
  1.54623917 -2.54228377 -0.0731984  -0.52957728  0.        ]",-0.0820995361409
11,[ 0.01055439 -0.77811003],[-0.19264616 -0.21609609],[-0.24889391 -1.55915087],-1.48387,"[[  1.46370266  -2.74391694   0.0679013    0.06908477]
 [ 17.84139155 -23.96234679   0.           0.        ]]","[-0.06751619 -0.5203477   1.52324483 -0.44573765  0.58907136  0.60628771
  1.6928154  -3.05028833 -0.39987801 -0.48900882  0.        ]",-0.079322978843
