timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-0.8230508  -0.16913971],[-0.81528258 -0.59371299],[-1.01973985  0.41668639],-3.26177,"[[ 0.0281656   0.09978848  0.185215    0.00039939]
 [-0.00047273 -0.00193744  0.          0.        ]]","[ 1.01421864  1.38712782  0.03532489  0.95177452  1.6019478   0.00819997
  0.08531908  0.32603004 -0.33844809  0.36337748  0.        ]",-0.0289715275389
1,[ 0.51147735 -0.18734404],[-0.81528258 -0.59371299],[ 0.4073567  -0.80524392],-3.02892,"[[ -1.15407768e-02   1.16319558e-01   1.85215000e-01   3.99393339e-04]
 [ -3.95699041e+00   1.64953433e+00   0.00000000e+00   0.00000000e+00]]","[ 1.01467125  1.38504432 -0.02733666  0.99356847  1.60194628  0.00819996
 -0.37816253  0.58666131 -0.3351559   0.29023839  0.        ]",-0.02614399962
2,[ 0.60886627  0.79893315],[-0.81528258 -0.59371299],[ 0.2020749   1.20341162],-3.10116,"[[ -7.37145702e-02   1.16985348e-01   1.85215000e-01   3.99393339e-04]
 [ -2.26602164e+00  -1.57221501e+00   0.00000000e+00   0.00000000e+00]]","[ 1.01103333  1.38495273 -0.12535946  0.9952496   1.60194477  0.00819996
 -0.18007584  0.07821213 -0.33279942  0.14440262  0.        ]",-0.0245947586823
3,[ 0.32700321 -0.11482224],[-0.81528258 -0.59371299],[-0.36134948 -1.20453508],-2.95146,"[[ -1.10580328e-01   1.25577889e-01   1.85215000e-01   3.99393339e-04]
 [ -1.42335538e+00   2.41817160e+00   0.00000000e+00   0.00000000e+00]]","[ 1.00637523  1.38373735 -0.18329385  1.01694014  1.60194325  0.00819996
 -0.08136259  0.70796576 -0.33528715  0.06808555  0.        ]",-0.0260690615069
4,[ 1.21438074  1.07149255],[-0.81528258 -0.59371299],[ 0.51783097  1.32202966],-3.12678,"[[ -1.53091620e-01   1.33738557e-01   1.85215000e-01   3.99393339e-04]
 [ -2.82311734e+00  -1.58875324e+00   0.00000000e+00   0.00000000e+00]]","[ 0.99870219  1.38250378 -0.24980137  1.03751869  1.60194173  0.00819996
 -0.24533616  0.07560172 -0.34096135 -0.02178827  0.        ]",-0.0295407221136
5,[ 0.50938046  0.06849203],[-0.81528258 -0.59371299],[ 0.5832306  -0.27370855],-3.1,"[[ -1.88456143e-01   1.41998719e-01   1.85215000e-01   3.99393339e-04]
 [ -7.20331783e-01   2.40147453e+00   0.00000000e+00   0.00000000e+00]]","[  9.90449947e-01   1.38117669e+00  -3.04801728e-01   1.05832510e+00
   1.60194021e+00   8.19995417e-03   9.92490877e-04   7.05330528e-01
  -3.47963018e-01  -9.46101689e-02   0.00000000e+00]",-0.0333475903959
6,[-0.30563015 -0.21389771],[-0.81528258 -0.59371299],[ 0.00435678 -0.73592558],-3.0209,"[[ -1.79566579e-01   1.78668328e-01   1.85215000e-01   3.99393339e-04]
 [  1.60155703e+00   1.26926299e+00   0.00000000e+00   0.00000000e+00]]","[ 0.9926828   1.37433775 -0.2910083   1.15037755  1.60193869  0.00819995
  0.27298776  0.52664716 -0.34514598 -0.02837746  0.        ]",-0.0295678701142
7,[-0.30343744  0.32314482],[-0.81528258 -0.59371299],[ 0.19629903  0.90815782],-3.03532,"[[ -1.47668979e-01   1.74564763e-01   1.85215000e-01   3.99393339e-04]
 [  1.58824247e+00  -1.66982428e+00   0.00000000e+00   0.00000000e+00]]","[ 0.99981607  1.37517888 -0.24133924  1.14010344  1.60193718  0.00819995
  0.27142796  0.06280662 -0.34034163  0.04146858  0.        ]",-0.0265959676812
8,[-0.9743337  -0.71248114],[-0.81528258 -0.59371299],[-1.23841674 -2.52058348],-2.87031,"[[ -1.08442113e-01   1.77576210e-01   1.85215000e-01   3.99393339e-04]
 [  2.33197456e+00   1.95887600e+00   0.00000000e+00   0.00000000e+00]]","[ 1.00669346  1.37456167 -0.17993891  1.14764273  1.60193566  0.00819995
  0.35855165  0.63548032 -0.33755805  0.13742471  0.        ]",-0.0242080257166
9,[ 0.49716443  0.73993134],[-0.81528258 -0.59371299],[-0.06200237  0.75063648],-3.01691,"[[ -1.01940718e-01   1.76652242e-01   1.85215000e-01   3.99393339e-04]
 [ -1.66852035e+00  -2.03795717e+00   0.00000000e+00   0.00000000e+00]]","[ 1.00763021  1.37475077 -0.16973455  1.14532905  1.60193414  0.00819995
 -0.11008264  0.00470831 -0.33731807  0.15167238  0.        ]",-0.0240748306589
