timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-2.60630798 -2.4819119 ],"[ 1.12056373  1.84647145 -0.16169727  0.88242576  0.98437424 -1.62210531
  0.21560529  0.37576418  0.43858581  1.83666914  0.        ]",[-1.80657788 -3.13109   ],-3.67872,"[[-0.01914646  0.06822984  0.11640612 -0.188986  ]
 [-0.0047729   0.00177946  0.          0.        ]]",[-0.36651716 -0.26420549],-0.213952618848
1,[-1.89436519 -1.52173018],"[ 1.11850339  1.84886912 -0.22445207  0.75258397  0.98437319 -1.62210212
 -0.14527524 -0.20439006  0.43796401  1.72192432  0.        ]",[-1.33515503 -1.33432064],-3.74568,"[[-0.05891606  0.02855265  0.11640612 -0.188986  ]
 [-3.95902376 -3.95631183  0.          0.        ]]",[-0.36651716 -0.26420549],-0.20256578909
2,[-0.85335261 -0.11224478],"[ 1.10007697  1.8443652  -0.40951343  0.3661882   0.98437214 -1.62209892
 -0.49902215 -0.77306154  0.39364054  1.3846329   0.        ]",[-0.61679067  0.52818226],-3.35542,"[[-0.17698628 -0.08950039  0.11640612 -0.188986  ]
 [-7.83511074 -7.836064    0.          0.        ]]",[-0.36651716 -0.26420549],-0.167490355923
3,[ 0.14391759  0.63371474],"[ 1.03731762  1.81819157 -0.6828042  -0.06772055  0.98437109 -1.62209573
 -0.70764797 -0.44364123  0.23353264  0.94525026  0.        ]",[-0.939404    0.98615459],-2.63908,"[[ -0.35662415  -0.22367225   0.11640612  -0.188986  ]
 [-10.12107551  -5.58860426   0.           0.        ]]",[-0.36651716 -0.26420549],-0.116592679175
4,[ 1.28812325  1.18168426],"[ 0.89326921  1.79524676 -1.01579076 -0.29400605  0.98437004 -1.62209254
 -1.02868335  0.14513502 -0.05152351  0.5278534   0.        ]",[ 1.89495198  1.66002761],-2.08816,"[[ -0.59433962  -0.29514153   0.11640612  -0.188986  ]
 [-13.63874146  -1.57169445   0.           0.        ]]",[-0.36651716 -0.26420549],-0.0594748075774
5,[ 1.37665355  0.92703861],"[ 0.69455122  1.79832649 -1.29122013 -0.2670367   0.98436899 -1.62208935
 -0.64316303  0.72986064 -0.35276197  0.25156977  0.        ]",[ 1.32404642  1.70069178],-1.95825,"[[-0.82473178 -0.28654954  0.11640612 -0.188986  ]
 [-9.414518    2.41758153  0.          0.        ]]",[-0.36651716 -0.26420549],-0.016958967541
6,[ 1.07805502  0.22279537],"[ 0.54239439  1.82466514 -1.43549058  0.01142911  0.98436794 -1.62208616
 -0.26526535  1.30299561 -0.50036361  0.14457553  0.        ]",[-0.09884561 -1.17561379],-1.81717,"[[-0.97147715 -0.1989654   0.11640612 -0.188986  ]
 [-5.2738151   6.32778855  0.          0.        ]]",[-0.36651716 -0.26420549],-0.0178769683249
7,[ 1.37962949  0.57381016],"[ 0.41954201  1.8413154  -1.52416434  0.28830938  0.98436689 -1.62208297
 -0.2912864   0.70427691 -0.59860235  0.0853172   0.        ]",[ 0.80036688  0.79106431],-1.96724,"[[-1.07981409 -0.11339311  0.11640612 -0.188986  ]
 [-5.55893499  2.24305275  0.          0.        ]]",[-0.36651716 -0.26420549],-0.0287367348938
8,[ 0.96136379 -0.14411449],"[ 0.32607301  1.84846621 -1.57815084  0.53599957  0.98436584 -1.62207978
  0.00759673  1.15669522 -0.66063327  0.05351134  0.        ]",[ 1.40204369  0.09556153],-1.94664,"[[-1.15813452 -0.037563    0.11640612 -0.188986  ]
 [-2.28401258  5.32967179  0.          0.        ]]",[-0.36651716 -0.26420549],-0.0363469273041
9,[ 0.22370818 -0.84291208],"[ 0.3193339   1.84612412 -1.58163291  0.89394072  0.98436479 -1.62207659
  0.37274054  1.19646173 -0.57674589  0.09419552  0.        ]",[-1.37432832 -0.81943741],-1.87228,"[[-1.16367205  0.07175259  0.11640612 -0.188986  ]
 [ 1.71694155  5.60098827  0.          0.        ]]",[-0.36651716 -0.26420549],-0.0261304749788
