timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-2.74177265 -2.71124673],[-0.43646926 -0.28800508],[-2.10590912 -2.97494947],-4.02178,"[[ 0.09329324  0.053062    0.11508278 -0.14289362]
 [-0.00242725 -0.00329027  0.          0.        ]]","[ 1.0585204   1.68064719  0.07394747  0.79005691  0.99045394 -1.21976135
  0.16730948  0.36038518  0.39337989  1.6863482   0.        ]",-0.192391537344
1,[-1.93988144 -1.60893559],[-0.43646926 -0.28800508],[-2.14308358 -2.13139705],-3.8203,"[[ 0.0535701   0.01328444  0.11508278 -0.14289362]
 [-3.95672374 -3.9612802   0.          0.        ]]","[ 1.06237828  1.68222193  0.01043124  0.66289587  0.99045305 -1.21975998
 -0.21442526 -0.22526853  0.40416114  1.56788416  0.        ]",-0.182064356859
2,[-0.78155422  0.01445144],[-0.43646926 -0.28800508],[-0.92170382 -0.16173572],-3.32454,"[[-0.06445463 -0.10486697  0.11508278 -0.14289362]
 [-7.83286468 -7.840932    0.          0.        ]]","[ 1.06152718  1.67575485 -0.17869691  0.285573    0.99045216 -1.2197586
 -0.58861502 -0.7993305   0.39188618  1.21499863  0.        ]",-0.150266291283
3,[ 0.54735118  1.26152802],[-0.43646926 -0.28800508],[ 0.69895774  0.59713891],-2.57768,"[[ -0.25614013  -0.26653939   0.11508278  -0.14289362]
 [-11.32410498  -8.32468614   0.           0.        ]]","[ 1.02107374  1.64009223 -0.48164077 -0.22213408  0.99045127 -1.21975723
 -0.9256474  -0.87090973  0.24916281  0.69736959  0.        ]",-0.0992432246181
4,[ 0.99047828  1.66102672],[-0.43646926 -0.28800508],[ 1.07561583  0.69210065],-2.10857,"[[-0.4526447  -0.40766637  0.11508278 -0.14289362]
 [-8.33627083 -5.79643372  0.          0.        ]]","[ 0.93091891  1.58431316 -0.7766611  -0.64780445  0.99045038 -1.21975585
 -0.63721103 -0.49681003 -0.0190458   0.25835024  0.        ]",-0.0491835089817
5,[ 0.82706988  1.56109929],[-0.43646926 -0.28800508],[ 0.27583633  2.3253479 ],-2.02808,"[[-0.57803578 -0.4949623   0.11508278 -0.14289362]
 [-4.21650886 -2.94267362  0.          0.        ]]","[ 0.84914029  1.53879244 -0.95148629 -0.89900437  0.99044949 -1.21975447
 -0.23950216 -0.07454586 -0.2432218   0.03200796  0.        ]",-0.022794476239
6,[ 0.77404279  1.18484044],[-0.43646926 -0.28800508],[ 0.61685422  2.93762896],-2.03068,"[[-0.65059536 -0.51350736  0.11508278 -0.14289362]
 [-3.04333501  1.07477808  0.          0.        ]]","[ 0.79376909  1.52807522 -1.04653554 -0.95094125  0.9904486  -1.2197531
 -0.12624757  0.51990695 -0.35966686 -0.06449189  0.        ]",-0.0203408243849
7,[ 0.30648196  0.43086249],[-0.43646926 -0.28800508],[ 0.29116908 -0.18153839],-1.96563,"[[-0.68638777 -0.45250643  0.11508278 -0.14289362]
 [-0.54424016  5.01218915  0.          0.        ]]","[ 0.76439355  1.56194925 -1.09156898 -0.77816183  0.99044771 -1.21975172
  0.11500728  1.10251572 -0.35689932 -0.08023016  0.        ]",-0.0220123570773
8,[ 0.01929137  0.20095253],[-0.43646926 -0.28800508],[ 0.43584549  1.82367052],-2.04825,"[[-0.68560481 -0.36047471  0.11508278 -0.14289362]
 [ 0.61866112  4.19371067  0.          0.        ]]","[ 0.76504975  1.60544806 -1.09059649 -0.50785729  0.99044682 -1.21975035
  0.22727013  0.98140644 -0.27645251 -0.03565423  0.        ]",-0.0234040462983
9,[-0.67259717 -0.90452236],[-0.43646926 -0.28800508],[-0.41105691 -1.73013593],-1.94812,"[[-0.65607032 -0.23771216  0.11508278 -0.14289362]
 [ 2.32907579  8.06962814  0.          0.        ]]","[ 0.78936062  1.64867679 -1.05350309 -0.13283753  0.99044593 -1.21974897
  0.39238822  1.55491479 -0.13839794  0.07460838  0.        ]",-0.0332890445251
