timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-2.47646618 -1.9204694 ],"[ 1.01956051  1.46961673  0.04573041  0.83418795  1.28005352 -0.77109335
  0.12620964  0.33766321  0.03462751  1.28529828  0.        ]",[-2.72447685 -2.1011947 ],-3.89483,"[[ 0.05441376  0.06956306  0.14969848 -0.09081529]
 [ 0.00349516  0.0008554   0.          0.        ]]",[-0.5726617  -0.37503958],-0.12484406656
1,[-1.15997493 -0.28217024],"[ 1.02141104  1.47188168 -0.01749354  0.71822935  1.28005238 -0.77109294
 -0.2984795  -0.26409902  0.04281719  1.15455963  0.        ]",[-0.59931799 -0.76116491],-3.81727,"[[ 0.01480788  0.02986758  0.14969848 -0.09081529]
 [-3.95091935 -3.95721761  0.          0.        ]]",[-0.5726617  -0.37503958],-0.114334004364
2,[-0.10198101  1.26269269],"[ 1.01642561  1.46883409 -0.180266    0.40085763  1.28005123 -0.77109252
 -0.54458393 -0.71026777  0.02618841  0.81048518  0.        ]",[ 0.38612688  0.7238354 ],-3.25353,"[[-0.08720224 -0.0787212   0.14969848 -0.09081529]
 [-6.2424762  -6.8918802   0.          0.        ]]",[-0.5726617  -0.37503958],-0.0866048276476
3,[ 0.2382765   1.02985644],"[ 0.99582511  1.4524786  -0.35144973  0.08869701  1.28005009 -0.7710921
 -0.36740739 -0.25387381 -0.04845335  0.46350216  0.        ]",[-0.47044263  0.49388216],-2.7711,"[[-0.19549948 -0.18643964  0.14969848 -0.09081529]
 [-4.59273225 -3.88996516  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0589116277456
4,[ 1.14471722  1.15772271],"[ 0.95916133  1.43839907 -0.52101908 -0.07530125  1.28004895 -0.77109169
 -0.55760652  0.05525588 -0.15136193  0.18417805  0.        ]",[ 1.38496348  0.32333985],-2.48826,"[[-0.30512318 -0.2438383   0.14969848 -0.09081529]
 [-6.36373661 -1.85667574  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0396640210254
5,[ 0.80468076  0.82028937],"[ 0.9193744   1.43143913 -0.6505954  -0.14302995  1.2800478  -0.77109127
 -0.11929047  0.25525982 -0.24378124 -0.00292311  0.        ]",[ 1.36862184 -0.27560148],-2.27695,"[[-0.39144917 -0.26777278  0.14969848 -0.09081529]
 [-2.28244353 -0.54115687  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0331340750525
6,[ 0.11881514  0.6561141 ],"[ 0.91651998  1.42458667 -0.65870787 -0.20399733  1.28004666 -0.77109085
  0.3104559   0.09074769 -0.26327167 -0.03234501  0.        ]",[-0.15626247  0.1396664 ],-2.31614,"[[-0.39694983 -0.28945275  0.14969848 -0.09081529]
 [ 1.71905478 -1.62322853  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0327242261565
7,[ 0.17432924  0.62140524],"[ 0.93057195  1.41547595 -0.61746682 -0.27823648  1.28004551 -0.77109044
  0.24039161  0.17974965 -0.25266455 -0.0045216   0.        ]",[ 0.54901405  1.78554081],-2.57634,"[[-0.36911435 -0.31604373  0.14969848 -0.09081529]
 [ 1.06666625 -1.03782154  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0323606897882
8,[-0.84059089 -0.61300033],"[ 0.95031302  1.42211944 -0.553047   -0.22477892  1.28004437 -0.77109002
  0.47121536  0.78474457 -0.19991112  0.09316656  0.        ]",[-0.70404008 -1.55604246],-2.27067,"[[-0.32621673 -0.29687428  0.14969848 -0.09081529]
 [ 3.21593581  2.94150818  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0347799697152
9,[-0.10072885  0.49970603],"[ 0.96496806  1.42815718 -0.49863393 -0.17280842  1.28004323 -0.77108961
  0.16543163  0.17406169 -0.15818243  0.17955889  0.        ]",[ 0.31489085  0.65384657],-2.5012,"[[-0.29046525 -0.27834532  0.14969848 -0.09081529]
 [ 0.36869488 -1.07523013  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0389047652529
10,[-0.68866807 -0.3006523 ],"[ 0.97236955  1.42962121 -0.46825927 -0.15963695  1.28004208 -0.77108919
  0.29832472  0.57083845 -0.13969764  0.22279509  0.        ]",[-2.2498233  -0.73151955],-2.38576,"[[-0.2706761  -0.27366514  0.14969848 -0.09081529]
 [ 1.60610187  1.53455167  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0413766664184
11,[ 0.3375448   0.75817192],"[ 0.96948356  1.4300348  -0.4803697  -0.15586313  1.28004094 -0.77108877
 -0.12982228  0.12607953 -0.14519378  0.20867182  0.        ]",[ 0.31534951  0.41486191],-2.51189,"[[-0.27855276 -0.27232536  0.14969848 -0.09081529]
 [-2.38049755 -1.3908278   0.          0.        ]]",[-0.5726617  -0.37503958],-0.040584960047
12,[ 0.22683527  0.4223007 ],"[ 0.95584509  1.42654636 -0.53327695 -0.1869829   1.2800398  -0.77108836
  0.00914404  0.37993624 -0.1803474   0.13071028  0.        ]",[-0.26135435 -0.68844447],-2.34005,"[[-0.31318012 -0.28338897  0.14969848 -0.09081529]
 [-1.08654284  0.27890254  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0364800525308
13,[ 0.68354273  1.13131201],"[ 0.94192675  1.41927109 -0.58146373 -0.2480721   1.28003865 -0.77108794
 -0.09947544 -0.03528435 -0.22241999  0.04996023  0.        ]",[ 1.63642163  2.09926501],-2.60357,"[[-0.34505844 -0.30521285  0.14969848 -0.09081529]
 [-2.09792953 -2.45218874  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0333708006136
14,[-0.27129769 -0.03992182],"[ 0.94107123  1.41617316 -0.58426783 -0.27271052  1.28003751 -0.77108752
  0.32967553  0.57386241 -0.2298029   0.0384231   0.        ]",[-0.14490756 -0.56720545],-2.27019,"[[-0.34692461 -0.31405684  0.14969848 -0.09081529]
 [ 1.89801485  1.55444179  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0329649334216
15,[-0.13099392  0.42223632],"[ 0.9550486   1.41906242 -0.53616853 -0.24973286  1.28003637 -0.77108711
  0.26417053  0.22776422 -0.19526222  0.10617079  0.        ]",[-0.60573645  0.48030672],-2.39415,"[[-0.31508396 -0.30580826  0.14969848 -0.09081529]
 [ 1.28808075 -0.72199869  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0350971892295
16,[ 0.23185575  0.24806637],"[ 0.95565624  1.42070685 -0.5339561  -0.2363502   1.28003522 -0.77108669
  0.0040053   0.51921873 -0.19109989  0.11339703  0.        ]",[-0.3698266   1.53254393],-2.55752,"[[-0.31362772 -0.30101405  0.14969848 -0.09081529]
 [-1.13438805  1.1950275   0.          0.        ]]",[-0.5726617  -0.37503958],-0.0354618144682
17,[ 0.35088336 -0.59186292],"[ 0.93928723  1.44008413 -0.59006103 -0.05762863  1.28003408 -0.77108627
 -0.15086792  1.11770003 -0.18714513  0.10166876  0.        ]",[-0.24301314 -0.12701537],-2.35686,"[[-0.3507842  -0.23761751  0.14969848 -0.09081529]
 [-2.57645445  5.13150736  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0360079122263
18,[ 0.6546703  -0.42925271],"[ 0.90881194  1.46095773 -0.67999374  0.21967989  1.28003294 -0.77108586
 -0.24861402  1.0258452  -0.18829345  0.07783842  0.        ]",[ 0.82520324 -1.25875688],-2.29861,"[[-0.41144502 -0.14104915  0.14969848 -0.09081529]
 [-3.48659508  4.5273424   0.          0.        ]]",[-0.5726617  -0.37503958],-0.036254351009
19,[ 0.25361741  0.24773401],"[ 0.88840568  1.46759801 -0.73266584  0.3646602   1.28003179 -0.77108544
  0.10954805  0.41002696 -0.19518351  0.05697769  0.        ]",[ 0.32239107  0.29728124],-2.36475,"[[-0.44771641 -0.09114238  0.14969848 -0.09081529]
 [-0.15165415  0.47683619  0.          0.        ]]",[-0.5726617  -0.37503958],-0.035981468993
20,[-0.25868124 -0.21254097],"[ 0.89407088  1.46956006 -0.71853781  0.42660644  1.28003065 -0.77108503
  0.24678924  0.58747818 -0.17520944  0.09669592  0.        ]",[-0.83534978 -0.25905216],-2.34822,"[[-0.43792806 -0.06989501  0.14969848 -0.09081529]
 [ 1.12623484  1.64401229  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0373302069093
21,[ 0.59655291  0.28722668],"[ 0.88778296  1.47106148 -0.73419368  0.49164746  1.2800295  -0.77108461
 -0.11045702  0.42677733 -0.17387726  0.09799883  0.        ]",[ 0.82186405  0.93761329],-2.46249,"[[-0.44877823 -0.04761994  0.14969848 -0.09081529]
 [-2.20017659  0.58701382  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0374537441608
22,[-0.41860431 -0.95937192],"[ 0.88128527  1.47236158 -0.74992679  0.63451148  1.28002836 -0.77108419
  0.24323103  0.98925484 -0.16042795  0.1260272   0.        ]",[ 0.0520227  -0.31247114],-2.36851,"[[ -4.59739353e-01   1.24023429e-03   1.49698483e-01  -9.08152924e-02]
 [  1.09310279e+00   4.28667716e+00   0.00000000e+00   0.00000000e+00]]",[-0.5726617  -0.37503958],-0.038620655713
23,[-0.6023308  -1.02377236],"[ 0.89515765  1.46924105 -0.71578126  0.84628477  1.28002722 -0.77108378
  0.26306609  0.78823439 -0.11109641  0.24846495  0.        ]",[-0.09267295 -1.48143226],-2.40496,"[[-0.43602424  0.07370775  0.14969848 -0.09081529]
 [ 1.27779292  2.96448116  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0448422540012
24,[-0.43261188 -0.24796292],"[ 0.90721526  1.46742776 -0.6842924   0.90159205  1.28002607 -0.77108336
  0.22114655  0.17733841 -0.08862039  0.31238785  0.        ]",[-1.30949629 -1.26458635],-2.47559,"[[-0.41438453  0.09268219  0.14969848 -0.09081529]
 [ 0.88747044 -1.05364619  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0488145893038
25,[ 0.71700519  1.17001748],"[ 0.89489272  1.47176558 -0.71644972  0.72477749  1.28002493 -0.77108294
 -0.20542455 -0.42125216 -0.12752559  0.20370491  0.        ]",[ 0.83741753  0.28109377],-2.5075,"[[-0.43648644  0.0321062   0.14969848 -0.09081529]
 [-3.08443741 -4.99083574  0.          0.        ]]",[-0.5726617  -0.37503958],-0.0423842979256
