timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-1.25471568 -0.43236172],"[ 1.01143868  1.42615152  0.13156209  0.57605791  1.5732657  -0.1172667
  0.11115332  0.33233154 -0.29968218  0.51812278  0.        ]",[-1.24459224 -1.51270062],-3.06818,"[[ 0.09970634 -0.02911141  0.18343373 -0.01513457]
 [-0.0030581   0.00393982  0.          0.        ]]",[-0.70389134 -0.48058915],-0.0417658314932
1,[ 0.45273197  1.18263364],"[ 1.01576274  1.42391852  0.06880897  0.46698019  1.57326403 -0.11726666
 -0.33000748 -0.278988   -0.29402546  0.38179533  0.        ]",[ 1.27326787  1.12770859],-3.09838,"[[ 0.0599707  -0.06874579  0.18343373 -0.01513457]
 [-3.95734794 -3.95419147  0.          0.        ]]",[-0.70389134 -0.48058915],-0.0332080104894
2,[-0.55723727  0.02519804],"[ 1.01790641  1.42001133  0.00756731  0.36107132  1.57326236 -0.11726662
  0.11988956  0.34440673 -0.29639618  0.24885792  0.        ]",[-1.17597106  0.67861813],-2.76892,"[[ 0.02128386 -0.10733201  0.18343373 -0.01513457]
 [ 0.07524632  0.08212249  0.          0.        ]]",[-0.70389134 -0.48058915],-0.0272765094788
3,[ 0.45475522 -0.23178819],"[ 1.01801937  1.423069   -0.05297104  0.43954144  1.57326069 -0.11726659
 -0.32173127  0.75939746 -0.29723712  0.19654093  0.        ]",[ 0.64585741 -1.09877332],-2.61011,"[[-0.01692717 -0.07873042  0.18343373 -0.01513457]
 [-3.88316472  2.76907747  0.          0.        ]]",[-0.70389134 -0.48058915],-0.0262142844987
4,[ 0.31975082  0.79389518],"[ 1.01504441  1.42430362 -0.13407827  0.48102658  1.57325903 -0.11726655
 -0.02794683  0.13922818 -0.30369108  0.09899845  0.        ]",[ 0.307299    1.12868952],-2.72098,"[[-0.06816975 -0.063637    0.18343373 -0.01513457]
 [-1.2498674  -1.24634994  0.          0.        ]]",[-0.70389134 -0.48058915],-0.0261107055969
5,[-0.24462971 -0.30295587],"[ 1.01376794  1.42527371 -0.15393584  0.52241445  1.57325736 -0.11726652
  0.11026216  0.75450982 -0.30425408  0.08840003  0.        ]",[-0.58106541 -0.15557845],-2.63833,"[[-0.08073773 -0.04859341  0.18343373 -0.01513457]
 [-0.01104977  2.73743276  0.          0.        ]]",[-0.70389134 -0.48058915],-0.0263034966503
6,[ 0.39866319  0.00292516],"[ 1.01083673  1.42663127 -0.19066132  0.65472019  1.57325569 -0.11726648
 -0.14613122  0.65113362 -0.30325503  0.09261009  0.        ]",[ 0.17140389  0.28588257],-2.66045,"[[ -1.04016702e-01  -5.60344339e-04   1.83433732e-01  -1.51345683e-02]
 [ -2.30919639e+00   2.06810202e+00   0.00000000e+00   0.00000000e+00]]",[-0.70389134 -0.48058915],-0.0263003387026
7,[ 0.22861145 -0.28051218],"[ 1.00429328  1.42508907 -0.25186414  0.79878903  1.57325402 -0.11726644
 -0.06543546  0.81959628 -0.30649468  0.06678873  0.        ]",[ 0.4921269   0.40370603],-2.67249,"[[-0.14294351  0.05174556  0.18343373 -0.01513457]
 [-1.58589169  3.15885407  0.          0.        ]]",[-0.70389134 -0.48058915],-0.0266987620488
8,[-0.46246332 -1.17467284],"[ 1.00188849  1.41686512 -0.27047277  1.01437016  1.57325235 -0.11726641
  0.15519361  1.05670302 -0.30410379  0.13289058  0.        ]",[-0.81942424 -1.00050166],-2.58929,"[[-0.15481979  0.13032582  0.18343373 -0.01513457]
 [ 0.39168544  4.69405915  0.          0.        ]]",[-0.70389134 -0.48058915],-0.0255119313433
9,[ 0.70490432  0.03385413],"[ 0.99626645  1.40728553 -0.30914204  1.15923835  1.57325069 -0.11726637
 -0.20714268  0.43099717 -0.30776232  0.14040859  0.        ]",[ 0.40893701 -0.15749496],-2.62548,"[[-0.17957159  0.18355933  0.18343373 -0.01513457]
 [-2.85606289  0.64278742  0.          0.        ]]",[-0.70389134 -0.48058915],-0.0250618435953
