timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-3.44014406 -3.98568463],[-0.65950257 -0.46551627],[-4.2301813  -4.18981728],-7.43879,"[[ 0.00198838  0.05870382 -0.1600645  -0.0918019 ]
 [-0.00259718 -0.00305131  0.          0.        ]]","[ 1.01698188  1.44540276 -0.02504342  0.81009338 -1.39420396 -0.78674824
  0.10668729  0.33484473  2.99806567  1.19348902  0.        ]",-0.382797659264
1,[-3.28812242 -3.57524109],[-0.65950257 -0.46551627],[-3.37094819 -4.15513648],-7.40701,"[[-0.03773812  0.01893098 -0.1600645  -0.0918019 ]
 [-3.95689053 -3.96104631  0.          0.        ]]","[ 1.0160188   1.44717759 -0.08839488  0.69820591 -1.39420266 -0.78674784
 -0.3271314  -0.27296471  2.999131    1.05989347  0.        ]",-0.37983000405
2,[-2.9951117  -3.34295702],[-0.65950257 -0.46551627],[-3.56098002 -4.76953943],-7.25505,"[[-0.15576614 -0.0992158  -0.1600645  -0.0918019 ]
 [-7.833025   -7.84070345  0.          0.        ]]","[ 1.00057237  1.44172257 -0.27566625  0.36602928 -1.39420136 -0.78674744
 -0.75237527 -0.86874398  2.95433496  0.66651083  0.        ]",-0.368510319697
3,[-2.41950703 -2.86699319],[-0.65950257 -0.46551627],[-2.17218674 -4.48263411],-6.9492,"[[ -0.35054996  -0.29418491  -0.1600645   -0.0918019 ]
 [-11.6327974  -11.64351947   0.           0.        ]]","[ 0.93454756  1.39793817 -0.57597805 -0.1714615  -1.39420006 -0.78674703
 -1.16924114 -1.45272224  2.73023517  0.06523193  0.        ]",-0.3420132893
4,[-1.09949124 -0.91708422],[-0.65950257 -0.46551627],[-1.04517406 -1.72632021],-6.30432,"[[ -0.62058325  -0.56445359  -0.1600645   -0.0918019 ]
 [-15.35836652 -15.37088266   0.           0.        ]]","[ 0.76423793  1.2688577  -0.95575189 -0.86123369 -1.39419876 -0.78674663
 -1.57796538 -2.02511153  2.16418958 -0.56156513  0.        ]",-0.290933196736
5,[ 0.90468651  2.0990808 ],[-0.65950257 -0.46551627],[ 0.65222555  2.4543779 ],-5.00672,"[[ -0.96440677  -0.90852578  -0.1600645   -0.0918019 ]
 [-19.01226184 -19.02407988   0.           0.        ]]","[ 0.43399428  1.00418834 -1.33888404 -1.57535695 -1.39419746 -0.78674622
 -1.97882487 -2.58610795  1.22082524 -0.84672565  0.        ]",-0.207545924979
6,[ 1.8079164   2.95352054],[-0.65950257 -0.46551627],[ 0.87166725  1.94740713],-3.57829,"[[ -1.31503275  -1.24549699  -0.1600645   -0.0918019 ]
 [-16.05990237 -14.68748993   0.           0.        ]]","[ 0.00441368  0.66431607 -1.57137607 -2.02289117 -1.39419615 -0.78674582
 -1.65492493 -1.92015847  0.34996653 -0.53065618  0.        ]",-0.113987389761
7,[ 1.83714628  2.91814232],[-0.65950257 -0.46551627],[ 2.56573255  3.58468988],-2.86644,"[[ -1.59846768  -1.49660058  -0.1600645   -0.0918019 ]
 [-12.29580838 -10.43706641   0.           0.        ]]","[-0.37600592  0.38181703 -1.62264991 -2.16279774 -1.39419485 -0.78674542
 -1.24197225 -1.26744346 -0.09064391  0.0165755   0.        ]",-0.0492374995863
8,[ 1.499722   2.5254252],[-0.65950257 -0.46551627],[ 1.17241539  2.49034141],-2.9418,"[[-1.80225463 -1.66354301 -0.1600645  -0.0918019 ]
 [-8.09663163 -6.27109577  0.          0.        ]]","[-0.6494469   0.18991856 -1.58072344 -2.15843935 -1.39419355 -0.78674501
 -0.78128814 -0.62769831 -0.23011419  0.46639644  0.        ]",-0.0441644699468
9,[ 0.98399109  1.81928754],[-0.65950257 -0.46551627],[ 0.41216631  2.56919343],-3.15754,"[[-1.92287964 -1.74799537 -0.1600645  -0.0918019 ]
 [-3.97945902 -2.18777065  0.          0.        ]]","[ -8.05946671e-01   9.36370760e-02  -1.52541098e+00  -2.12644977e+00
  -1.39419225e+00  -7.86744609e-01  -3.29600780e-01  -6.44725397e-04
  -2.51418678e-01   7.18369121e-01   0.00000000e+00]",-0.061631335054
