timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-1.61234367 -0.74562299],"[ 1.01414627  1.38195221 -0.10102026  0.64819293  1.60086819 -0.54833942
  0.09337656  0.32400759 -0.34232271  0.75390281  0.        ]",[-1.36436105 -1.32111974],-3.73262,"[[-0.05835599 -0.02161096  0.18635176 -0.06468908]
 [-0.00383325  0.00100364  0.          0.        ]]",[-0.81372797 -0.58838266],-0.0551526941779
1,[-0.05489941  0.789262  ],"[ 1.00986259  1.38002986 -0.16329511  0.54784298  1.6008667  -0.54833923
 -0.37288054 -0.30155152 -0.35585657  0.61007838  0.        ]",[-0.34160175  0.37605083],-3.62324,"[[-0.09810697 -0.06130348  0.18635176 -0.06468908]
 [-3.95810653 -3.95706945  0.          0.        ]]",[-0.81372797 -0.58838266],-0.0433095159788
2,[ 1.06648672  0.97423285],"[ 0.99166695  1.37315142 -0.3062365   0.38810137  1.6008652  -0.54833904
 -0.52306171 -0.05375845 -0.40916874  0.31751517  0.        ]",[ 0.96382114  1.3948092 ],-3.27747,"[[-0.19004823 -0.12471412  0.18635176 -0.06468908]
 [-5.23177674 -2.38921977  0.          0.        ]]",[-0.81372797 -0.58838266],-0.0202066329341
3,[ 0.19874287  0.06625319],"[ 0.97176411  1.3720132  -0.40639415  0.36903527  1.6008637  -0.54833885
 -0.06146954  0.57927838 -0.45123701  0.15910943  0.        ]",[ 0.70506125 -0.03929333],-2.8952,"[[-0.25540642 -0.1323112   0.18635176 -0.06468908]
 [-1.31706891  1.61616549  0.          0.        ]]",[-0.81372797 -0.58838266],-0.0124282811906
4,[-0.7212556  -0.19424051],"[ 0.9724248   1.37616432 -0.40349658  0.44550933  1.6008622  -0.54833867
  0.27048505  0.54945964 -0.43783022  0.19897365  0.        ]",[-0.91211075 -0.26483752],-2.88605,"[[-0.25350138 -0.10188091  0.18635176 -0.06468908]
 [ 1.49819815  1.42749601  0.          0.        ]]",[-0.81372797 -0.58838266],-0.0136433058887
5,[ 0.39471823  0.32480168],"[ 0.97013731  1.37808954 -0.41342423  0.49025417  1.6008607  -0.54833848
 -0.15841204  0.37948035 -0.43523748  0.20505754  0.        ]",[ 0.93717126  0.38353651],-2.91439,"[[-0.26003276 -0.08412179  0.18635176 -0.06468908]
 [-2.13922532  0.35199518  0.          0.        ]]",[-0.81372797 -0.58838266],-0.0139626532437
6,[-0.81874639 -0.31728631],"[ 0.96828656  1.37997962 -0.42126886  0.54626162  1.6008592  -0.54833829
  0.28364935  0.61816619 -0.43043344  0.21942203  0.        ]",[-1.17236486 -0.80030992],-2.86295,"[[-0.26520177 -0.06192934  0.18635176 -0.06468908]
 [ 1.60984228  1.86222137  0.          0.        ]]",[-0.81372797 -0.58838266],-0.0146553938283
7,[ 0.5565604   0.74613422],"[ 0.96542652  1.38033176 -0.43308654  0.55913293  1.60085771 -0.5483381
 -0.18640632  0.11175011 -0.43344087  0.20774982  0.        ]",[ 1.03585428  0.43196236],-2.92222,"[[-0.27300244 -0.05683385  0.18635176 -0.06468908]
 [-2.37664001 -1.34199856  0.          0.        ]]",[-0.81372797 -0.58838266],-0.0141738137089
8,[-0.64543796  0.04276368],"[ 0.9626473   1.37965338 -0.44423924  0.53532007  1.60085621 -0.54833792
  0.28550486  0.38602594 -0.44162094  0.17971294  0.        ]",[ 0.08582337 -0.13199566],-2.88797,"[[-0.28037983 -0.06626192  0.18635176 -0.06468908]
 [ 1.62557784  0.39341289  0.          0.        ]]",[-0.81372797 -0.58838266],-0.0132038742628
9,[-0.92186236  0.01530537],"[ 0.97538656  1.37984538 -0.39021686  0.54174652  1.60085471 -0.54833773
  0.32176984  0.30217334 -0.41886345  0.26412972  0.        ]",[-0.50783132 -0.80180964],-2.86171,"[[-0.24478243 -0.06371691  0.18635176 -0.06468908]
 [ 1.93313718 -0.1371425   0.          0.        ]]",[-0.81372797 -0.58838266],-0.0170066963992
10,[-0.20282674  0.93421072],"[ 0.98122565  1.37657839 -0.36250482  0.45457806  1.60085321 -0.54833754
  0.08052894 -0.19904451 -0.42024628  0.26469302  0.        ]",[-0.05811966  1.47332753],-3.19624,"[[-0.22664707 -0.09827869  0.18635176 -0.06468908]
 [-0.11279431 -3.30847012  0.          0.        ]]",[-0.81372797 -0.58838266],-0.0169017302301
