timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 1.13833642 -0.58179253],"[ 1.22397195  2.22613541 -0.16615315  0.98785634  0.71124633  1.51302798
  0.35683841  0.3865221   0.75705561 -1.36244841  0.        ]",[ 0.21018915 -1.79278737],-2.67639,"[[-0.05606162  0.06128887  0.08320326  0.17239668]
 [ 0.0011449  -0.00209203  0.          0.        ]]",[-0.22777119 -0.21593247],-0.217983522131
1,[ 1.1510874  -0.56078935],"[ 1.22456307  2.22842861 -0.15370313  0.85470301  0.71124514  1.51302246
  0.42038088 -0.18051872  0.75711068 -1.38390473  0.        ]",[ 2.43472553  0.27130132],-2.76983,"[[-0.047681    0.02151636  0.08320326  0.17239668]
 [ 0.83413914 -3.96196084  0.          0.        ]]",[-0.22777119 -0.21593247],-0.220121223257
2,[ 1.00693882 -0.61238855],"[ 1.22606498  2.22724414 -0.0701245   0.62794053  0.71124395  1.51301695
  0.72085236 -0.01567688  0.75764531 -1.3481926   0.        ]",[ 0.36413174 -0.28389675],-2.79722,"[[ 0.00852226 -0.04617301  0.08320326  0.17239668]
 [ 4.77307393 -2.81080728  0.          0.        ]]",[-0.22777119 -0.21593247],-0.216617993319
3,[ 0.8770479  -0.66065383],"[ 1.21667831  2.21976384  0.09157463  0.40437642  0.71124277  1.51301143
  0.82356378 -0.16875118  0.75295748 -1.22100759  0.        ]",[ 1.95882359  0.92886514],-2.66042,"[[ 0.11749332 -0.1131146   0.08320326  0.17239668]
 [ 6.11955042 -3.87978391  0.          0.        ]]",[-0.22777119 -0.21593247],-0.203874283762
4,[ 0.4309625  -0.86502814],"[ 1.17344738  2.21231992  0.32592849  0.27173962  0.71124158  1.51300591
  1.11598509  0.36871058  0.72200971 -0.98286673  0.        ]",[ 0.01807127 -1.28014768],-2.25107,"[[ 0.27834613 -0.15305236  0.08320326  0.17239668]
 [ 9.95297152 -0.12648762  0.          0.        ]]",[-0.22777119 -0.21593247],-0.179200955116
5,[ 0.15577561 -0.96834671],"[ 1.07390609  2.20204601  0.59905399  0.13237648  0.71124039  1.51300039
  1.10653637 -0.19791676  0.63944402 -0.69467099  0.        ]",[-0.09795683 -1.34597199],-1.90063,"[[ 0.47616313 -0.19528366  0.08320326  0.17239668]
 [ 9.82914292 -4.08345243  0.          0.        ]]",[-0.22777119 -0.21593247],-0.1470713111
6,[-0.00116961 -1.01169205],"[ 0.93293543  2.15931955  0.83735817 -0.25832643  0.7112392   1.51299487
  1.06226178 -0.75329697  0.54166038 -0.50297461  0.        ]",[-0.50055598 -2.00112183],-1.60688,"[[ 0.66692299 -0.31586627  0.08320326  0.17239668]
 [ 9.24877481 -7.96187794  0.          0.        ]]",[-0.22777119 -0.21593247],-0.122557891048
7,[ 0.14832643 -0.91267931],"[ 0.78105132  2.0480293   1.01512295 -0.86271101  0.71123802  1.51298936
  0.89736365 -1.29759441  0.46565874 -0.43395572  0.        ]",[-1.19152807 -0.09843927],-1.74728,"[[  0.83021041  -0.51324087   0.08320326   0.17239668]
 [  7.08712828 -11.76292449   0.           0.        ]]",[-0.22777119 -0.21593247],-0.109625591448
8,[ 0.49490511 -0.74676096],"[ 0.674917    1.85242627  1.11040827 -1.50165752  0.71123683  1.51298384
  0.58487733 -1.31984561  0.43432223 -0.5004453   0.        ]",[ 1.10849985 -1.09697687],-1.4708,"[[  0.93085335  -0.7500583    0.08320326   0.17239668]
 [  2.99071855 -11.91834053   0.           0.        ]]",[-0.22777119 -0.21593247],-0.111440407145
9,[ 0.35153362 -0.77969635],"[ 0.5625278   1.55346595  1.19230442 -2.08285312  0.71123564  1.51297832
  0.88225024 -1.85321046  0.38490452 -0.61403221  0.        ]",[-0.4834288  -0.51871033],-1.57416,"[[  1.02978027  -1.02579727   0.08320326   0.17239668]
 [  6.88903608 -15.64308354   0.           0.        ]]",[-0.22777119 -0.21593247],-0.11648202034
