timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 0.09938736 -0.07061258],"[ 1.02907567  1.5477405  -0.19086081  0.74209788  1.18128815 -0.01272852
  0.1477702   0.34572053  0.16448727  0.04085927  0.        ]",[ 0.87977653  1.52465409],-2.4698,"[[-0.07992863  0.04221081  0.13859336 -0.00287985]
 [ 0.00479383 -0.00257797  0.          0.        ]]",[-0.50668675 -0.28371763],-0.0716094110596
1,[-1.26102674 -1.43463731],"[ 1.03199213  1.54488585 -0.13471232  0.86413875  1.18128706 -0.01272851
  0.50458125  0.93875392  0.16650841  0.1566532   0.        ]",[-2.27014756 -1.01823659],-2.45054,"[[ -4.49303351e-02   8.18740192e-02   1.38593356e-01  -2.87984981e-03]
 [  3.48346174e+00   3.95571125e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0712727241721
2,[-0.31105623 -0.45746166],"[ 1.03317657  1.54035923 -0.0876298   0.98257867  1.18128597 -0.01272851
  0.09191396  0.33402478  0.16248656  0.25949288  0.        ]",[ 0.11087493 -1.85464494],-2.42663,"[[-0.0156272   0.12049029  0.13859336 -0.00287985]
 [-0.53976272 -0.08063718  0.          0.        ]]",[-0.50668675 -0.28371763],-0.0719442334342
3,[ 0.04770312  0.31544653],"[ 1.03301852  1.54513469 -0.09771049  0.85580922  1.18128488 -0.0127285
  0.13815475 -0.25899084  0.16624861  0.20159813  0.        ]",[ 0.23307248  0.54358128],-2.47094,"[[ -2.18992457e-02   7.91639726e-02   1.38593356e-01  -2.87984981e-03]
 [ -8.89461321e-02  -4.03880240e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0715442722617
4,[-0.21989736 -0.03400132],"[ 1.03319919  1.54851524 -0.08568678  0.67606261  1.18128379 -0.0127285
  0.23281812  0.07540339  0.1679978   0.15358316  0.        ]",[-0.41544169  0.65990104],-2.47192,"[[-0.01441842  0.0207819   0.13859336 -0.00287985]
 [ 0.83395744 -1.80684263  0.          0.        ]]",[-0.50668675 -0.28371763],-0.0714259782883
5,[-0.04098023 -0.22293712],"[ 1.03319864  1.5486906  -0.08566388  0.64660727  1.1812827  -0.01272849
  0.06245129  0.47233162  0.16801322  0.14323004  0.        ]",[-0.76187354  0.32485242],-2.46908,"[[-0.01440419  0.01122688  0.13859336 -0.00287985]
 [-0.82700095  0.84250908  0.          0.        ]]",[-0.50668675 -0.28371763],-0.0714040472406
6,[ 0.65402925 -0.13643676],"[ 1.03084938  1.54779501 -0.16054706  0.73783238  1.18128161 -0.01272849
 -0.24505925  0.66271832  0.16621102  0.07861149  0.        ]",[ 0.84275004  0.41462339],-2.46076,"[[ -6.10241906e-02   4.08270894e-02   1.38593356e-01  -2.87984981e-03]
 [ -3.82501551e+00   2.11327245e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0714055532923
7,[-0.12244342 -0.79506564],"[ 1.02621007  1.54306442 -0.2283085   0.91712361  1.18128052 -0.01272848
  0.10459221  0.90221824  0.16323776  0.05425779  0.        ]",[-0.41514113 -0.18759355],-2.45503,"[[ -1.03322469e-01   9.91315357e-02   1.38593356e-01  -2.87984981e-03]
 [ -4.16158089e-01   3.71184991e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0713110210196
8,[ 0.25295559 -0.62142372],"[ 1.02239794  1.53296713 -0.26777147  1.1189578   1.18127943 -0.01272848
 -0.06297953  0.7800161   0.15995406  0.07501342  0.        ]",[ 0.08758249 -1.09997815],-2.42559,"[[ -1.28037059e-01   1.65184875e-01   1.38593356e-01  -2.87984981e-03]
 [ -2.04986493e+00   2.89619920e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0707505293268
9,[ 0.60788089  0.14719507],"[ 1.0151575   1.52942682 -0.32676602  1.17245759  1.18127834 -0.01272847
 -0.02312486  0.17817303  0.15554611  0.0174858   0.        ]",[ 0.50618492 -0.42254099],-2.432,"[[-0.16513583  0.18280419  0.13859336 -0.00287985]
 [-1.66131013 -1.1208789   0.          0.        ]]",[-0.50668675 -0.28371763],-0.0709855309847
10,[ 0.43074319  0.28259668],"[ 1.01223763  1.53677797 -0.347039    1.05385607  1.18127725 -0.01272847
  0.1857023  -0.06928367  0.15312482 -0.05139977  0.        ]",[-0.66910562 -0.08716495],-2.44492,"[[-0.17793504  0.14381473  0.13859336 -0.00287985]
 [ 0.37460684 -2.77255986  0.          0.        ]]",[-0.50668675 -0.28371763],-0.0721937048203
11,[ 1.14529121  0.80036306],"[ 1.0074703   1.54451797 -0.3772646   0.87515475  1.18127616 -0.01272846
 -0.08654317 -0.11261511  0.14421609 -0.15410187  0.        ]",[ 0.54953278  0.84447254],-2.45847,"[[ -1.97073292e-01   8.54617143e-02   1.38593356e-01  -2.87984981e-03]
 [ -2.27959221e+00  -3.06178123e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0746305661971
12,[ 0.70465767  0.22047034],"[ 1.00100677  1.54677375 -0.4139713   0.79186124  1.18127507 -0.01272846
  0.14092593  0.39730437  0.1328937  -0.23114767  0.        ]",[ 0.03259837  1.06462126],-2.48046,"[[-0.22041471  0.05837469  0.13859336 -0.00287985]
 [-0.06193139  0.34173889  0.          0.        ]]",[-0.50668675 -0.28371763],-0.0768880965846
13,[ 0.28266889 -0.56195199],"[ 1.00102122  1.54237473 -0.41388935  0.93471588  1.18127398 -0.01272845
  0.1541221   0.98951304  0.13936735 -0.18089514  0.        ]",[-0.51409443 -1.36407873],-2.42691,"[[ -2.20362592e-01   1.04868921e-01   1.38593356e-01  -2.87984981e-03]
 [  6.67223142e-02   4.29451068e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0752391949292
14,[ 1.0019815   0.25740322],"[ 0.99521497  1.53568737 -0.44373448  1.07328514  1.18127289 -0.01272845
 -0.0544536   0.38366159  0.13810149 -0.17078744  0.        ]",[ 0.97471087  1.32988908],-2.46332,"[[-0.23943038  0.15018614  0.13859336 -0.00287985]
 [-1.96673959  0.25068478  0.          0.        ]]",[-0.50668675 -0.28371763],-0.0746886962596
15,[-0.25799301 -0.9659009 ],"[ 0.99512772  1.52678907 -0.4441603   1.20896948  1.1812718  -0.01272844
  0.34488366  0.97592341  0.14101787 -0.12290347  0.        ]",[ 0.34093384 -0.16890925],-2.43045,"[[ -2.39703191e-01   1.94862773e-01   1.38593356e-01  -2.87984981e-03]
 [  1.92650883e+00   4.20380983e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0731372122997
16,[-0.84777933 -1.4524976 ],"[ 1.00978113  1.5062839  -0.36297928  1.43846415  1.18127071 -0.01272844
  0.47934736  0.86317546  0.14855035  0.06659406  0.        ]",[-1.05349265 -1.71658989],-2.40184,"[[ -1.88020140e-01   2.71388426e-01   1.38593356e-01  -2.87984981e-03]
 [  3.23743359e+00   3.45126446e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0695808870999
17,[ 0.12657323 -0.53031433],"[ 1.01548931  1.49692312 -0.32431239  1.52314141  1.18126962 -0.01272843
  0.06716735  0.25993501  0.14660824  0.14787528  0.        ]",[-0.13324582 -0.65270228],-2.41576,"[[-0.16358963  0.3000156   0.13859336 -0.00287985]
 [-0.78101804 -0.57513264  0.          0.        ]]",[-0.50668675 -0.28371763],-0.069066848852
18,[ 0.55240881  0.2345241 ],"[ 1.01069125  1.50894015 -0.35715549  1.41261914  1.18126853 -0.01272843
  0.01478582 -0.12553344  0.14957829  0.06477373  0.        ]",[ 1.78868443  0.34144189],-2.42984,"[[ -1.84333820e-01   2.62698675e-01   1.38593356e-01  -2.87984981e-03]
 [ -1.29169908e+00  -3.14798562e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.069710868407
19,[-0.38652614 -0.44131657],"[ 1.01401468  1.52229592 -0.33483171  1.26647536  1.18126744 -0.01272842
  0.42311829  0.08612994  0.1539688   0.04077865  0.        ]",[-1.43900568 -0.94015963],-2.42261,"[[-0.17022579  0.21391373  0.13859336 -0.00287985]
 [ 2.6892409  -1.73521481  0.          0.        ]]",[-0.50668675 -0.28371763],-0.0704673186858
20,[ 0.83960903  0.8028729 ],"[ 1.016965    1.53702216 -0.31330087  1.0489762   1.18126635 -0.01272842
  0.01204309 -0.46622478  0.15684087 -0.00913647  0.        ]",[ 2.6720209   1.65067574],-2.4537,"[[ -1.56651239e-01   1.42219061e-01   1.38593356e-01  -2.87984981e-03]
 [ -1.31843550e+00  -5.42196735e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0716140019248
21,[-0.16461378 -0.16038358],"[ 1.01967085  1.54550826 -0.29173449  0.84166934  1.18126526 -0.01272841
  0.42032051  0.14285853  0.15643167 -0.05478768  0.        ]",[ 0.41578161 -0.38642676],-2.43718,"[[-0.14308339  0.07456908  0.13859336 -0.00287985]
 [ 2.66196494 -1.35657609  0.          0.        ]]",[-0.50668675 -0.28371763],-0.0726325383601
22,[-0.64119041 -0.24539895],"[ 1.0296806   1.54812305 -0.18113715  0.71169655  1.18126417 -0.01272841
  0.58368772 -0.08245118  0.16475963  0.04270622  0.        ]",[ 0.47690304 -0.08577235],-2.44985,"[[ -7.38639368e-02   3.23488864e-02   1.38593356e-01  -2.87984981e-03]
 [  4.25467515e+00  -2.86042915e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0716152931934
23,[-1.37257266 -0.60255378],"[ 1.03274891  1.54828272 -0.01538731  0.52657058  1.18126308 -0.0127284
  0.76857597 -0.12495427  0.16771885  0.19169385  0.        ]",[-2.82886929 -0.43562148],-2.46731,"[[  2.93148310e-02  -2.77061010e-02   1.38593356e-01  -2.87984981e-03]
 [  6.05720051e+00  -3.14412063e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0716142094929
24,[-0.52282202  0.23291358],"[ 1.02530934  1.54206009  0.11328545  0.28193995  1.18126199 -0.0127284
  0.35059015 -0.3738158   0.16263685  0.27175033  0.        ]",[-0.24015533  0.15417024],-2.49445,"[[  1.09572768e-01  -1.07254325e-01   1.38593356e-01  -2.87984981e-03]
 [  1.98215666e+00  -4.80517244e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0721917349663
25,[-0.28824627  0.37053147],"[ 1.02038122  1.52645119  0.16068267  0.01072789  1.1812609  -0.01272839
  0.24909369 -0.26804664  0.15764797  0.23635946  0.        ]",[ 0.0459941   0.03642294],-2.48205,"[[  1.39287838e-01  -1.96274569e-01   1.38593356e-01  -2.87984981e-03]
 [  9.92644345e-01  -4.09920678e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0710396580975
26,[-0.19955313  0.42827967],"[ 1.01609076  1.50481906  0.19482496 -0.22818147  1.18125981 -0.01272839
  0.26573301 -0.23428944  0.14969427  0.19420381  0.        ]",[-0.42889316  0.76225865],-2.49854,"[[  1.60768337e-01  -2.75998051e-01   1.38593356e-01  -2.87984981e-03]
 [  1.15486615e+00  -3.87389186e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0696676355498
27,[-0.02820538  0.25981769],"[ 1.01481997  1.4889464   0.20407634 -0.36492368  1.18125872 -0.01272838
  0.08923709  0.22949549  0.14332345  0.15612232  0.        ]",[-0.46798619  1.04599698],-2.49418,"[[ 0.16660133 -0.32241693  0.13859336 -0.00287985]
 [-0.56583333 -0.77831651  0.          0.        ]]",[-0.50668675 -0.28371763],-0.068730874468
28,[ 0.10339417 -0.14347318],"[ 1.02083498  1.4975586   0.15673211 -0.29351555  1.18125763 -0.01272838
 -0.09966387  0.82514127  0.14656328  0.12108621  0.        ]",[ 0.01604443  1.14354888],-2.49064,"[[  1.36806884e-01  -2.98093817e-01   1.38593356e-01  -2.87984981e-03]
 [ -2.40747238e+00   3.19737763e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0690539190198
29,[-0.23169166 -0.99208951],"[ 1.02793965  1.52671887  0.08158906  0.01442017  1.18125654 -0.01272837
 -0.0884215   1.40888358  0.15888031  0.13521491  0.        ]",[-0.02824931 -0.59918744],-2.45384,"[[  8.97571524e-02  -1.95053907e-01   1.38593356e-01  -2.87984981e-03]
 [ -2.29786834e+00   7.09362775e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0703952219344
30,[-0.07078926 -0.71101177],"[ 1.03207398  1.5451515   0.00682863  0.37053188  1.18125545 -0.01272837
 -0.09512323  1.03238836  0.16663963  0.16527546  0.        ]",[-0.06309868 -2.20360381],-2.41835,"[[  4.31442333e-02  -7.83945558e-02   1.38593356e-01  -2.87984981e-03]
 [ -2.36320533e+00   4.58068188e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0713224862889
31,[ 0.39817715  0.07699922],"[ 1.03329133  1.54827626 -0.07237585  0.52746014  1.18125436 -0.01272836
 -0.11577088  0.42557998  0.1675299   0.11835782  0.        ]",[ 0.66249053  0.68715673],-2.46919,"[[-0.00613951 -0.02741786  0.13859336 -0.00287985]
 [-2.56450415  0.53048571  0.          0.        ]]",[-0.50668675 -0.28371763],-0.0713570800499
32,[-0.36018717 -0.7108072 ],"[ 1.03268869  1.54864779 -0.11174855  0.64396815  1.18125327 -0.01272836
  0.158139    0.83149498  0.16747655  0.10853056  0.        ]",[-1.41503423 -0.55449278],-2.45974,"[[ -3.06366517e-02   1.03753090e-02   1.38593356e-01  -2.87984981e-03]
 [  1.05902443e-01   3.23980486e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0713779394817
33,[ 0.75218654  0.0663338 ],"[ 1.03020683  1.54710902 -0.17209041  0.77381255  1.18125218 -0.01272835
 -0.24775015  0.49317109  0.16586702  0.07641497  0.        ]",[ 1.0763458  -1.13287277],-2.43112,"[[ -6.82213158e-02   5.25144977e-02   1.38593356e-01  -2.87984981e-03]
 [ -3.85119723e+00   9.81634007e-01   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0713853679386
34,[ 0.42600578  0.4497045 ],"[ 1.02598695  1.54810453 -0.23062923  0.71126455  1.18125109 -0.01272835
  0.16598564 -0.10320838  0.16046645 -0.02152934  0.        ]",[-0.29465493  0.64816951],-2.46316,"[[ -1.04774945e-01   3.22085972e-02   1.38593356e-01  -2.87984981e-03]
 [  1.82399168e-01  -2.99895209e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0722627002672
35,[ 0.60541928  0.32040629],"[ 1.02481169  1.54870298 -0.24356278  0.60760217  1.18125    -0.01272834
  0.04595078  0.29027086  0.1557607  -0.07470252  0.        ]",[ 0.25817544 -0.10337571],-2.45113,"[[-0.1128684  -0.00141979  0.13859336 -0.00287985]
 [-0.98784487 -0.37264138  0.          0.        ]]",[-0.50668675 -0.28371763],-0.0731118773294
36,[ 0.48328444  0.29846212],"[ 1.02335199  1.54860546 -0.25842918  0.57217904  1.18124891 -0.01272834
  0.15272927  0.22998962  0.15216813 -0.1063341   0.        ]",[ 0.95004888  1.19454121],-2.46697,"[[-0.12218058 -0.01290956  0.13859336 -0.00287985]
 [ 0.05316051 -0.77499276  0.          0.        ]]",[-0.50668675 -0.28371763],-0.0737176693307
37,[-0.89174759 -1.02396512],"[  1.02866364e+00   1.54862395e+00  -1.96477065e-01   6.47303212e-01
   1.18124782e+00  -1.27283351e-02   5.37959392e-01   8.25303705e-01
   1.62336103e-01   1.04189840e-04   0.00000000e+00]",[-1.17860765  0.31740455],-2.47206,"[[ -8.34355056e-02   1.14577039e-02   1.38593356e-01  -2.87984981e-03]
 [  3.80884693e+00   3.19848126e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0720253464028
38,[-0.46261156 -1.09377456],"[ 1.03179045  1.54426855 -0.1391721   0.88115105  1.18124673 -0.01272833
  0.12442003  1.00434492  0.16628231  0.15699109  0.        ]",[-1.38008932 -1.13352019],-2.44422,"[[ -4.77095660e-02   8.74175089e-02   1.38593356e-01  -2.87984981e-03]
 [ -2.22827621e-01   4.39351091e+00   0.00000000e+00   0.00000000e+00]]",[-0.50668675 -0.28371763],-0.0712493649651
