timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-2.70724511 -3.96968913],"[ 1.02157436  1.48750423 -0.14317481  0.37014086 -0.96905852 -0.67843775
  0.13111108  0.34022977  2.46218192  0.73764344  0.        ]",[-2.80656546 -3.73851381],-5.63855,"[[-0.05979056 -0.08556484 -0.11052735 -0.07999119]
 [-0.00120322  0.0034141   0.          0.        ]]",[-0.55100626 -0.36795291],-0.324430290417
1,[-2.42304254 -3.63688993],"[ 1.01732296  1.48270349 -0.20654678  0.25293916 -0.96905786 -0.6784374
 -0.2882474  -0.25875404  2.44427922  0.60969838  0.        ]",[-2.26238502 -3.8482416 ],-5.59211,"[[-0.09948959 -0.12520966 -0.11052735 -0.07999119]
 [-3.95554381 -3.95470889  0.          0.        ]]",[-0.55100626 -0.36795291],-0.320522287657
2,[-1.85285306 -3.2652173 ],"[ 0.99226949  1.45783615 -0.39304963 -0.09179832 -0.9690572  -0.67843705
 -0.69932596 -0.84588089  2.34580393  0.24162514  0.        ]",[-2.04367584 -3.21622823],-5.46951,"[[-0.21749178 -0.24323088 -0.11052735 -0.07999119]
 [-7.83181012 -7.83448183  0.          0.        ]]",[-0.55100626 -0.36795291],-0.306851394281
3,[-0.53543031 -1.96754193],"[ 0.91121261  1.38303513 -0.68915635 -0.63692009 -0.96905654 -0.6784367
 -1.10232249 -1.42137545  2.04771984 -0.29196672  0.        ]",[-1.0380097  -2.01866533],-5.23645,"[[ -0.41225388  -0.43807655  -0.11052735  -0.07999119]
 [-11.63187089 -11.63739401   0.           0.        ]]",[-0.55100626 -0.36795291],-0.278027802893
4,[ 0.7722311  -0.18111752],"[ 0.72267112  1.21495322 -1.05731286 -1.30966611 -0.96905588 -0.67843636
 -1.4974693  -1.98544658  1.42461203 -0.78769721  0.        ]",[ 0.13223639  2.02176741],-4.73526,"[[ -0.68227313  -0.70822351  -0.11052735  -0.07999119]
 [-15.35792107 -15.36483368   0.           0.        ]]",[-0.55100626 -0.36795291],-0.227029855897
5,[ 1.60185647  0.70925087],"[ 0.42643949  0.98883787 -1.37855196 -1.83274044 -0.96905522 -0.67843601
 -1.41010054 -1.34013679  0.65230305 -0.92933012  0.        ]",[ 1.04413619  1.06160512],-3.74481,"[[ -0.98116698  -0.97273586  -0.11052735  -0.07999119]
 [-14.53409151 -11.10059097   0.           0.        ]]",[-0.55100626 -0.36795291],-0.163352996316
6,[ 1.596012    0.92583936],"[ 0.12878447  0.80800694 -1.55648304 -2.0928221  -0.96905457 -0.67843566
 -0.9602353  -0.70776196  0.08589205 -0.77433843  0.        ]",[ 1.64769501  1.98165083],-3.03521,"[[ -1.22928975  -1.15282038  -0.11052735  -0.07999119]
 [-10.29209308  -6.92181598   0.           0.        ]]",[-0.55100626 -0.36795291],-0.110553325437
7,[ 1.19470751  0.67294842],"[-0.08447385  0.70357695 -1.6238331  -2.19723752 -0.96905391 -0.67843531
 -0.51915512 -0.08793327 -0.21898906 -0.58041686  0.        ]",[ 1.08118594  1.10802356],-2.78982,"[[-1.39340288 -1.25016121 -0.11052735 -0.07999119]
 [-6.13292966 -2.82594519  0.          0.        ]]",[-0.55100626 -0.36795291],-0.0776715199498
8,[ 0.51699471 -0.05931917],"[-0.19345111  0.68579409 -1.64164366 -2.21207557 -0.96905325 -0.67843497
 -0.08674369  0.51960356 -0.33804502 -0.49264972  0.        ]",[ 0.49074603  0.09232319],-2.70739,"[[-1.47515186 -1.26639968 -0.11052735 -0.07999119]
 [-2.05550728  1.18870047  0.          0.        ]]",[-0.55100626 -0.36795291],-0.0651479300936
9,[ 0.20389953 -0.33399308],"[-0.22190743  0.71552735 -1.64452765 -2.18678742 -0.96905259 -0.67843462
  0.12350091  0.57129171 -0.35532755 -0.50069533  0.        ]",[ 0.98029422 -0.81329648],-2.65528,"[[-1.4963709  -1.23919865 -0.11052735 -0.07999119]
 [-0.07300661  1.53026088  0.          0.        ]]",[-0.55100626 -0.36795291],-0.0653991640257
10,[-0.41585624 -0.51866889],"[-0.17167957  0.71332963 -1.63894145 -2.18873101 -0.96905193 -0.67843427
  0.5351124   0.07923581 -0.30559985 -0.53345535  0.        ]",[-0.51120443 -1.4270054 ],-2.71495,"[[-1.45888893 -1.2412173  -0.11052735 -0.07999119]
 [ 3.80828263 -1.72127571  0.          0.        ]]",[-0.55100626 -0.36795291],-0.0700108268768
11,[-0.14191526  0.14968747],"[-0.09821505  0.63202083 -1.62666855 -2.25201856 -0.96905127 -0.67843392
  0.31269408 -0.51473299 -0.26271389 -0.50659765  0.        ]",[ 0.20044425 -0.3801938 ],-2.70273,"[[-1.40376563 -1.31502332 -0.11052735 -0.07999119]
 [ 1.71099265 -5.64625957  0.          0.        ]]",[-0.55100626 -0.36795291],-0.0691743664582
12,[-0.36276728  0.32032019],"[-0.04289401  0.48875696 -1.61414719 -2.32407939 -0.96905061 -0.67843358
  0.39324915 -0.72565219 -0.25678835 -0.40988449  0.        ]",[-0.55428284 -0.32553965],-2.6721,"[[-1.36192451 -1.44193271 -0.11052735 -0.07999119]
 [ 2.47058701 -7.04002883  0.          0.        ]]",[-0.55100626 -0.36795291],-0.0608421973371
13,[-0.04797047  0.92112297],"[-0.00756184  0.31386094 -1.60464146 -2.34790546 -0.96904995 -0.67843323
  0.15544025 -0.89956119 -0.26720556 -0.26832907  0.        ]",[-0.8263558   0.60315667],-2.64121,"[[-1.33501093 -1.59426345 -0.11052735 -0.07999119]
 [ 0.22817259 -8.1892335   0.          0.        ]]",[-0.55100626 -0.36795291],-0.0482581036466
14,[ 0.47112679  1.30496407],"[-0.04472304  0.1556321  -1.61460284 -2.30995707 -0.96904929 -0.67843288
 -0.19194892 -0.51353437 -0.31488435 -0.08940804  0.        ]",[ 0.43410628  0.97286974],-2.53584,"[[-1.3633134  -1.73245413 -0.11052735 -0.07999119]
 [-3.04752723 -5.6383473   0.          0.        ]]",[-0.55100626 -0.36795291],-0.0312387086035
15,[ 0.25787961  0.85663885],"[-0.10174806  0.07328406 -1.62736335 -2.26723813 -0.96904863 -0.67843253
 -0.00340837  0.08627661 -0.35293593  0.03283274  0.        ]",[ 0.92224642 -0.32264196],-2.26998,"[[-1.40642697 -1.80545313 -0.11052735 -0.07999119]
 [-1.26968858 -1.67476222  0.          0.        ]]",[-0.55100626 -0.36795291],-0.0203482268258
16,[-0.34997869  0.61631244],"[-0.08651427  0.02211418 -1.62424781 -2.23240176 -0.96904798 -0.67843219
  0.38638393 -0.10209863 -0.33930216  0.07340771  0.        ]",[-0.1289128   1.17657784],-2.50021,"[[-1.3949431  -1.85143791 -0.11052735 -0.07999119]
 [ 2.40584905 -2.91955627  0.          0.        ]]",[-0.55100626 -0.36795291],-0.0198822140531
17,[-0.15851213  0.22304744],"[ -3.04018382e-02   2.17136114e-03  -1.61091262e+00  -2.21704144e+00
  -9.69047316e-01  -6.78431839e-01   3.27177243e-01   5.05866643e-01
  -3.02744039e-01   5.45892679e-02   0.00000000e+00]",[ 0.28898254  0.15700981],-2.29734,"[[-1.35242754 -1.86952044 -0.11052735 -0.07999119]
 [ 1.84756251  1.09791133  0.          0.        ]]",[-0.55100626 -0.36795291],-0.0242039104781
18,[-0.35661072 -0.10321951],"[ 0.03238797  0.03307086 -1.59243795 -2.24039956 -0.96904666 -0.67843149
  0.44459065  0.59664355 -0.26256883 -0.01896028  0.        ]",[-0.41961508  0.34434653],-2.39304,"[[-1.30436785 -1.84154365 -0.11052735 -0.07999119]
 [ 2.95471016  1.69777156  0.          0.        ]]",[-0.55100626 -0.36795291],-0.0312639738831
