timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.320237192647,"[[ 0.01286295  0.06815703 -0.04119168 -0.188909  ]
 [ 0.00390894 -0.00467109  0.          0.        ]]",[-2.72420907 -2.51154041],-3.27629,"[ 1.11932692  2.23548736  0.11140461  1.10782586 -0.36262008 -1.62547739
 -0.89167588  0.3804889   1.76935641  1.9591384   0.        ]",[-0.2916826  -0.29781556],[-2.48286955 -2.57695276]
1,-0.312779982098,"[[-0.02673474  0.02835212 -0.04119168 -0.188909  ]
 [-3.95051368 -3.96263459  0.          0.        ]]",[-2.10348606 -1.85350275],-3.14457,"[ 1.1189379   2.23820494  0.05252296  0.97818164 -0.36261993 -1.62547518
 -0.99325073 -0.17478806  1.77198012  1.84321064  0.        ]",[-0.2916826  -0.29781556],[-2.42554102 -1.55518212]
2,-0.288552286002,"[[-0.14463644 -0.08982613 -0.04119168 -0.188909  ]
 [-7.82676918 -7.84226149  0.          0.        ]]",[-1.27830577 -1.08984995],-2.99142,"[ 1.10468689  2.2330526  -0.12206776  0.59321019 -0.36261977 -1.62547297
 -1.09281758 -0.71907476  1.74032047  1.50057801  0.        ]",[-0.2916826  -0.29781556],[ 0.01301895 -1.93131355]
3,-0.248969947611,"[[ -0.29908861  -0.28484183  -0.04119168  -0.188909  ]
 [ -7.6191995  -11.64662162   0.           0.        ]]",[-0.56981403 -0.29553017],-2.66035,"[ 1.05670715  2.18162465 -0.34590567 -0.030617   -0.36261962 -1.62547076
 -1.08748494 -1.25280131  1.59363482  1.04209604  0.        ]",[-0.2916826  -0.29781556],[ 0.24414064 -1.445865  ]
4,-0.19897777196,"[[ -0.44026176  -0.55519201  -0.04119168  -0.188909  ]
 [ -6.50195001 -15.37595674   0.           0.        ]]",[ 0.12900421  0.61948264],-2.10956,"[ 0.98468737  2.02576273 -0.54150315 -0.83314765 -0.36261947 -1.62546855
 -1.05878579 -1.77600066  1.30191132  0.63247105  0.        ]",[-0.2916826  -0.29781556],[-1.18756074  1.79526312]
5,-0.140680047101,"[[ -0.60872983  -0.81991416  -0.04119168  -0.188909  ]
 [-10.33213903 -11.11046108   0.           0.        ]]",[ 0.53988564  0.78437376],-1.73641,"[ 0.86561173  1.7882081  -0.75810288 -1.49832428 -0.36261931 -1.62546634
 -1.15716921 -1.17757806  0.88662047  0.34753224  0.        ]",[-0.2916826  -0.29781556],[ 1.38877354  0.92662899]
6,-0.090939651309,"[[-0.77364619 -1.00311363 -0.04119168 -0.188909  ]
 [-6.17317571 -7.22245144  0.          0.        ]]",[ 0.405361    0.68766487],-1.40754,"[ 0.71722545  1.5831442  -0.94685247 -1.8637534  -0.36261916 -1.62546413
 -1.05033888 -0.63211512  0.50371532  0.24257995  0.        ]",[-0.2916826  -0.29781556],[ 0.17882284  0.85304884]
7,-0.0594288461358,"[[-0.88879923 -1.11223924 -0.04119168 -0.188909  ]
 [-5.34481414 -3.70184389  0.          0.        ]]",[ 0.43143943  0.43702549],-1.2491,"[ 0.59707909  1.44838874 -1.06220424 -2.03835199 -0.36261901 -1.62546192
 -1.02906032 -0.13819647  0.25244552  0.24207089  0.        ]",[-0.2916826  -0.29781556],[ 0.41547939  1.01847649]
8,-0.041154292841,"[[-0.97815172 -1.14581669 -0.04119168 -0.188909  ]
 [-3.59621006  0.33065255  0.          0.        ]]",[ 0.31975365 -0.13852698],-1.33075,"[ 0.49563508  1.40534468 -1.14124582 -2.08515912 -0.36261885 -1.62545971
 -0.98414396  0.42753685  0.10198057  0.25181345  0.        ]",[-0.2916826  -0.29781556],[-0.65089527 -0.73516333]
9,-0.0251060613883,"[[-1.07519571 -1.16846842 -0.04119168 -0.188909  ]
 [-6.09988595 -2.58609252  0.          0.        ]]",[ 0.97749186  0.48474455],-1.25737,"[ 0.37835248  1.37593092 -1.21592372 -2.11484545 -0.3626187  -1.6254575
 -1.04845399  0.018336   -0.04820232  0.27510115  0.        ]",[-0.2916826  -0.29781556],[ 0.49349515 -0.64561111]
10,-0.0242616011347,"[[-1.17638576 -1.24532938 -0.04119168 -0.188909  ]
 [-4.02604467 -5.09165891  0.          0.        ]]",[ 1.29875278  1.00499666],-1.22497,"[ 0.24934183  1.27409661 -1.28067214 -2.20402667 -0.36261855 -1.62545529
 -0.99518338 -0.33317907 -0.23171059  0.35874874  0.        ]",[-0.2916826  -0.29781556],[ 1.76134808  0.77381745]
