timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.264188449072,"[[ 0.07670029 -0.00763451  0.00720244  0.18523604]
 [-0.00401487 -0.00038873  0.          0.        ]]",[ 1.11208332 -1.83800364],-1.60717,"[ 1.11080085  2.13356763  0.13154606  0.70418501  0.06127427  1.60831472
 -0.58896052  0.35738494  1.25894978 -1.33008933  0.        ]",[-0.04431339 -0.11681443],[ 1.79979378 -2.40645568]
1,-0.261383881647,"[[ 0.11632673 -0.04738549  0.00720244  0.18523604]
 [ 3.95347831 -3.9615023   0.          0.        ]]",[ 1.15577793 -1.80025196],-1.59101,"[ 1.10550518  2.13205365  0.19093546  0.57864672  0.06127418  1.60830603
 -0.42465085 -0.18509941  1.25615394 -1.29798249  0.        ]",[-0.04431339 -0.11681443],[ 2.14713188 -0.76105205]
2,-0.251853850107,"[[  2.34313814e-01  -1.56078589e-01   7.20244401e-03   1.85236035e-01]
 [  7.83231890e+00  -6.89800789e+00   0.00000000e+00   0.00000000e+00]]",[ 1.14019394 -1.74944472],-1.56027,"[ 1.07699584  2.11693814  0.36578032  0.2371747   0.06127409  1.60829734
 -0.26360684 -0.58726075  1.24052105 -1.19477376  0.        ]",[-0.04431339 -0.11681443],[ 2.19340372 -2.50287751]
3,-0.234573897452,"[[  4.29112219e-01  -3.32410248e-01   7.20244401e-03   1.85236035e-01]
 [  1.16348861e+01  -1.07223767e+01   0.00000000e+00   0.00000000e+00]]",[ 1.11538196 -1.65691566],-1.53597,"[ 0.98920931  2.0586463   0.64268664 -0.30270944  0.06127399  1.60828865
 -0.10572962 -1.11101538  1.19278283 -1.02797315  0.        ]",[-0.04431339 -0.11681443],[ 1.58413408 -2.11264562]
4,-0.208869822413,"[[  6.99209691e-01  -5.84466661e-01   7.20244401e-03   1.85236035e-01]
 [  1.53625216e+01  -1.44706903e+01   0.00000000e+00   0.00000000e+00]]",[ 1.10163593 -1.51386738],-1.50127,"[ 0.78965283  1.90639354  0.98533899 -1.01496086  0.0612739   1.60827995
  0.04903653 -1.62434869  1.08568844 -0.82590956  0.        ]",[-0.04431339 -0.11681443],[ 0.41192141 -2.9066609 ]
5,-0.17783546521,"[[  1.01978146e+00  -9.10731478e-01   7.20244401e-03   1.85236035e-01]
 [  1.66902866e+01  -1.81434731e+01   0.00000000e+00   0.00000000e+00]]",[ 1.14198852 -1.31506824],-1.3008,"[ 0.45453167  1.60418669  1.29912375 -1.76753685  0.06127381  1.60827126
  0.1041634  -2.12732778  0.90892597 -0.66070597  0.        ]",[-0.04431339 -0.11681443],[ 0.17823629 -1.8789946 ]
6,-0.148684228056,"[[  1.35737050e+00  -1.30971529e+00   7.20244401e-03   1.85236035e-01]
 [  1.70673527e+01  -2.17428616e+01   0.00000000e+00   0.00000000e+00]]",[ 1.22449756 -1.1246562 ],-0.949977,"[ 0.02247214  1.11833852  1.48782563 -2.32408782  0.06127372  1.60826257
  0.11981852 -2.62023938  0.68425189 -0.61330583  0.        ]",[-0.04431339 -0.11681443],[ 1.02837869 -0.58437915]
7,-0.124550472255,"[[  1.73505237e+00  -1.76346238e+00   7.20244401e-03   1.85236035e-01]
 [  2.06889686e+01  -2.36254097e+01   0.00000000e+00   0.00000000e+00]]",[ 1.21789408 -1.0497086 ],-0.750622,"[-0.49771234  0.50309871  1.50171609 -2.37267494  0.06127362  1.60825388
  0.2701832  -2.87801516  0.40969038 -0.67412903  0.        ]",[-0.04431339 -0.11681443],[ 0.92100186 -0.97196586]
8,-0.121671239485,"[[  2.18132201e+00  -2.26987574e+00   7.20244401e-03   1.85236035e-01]
 [  2.39272732e+01  -2.70045945e+01   0.00000000e+00   0.00000000e+00]]",[ 1.17745745 -1.05185187],-0.564411,"[-1.06564396 -0.11547358  1.24994401 -1.69002683  0.06127353  1.60824519
  0.40463317 -3.34073014  0.10643438 -0.86469104  0.        ]",[-0.04431339 -0.11681443],[ 1.90893521 -2.07416398]
9,-0.15882028353,"[[  2.69485331e+00  -2.84431446e+00   7.20244401e-03   1.85236035e-01]
 [  2.74141237e+01  -3.04279862e+01   0.00000000e+00   0.00000000e+00]]",[ 1.18219006 -1.13533115],-0.987153,"[-1.52100779 -0.5432713   0.66670046 -0.19713943  0.06127344  1.6082365
  0.5494023  -3.80946421 -0.14027655 -1.235519    0.        ]",[-0.04431339 -0.11681443],[ 0.56148724 -1.63588007]
10,-0.194547530499,"[[  3.26001006e+00  -3.21710115e+00   7.20244401e-03   1.85236035e-01]
 [  2.90958754e+01  -4.72636363e+00   0.00000000e+00   0.00000000e+00]]",[ 1.10766745 -1.35260808],-1.47493,"[-1.64730875 -0.59939325 -0.16176611  0.96665775  0.06127335  1.6082278
  0.61922556 -0.2897761  -0.19831901 -1.53053163  0.        ]",[-0.04431339 -0.11681443],[-0.83109159 -0.9620979 ]
11,-0.184336200266,"[[  3.80313853e+00  -3.19519191e+00   7.20244401e-03   1.85236035e-01]
 [  2.52297420e+01   3.90027169e+00   0.00000000e+00   0.00000000e+00]]",[ 1.10763955 -1.41522717],-1.07879,"[-1.3646347  -0.60132602 -0.90895889  0.8975798   0.06127325  1.60821911
  0.45870679  0.89159061 -0.19083278 -1.44689225  0.        ]",[-0.04431339 -0.11681443],[ 0.26541223 -2.79582818]
12,-0.175091323662,"[[  4.31326592e+00  -3.11590550e+00   7.20244401e-03   1.85236035e-01]
 [  2.57811237e+01   3.50921756e+00   0.00000000e+00   0.00000000e+00]]",[ 1.14280701 -1.4320817 ],-0.808542,"[-0.80965524 -0.60283853 -1.37134519  0.64716714  0.06127316  1.60821042
  0.48159874  0.83803579 -0.2665695  -1.37099552  0.        ]",[-0.04431339 -0.11681443],[ 2.08341365 -2.70080515]
13,-0.177906953187,"[[  4.86349160e+00  -3.06051021e+00   7.20244401e-03   1.85236035e-01]
 [  2.92299475e+01   2.05584455e+00   0.00000000e+00   0.00000000e+00]]",[ 1.24054813 -1.44141555],-1.11319,"[-0.06243903 -0.59879296 -1.47253624  0.47241925  0.06127307  1.60820173
  0.62478942  0.63900303 -0.35175413 -1.38777454  0.        ]",[-0.04431339 -0.11681443],[ 0.40631215 -1.9766195 ]
14,-0.188031424605,"[[  5.45842458e+00  -3.03045674e+00   7.20244401e-03   1.85236035e-01]
 [  3.02599247e+01   1.03860745e+00   0.00000000e+00   0.00000000e+00]]",[ 1.33442998 -1.42912102],-1.22422,"[ 0.66962237 -0.59484542 -1.08971723  0.37790778  0.06127298  1.60819304
  0.66755172  0.49969697 -0.38867865 -1.46647741  0.        ]",[-0.04431339 -0.11681443],[-0.57966023 -2.20883507]
15,-0.19733329469,"[[  6.03458526e+00  -3.01582845e+00   7.20244401e-03   1.85236035e-01]
 [  2.73657939e+01   4.86375690e-01   0.00000000e+00   0.00000000e+00]]",[ 1.37195134 -1.38965774],-1.34905,"[ 1.07227139 -0.59247868 -0.35435716  0.33201403  0.06127288  1.60818435
  0.54738878  0.42407097 -0.36633086 -1.54566226  0.        ]",[-0.04431339 -0.11681443],[ 0.08900829 -0.98097937]
16,-0.202111770454,"[[  6.58000122e+00  -3.00910655e+00   7.20244401e-03   1.85236035e-01]
 [  2.71764359e+01   2.18891732e-01   0.00000000e+00   0.00000000e+00]]",[ 1.34626639 -1.34201646],-1.17416,"[ 1.05427121 -0.59129303  0.45657469  0.31095275  0.06127279  1.60817566
  0.53952574  0.38743973 -0.30872327 -1.58983157  0.        ]",[-0.04431339 -0.11681443],[ 1.2816857  -1.26756129]
