timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.319359529068,"[[ 0.01084922  0.09629236 -0.09002771  0.12400324]
 [-0.00216533  0.0013533   0.          0.        ]]",[ 3.68791747 -0.97826016],-1.64317,"[ 1.08410393  2.0415591  -0.11367064  1.43295879 -0.78200462  1.07204313
 -0.64722165  0.31010874  1.94764697 -0.91237443  0.        ]",[-0.5213846 -0.4614183],[ 4.69413185 -0.41186559]
1,-0.316752470134,"[[ 0.05050325  0.07994121 -0.09002771  0.12400324]
 [ 3.95439229 -1.63102421  0.          0.        ]]",[ 3.62910557 -0.8701542 ],-1.66132,"[ 1.08240561  2.04366419 -0.05319707  1.39172939 -0.78200409  1.07204217
 -0.55618345  0.08462531  1.94448889 -0.85876218  0.        ]",[-0.5213846 -0.4614183],[ 3.70525605 -0.74255583]
2,-0.30914386728,"[[ 0.16850815  0.01812938 -0.09002771  0.12400324]
 [ 7.83317817 -4.54045835  0.          0.        ]]",[ 3.52033424 -0.80720723],-1.59791,"[ 1.06441624  2.04810073  0.12567799  1.23548038 -0.78200356  1.0720412
 -0.46693478 -0.31726035  1.92768569 -0.7118592   0.        ]",[-0.5213846 -0.4614183],[ 4.41651526 -0.58714829]
3,-0.295581598393,"[[  0.36331649  -0.09511877  -0.09002771   0.12400324]
 [ 11.63500303  -6.77688757   0.           0.        ]]",[ 3.31750727 -0.76836848],-1.63093,"[ 0.99307999  2.04171022  0.41202504  0.94918676 -0.78200304  1.07204023
 -0.37945695 -0.62618244  1.87476513 -0.48520427  0.        ]",[-0.5213846 -0.4614183],[ 4.64709453  0.23980313]
4,-0.272138113846,"[[  0.63339476  -0.21979694  -0.09002771   0.12400324]
 [ 15.3604427   -5.69450115   0.           0.        ]]",[ 2.96287704 -0.92248094],-1.62063,"[ 0.81345858  2.0130629   0.77290022  0.63770194 -0.78200251  1.07203927
 -0.29373672 -0.47666995  1.73965862 -0.16620811  0.        ]",[-0.5213846 -0.4614183],[ 2.44239471 -1.02838669]
5,-0.237406793715,"[[  0.97726319  -0.37229446  -0.09002771   0.12400324]
 [ 19.01428404  -9.54235849   0.           0.        ]]",[ 2.70949221 -0.98110127],-1.61149,"[ 0.46911036  1.9478992   1.13465553  0.26884377 -0.78200198  1.0720383
 -0.20966394 -1.00818165  1.4805923   0.18041278  0.        ]",[-0.5213846 -0.4614183],[ 2.24763145 -1.38901458]
6,-0.192274725757,"[[  1.3934874   -0.60097953  -0.09002771   0.12400324]
 [ 22.59632007 -13.31344732   0.           0.        ]]",[ 2.68180895 -1.03547335],-1.60044,"[-0.06530094  1.7914522   1.37169764 -0.24169998 -0.78200145  1.07203734
 -0.12724335 -1.52908786  1.09822979  0.43840741  0.        ]",[-0.5213846 -0.4614183],[ 2.19581128 -1.63458955]
7,-0.13625490596,"[[  1.88064957  -0.90432783  -0.09002771   0.12400324]
 [ 26.10839085 -17.00885595   0.           0.        ]]",[ 2.64072657 -0.72788602],-1.29799,"[-0.73702756  1.4886168   1.32295508 -0.79998823 -0.78200092  1.07203637
 -0.04643263 -2.03953765  0.62530716  0.51753615  0.        ]",[-0.5213846 -0.4614183],[ 2.68904763 -0.40954043]
8,-0.0700485303121,"[[  2.43736138  -1.25737878  -0.09002771   0.12400324]
 [ 29.55156079 -18.29170586   0.           0.        ]]",[ 2.33910513 -0.29528305],-0.96799,"[-1.37510454  1.03429209  0.85767757 -1.21833992 -0.7820004   1.07203541
  0.03279273 -2.21673456  0.13996372  0.35341838  0.        ]",[-0.5213846 -0.4614183],[ 2.22202492 -0.25391929]
9,-0.00899749026441,"[[  3.06226554  -1.62963422  -0.09002771   0.12400324]
 [ 32.92782071 -18.93147384   0.           0.        ]]",[ 1.90643549  0.03066415],-0.906146,"[-1.70272486  0.49609272 -0.00931544 -1.3372665  -0.78199987  1.07203444
  0.11047852 -2.30510063 -0.23265936 -0.05510503  0.        ]",[-0.5213846 -0.4614183],[ 2.34557797 -1.36046421]
