timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.175724022533,[-0.47477579 -0.41869888],[-0.97941536 -0.98846215],-1.26135,"[ 1.08711922  2.04831625 -0.01309635  0.92304194  1.63043704 -1.46899274
 -0.64055962  0.31133527 -0.09746183  1.42769746  0.        ]","[[ 0.0726649  -0.09583334  0.18660615 -0.16948723]
 [-0.00302792  0.00309686  0.          0.        ]]",[-1.10843908 -0.03014864]
1,-0.167346100539,[-0.47477579 -0.41869888],[-0.74740565 -0.86616731],-1.18482,"[ 1.09004307  2.04815397 -0.07350048  0.92019917  1.63043434 -1.46899064
 -0.73206883  0.29512146 -0.09735951  1.35867139  0.        ]","[[ 0.03291483 -0.09695434  0.18660615 -0.16948723]
 [-3.95880844 -0.11480815  0.          0.        ]]",[-0.95908077 -0.60743893]
2,-0.140091143752,[-0.47477579 -0.41869888],[-0.22529833 -0.16672421],-0.965085,"[ 1.08593455  2.04391532 -0.25055594  0.85338823  1.63043164 -1.46898854
 -0.81800318 -0.03511756 -0.1152041   1.13675879  0.        ]","[[-0.08353289 -0.12334534  0.18660615 -0.16948723]
 [-7.67360282 -2.51628992  0.          0.        ]]",[-0.16671819 -0.2750007 ]
3,-0.100603888531,[-0.47477579 -0.41869888],[ 0.33335513  0.17220843],-0.801589,"[ 1.05012599  2.03033761 -0.48841892  0.70050468  1.63042894 -1.46898644
 -0.82973983 -0.17797262 -0.18958678  0.82241605  0.        ]","[[-0.24209555 -0.18409414  0.18660615 -0.16948723]
 [-8.18098146 -3.5551249   0.          0.        ]]",[-0.193229    0.32650073]
4,-0.0630679869834,[-0.47477579 -0.41869888],[ 0.84536028  0.00384164],-0.622295,"[ 0.97422607  2.01263576 -0.73265774  0.55756517  1.63042624 -1.46898434
 -0.84369207  0.00952746 -0.32451739  0.51689051  0.        ]","[[-0.41176685 -0.24151633  0.18660615 -0.16948723]
 [-8.7841366  -2.19163488  0.          0.        ]]",[ 1.27127944  0.59879151]
5,-0.0456117157639,[-0.47477579 -0.41869888],[ 0.99749601 -0.50306666],-0.725415,"[ 0.88801036  2.00550884 -0.91385264  0.50915263  1.63042354 -1.46898224
 -0.74818053  0.34132803 -0.45362236  0.3168541   0.        ]","[[-0.54602479 -0.26114023  0.18660615 -0.16948723]
 [-4.65539121  0.22120034  0.          0.        ]]",[ 0.42461407 -1.19094565]
6,-0.0452881140437,[-0.47477579 -0.41869888],[ 1.37696385  0.43749022],-0.6931,"[ 0.83013758  1.99130451 -1.00946975  0.42258456  1.63042084 -1.46898014
 -0.70715763 -0.20386683 -0.55258396  0.20099606  0.        ]","[[-0.62134028 -0.2964946   0.18660615 -0.16948723]
 [-2.88207591 -3.74342327  0.          0.        ]]",[ 1.11308648  0.4904963 ]
7,-0.0493237171969,[-0.47477579 -0.41869888],[ 1.19916081 -0.10561293],-0.725891,"[ 0.81585147  1.96592325 -1.03084722  0.29062923  1.63041814 -1.46897804
 -0.61434226  0.07319392 -0.60795339  0.15209594  0.        ]","[[-0.63872638 -0.3511483   0.18660615 -0.16948723]
 [ 1.13012399 -1.72865544  0.          0.        ]]",[ 1.52840708 -0.41774983]
8,-0.0476840920773,[-0.47477579 -0.41869888],[ 0.97507405  0.15066397],-0.6973,"[ 0.86527338  1.93863683 -0.95330295  0.17022078  1.63041545 -1.46897595
 -0.52332988 -0.14976498 -0.57413562  0.19927457  0.        ]","[[-0.57665035 -0.40198901  0.18660615 -0.16948723]
 [ 5.06438705 -3.34999772  0.          0.        ]]",[ 1.78980934  0.12504114]
9,-0.0494534618633,[-0.47477579 -0.41869888],[ 0.40818429 -0.16699359],-0.899904,"[ 0.95992337  1.90107721 -0.76720164  0.02831015  1.63041275 -1.46897385
 -0.43413456 -0.07274149 -0.47239661  0.34072139  0.        ]","[[-0.43667721 -0.46336948  0.18660615 -0.16948723]
 [ 8.92010416 -2.7898887   0.          0.        ]]",[-0.76487442 -1.00162538]
10,-0.0610508327649,[-0.47477579 -0.41869888],[ 0.33447307  0.6366508 ],-0.79847,"[ 1.03240144  1.83334227 -0.55931315 -0.18259746  1.63041005 -1.46897175
 -0.50818043 -0.60947471 -0.40192438  0.48182461  0.        ]","[[-0.29039007 -0.55832797  0.18660615 -0.16948723]
 [ 5.7192448  -6.69297487  0.          0.        ]]",[ 0.09219559  0.99967663]
11,-0.0727028212275,[-0.47477579 -0.41869888],[-0.09981555 -0.32735762],-0.865341,"[ 1.06985347  1.75635338 -0.3862807  -0.37700805  1.63040735 -1.46896965
 -0.50239074 -0.0469258  -0.36756635  0.58906915  0.        ]","[[-0.17349433 -0.65114305  0.18660615 -0.16948723]
 [ 5.96950857 -2.60216302  0.          0.        ]]",[-0.08727627  0.2171553 ]
