timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.155381208899,"[[ 0.04085468  0.02266509  0.09977714  0.12089142]
 [ 0.0036153  -0.00412391  0.          0.        ]]",[ 1.44285762  1.64339232],-1.77856,"[ 1.22395999  1.92020968  0.25478977 -0.75503053  0.85897028  1.03859111
 -0.00725121 -0.34365435  0.56183125 -0.93793355  0.        ]",[-0.27703884 -0.17901431],[ 1.11888984  2.6124199 ]
1,-0.145864804509,"[[ 0.08060134  0.06229583  0.09977714  0.12089142]
 [ 3.95789303  3.95401096  0.          0.        ]]",[ 0.76143396  0.99880624],-1.66549,"[ 1.22059221  1.91799991  0.31363699 -0.64059086  0.85896946  1.03858992
  0.18347312  0.21705572  0.55299476 -0.81876561  0.        ]",[-0.27703884 -0.17901431],[ 1.89394763  2.23425657]
2,-0.117248702169,"[[ 0.19864962  0.18030324  0.09977714  0.12089142]
 [ 7.83406065  7.83379976  0.          0.        ]]",[-0.27253571  0.28511003],-1.31816,"[ 1.197677    1.89929858  0.48694399 -0.30220074  0.85896863  1.03858873
  0.37042997  0.76666701  0.48846902 -0.47277339  0.        ]",[-0.27703884 -0.17901431],[ 0.11088754  1.88695794]
3,-0.0765835810707,"[[  0.35816517   0.37514924   0.09977714   0.12089142]
 [  8.11662896  11.63811258   0.           0.        ]]",[-1.42787647 -0.40749058],-0.584147,"[ 1.13656288  1.82941747  0.71421547  0.23855188  0.85896781  1.03858754
  0.3840587   1.3055852   0.29584053 -0.01798057  0.        ]",[-0.27703884 -0.17901431],[-2.55177285 -0.82778111]
4,-0.0481945219689,"[[ 0.47921228  0.57272809  0.09977714  0.12089142]
 [ 4.00170483  8.13145172  0.          0.        ]]",[-1.53444815 -0.15812775],-0.55718,"[ 1.06792594  1.71146801  0.87816527  0.74586751  0.85896699  1.03858635
  0.1855855   0.80882999  0.04699882  0.29257825  0.        ]",[-0.27703884 -0.17901431],[-2.09135729 -1.43968607]
5,-0.0407641052866,"[[ 0.51877494  0.69402797  0.09977714  0.12089142]
 [-0.03208863  4.01225641  0.          0.        ]]",[-1.07909763  0.46404636],-0.538313,"[ 1.04150611  1.61746455  0.929692    1.02829607  0.85896616  1.03858516
 -0.00897455  0.22530349 -0.09173907  0.39602712  0.        ]",[-0.27703884 -0.17901431],[-0.98860241  0.50094005]
6,-0.0370712282851,"[[ 0.47889099  0.79339043  0.09977714  0.12089142]
 [-3.94330789  5.91761684  0.          0.        ]]",[-0.77852041  0.32958853],-0.592943,"[ 1.06813015  1.52936617  0.8777405   1.23957652  0.85896534  1.03858396
 -0.19762253  0.49521718 -0.12493002  0.38288727  0.        ]",[-0.27703884 -0.17901431],[-1.42051849 -0.09399767]
7,-0.0329253412919,"[[ 0.36111206  0.90684443  0.09977714  0.12089142]
 [-7.8217221   5.42936741  0.          0.        ]]",[-0.30812269  0.54355645],-0.50221,"[ 1.13511041  1.41774413  0.71830387  1.45585838  0.85896452  1.03858277
 -0.38468821  0.42605129 -0.0842074   0.28026925  0.        ]",[-0.27703884 -0.17901431],[-0.21724212  0.65027084]
8,-0.0343418399357,"[[ 0.19759657  1.04018697  0.09977714  0.12089142]
 [-8.52748335  7.8966494   0.          0.        ]]",[-0.18272224  0.3204211 ],-0.466377,"[ 1.197958    1.27340121  0.485408    1.67245184  0.85896369  1.03858158
 -0.41872864  0.77556695 -0.02483344  0.12250765  0.        ]",[-0.27703884 -0.17901431],[-0.43434693  1.12706281]
9,-0.0383758966526,"[[  1.14825907e-02   1.23628024e+00   9.97771365e-02   1.20891419e-01]
 [ -1.00787627e+01   1.16999665e+01   0.00000000e+00   0.00000000e+00]]",[ 0.01394273 -0.08578834],-0.44945,"[ 1.2250192   1.04053263  0.21123027  1.90966597  0.85896287  1.03858039
 -0.49355058  1.31434483 -0.01785402 -0.04834841  0.        ]",[-0.27703884 -0.17901431],[ 0.07232272 -0.52743397]
