timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.32618941374,[-0.17473783 -0.15887095],[ 1.42312431 -0.81548619],-2.01279,"[ 1.11706131  2.06621998 -0.05291998  0.52856036 -0.61849204  1.30337441
 -0.77155431  0.36044678  1.78440125 -1.30521543  0.        ]","[[-0.02502353 -0.06400016 -0.0732568   0.15028948]
 [-0.00274275 -0.00248995  0.          0.        ]]",[ 1.15838898 -0.40509737]
1,-0.32317393053,[-0.17473783 -0.15887095],[ 1.39395404 -0.82224238],-1.96571,"[ 1.11734135  2.06463438  0.00698049  0.47890681 -0.61849058  1.3033684
 -0.57325964  0.13776     1.7859727  -1.25078513  0.        ]","[[ 0.01461896 -0.08015852 -0.0732568   0.15028948]
 [ 3.95381593 -1.60798984  0.          0.        ]]",[ 2.13437586 -1.69151654]
2,-0.314794089289,[-0.17473783 -0.15887095],[ 1.3250432  -0.83571422],-2.05243,"[ 1.105378    2.05346628  0.18470492  0.25989283 -0.61848912  1.3033624
 -0.37884147 -0.40723384  1.78127182 -1.11038133  0.        ]","[[ 0.1326166  -0.15174172 -0.0732568   0.15028948]
 [ 7.8330332  -5.53722333  0.          0.        ]]",[ 0.4047947  -1.89231543]
3,-0.303446379146,[-0.17473783 -0.15887095],[ 1.23652554 -0.85079795],-1.8752,"[ 1.05434061  2.00833128  0.43695099 -0.18816093 -0.61848766  1.30335639
 -0.30627327 -0.94129802  1.75474875 -0.95140358  0.        ]","[[ 0.30380483 -0.30111912 -0.0732568   0.15028948]
 [ 9.28097527 -9.387668    0.          0.        ]]",[ 2.435439  -2.6156476]
4,-0.287588180264,[-0.17473783 -0.15887095],[ 1.08936572 -0.87701231],-1.83461,"[ 0.93020612  1.88636807  0.74528343 -0.82324511 -0.61848619  1.30335038
 -0.11712532 -1.46487965  1.68991658 -0.78349519  0.        ]","[[  0.52729008  -0.52674792  -0.0732568    0.15028948]
 [ 13.05503498 -13.16257124   0.           0.        ]]",[ 1.0595581  -0.53565195]
5,-0.262009956884,[-0.17473783 -0.15887095],[ 0.92078257 -0.90633756],-1.72345,"[ 0.67377162  1.65206274  1.09540728 -1.50303099 -0.61848473  1.30334438
  0.06827273 -1.72299693  1.55587529 -0.5756669   0.        ]","[[  0.82550518  -0.80867277  -0.0732568    0.15028948]
 [ 16.75427318 -15.02359737   0.           0.        ]]",[-0.2644958   0.41786712]
6,-0.230365157672,[-0.17473783 -0.15887095],[ 0.82615447 -0.9115414 ],-1.47643,"[  3.05985485e-01   1.34560507e+00   1.36219112e+00  -2.00534266e+00
  -6.18483274e-01   1.30333837e+00  -7.71957271e-04  -1.45205814e+00
   1.36259638e+00  -3.91691705e-01   0.00000000e+00]","[[  1.14676836  -1.08954621  -0.0732568    0.15028948]
 [ 15.37663114 -13.07026549   0.           0.        ]]",[ 1.07224346 -1.10746175]
7,-0.194661203169,[-0.17473783 -0.15887095],[ 0.69892752 -0.91816884],-1.26414,"[-0.1513412   0.96695094  1.49119894 -2.30397072 -0.61848181  1.30333236
  0.18240379 -1.96530689  1.12087568 -0.27891915  0.        ]","[[  1.49097019  -1.38808127  -0.0732568    0.15028948]
 [ 19.0315195  -16.77075971   0.           0.        ]]",[ 0.29050765 -0.34975214]
8,-0.15667971152,[-0.17473783 -0.15887095],[ 0.65147859 -0.90452665],-1.09024,"[-0.68002192  0.50341177  1.42462676 -2.3142679  -0.61848035  1.30332636
  0.22124    -2.11111142  0.84060023 -0.27702379  0.        ]","[[  1.8793751   -1.73404539  -0.0732568    0.15028948]
 [ 19.80641998 -17.82211558   0.           0.        ]]",[ 0.79742112  0.01316044]
9,-0.125241113884,[-0.17473783 -0.15887095],[ 0.62686765 -0.89598083],-0.992423,"[-1.18326019  0.0582963   1.10844166 -1.95467321 -0.61847889  1.30332035
  0.3598696  -2.05471147  0.56758819 -0.38682609  0.        ]","[[  2.3032553   -2.08640991  -0.0732568    0.15028948]
 [ 22.57248336 -17.41561582   0.           0.        ]]",[ 1.30999071 -1.64290068]
10,-0.116809756831,[-0.17473783 -0.15887095],[ 0.62342483 -0.8590157 ],-0.969409,"[-1.55567201 -0.33271734  0.50534358 -1.18902391 -0.61847743  1.30331434
  0.53597772 -2.55579598  0.35167871 -0.62893121  0.        ]","[[  2.78996046  -2.4709726   -0.0732568    0.15028948]
 [ 26.08635253 -21.0285876    0.           0.        ]]",[ 1.00104186  0.7347335 ]
11,-0.139372277823,[-0.17473783 -0.15887095],[ 0.67448825 -0.83218801],-1.03999,"[-1.61125383 -0.57061659 -0.32224089 -0.13593345 -0.61847597  1.30330834
  0.70859072 -2.0943105   0.27012055 -0.94267613  0.        ]","[[  3.34624453  -2.85816113  -0.0732568    0.15028948]
 [ 29.53049311 -17.70146259   0.           0.        ]]",[-0.84470624 -0.68681762]
12,-0.16480377346,[-0.17473783 -0.15887095],[ 0.85580611 -0.8036198 ],-1.1782,"[-1.2645696  -0.62426141 -1.05163527  0.69164624 -0.61847451  1.30330233
  0.51172064 -0.20855009  0.32954269 -1.14776845  0.        ]","[[  3.89744201  -3.13056271  -0.0732568    0.15028948]
 [ 25.60241875  -4.10524391   0.           0.        ]]",[ 0.26964451 -1.92338074]
13,-0.159168039932,[-0.17473783 -0.15887095],[ 0.93568522 -0.78906029],-1.21758,"[-0.66511219 -0.62420022 -1.45998764  0.68094446 -0.61847305  1.30329633
  0.53983879  0.68161373  0.2882769  -1.12041209  0.        ]","[[  4.41512066  -3.12708932  -0.0732568    0.15028948]
 [ 26.16347578   2.31278652   0.           0.        ]]",[ 2.06138502 -1.37557771]
14,-0.156337139714,[-0.17473783 -0.15887095],[ 0.97603345 -0.78328466],-1.3134,"[ 0.09389641 -0.62157521 -1.4752626   0.52829172 -0.61847159  1.30329032
  0.71231154  0.67414388  0.20891631 -1.13920801  0.        ]","[[  4.9729184   -3.07749732  -0.0732568    0.15028948]
 [ 29.6048068    2.25894155   0.           0.        ]]",[ 0.47108661 -0.30817196]
15,-0.163567289717,[-0.17473783 -0.15887095],[ 1.01101077 -0.78184569],-1.34926,"[ 0.78851449 -0.61749316 -0.99477516  0.41536789 -0.61847013  1.30328431
  0.77641223  0.55513035  0.17212155 -1.22214174  0.        ]","[[  5.57784739  -3.04071698  -0.0732568    0.15028948]
 [ 30.88382912   1.40087298   0.           0.        ]]",[ 0.35887999 -0.06060126]
16,-0.175115616422,[-0.17473783 -0.15887095],[ 1.01819444 -0.78517056],-1.37084,"[ 1.11313398 -0.61362614 -0.13518852  0.33781358 -0.61846867  1.30327831
  0.81697941  0.51807307  0.20214383 -1.31180273  0.        ]","[[  6.20364565  -3.01538036  -0.0732568    0.15028948]
 [ 31.69329837   1.13370146   0.           0.        ]]",[ 1.24395057 -1.81248111]
17,-0.1835011393,[-0.17473783 -0.15887095],[ 0.96497357 -0.79623425],-1.34467,"[ 0.88611692 -0.61161892  0.82279451  0.303218   -0.61846721  1.3032723
  0.9839622   0.38999577  0.28225566 -1.34900751  0.        ]","[[  6.87094065  -3.00405291  -0.0732568    0.15028948]
 [ 35.02511249   0.21028273   0.           0.        ]]",[  1.03846379e+00   1.32053518e-04]
18,-0.184128384367,[-0.17473783 -0.15887095],[ 0.86015612 -0.81508678],-1.34894,"[ 0.07953357 -0.61083438  1.44911496  0.29046963 -0.61846575  1.3032663
  1.14764059  0.38962234  0.36813071 -1.30666093  0.        ]","[[  7.60421081  -2.99987449  -0.0732568    0.15028948]
 [ 38.29101947   0.20759581   0.           0.        ]]",[ 0.18878248 -2.07095272]
