timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.336790133231,[-0.17805502 -0.16651909],[-1.97264767 -2.58513021],-2.3496,"[ 1.13650324  2.1833135  -0.06416684  0.56039518 -0.68713537 -1.63144407
 -0.83555453  0.37239929  1.87384999  1.50027679  0.        ]","[[-0.03921332 -0.06490047 -0.07913897 -0.18917592]
 [ 0.00394831 -0.0020811   0.          0.        ]]",[-2.06343943 -3.31556679]
1,-0.329177499525,[-0.17805502 -0.16651909],[-1.79384875 -2.48937726],-2.36287,"[ 1.13327226  2.17863911 -0.12340189  0.42734465 -0.68713414 -1.63143676
 -1.00585755 -0.17236514  1.86304658  1.39430001  0.        ]","[[-0.07881029 -0.10465409 -0.07913897 -0.18917592]
 [-3.95048816 -3.96009417  0.          0.        ]]",[-2.59981349 -1.49942319]
2,-0.304444687959,[-0.17805502 -0.16651909],[-1.48049784 -2.31277561],-2.12136,"[ 1.11090213  2.15198977 -0.29832119  0.03606899 -0.6871329  -1.63142945
 -1.17279663 -0.70634585  1.79529618  1.0876983   0.        ]","[[-0.19671222 -0.22278195 -0.07913897 -0.18917592]
 [-7.8268365  -7.83976079  0.          0.        ]]",[-1.35591914 -2.32946232]
3,-0.257598043442,[-0.17805502 -0.16651909],[-1.03138423 -2.05220985],-1.76768,"[ 1.03303827  2.06716123 -0.5770929  -0.58451716 -0.68713166 -1.63142215
 -1.33645153 -1.22974621  1.57567727  0.63796293  0.        ]","[[ -0.39137548  -0.41773217  -0.07913897  -0.18917592]
 [-11.62695582 -11.64257124   0.           0.        ]]",[-1.11417083 -2.62172194]
4,-0.183375087648,[-0.17805502 -0.16651909],[-0.5309335  -1.75480664],-1.31521,"[ 0.84617139  1.87131674 -0.92580082 -1.35473575 -0.68713042 -1.63141484
 -1.49691631 -1.7427543   1.10072555  0.20865174  0.        ]","[[ -0.66129679  -0.6879817   -0.07913897  -0.18917592]
 [-15.35303707 -15.36991362   0.           0.        ]]",[-1.22938429 -1.3014081 ]
5,-0.0835533491218,[-0.17805502 -0.16651909],[-0.23402804 -1.55547237],-1.00029,"[ 0.49628744  1.51218354 -1.27053741 -2.10503999 -0.68712919 -1.63140753
 -1.65429799 -2.24554523  0.38078706  0.09115601  0.        ]","[[ -1.00502     -1.03203428  -0.07913897  -0.18917592]
 [-19.00757316 -19.02309007   0.           0.        ]]",[-0.81862273 -2.11793611]
6,-0.0610774711061,[-0.17805502 -0.16651909],[-0.16346741 -1.47129631],-1.05955,"[-0.02876936  0.97097019 -1.48566504 -2.55573609 -0.68712795 -1.63140023
 -1.77778833 -2.7383283  -0.30528431  0.54240532  0.        ]","[[ -1.4139378   -1.44842187  -0.07913897  -0.18917592]
 [-21.875202   -22.60365773   0.           0.        ]]",[-0.78422662 -1.4055212 ]
7,-0.166584346034,[-0.17805502 -0.16651909],[-0.04804707 -1.40114343],-1.37238,"[-0.66308669  0.30805033 -1.43375788 -2.35966019 -0.68712671 -1.63139292
 -1.89309947 -3.22129478 -0.49600645  1.4039014   0.        ]","[[ -1.87830442  -1.93570607  -0.07913897  -0.18917592]
 [-24.552955   -26.1130489    0.           0.        ]]",[ 0.3052082  -1.21469372]
8,-0.228420300004,[-0.17805502 -0.16651909],[ 0.17599508 -1.31803799],-1.60122,"[-1.21842141 -0.30064627 -1.06908086 -1.25222115 -0.68712547 -1.63138561
 -1.82042983 -3.69478526 -0.05635619  1.95006437  0.        ]","[[ -2.35243924  -2.49248755  -0.07913897  -0.18917592]
 [-22.86579506 -29.5537856    0.           0.        ]]",[ 0.3507447  -1.86235996]
9,-0.213855483015,[-0.17805502 -0.16651909],[ 0.48821592 -1.23782551],-1.61295,"[-1.54301619 -0.5817438  -0.51966088  0.69704202 -0.68712424 -1.63137831
 -1.74125672 -3.30003778  0.411996    1.67939091  0.        ]","[[ -2.79132421  -3.11741084  -0.07913897  -0.18917592]
 [-21.02759634 -26.68595997   0.           0.        ]]",[-0.56776111 -0.71070226]
