timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.91548583  1.80932133  0.01851991  0.92916833  0.02613294  0.18979604
 -0.50688492  0.34962428  1.32482406  0.12051402  0.        ]","[[ 0.07128145  0.01584206  0.00275184  0.02194109]
 [-0.0041141   0.00390697  0.          0.        ]]",[ 0.08229017 -3.05733633],-2.13032,-0.206643642496,[-0.36082733 -0.23396577],[-0.26957476 -2.08742404]
1,"[ 0.91513327  1.80911296  0.02353938  0.8182211   0.02613292  0.1897959
 -0.48804237 -0.23165824  1.32691459  0.08493516  0.        ]","[[  7.44815654e-02  -2.38096916e-02   2.75183758e-03   2.19410921e-02]
 [  3.23031299e-01  -3.95588459e+00   0.00000000e+00   0.00000000e+00]]",[ 0.92239093 -0.9714311 ],-2.10702,-0.20702220097,[-0.36082733 -0.23396577],[-0.15066132 -1.7106055 ]
2,"[ 0.90891483  1.79676525  0.09088272  0.49229214  0.0261329   0.18979577
 -0.27816739 -0.78501452  1.32442184  0.04771184  0.        ]","[[  1.17502933e-01  -1.40748647e-01   2.75183758e-03   2.19410921e-02]
 [  3.96696917e+00  -7.72544052e+00   0.00000000e+00   0.00000000e+00]]",[ 0.33559125 -2.55483467],-2.01925,-0.206923863092,[-0.36082733 -0.23396577],[-0.47976762 -1.54148531]
3,"[ 0.8863755   1.73868791  0.23341748 -0.03104756  0.02613288  0.18979563
 -0.20614071 -1.34387982  1.30527897  0.02846508  0.        ]","[[  2.09389611e-01  -3.33455374e-01   2.75183758e-03   2.19410921e-02]
 [  5.21752459e+00  -1.15325357e+01   0.00000000e+00   0.00000000e+00]]",[-0.61946299 -1.59213556],-1.91167,-0.204751882086,[-0.36082733 -0.23396577],[-0.5570994  -1.19888115]
4,"[ 0.85714938  1.58391413  0.35340981 -0.69869611  0.02613286  0.18979549
 -0.3531614  -1.89146919  1.25183756 -0.09403423  0.        ]","[[  2.88129734e-01  -6.01533301e-01   2.75183758e-03   2.19410921e-02]
 [  2.66488533e+00  -1.52628428e+01   0.00000000e+00   0.00000000e+00]]",[ 0.51765089  0.40658431],-1.71269,-0.199662077029,[-0.36082733 -0.23396577],[-0.17942509 -0.64517945]
5,"[ 0.82188208  1.33565542  0.46264841 -1.28536804  0.02613285  0.18979535
 -0.23829411 -1.61086982  1.15357151 -0.23321286  0.        ]","[[  3.61436784e-01  -8.87612075e-01   2.75183758e-03   2.19410921e-02]
 [  4.65925484e+00  -1.33513794e+01   0.00000000e+00   0.00000000e+00]]",[ 0.57740907 -2.90769063],-1.57511,-0.190554471061,[-0.36082733 -0.23396577],[-0.22928649 -0.64221102]
6,"[ 0.75124583  1.00002035  0.62804534 -1.7147248   0.02613283  0.18979522
 -0.11196924 -2.15338219  1.01480266 -0.29473059  0.        ]","[[  4.76627984e-01  -1.19172075e+00   2.75183758e-03   2.19410921e-02]
 [  6.85255563e+00  -1.70471287e+01   0.00000000e+00   0.00000000e+00]]",[ 0.12054667 -0.20295645],-1.42619,-0.175887238624,[-0.36082733 -0.23396577],[-0.50604081 -0.40878749]
7,"[ 0.64118299  0.56749253  0.81659666 -1.91180642  0.02613281  0.18979508
 -0.0923111  -2.22177836  0.81817775 -0.32777376  0.        ]","[[  6.17103564e-01  -1.53733887e+00   2.75183758e-03   2.19410921e-02]
 [  7.19386659e+00  -1.75131197e+01   0.00000000e+00   0.00000000e+00]]",[ 0.14683401 -0.58881883],-1.24079,-0.154308724997,[-0.36082733 -0.23396577],[-0.60924762 -0.31018734]
8,"[ 0.49877182  0.09997474  0.99610207 -1.7562319   0.02613279  0.18979494
 -0.06703968 -2.5130926   0.56681597 -0.33842391  0.        ]","[[  7.65383549e-01  -1.90751332e+00   2.75183758e-03   2.19410921e-02]
 [  7.63263747e+00  -1.94977026e+01   0.00000000e+00   0.00000000e+00]]",[ 0.06492853  0.33609708],-1.05423,-0.126578497804,[-0.36082733 -0.23396577],[-0.70591021 -0.19602121]
9,"[ 0.32599747 -0.31252141  1.15689382 -1.23822481  0.02613277  0.1897948
 -0.06095689 -2.26103175  0.28274782 -0.31251225  0.        ]","[[  9.19095353e-01  -2.28023975e+00   2.75183758e-03   2.19410921e-02]
 [  7.73824829e+00  -1.77806693e+01   0.00000000e+00   0.00000000e+00]]",[-1.13964078 -0.15462256],-0.93999,-0.0950288544034,[-0.36082733 -0.23396577],[-0.68266451 -0.14667279]
