timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.00456668 -0.00950975],"[ 1.06103027  1.31567845 -0.09679732  0.19711294  1.66686343  0.90752845
 -0.24877745  0.14402875 -0.13974727 -0.8215204   0.        ]",[-0.37971891 -1.55918569],-0.69941,-0.117296977827,"[[-0.04358623 -0.02693415  0.18813875  0.10320299]
 [-0.00377766  0.00247674  0.          0.        ]]",[ 0.13336238 -0.36808825]
1,[-0.00456668 -0.00950975],"[ 1.05994447  1.31338125 -0.12001092  0.1259888   1.66682224  0.90751763
 -0.38245988 -0.37319119 -0.14405568 -0.87446855  0.        ]",[-0.58225155 -0.12106929],-0.755871,-0.124571051462,"[[-0.05871683 -0.06660709  0.18813875  0.10320299]
 [-1.50429388 -3.95657777  0.          0.        ]]",[ 0.1196605  -0.39219433]
2,[-0.00456668 -0.00950975],"[ 1.0537011   1.30235584 -0.20096951 -0.02233011  1.66678106  0.90750681
 -0.5850025  -0.42546757 -0.16554604 -1.01516509  0.        ]",[-0.8238638   1.56558959],-0.80237,-0.143832067471,"[[-0.11161267 -0.14975365  0.18813875  0.10320299]
 [-3.77772642 -4.35674753  0.          0.        ]]",[ 0.11767306 -0.39680278]
3,[-0.00456668 -0.00950975],"[ 1.02919292  1.29251407 -0.36381967 -0.10458776  1.66673987  0.90749598
 -0.8688436   0.1032615  -0.21333564 -1.2025928   0.        ]",[-0.71076028 -0.12545071],-0.883511,-0.169634978692,"[[-0.21913319 -0.19628283  0.18813875  0.10320299]
 [-6.9637084  -0.30965745  0.          0.        ]]",[ 0.13397394 -0.3720628 ]
4,[-0.00456668 -0.00950975],"[ 0.96081891  1.28976255 -0.60715584 -0.12411351  1.66669869  0.90748516
 -1.10704559  0.03930821 -0.30606753 -1.43455571  0.        ]",[-0.6590577  -0.87780364],-0.977504,-0.202261611485,"[[-0.38523423 -0.20738749  0.18813875  0.10320299]
 [-9.63749568 -0.79917412  0.          0.        ]]",[ 0.14070767 -0.36286736]
5,[-0.00456668 -0.00950975],"[ 0.81871798  1.27541065 -0.90011462 -0.21262743  1.66665751  0.90747434
 -1.32220982 -0.41257772 -0.49854542 -1.72385122  0.        ]",[ 0.76149134 -1.78291518],-1.06718,-0.245593830038,"[[ -0.60221727  -0.25807512   0.18813875   0.10320299]
 [-12.05279389  -4.25805272   0.           0.        ]]",[ 0.13772959 -0.3685604 ]
6,[-0.00456668 -0.00950975],"[ 0.63173239  1.2275672  -1.1432364  -0.42384003  1.66661634  0.90746352
 -1.03245843 -0.91900207 -0.78733969 -1.96843844  0.        ]",[-0.53524955 -0.72845207],-1.28841,-0.288821771544,"[[-0.81064384 -0.38212909  0.18813875  0.10320299]
 [-8.80072695 -8.13442256  0.          0.        ]]",[ 0.13179019 -0.37671667]
7,[-0.00456668 -0.00950975],"[ 0.41862713  1.12074341 -1.3276449  -0.72632444  1.66657517  0.90745269
 -1.20554449 -1.27465696 -1.15476189 -2.10780909  0.        ]",[-1.81569572 -1.62255646],-1.41647,-0.327044333477,"[[ -1.0061517   -0.5721327    0.18813875   0.10320299]
 [-10.74369505 -10.85684913   0.           0.        ]]",[ 0.12290026 -0.39013532]
8,[-0.00456668 -0.00950975],"[ 0.10301676  0.92025621 -1.49181218 -1.0751613   1.666534    0.90744187
 -1.53906203 -1.76361007 -1.64699363 -2.08266266  0.        ]",[-1.033381   -1.37613835],-1.56801,-0.362306417936,"[[ -1.2585861   -0.82682414   0.18813875   0.10320299]
 [-14.48755108 -14.59977965   0.           0.        ]]",[ 0.11250043 -0.403694  ]
9,[-0.00456668 -0.00950975],"[-0.34216846  0.58450829 -1.56588762 -1.39689387  1.66649283  0.90743105
 -1.86614604 -2.24279197 -2.15977764 -1.74393672  0.        ]",[ 0.57019637 -0.27777795],-1.68504,-0.381009915012,"[[ -1.58517413  -1.15562771   0.18813875   0.10320299]
 [-18.15946215 -18.26828367   0.           0.        ]]",[ 0.10266121 -0.41550836]
