timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.18090717 -0.15974137],"[ 1.07105953  1.89573222 -0.12285186  0.74910112 -0.94966477  0.79676367
 -0.50685886  0.31689586  2.01926218 -0.691723    0.        ]",[ 0.29789143  0.3308122 ],-2.19693,-0.331722499531,"[[-0.03114898  0.06549753 -0.10934109  0.0908491 ]
 [-0.00229458 -0.00168219  0.          0.        ]]",[ 0.20001875 -1.58334243]
1,[-0.18090717 -0.15974137],"[ 1.0714694   1.8944906  -0.10488749  0.7834864  -0.94966122  0.79676112
 -0.42421722  0.49583866  2.01854251 -0.66003369  0.        ]",[ 0.29327072 -1.76332978],-2.33159,-0.330586434004,"[[-0.01937604  0.07860208 -0.10934109  0.0908491 ]
 [ 1.17566799  1.3077745   0.          0.        ]]",[ 0.1426256  -1.62031174]
2,[-0.18090717 -0.15974137],"[ 1.07155777  1.89575989 -0.05156492  0.7471745  -0.94965768  0.79675856
 -0.34434896 -0.04885864  2.01741599 -0.61292275  0.        ]",[ 0.08261876 -1.71526141],-2.32287,-0.328967081127,"[[ 0.0155596   0.06476552 -0.10934109  0.0908491 ]
 [ 2.31410008 -2.6781459   0.          0.        ]]",[ 0.10782348 -1.60412073]
3,[-0.18090717 -0.15974137],"[ 1.06880851  1.89795562  0.02333908  0.50325463 -0.94965413  0.796756
 -0.32452425 -0.58272634  2.01799254 -0.61198164  0.        ]",[ 1.92127295 -1.21215152],-2.19716,-0.329019962574,"[[ 0.06467677 -0.02799437 -0.10934109  0.0908491 ]
 [ 2.59667111 -6.58482162  0.          0.        ]]",[ 0.09858426 -1.56815863]
4,[-0.18090717 -0.15974137],"[ 1.05483969  1.87305387  0.16153694  0.05903919 -0.94965059  0.79675345
 -0.05049412 -1.1062114   2.01066025 -0.60904407  0.        ]",[ 0.59348832 -2.06892988],-2.2599,-0.327936249809,"[[  0.15580036  -0.19812578  -0.10934109   0.0908491 ]
 [  6.50268396 -10.41553979   0.           0.        ]]",[-0.03097258 -1.56934965]
5,[-0.18090717 -0.15974137],"[ 1.00608374  1.77251665  0.3876115  -0.55349122 -0.94964704  0.79675089
  0.10529855 -1.6192242   1.97918443 -0.57210429  0.        ]",[-1.29919278 -0.39298747],-2.13331,-0.322560271223,"[[  0.30813451  -0.44410332  -0.10934109   0.0908491 ]
 [  8.72334483 -14.16967618   0.           0.        ]]",[-0.12376603 -1.52784765]
6,[-0.18090717 -0.15974137],"[ 0.93828465  1.55869652  0.57646613 -1.19766644 -0.94964349  0.79674833
 -0.18433058 -1.7933063   1.91694063 -0.6136508   0.        ]",[ 0.2850175  -2.82467137],-2.08068,-0.315345087095,"[[  0.44118163  -0.74027873  -0.10934109   0.0908491 ]
 [  4.59499388 -15.4436621    0.           0.        ]]",[ 0.01183044 -1.37866175]
7,[-0.18090717 -0.15974137],"[ 0.87092341  1.20550671  0.714022   -1.750655   -0.94963995  0.79674577
 -0.11154505 -2.29262269  1.80483606 -0.73811353  0.        ]",[-0.14319447 -1.33707034],-1.8826,-0.304640548332,"[[  0.54349147  -1.08581457  -0.10934109   0.0908491 ]
 [  5.63246664 -19.09772213   0.           0.        ]]",[ 0.1002448  -1.19343901]
8,[-0.18090717 -0.15974137],"[ 0.78811617  0.6873933   0.84762837 -2.04810719 -0.9496364   0.79674322
 -0.15912167 -2.78196143  1.60590179 -0.87940306  0.        ]",[-0.3696942   0.19179068],-1.63422,-0.284755216299,"[[  0.64933857  -1.50370043  -0.10934109   0.0908491 ]
 [  4.95431211 -22.67894173   0.           0.        ]]",[ 0.29464012 -0.92245221]
9,[-0.18090717 -0.15974137],"[ 0.7140612   0.12570366  0.94570194 -1.87180086 -0.94963286  0.79674066
 -0.26875415 -2.61675031  1.3282679  -0.98989394  0.        ]",[ 1.05201897 -0.42963716],-1.42228,-0.255968906139,"[[  0.73274619  -1.94515164  -0.10934109   0.0908491 ]
 [  3.39162238 -21.47024311   0.           0.        ]]",[ 0.40714526 -0.74056184]
10,[-0.18090717 -0.15974137],"[ 0.60873098 -0.34565177  1.06089584 -1.22454621 -0.94962931  0.7967381
  0.0041956  -2.79109723  1.01758309 -0.98514356  0.        ]",[ 0.53413641 -0.61728446],-1.23045,-0.218835087099,"[[  0.83961188  -2.3873619   -0.10934109   0.0908491 ]
 [  7.28219235 -22.74645841   0.           0.        ]]",[ 0.35107255 -0.64145011]
11,[-0.18090717 -0.15974137],"[ 0.42523772 -0.64738345  1.21320909 -0.14837328 -0.94962577  0.79673555
  0.14241345 -3.06346893  0.68426341 -0.86813039  0.        ]",[-0.11626565 -0.27487188],-0.921199,-0.172977363014,"[[  1.00502188  -2.86229447  -0.10934109   0.0908491 ]
 [  9.25232142 -24.7401459    0.           0.        ]]",[ 0.3606236  -0.55594301]
12,[-0.18090717 -0.15974137],"[ 0.20438661 -0.69326337  1.33806757  0.79382262 -0.94962222  0.79673299
  0.09732775 -0.30273412  0.42406328 -0.73327671  0.        ]",[ 0.00750413  0.30721031],-0.582754,-0.134815817293,"[[ 1.18361711 -3.22412886 -0.10934109  0.0908491 ]
 [ 8.60968434 -4.53661591  0.          0.        ]]",[ 0.46084738 -0.58124989]
13,[-0.18090717 -0.15974137],"[-0.02256598 -0.69564342  1.41544852  0.72424431 -0.94961868  0.79673043
  0.08748206  0.88047958  0.46214629 -0.76295662  0.        ]",[ 2.35830404 -3.1114437 ],-0.838592,-0.141189879839,"[[ 1.35440406 -3.19761906 -0.10934109  0.0908491 ]
 [ 8.4693492   4.12235349  0.          0.        ]]",[ 0.4594515  -0.63334548]
14,[-0.18090717 -0.15974137],"[-0.30926231 -0.69725508  1.45097632  0.5097542  -0.94961513  0.79672788
  0.35349118  0.80281789  0.54249465 -0.77805869  0.        ]",[-0.582895   -0.44584176],-0.811316,-0.150682531384,"[[  1.56183389  -3.11606127  -0.10934109   0.0908491 ]
 [ 12.26097037   3.55403209   0.           0.        ]]",[ 0.39760691 -0.64809012]
15,[-0.18090717 -0.15974137],"[-0.6131364  -0.6933268   1.4172838   0.36172638 -0.94961159  0.79672532
  0.17454283  0.60404135  0.60080322 -0.75817087  0.        ]",[ 0.47954598  1.1151783 ],-0.695063,-0.155294334088,"[[ 1.78146165 -3.05970862 -0.10934109  0.0908491 ]
 [ 9.71030646  2.09936707  0.          0.        ]]",[ 0.38371813 -0.6261903 ]
16,[-0.18090717 -0.15974137],"[-0.89248017 -0.68042956  1.31711823  0.14949418 -0.94960804  0.79672276
  0.29426952  1.13943935  0.66483707 -0.700883    0.        ]",[ 0.83303045 -1.85744707],-0.952791,-0.158166011061,"[[  1.99279034  -2.97840922  -0.10934109   0.0908491 ]
 [ 11.41685568   6.01752348   0.           0.        ]]",[ 0.30384457 -0.68928874]
17,[-0.18090717 -0.15974137],"[-1.1991871  -0.65965657  1.11040017 -0.05514115 -0.94960449  0.79672021
  0.50978632  0.58213244  0.70045902 -0.60483807  0.        ]",[-0.002246   -0.30733671],-0.898178,-0.155915209281,"[[  2.25194883  -2.89897929  -0.10934109   0.0908491 ]
 [ 14.48876548   1.939081     0.           0.        ]]",[ 0.27014998 -0.65473342]
18,[-0.18090717 -0.15974137],"[-1.46956777 -0.65105672  0.79006084 -0.12180006 -0.94960095  0.79671765
  0.48903198  0.41062603  0.6772897  -0.52977724  0.        ]",[ 1.03106849 -1.24038911],-0.932536,-0.148532215665,"[[  2.53875614  -2.87279053  -0.10934109   0.0908491 ]
 [ 14.19295865   0.68398047   0.           0.        ]]",[ 0.24959366 -0.63957751]
19,[-0.18090717 -0.15974137],"[-1.66011048 -0.65965016  0.34949343 -0.05516315 -0.9495974   0.79671509
  0.74708263 -0.13223125  0.62257009 -0.50656204  0.        ]",[ 0.11773274 -1.10962064],-0.945838,-0.140414993984,"[[  2.85951939  -2.89897049  -0.10934109   0.0908491 ]
 [ 17.87113306  -3.28871902   0.           0.        ]]",[ 0.23037557 -0.62830323]
20,[-0.18090717 -0.15974137],"[-1.71109305 -0.68536615 -0.19199192  0.2155838  -0.94959386  0.79671254
  0.75496535 -0.45690218  0.57918082 -0.56937688  0.        ]",[-0.04716701  0.12951301],-0.880083,-0.139127867825,"[[  3.21806903  -3.00381643  -0.10934109   0.0908491 ]
 [ 17.98352298  -5.6647049    0.           0.        ]]",[ 0.25973043 -0.6222285 ]
21,[-0.18090717 -0.15974137],"[-1.58789376 -0.69151152 -0.71265678  0.32105164 -0.94959031  0.79670998
  0.71690434  0.32683654  0.55429135 -0.58807728  0.        ]",[ 1.02986912 -0.6986107 ],-0.952104,-0.137485713803,"[[  3.57229752  -3.04418528  -0.10934109   0.0908491 ]
 [ 17.44104927   0.07077841   0.           0.        ]]",[ 0.33341762 -0.62972665]
22,[-0.18090717 -0.15974137],"[-1.27662516 -0.68997306 -1.18698365  0.29096909 -0.94958677  0.79670742
  0.97045511  0.4208162   0.50771381 -0.57572238  0.        ]",[ 2.19648167 -0.99067031],-0.959714,-0.131247235461,"[[  3.95737957  -3.03269035  -0.10934109   0.0908491 ]
 [ 21.05509479   0.75853686   0.           0.        ]]",[ 0.37421387 -0.63393402]
23,[-0.18090717 -0.15974137],"[-0.73131666 -0.68799992 -1.53430922  0.25652929 -0.94958322  0.79670486
  1.21898082  0.38925304  0.45182967 -0.59399416  0.        ]",[ 0.07539995 -0.67789259],-0.877474,-0.126311460821,"[[  4.41402406  -3.01951256  -0.10934109   0.0908491 ]
 [ 24.59754712   0.52756168   0.           0.        ]]",[ 0.41409767 -0.63672829]
24,[-0.18090717 -0.15974137],"[-0.05621961 -0.68663781 -1.57377733  0.23480774 -0.94957968  0.79670231
  1.20575481  0.35934079  0.41142518 -0.64699202  0.        ]",[ 0.14414334 -1.18376205],-0.866671,-0.126196245202,"[[  4.90408436  -3.01119043  -0.10934109   0.0908491 ]
 [ 24.40911241   0.30866784   0.           0.        ]]",[ 0.43552756 -0.6466037 ]
25,[-0.18090717 -0.15974137],"[ 0.55530182 -0.68592089 -1.26149554  0.22393393 -0.94957614  0.79669975
  1.21188621  0.33523175  0.40166195 -0.71564053  0.        ]",[ 0.42198745  0.06695113],-0.759065,-0.131059889611,"[[  5.39314429  -3.00702109  -0.10934109   0.0908491 ]
 [ 24.49659042   0.13224202   0.           0.        ]]",[ 0.42278779 -0.66577983]
26,[-0.18090717 -0.15974137],"[ 0.96804764 -0.68498098 -0.65313262  0.21016575 -0.94957259  0.79669719
  1.29507463  0.37115646  0.42355404 -0.78471512  0.        ]",[-0.18132398 -1.16023188],-0.824201,-0.139329322556,"[[  5.89497391  -3.00173852  -0.10934109   0.0908491 ]
 [ 25.682419     0.39514645   0.           0.        ]]",[ 0.37632251 -0.69405532]
27,[-0.18090717 -0.15974137],"[ 1.06282518 -0.68523229  0.09696998  0.21383085 -0.94956905  0.79669464
  1.20903039  0.29807798  0.47260562 -0.82736707  0.        ]",[ 0.48336473  0.0953714 ],-0.777071,-0.147883320208,"[[  6.39631768  -3.00314534  -0.10934109   0.0908491 ]
 [ 24.45606344  -0.13963906   0.           0.        ]]",[ 0.35580358 -0.70343649]
28,[-0.18090717 -0.15974137],"[ 0.81512773 -0.68502425  0.80730456  0.21084544 -0.9495655   0.79669208
  1.3093246   0.35091231  0.53491501 -0.84013611  0.        ]",[ 0.59901519 -0.71399348],-0.838496,-0.155152549864,"[[  6.89978315  -3.00199974  -0.10934109   0.0908491 ]
 [ 25.88571607   0.24700886   0.           0.        ]]",[ 0.3242501  -0.71944463]
29,[-0.18090717 -0.15974137],"[ 0.24371269 -0.68476514  1.31971922  0.20715472 -0.94956196  0.79668953
  1.43975399  0.31182831  0.59866664 -0.81389878  0.        ]",[ 0.44805105  0.21180064],-0.823765,-0.159516448454,"[[  7.43615153  -3.00058321  -0.10934109   0.0908491 ]
 [ 27.74493047  -0.0390029    0.           0.        ]]",[ 0.27997106 -0.72142076]
30,[-0.18090717 -0.15974137],"[-0.52906623 -0.68333043  1.43402991  0.18724441 -0.94955841  0.79668697
  1.52566833  0.42660845  0.64785751 -0.7478258   0.        ]",[-0.56971514 -1.77016959],-1.03128,-0.159683887323,"[[  8.00333835  -2.99293572  -0.10934109   0.0908491 ]
 [ 28.96966526   0.80096387   0.           0.        ]]",[ 0.24742953 -0.7087518 ]
31,[-0.18090717 -0.15974137],"[-1.21978534 -0.68579639  1.09172065  0.22224903 -0.94955487  0.79668441
  1.32717059  0.16780292  0.65109255 -0.6686495   0.        ]",[ 0.70591987 -0.62624161],-0.885615,-0.154314147058,"[[  8.5543446   -3.00637574  -0.10934109   0.0908491 ]
 [ 26.14044368  -1.09296602   0.           0.        ]]",[ 0.298944   -0.63749564]
32,[-0.18090717 -0.15974137],"[-1.64230669 -0.68698514  0.41169451  0.24046428 -0.94955132  0.79668186
  1.4869453   0.32662254  0.61708362 -0.61293992  0.        ]",[-0.30423791 -0.97524655],-0.960496,-0.146519608909,"[[  9.10000473  -3.01335971  -0.10934109   0.0908491 ]
 [ 28.41795889   0.06927497   0.           0.        ]]",[ 0.33314663 -0.6183548 ]
33,[-0.18090717 -0.15974137],"[-1.67974957 -0.6864766  -0.4171836   0.23259464 -0.94954778  0.7966793
  1.36296025  0.34085579  0.5636823  -0.56692954  0.        ]",[-0.84700889 -1.91902193],-1.05839,-0.137140573298,"[[  9.65063363  -3.01034345  -0.10934109   0.0908491 ]
 [ 26.6508173    0.17343858   0.           0.        ]]",[ 0.31587422 -0.62505364]
34,[-0.18090717 -0.15974137],"[-1.3693503  -0.68596724 -1.08175646  0.22489161 -0.94954423  0.79667674
  1.09066588  0.33307611  0.50289172 -0.55915982  0.        ]",[ 0.48238452  0.70713787],-0.805528,-0.129523793981,"[[ 10.1447091   -3.00738988  -0.10934109   0.0908491 ]
 [ 22.76966454   0.11651268   0.           0.        ]]",[ 0.34602255 -0.63586152]
35,[-0.18090717 -0.15974137],"[-0.83961881 -0.68009085 -1.49238036  0.14579124 -0.94954069  0.79667419
  1.19303404  0.71543341  0.42708816 -0.5786422   0.        ]",[-0.23771657 -1.70922513],-0.936456,-0.122417168786,"[[ 10.61474334  -2.9769858   -0.10934109   0.0908491 ]
 [ 24.22887752   2.91458935   0.           0.        ]]",[ 0.41027182 -0.64525139]
36,[-0.18090717 -0.15974137],"[-0.19715709 -0.67605555 -1.59561754  0.09917399 -0.94953714  0.79667163
  1.0933342   0.16651715  0.37680074 -0.6455229   0.        ]",[ 1.26230946 -0.91808037],-0.859817,-0.122514993575,"[[ 11.08506294  -2.95899708  -0.10934109   0.0908491 ]
 [ 22.8078451   -1.10233106   0.           0.        ]]",[ 0.4202041  -0.64687324]
37,[-0.18090717 -0.15974137],"[ 0.44292897 -0.6876182  -1.35139536  0.25072753 -0.9495336   0.79666907
  1.33941981 -0.17125865  0.40673857 -0.69567718  0.        ]",[-1.62112535  0.29494324],-0.783025,-0.129834305887,"[[ 11.57641364  -3.01729239  -0.10934109   0.0908491 ]
 [ 26.31560137  -3.57414365   0.           0.        ]]",[ 0.39913401 -0.65193856]
38,[-0.18090717 -0.15974137],"[ 0.89538315 -0.6907514  -0.81860733  0.30639926 -0.94953006  0.79666652
  1.02510987  0.36275719  0.42646437 -0.73848225  0.        ]",[ 1.27306053 -0.34112345],-0.755934,-0.135516349183,"[[ 12.05777648  -3.03858994  -0.10934109   0.0908491 ]
 [ 21.8355466    0.33373021   0.           0.        ]]",[ 0.4050791  -0.68508238]
39,[-0.18090717 -0.15974137],"[ 1.07081924 -0.68900746 -0.13103139  0.27418357 -0.94952651  0.79666396
  1.27254806  0.41043153  0.4544417  -0.79650348  0.        ]",[ 0.27403435 -0.57232087],-0.799308,-0.143375306326,"[[ 12.52987537  -3.02627237  -0.10934109   0.0908491 ]
 [ 25.36257666   0.682612     0.           0.        ]]",[ 0.36115962 -0.7060703 ]
