timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.37584212 -0.23746212],"[ 0.91578073  1.75624847 -0.08993071  1.00790083 -0.78916936 -1.5806917
 -0.50253727  0.34491404  2.13193604  2.02851437  0.        ]",[-1.54727846 -2.70029478],-4.03876,-0.354553470501,"[[ 0.00354547  0.03945362 -0.09128253 -0.18199623]
 [-0.00254931 -0.00297458  0.          0.        ]]",[-2.71296978 -2.97468376]
1,[-0.37584212 -0.23746212],"[ 0.91479219  1.75723632 -0.15223872  0.89931708 -0.78916852 -1.58068808
 -0.73289983 -0.24266883  2.13162292  1.90295629  0.        ]",[-1.34786535 -1.65221358],-3.97062,-0.347983870093,"[[ -3.61800760e-02  -3.17688472e-04  -9.12825289e-02  -1.81996234e-01]
 [ -3.95684316e+00  -3.96097007e+00   0.00000000e+00   0.00000000e+00]]",[-2.1458602  -2.20018625]
2,[-0.37584212 -0.23746212],"[ 0.89770979  1.7482921  -0.33645159  0.57743222 -0.78916768 -1.58068447
 -0.95870941 -0.81862151  2.08850345  1.53394355  0.        ]",[-1.74622601 -1.33307767],-3.68615,-0.326204869019,"[[-0.15420723 -0.11846294 -0.09128253 -0.18199623]
 [-7.83298969 -7.84062641  0.          0.        ]]",[-1.44078004 -1.37239134]
3,[-0.37584212 -0.23746212],"[ 0.82394855  1.69508518 -0.6319347   0.05818867 -0.78916684 -1.58068085
 -1.18007102 -1.38316478  1.88570634  0.97215732  0.        ]",[ 0.2375011  -0.08312226],-3.13611,-0.283556732585,"[[ -0.34899064  -0.31343048  -0.09128253  -0.18199623]
 [-11.6327957  -11.64343926   0.           0.        ]]",[-0.24495594 -0.25315601]
4,[-0.37584212 -0.23746212],"[ 0.67499179  1.5709158  -0.94194464 -0.52090006 -0.78916601 -1.58067723
 -1.11196824 -1.39783316  1.47814764  0.46841897  0.        ]",[ 1.12476979  1.53914713],-2.35762,-0.225570723524,"[[ -0.56991729  -0.54729098  -0.09128253  -0.18199623]
 [-10.46380767 -11.74226447   0.           0.        ]]",[ 0.29632044  0.29066637]
5,[-0.37584212 -0.23746212],"[ 0.51996567  1.42355254 -1.15033412 -0.94139338 -0.78916517 -1.58067362
 -0.86955531 -0.77568641  1.07209073  0.23201303  0.        ]",[ 0.99302376 -1.01313827],-1.69019,-0.175618476915,"[[-0.73744503 -0.74008845 -0.09128253 -0.18199623]
 [-6.30269309 -7.55144956  0.          0.        ]]",[ 0.0873151   0.10210627]
6,[-0.37584212 -0.23746212],"[ 0.42850435  1.24489915 -1.24550853 -1.28789264 -0.78916433 -1.58067
 -0.63337218 -1.34149084  0.76768458  0.18518644  0.        ]",[ 1.07888165  0.0619944 ],-1.33906,-0.139454638272,"[[ -0.82282193  -0.92935765  -0.09128253  -0.18199623]
 [ -2.24850966 -11.36276007   0.           0.        ]]",[-0.03801621  0.63088   ]
7,[-0.37584212 -0.23746212],"[ 0.42309538  1.00050542 -1.25064886 -1.59457923 -0.78916349 -1.58066639
 -0.40031076 -1.27181672  0.5632448   0.25365873  0.        ]",[-0.16851362  1.35844834],-1.24954,-0.115456767001,"[[ -0.82765399  -1.15190437  -0.09128253  -0.18199623]
 [  1.7520916  -10.89344524   0.           0.        ]]",[-0.40737331  0.63556385]
8,[-0.37584212 -0.23746212],"[ 0.45408788  0.78849341 -1.22048753 -1.75050885 -0.78916266 -1.58066277
 -0.44124745 -0.65195427  0.45891073  0.34725048  0.        ]",[ 0.37856798  0.52663837],-1.25625,-0.104228103153,"[[-0.79966311 -1.32787974 -0.09128253 -0.18199623]
 [ 1.04938903 -6.71801332  0.          0.        ]]",[-0.44691956  0.56214666]
9,[-0.37584212 -0.23746212],"[ 0.49251636  0.64805992 -1.18062572 -1.80734977 -0.78916182 -1.58065915
 -0.35521288 -0.32268517  0.4215596   0.41880469  0.        ]",[-0.94990259  0.0696627 ],-1.34465,-0.101338706149,"[[-0.76385843 -1.43998642 -0.09128253 -0.18199623]
 [ 2.52620577 -4.50003646  0.          0.        ]]",[-0.68453848  0.35633352]
