timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.36332172 -0.23567873],"[ 0.9141615   1.78700174  0.01621032  1.08107433 -1.06990507  0.45964453
 -0.51125502  0.34609276  2.36946085 -0.11242484  0.        ]",[-0.89206173 -1.65754194],-3.44512,-0.333066316764,"[[ 0.07679504  0.07379818 -0.12332992  0.05330211]
 [-0.00263734 -0.0033327   0.          0.        ]]",[-0.73146194 -2.84437585]
1,[-0.36332172 -0.23567873],"[ 0.91732099  1.78974337 -0.03946915  0.97167972 -1.06990349  0.45964415
 -0.71508929 -0.2367863   2.37896064 -0.22676365  0.        ]",[-1.05849269 -2.79462598],-3.40313,-0.335432265563,"[[ 0.04135185  0.0340181  -0.12332992  0.05330211]
 [-3.52994013 -3.96148835  0.          0.        ]]",[-0.29114762 -2.32336283]
2,[-0.36332172 -0.23567873],"[ 0.91509734  1.78594613 -0.21181192  0.64655424 -1.06990191  0.45964376
 -0.93956887 -0.80810388  2.36971784 -0.57629383  0.        ]",[ 0.41290445 -2.12552806],-3.33824,-0.340597301332,"[[-0.06822183 -0.08413742 -0.12332992  0.05330211]
 [-7.41451081 -7.84113603  0.          0.        ]]",[ 0.33377701 -1.78605986]
3,[-0.36332172 -0.23567873],"[ 0.88890728  1.74086941 -0.41509057  0.11917016 -1.06990033  0.45964338
 -0.83662738 -1.36842756  2.2632566  -1.03164321  0.        ]",[ 1.63866856 -2.05257741],-3.32668,-0.342156088693,"[[ -0.19863872  -0.27913706  -0.12332992   0.05330211]
 [ -5.63315737 -11.64613872   0.           0.        ]]",[ 0.48654228 -1.64763284]
4,[-0.36332172 -0.23567873],"[ 0.86368952  1.60181126 -0.52503671 -0.5603455  -1.06989875  0.459643
 -0.60152599 -1.917776    2.06075645 -1.38997645  0.        ]",[ 1.91278218 -2.76043752],-3.26186,-0.335581793304,"[[ -0.27048252  -0.5494893   -0.12332992   0.05330211]
 [ -1.56481159 -15.37663776   0.           0.        ]]",[ 0.59285384 -1.44956589]
5,[-0.36332172 -0.23567873],"[ 0.86715003  1.31183131 -0.51180578 -1.26856792 -1.06989717  0.45964261
 -0.37108578 -2.45621891  1.8072008  -1.5785512   0.        ]",[ 1.28465305 -2.49363913],-3.02047,-0.319682367515,"[[ -0.26176894  -0.8937092   -0.12332992   0.05330211]
 [  2.42287687 -19.03312631   0.           0.        ]]",[ 0.50145382 -1.3105166 ]
6,[-0.36332172 -0.23567873],"[ 0.89577392  0.83893639 -0.37712917 -1.78322528 -1.06989559  0.45964223
 -0.14519914 -2.98393908  1.53228771 -1.58228024  0.        ]",[ 0.63739718 -2.35868831],-2.71206,-0.293224389127,"[[ -0.17409279  -1.31032941  -0.12332992   0.05330211]
 [  6.33176823 -22.6168696    0.           0.        ]]",[ 0.17884365 -1.24877143]
7,[-0.36332172 -0.23567873],"[ 0.91819185  0.22032807 -0.1413638  -1.8053956  -1.06989401  0.45964185
 -0.00668798 -3.50107936  1.23841981 -1.40711547  0.        ]",[ 0.08752166 -1.27429788],-2.33345,-0.254443058306,"[[ -2.34088852e-02  -1.79790450e+00  -1.23329921e-01   5.33021132e-02]
 [  8.72865618e+00  -2.61288656e+01   0.00000000e+00   0.00000000e+00]]",[-0.14991307 -1.1879741 ]
8,[-0.36332172 -0.23567873],"[  9.00982262e-01  -3.96255009e-01   1.35167469e-01  -1.07174254e+00
  -1.06989243e+00   4.59641465e-01   3.30147746e-03  -4.00789456e+00
   9.15240959e-01  -1.06330513e+00   0.00000000e+00]",[ 0.28954872 -1.09781699],-1.90983,-0.20204158662,"[[  0.15289939  -2.35501653  -0.12332992   0.05330211]
 [  8.90152017 -29.57087591   0.           0.        ]]",[-0.44280094 -1.02730179]
9,[-0.36332172 -0.23567873],"[ 0.83180326 -0.75605105  0.4212805   0.43567753 -1.06989085  0.45964108
  0.05931701 -4.50466447  0.61459574 -0.53746809  0.        ]",[-0.39240898  0.34255611],-1.32397,-0.141353632969,"[[  0.34065425  -2.98028588  -0.12332992   0.05330211]
 [  9.870849   -32.94483398   0.           0.        ]]",[-0.77233696 -0.80331922]
10,[-0.36332172 -0.23567873],"[ 0.71853611 -0.76257152  0.67819037  1.2233689  -1.06988927  0.4596407
 -0.04167546  0.3111689   0.50405427 -0.25954511  0.        ]",[-0.89169845 -1.66453032],-1.07627,-0.11660778129,"[[ 0.52053853 -3.26731988 -0.12332992  0.05330211]
 [ 8.1232122  -0.24060365  0.          0.        ]]",[-0.50637436 -1.01160359]
11,[-0.36332172 -0.23567873],"[ 0.61425598 -0.77055642  0.84284831  1.03673531 -1.06988769  0.45964032
 -0.25497487  1.05702716  0.53377543 -0.35259403  0.        ]",[-1.00367427 -0.59202269],-1.08338,-0.123765307513,"[[ 0.64597009 -3.1992564  -0.12332992  0.05330211]
 [ 4.43214633  4.82451229  0.          0.        ]]",[-0.27406967 -1.20285416]
12,[-0.36332172 -0.23567873],"[ 0.56920075 -0.77211257  0.90209927  0.79565314 -1.06988612  0.45963993
 -0.48884859  0.87891954  0.58617279 -0.4336442   0.        ]",[-1.11826157  0.18258364],-1.14526,-0.133137087282,"[[ 0.69400735 -3.11168551 -0.12332992  0.05330211]
 [ 0.38504877  3.61499495  0.          0.        ]]",[-0.15181793 -1.1286037 ]
13,[-0.36332172 -0.23567873],"[ 0.59961084 -0.76511524  0.86275301  0.57911198 -1.06988454  0.45963955
 -0.71808731  0.97481166  0.63240409 -0.49511482  0.        ]",[ 0.62878392 -1.78708405],-1.1682,-0.141026108554,"[[ 0.66190716 -3.03285184 -0.12332992  0.05330211]
 [-3.5818459   4.26620483  0.          0.        ]]",[ 0.02797242 -1.16704965]
14,[-0.36332172 -0.23567873],"[ 0.64099668 -0.75761698  0.80470859  0.45693232 -1.06988296  0.45963917
 -0.57013332  0.3793247   0.65447323 -0.53008905  0.        ]",[-1.3646017  -0.70931571],-1.33255,-0.145099300777,"[[ 0.6159583  -2.98810185 -0.12332992  0.05330211]
 [-1.02157281  0.22226975  0.          0.        ]]",[-0.17024975 -1.1267134 ]
