timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.28075922 -0.14347796],"[ 1.01767361  2.04338532 -0.2103643   0.68164764  0.61707277  1.02653802
 -0.55269068  0.34649871  0.76400267 -1.04089145  0.        ]",[ 1.97589129 -0.41544643],-1.44514,-0.191818208282,"[[-0.0574652   0.00014851  0.06976926  0.11920464]
 [ 0.00252138  0.00470248  0.          0.        ]]",[ 1.44464874 -0.72887778]
1,[-0.28075922 -0.14347796],"[ 1.01979541  2.04319392 -0.14903854  0.6341187   0.61707169  1.02653535
 -0.31059119  0.11819694  0.76596997 -0.98534502  0.        ]",[ 2.37953653 -0.65460623],-1.44678,-0.187608664879,"[[-0.01771836 -0.01627861  0.06976926  0.11920464]
 [ 3.95898766 -1.64192129  0.          0.        ]]",[ 1.15271246 -0.85932845]
2,[-0.28075922 -0.14347796],"[ 1.01285718  2.03960029  0.03304956  0.46495809  0.61707061  1.02653268
 -0.07325826 -0.23687596  0.7625701  -0.82934412  0.        ]",[-0.07898787 -0.32327641],-1.29162,-0.175582600684,"[[ 0.10037625 -0.07481207  0.06976926  0.11920464]
 [ 7.83755837 -4.20288117  0.          0.        ]]",[ 0.69390243 -1.02682066]
3,[-0.28075922 -0.14347796],"[ 0.97493584  2.02377707  0.26398697  0.18920906  0.61706953  1.02653001
 -0.10183441 -0.40278546  0.74042355 -0.64981977  0.        ]",[ 1.14965436 -2.06109086],-1.23125,-0.161107655082,"[[ 0.25244183 -0.17087582  0.06976926  0.11920464]
 [ 7.37055609 -5.39950363  0.          0.        ]]",[ 0.47309977 -1.06311059]
4,[-0.28075922 -0.14347796],"[ 0.88569486  1.97616206  0.53335088 -0.2221738   0.61706845  1.02652734
  0.13140691 -0.93714261  0.6908541  -0.4651944   0.        ]",[-0.43252072 -1.23343862],-1.06521,-0.144693989101,"[[  0.43809665  -0.31753515   0.06976926   0.11920464]
 [ 11.18225499  -9.25355337   0.           0.        ]]",[ 0.12175462 -1.09846401]
5,[-0.28075922 -0.14347796],"[ 0.73652276  1.85179919  0.80338022 -0.8075854   0.61706737  1.02652467
  0.01326613 -1.46060436  0.61500739 -0.33379704  0.        ]",[ 0.07736571 -0.09806342],-0.898266,-0.129029559399,"[[  0.64237089  -0.54048691   0.06976926   0.11920464]
 [  9.25156735 -13.02904548   0.           0.        ]]",[ 0.0990019 -0.9253034]
6,[-0.28075922 -0.14347796],"[ 0.55902644  1.63351102  1.01633578 -1.39914705  0.61706629  1.026522
  0.02081156 -1.47864366  0.52670768 -0.28711313  0.        ]",[-0.27029752  0.2764497 ],-0.799159,-0.115899493125,"[[  0.82863932  -0.80237382   0.06976926   0.11920464]
 [  9.37487702 -13.15919652   0.           0.        ]]",[ 0.07425125 -0.82217491]
7,[-0.28075922 -0.14347796],"[ 0.36195412  1.36595425  1.18057581 -1.8313693   0.61706521  1.02651934
 -0.05598966 -1.29066077  0.42361767 -0.26648867  0.        ]",[ 0.57658015  0.34875473],-0.723583,-0.102077603359,"[[  1.00354415  -1.05195449   0.06976926   0.11920464]
 [  8.11977319 -11.80340363   0.           0.        ]]",[ 0.09313576 -0.74610329]
8,[-0.28075922 -0.14347796],"[ 0.13001987  1.09542962  1.31019935 -2.08379108  0.61706414  1.02651667
  0.07378096 -1.06682383  0.30113878 -0.22889937  0.        ]",[ 0.69263337 -0.7181507 ],-0.687642,-0.085140410886,"[[  1.18721679  -1.27182523   0.06976926   0.11920464]
 [ 10.24051246 -10.18900197   0.           0.        ]]",[-0.03982455 -0.77285624]
9,[-0.28075922 -0.14347796],"[-0.18508332  0.79189446  1.40429624 -2.20530238  0.61706306  1.026514
  0.22917244 -1.43310346  0.13738942 -0.17705369  0.        ]",[-0.14388076 -0.39827922],-0.651554,-0.0625884795047,"[[  1.41750539  -1.5021123    0.06976926   0.11920464]
 [ 12.77995331 -12.83083192   0.           0.        ]]",[-0.09910692 -0.68062627]
