timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.13263896 -0.15206528],"[ 1.06919492  1.79227584 -0.1981444   0.57985579 -1.04299839 -0.2274015
 -0.45656162  0.29542809  2.04757981  0.10319032  0.        ]",[-0.95507498 -2.2846997 ],-2.37264,-0.329894785524,"[[-0.09857188  0.02129562 -0.12057868 -0.02758674]
 [-0.00325149 -0.00236945  0.          0.        ]]",[-0.470902   -1.67789793]
1,[-0.13263896 -0.15206528],"[ 1.06301879  1.79232883 -0.25572449  0.48209967 -1.04299305 -0.22740091
 -0.74633161 -0.24189825  2.03750057  0.00630441  0.        ]",[-2.38934115 -1.82616163],-2.30157,-0.328343990583,"[[-0.13652822 -0.01846439 -0.12057868 -0.02758674]
 [-3.77981394 -3.96044517  0.          0.        ]]",[-0.325984   -1.58958745]
2,[-0.13263896 -0.15206528],"[ 1.03245701  1.78069311 -0.42730533  0.19267177 -1.04298771 -0.22740033
 -1.04400991 -0.7685787   1.97408376 -0.27702097  0.        ]",[-1.22871725 -1.21744999],-2.09038,-0.321636412715,"[[-0.25105001 -0.13659922 -0.12057868 -0.02758674]
 [-7.65947263 -7.84010933  0.          0.        ]]",[-0.08138276 -1.44126618]
3,[-0.13263896 -0.15206528],"[ 0.94245041  1.72332032 -0.70180359 -0.27287612 -1.04298237 -0.22739974
 -1.33582286 -1.28482247  1.76621208 -0.69826237  0.        ]",[ 0.35064545 -0.66696372],-1.80871,-0.303914708211,"[[ -0.44239776  -0.3315565   -0.12057868  -0.02758674]
 [-11.46273909 -11.64293032   0.           0.        ]]",[ 0.26514113 -1.20666313]
4,[-0.13263896 -0.15206528],"[ 0.78862866  1.57871071 -0.97894085 -0.83762112 -1.04297703 -0.22739915
 -1.21197863 -1.61208203  1.38457695 -1.05755068  0.        ]",[ 0.20361828  0.24206867],-1.52417,-0.272432277013,"[[ -0.65545836  -0.58860333  -0.12057868  -0.02758674]
 [ -9.84879117 -14.05370118   0.           0.        ]]",[ 0.50047159 -0.98519093]
5,[-0.13263896 -0.15206528],"[ 0.61242567  1.35357205 -1.18781044 -1.33148303 -1.04297169 -0.22739857
 -1.1353383  -1.44419149  0.94903653 -1.20445392  0.        ]",[ 0.45161032 -0.64589439],-1.33515,-0.233037032753,"[[ -0.84241332  -0.85726982  -0.12057868  -0.02758674]
 [ -8.85003102 -12.81705806   0.           0.        ]]",[ 0.60685503 -0.82324332]
6,[-0.13263896 -0.15206528],"[ 0.43894676  1.05637332 -1.33304736 -1.70324644 -1.04296635 -0.22739798
 -0.98485921 -1.75696013  0.5472877  -1.15135801  0.        ]",[ 0.41567646 -2.45631197],-1.17223,-0.188955263432,"[[ -0.99973687  -1.13672851  -0.12057868  -0.02758674]
 [ -6.88891765 -15.12112577   0.           0.        ]]",[ 0.66855913 -0.66367036]
7,[-0.13263896 -0.15206528],"[ 0.29403818  0.6424934  -1.42259042 -1.92017798 -1.04296101 -0.2273974
 -0.84827919 -2.25384826  0.22846667 -0.91511601  0.        ]",[-1.64070417  1.50718247],-0.823294,-0.138611075825,"[[ -1.11965499  -1.4758779   -0.12057868  -0.02758674]
 [ -5.10893396 -18.78160367   0.           0.        ]]",[ 0.65642184 -0.55979121]
8,[-0.13263896 -0.15206528],"[ 0.11284274  0.22351458 -1.50249114 -1.86235223 -1.04295567 -0.22739681
 -1.14440713 -1.66572332  0.02684889 -0.5681992   0.        ]",[-0.22149005  1.73725895],-0.694478,-0.0862475217538,"[[ -1.2605573   -1.80804311  -0.12057868  -0.02758674]
 [ -8.9684142  -14.44936514   0.           0.        ]]",[ 0.6144315  -0.52184242]
9,[-0.13263896 -0.15206528],"[-0.13913795 -0.06863721 -1.56370895 -1.64922044 -1.04295033 -0.22739622
 -1.19819868 -1.0893079  -0.05322278 -0.23022057  0.        ]",[-0.10729007 -1.11216547],-0.643853,-0.0445196183337,"[[ -1.44696209  -2.05442816  -0.12057868  -0.02758674]
 [ -9.66956609 -10.20329444   0.           0.        ]]",[ 0.54586112 -0.53420401]
10,[-0.13263896 -0.15206528],"[-0.4099673  -0.32072523 -1.57144585 -1.31218044 -1.042945   -0.22739564
 -1.21618452 -1.59934249 -0.0072006   0.08181329  0.        ]",[ 0.16784965 -1.17146071],-0.641934,-0.0371242771879,"[[ -1.64270531  -2.29619148  -0.12057868  -0.02758674]
 [ -9.90406993 -13.96052413   0.           0.        ]]",[ 0.51839656 -0.51222575]
11,[-0.13263896 -0.15206528],"[-0.66858757 -0.57449856 -1.52349734 -0.71381666 -1.04293966 -0.22739505
 -1.15026297 -2.0992782   0.1965706   0.3230869   0.        ]",[-0.72574264 -1.37564133],-0.677984,-0.0753639099535,"[[ -1.83216754  -2.61235407  -0.12057868  -0.02758674]
 [ -9.045006   -17.64347755   0.           0.        ]]",[ 0.48170719 -0.50664544]
