timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.42293805 -0.26589409],"[ 0.91351356  1.63813411 -0.11365297  0.96926107 -1.16054822 -0.66138487
 -0.46835355  0.34158115  2.59539602  0.95820286  0.        ]",[-2.49176244 -4.15768766],-4.18233,-0.350989663511,"[[-0.02758663 -0.00841146 -0.13412958 -0.07631468]
 [-0.00185243  0.00435588  0.          0.        ]]",[-2.33850551 -3.64792204]
1,[-0.42293805 -0.26589409],"[ 0.91053754  1.63672226 -0.17488243  0.86375844 -1.16054675 -0.66138436
 -0.70788729 -0.26690768  2.58786109  0.82491223  0.        ]",[-1.85993872 -3.17678963],-4.07366,-0.347864051078,"[[-0.06729837 -0.0480376  -0.13412958 -0.07631468]
 [-3.95616299 -3.95378354  0.          0.        ]]",[-1.93803155 -2.9382751 ]
2,[-0.42293805 -0.26589409],"[ 0.88706423  1.62084748 -0.35550296  0.55141801 -1.16054529 -0.66138385
 -0.94268859 -0.86335206  2.52148347  0.43644036  0.        ]",[-2.24046039 -2.44270517],-3.76148,-0.336296226392,"[[-0.18531231 -0.16604052 -0.13412958 -0.07631468]
 [-7.83235432 -7.83357778  0.          0.        ]]",[-1.41951168 -2.08223057]
3,[-0.42293805 -0.26589409],"[ 0.80136515  1.55703274 -0.64377859  0.05115963 -1.16054383 -0.66138333
 -1.17286815 -1.44798037  2.27691011 -0.14326675  0.        ]",[-1.42749943 -1.49984801],-3.15563,-0.310141394783,"[[ -0.38008387  -0.36086839  -0.13412958  -0.07631468]
 [-11.63225711 -11.63652001   0.           0.        ]]",[-0.66190612 -1.14088559]
4,[-0.42293805 -0.26589409],"[ 0.59185468  1.39559795 -1.00542455 -0.57976758 -1.16054236 -0.66138282
 -1.3985576  -2.02100406  1.71749413 -0.71803639  0.        ]",[-0.15915648 -0.57478044],-2.43408,-0.261027295259,"[[ -0.65010843  -0.63099825  -0.13412958  -0.07631468]
 [-15.35804827 -15.36399823   0.           0.        ]]",[ 0.57777119  0.13223031]
5,[-0.42293805 -0.26589409],"[ 0.23962697  1.10293669 -1.33613758 -1.18740829 -1.1605409  -0.66138231
 -1.41840152 -2.32397977  0.90755269 -0.92251038  0.        ]",[ 1.2679894   1.85888379],-1.66117,-0.188655380395,"[[ -0.96055435  -0.95805304  -0.13412958  -0.07631468]
 [-15.6856763  -17.33486984   0.           0.        ]]",[ 1.42415547  1.25303209]
6,[-0.42293805 -0.26589409],"[-0.13990608  0.76180337 -1.5267459  -1.54566872 -1.16053944 -0.6613818
 -1.16013403 -1.6625726   0.24864418 -0.66323867  0.        ]",[ 1.45708899  2.12085122],-1.20983,-0.116127649063,"[[ -1.23149356  -1.26158334  -0.13412958  -0.07631468]
 [-11.4221324  -13.03250945   0.           0.        ]]",[ 1.41302431  1.65422857]
7,[-0.42293805 -0.26589409],"[-0.42525113  0.49278195 -1.59676586 -1.66100318 -1.16053797 -0.66138129
 -0.9068681  -1.0142772  -0.08117032 -0.29093326  0.        ]",[ 1.0798758  1.3148624],-1.07652,-0.0649706325225,"[[-1.41798986 -1.47992192 -0.13412958 -0.07631468]
 [-7.24114581 -8.81542102  0.          0.        ]]",[ 1.21675456  1.65778887]
8,[-0.42293805 -0.26589409],"[-0.58815981  0.32310491 -1.61288861 -1.66941725 -1.16053651 -0.66138078
 -0.6585319  -0.37882968 -0.20157162 -0.02849097  0.        ]",[-0.15616538  1.84196672],-0.964094,-0.0377545868331,"[[-1.52168186 -1.6147573  -0.13412958 -0.07631468]
 [-3.14153499 -4.68190102  0.          0.        ]]",[ 0.84481096  1.22148061]
9,[-0.42293805 -0.26589409],"[-0.69621218  0.25654063 -1.61445943 -1.65948149 -1.16053505 -0.66138027
 -0.69224953  0.24414961 -0.25570651  0.11068937  0.        ]",[ 0.61772059 -0.85401666],-1.11061,-0.0254031288066,"[[-1.59009782 -1.66773612 -0.13412958 -0.07631468]
 [-3.69816604 -0.62948503  0.          0.        ]]",[ 0.89961171  0.8815794 ]
