timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.31590146 -0.20504051],"[ 0.94914326  1.9400218  -0.12200946  0.99732812 -1.07244397 -0.4997419
 -0.54244819  0.35038814  2.29265634  0.72869032  0.        ]",[-2.02228505 -4.88590495],-3.62647,-0.340512642361,"[[ 0.00037164  0.07414822 -0.12440436 -0.05755069]
 [-0.00076117  0.00367591  0.          0.        ]]",[-1.92833805 -3.08815885]
1,[-0.31590146 -0.20504051],"[ 0.94801385  1.94284931 -0.18457837  0.88418809 -1.07244196 -0.49974135
 -0.76933182 -0.21299796  2.29442766  0.61318443  0.        ]",[-1.13258844 -1.7540745 ],-3.55192,-0.338515857373,"[[-0.03931852  0.03450859 -0.12440436 -0.05755069]
 [-3.95509185 -3.95445332  0.          0.        ]]",[-1.3495748  -2.60506725]
2,[-0.31590146 -0.20504051],"[ 0.93111961  1.9390347  -0.36962736  0.54712492 -1.07243995 -0.49974081
 -0.99172984 -0.76523309  2.26036543  0.27215975  0.        ]",[-0.07026193 -0.52231328],-3.30288,-0.330367531403,"[[-0.15731086 -0.08350766 -0.12440436 -0.05755069]
 [-7.83125345 -7.83424309  0.          0.        ]]",[-0.56574905 -2.02185988]
3,[-0.31590146 -0.20504051],"[ 0.87725601  1.89954692 -0.61137224  0.05237108 -1.07243794 -0.49974026
 -0.9987554  -1.03751427  2.11738283 -0.17305833  0.        ]",[-0.44278269 -2.1141413 ],-2.88609,-0.313582697598,"[[-0.31516438 -0.25938587 -0.12440436 -0.05755069]
 [-7.95373081 -9.74719384  0.          0.        ]]",[-0.07126164 -1.65871358]
4,[-0.31590146 -0.20504051],"[ 0.7772576   1.78728011 -0.86500939 -0.56509318 -1.07243593 -0.49973972
 -1.0901806  -1.57353469  1.81749848 -0.60844677  0.        ]",[ 0.25620549  0.27199102],-2.37667,-0.285430507688,"[[ -0.49022542  -0.49211434  -0.12440436  -0.05755069]
 [ -9.54719893 -13.51309053   0.           0.        ]]",[ 0.63262886 -1.13654625]
5,[-0.31590146 -0.20504051],"[ 0.63444039  1.59112434 -1.10069928 -1.16063459 -1.07243392 -0.49973917
 -1.02126984 -1.38219003  1.39196151 -0.90146086  0.        ]",[ 1.84010967 -1.48720034],-2.11573,-0.247041803528,"[[ -0.6691194   -0.74888859  -0.12440436  -0.05755069]
 [ -8.34619831 -12.16880305   0.           0.        ]]",[ 1.04862332 -0.82730758]
6,[-0.31590146 -0.20504051],"[ 0.51204928  1.30488121 -1.247897   -1.66448727 -1.07243191 -0.49973863
 -0.78479134 -1.91164625  0.97738965 -0.96614748  0.        ]",[-0.36355823  0.20216322],-1.63148,-0.205711279303,"[[ -0.79469057  -1.02958683  -0.12440436  -0.05755069]
 [ -4.22467925 -15.88861105   0.           0.        ]]",[ 0.99276251 -0.58772755]
7,[-0.31590146 -0.20504051],"[ 0.40511787  0.93245744 -1.35067596 -1.99468632 -1.0724299  -0.49973808
 -0.8626392  -1.75286635  0.60756589 -0.84823404  0.        ]",[ 1.34225403 -1.47867974],-1.4613,-0.160896888715,"[[ -0.89279706  -1.33616699  -0.12440436  -0.05755069]
 [ -5.58149704 -14.77312638   0.           0.        ]]",[ 1.2650795  -0.20364501]
8,[-0.31590146 -0.20504051],"[ 0.32238654  0.49775907 -1.41758511 -2.0593866  -1.07242789 -0.49973754
 -0.62929437 -2.27491503  0.33691138 -0.58297622  0.        ]",[ 1.13937402  0.32367363],-1.12591,-0.115839086098,"[[ -0.96362283  -1.66843019  -0.12440436  -0.05755069]
 [ -1.5145904  -18.44093854   0.           0.        ]]",[ 0.91100615 -0.10264504]
9,[-0.31590146 -0.20504051],"[ 0.33397827  0.05322314 -1.40878987 -1.78849478 -1.07242588 -0.49973699
 -0.40055634 -2.04058427  0.24528668 -0.25565447  0.        ]",[ 0.48412694  0.50747472],-0.999741,-0.0850441734996,"[[ -0.95391839  -2.02073197  -0.12440436  -0.05755069]
 [  2.47202953 -16.79467358   0.           0.        ]]",[ 0.44687295 -0.19147076]
10,[-0.31590146 -0.20504051],"[ 0.41310649 -0.28364542 -1.34366297 -1.28181634 -1.07242387 -0.49973645
 -0.29343935 -1.70725253  0.2784935   0.02580186  0.        ]",[-0.38952822  0.24727393],-0.974705,-0.0788310700556,"[[ -0.8857479   -2.33312921  -0.12440436  -0.05755069]
 [  4.3389427  -14.45283071   0.           0.        ]]",[ 0.15240413 -0.28326303]
11,[-0.31590146 -0.20504051],"[ 0.490361   -0.50909825 -1.27041104 -0.66470584 -1.07242186 -0.49973591
 -0.38686237 -1.52715546  0.3520118   0.27071445  0.        ]",[ 0.64052849 -0.12428362],-1.00904,-0.088714917217,"[[ -0.81530579  -2.60949072  -0.12440436  -0.05755069]
 [  2.71068832 -13.18755442   0.           0.        ]]",[ 0.17555967 -0.22588302]
12,[-0.31590146 -0.20504051],"[ 0.57119443 -0.64489583 -1.18136896  0.0340388  -1.07241985 -0.49973536
 -0.24444422 -1.56002023  0.45497166  0.49606697  0.        ]",[-1.23903978 -2.04212673],-1.18914,-0.108202205959,"[[ -0.73618812  -2.87555893  -0.12440436  -0.05755069]
 [  5.19285473 -13.41848545   0.           0.        ]]",[-0.11462753 -0.37969443]
13,[-0.31590146 -0.20504051],"[ 0.63083819 -0.68964087 -1.10557349  0.64475802 -1.07241783 -0.49973482
 -0.47748867 -0.15340872  0.56165272  0.67990211  0.        ]",[-0.51221815 -0.79836816],-1.35093,-0.129028034053,"[[-0.67308531 -3.09231146 -0.12440436 -0.05755069]
 [ 1.13117568 -3.53603666  0.          0.        ]]",[ 0.00885189 -0.3054094 ]
14,[-0.31590146 -0.20504051],"[ 0.63270382 -0.6897848  -1.10303675  0.65127957 -1.07241582 -0.49973427
 -0.59512069  0.58154556  0.55867619  0.67504982  0.        ]",[ 0.23258423 -0.61271953],-1.33222,-0.12844461435,"[[-0.67103123 -3.0945958  -0.12440436 -0.05755069]
 [-0.91901246  1.62754202  0.          0.        ]]",[ 0.18888524 -0.29377258]
15,[-0.31590146 -0.20504051],"[ 0.62452813 -0.68666382 -1.11405792  0.54755716 -1.07241381 -0.49973373
 -0.54123964  0.59056065  0.5395742   0.64443247  0.        ]",[ 1.46018213  0.32820358],-1.31101,-0.124742362548,"[[-0.67998937 -3.05823208 -0.12440436 -0.05755069]
 [ 0.02005425  1.69088428  0.          0.        ]]",[ 0.14732555 -0.32027787]
16,[-0.31590146 -0.20504051],"[ 0.6604232  -0.68014108 -1.06407635  0.41533623 -1.0724118  -0.49973318
 -0.31408832  0.77079111  0.51927616  0.5990227   0.        ]",[ 0.4427709   1.16855428],-1.20802,-0.120227208398,"[[-0.63986683 -3.01170967 -0.12440436 -0.05755069]
 [ 3.97900192  2.95713686  0.          0.        ]]",[-0.13353103 -0.58809686]
