timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.39003301 -0.24630417],"[ 0.91109966  1.70953895 -0.16034053  0.89942228 -1.36810929 -0.77509442
 -0.48866705  0.34399054  2.73899991  0.98647733  0.        ]",[-2.66382417 -5.03915208],-4.34863,-0.375748059186,"[[-0.04752687 -0.0141632  -0.15793794 -0.08928369]
 [-0.00347211  0.00224431  0.          0.        ]]",[-2.24034548 -3.73907495]
1,[-0.39003301 -0.24630417],"[ 0.90696035  1.70782408 -0.22220002  0.7924964  -1.36810692 -0.77509367
 -0.72260256 -0.25176755  2.72906668  0.85817781  0.        ]",[-1.75529447 -1.90306072],-4.29122,-0.37220274103,"[[-0.0872707  -0.05383116 -0.15793794 -0.08928369]
 [-3.95775142 -3.95585331  0.          0.        ]]",[-1.76963854 -3.05372167]
2,[-0.39003301 -0.24630417],"[ 0.88036868  1.69096168 -0.40428993  0.47631241 -1.36810454 -0.77509293
 -0.9519164  -0.83573312  2.65702055  0.48573354  0.        ]",[-0.83217071 -2.90832564],-3.90702,-0.35922988309,"[[-0.20531612 -0.17187505 -0.15793794 -0.08928369]
 [-7.8339156  -7.83560617  0.          0.        ]]",[-1.22035444 -2.30852938]
3,[-0.39003301 -0.24630417],"[ 0.79469821  1.62527034 -0.68433943 -0.0295533  -1.36810217 -0.77509218
 -1.13743857 -1.40816892  2.4149222  -0.05427662  0.        ]",[-0.30705476 -1.59861992],-3.33004,-0.330950287747,"[[ -0.39345734  -0.36674568  -0.15793794  -0.08928369]
 [-10.96986696 -11.63876812   0.           0.        ]]",[-0.64206553 -1.49323928]
4,[-0.39003301 -0.24630417],"[ 0.62249096  1.46084798 -0.99632328 -0.66651037 -1.3680998  -0.77509143
 -1.19644538 -1.9693679   1.92202003 -0.55056775  0.        ]",[-0.49160638  0.68314843],-2.54128,-0.282621974228,"[[ -0.62286034  -0.63693087  -0.15793794  -0.08928369]
 [-11.96730259 -15.36729887   0.           0.        ]]",[ 0.03137021 -0.58567899]
5,[-0.39003301 -0.24630417],"[ 0.35256228  1.2154363  -1.2880263  -1.19858476 -1.36809743 -0.77509068
 -1.2976591  -1.5162684   1.27211173 -0.76622438  0.        ]",[ 0.6585738  -1.35668224],-1.98813,-0.219095744813,"[[ -0.87937191  -0.91407397  -0.15793794  -0.08928369]
 [-13.67817808 -12.35701249   0.           0.        ]]",[ 0.88377601  0.29179692]
6,[-0.39003301 -0.24630417],"[ 0.03461726  0.90231747 -1.49323031 -1.57482858 -1.36809506 -0.77508993
 -1.12754934 -2.07545646  0.65679554 -0.62646587  0.        ]",[ 1.85922554  1.07267106],-1.35467,-0.149940601864,"[[ -1.12408477  -1.1984899   -0.15793794  -0.08928369]
 [-10.80279682 -16.07219806   0.           0.        ]]",[ 1.05207765  1.06351304]
7,[-0.39003301 -0.24630417],"[-0.21723676  0.55954982 -1.58876108 -1.74775874 -1.36809269 -0.77508918
 -0.88095868 -1.43166948  0.27869872 -0.27305696  0.        ]",[-0.37671877  1.69688795],-1.0137,-0.0943493849782,"[[ -1.29832345  -1.47701935  -0.15793794  -0.08928369]
 [ -6.63462878 -11.79500615   0.           0.        ]]",[ 0.91056246  1.31736267]
8,[-0.39003301 -0.24630417],"[-0.43884638  0.31398752 -1.63392085 -1.74611788 -1.36809032 -0.77508843
 -0.96149523 -0.80047166  0.09265583  0.06806425  0.        ]",[ 0.63548879  0.25067751],-1.05802,-0.0618901481754,"[[-1.44467583 -1.67084409 -0.15793794 -0.08928369]
 [-7.99597705 -7.6014395   0.          0.        ]]",[ 1.16344965  1.58733892]
9,[-0.39003301 -0.24630417],"[-0.64413302  0.1383517  -1.64627045 -1.6819025  -1.36808795 -0.77508768
 -0.80337915 -0.62844605  0.00680857  0.36258051  0.        ]",[-0.46336454  2.14599208],-0.997043,-0.0531375954417,"[[-1.57778057 -1.81140562 -0.15793794 -0.08928369]
 [-5.32331531 -6.4585341   0.          0.        ]]",[ 1.01085746  1.58562112]
10,[-0.39003301 -0.24630417],"[-0.83500227  0.03102531 -1.63297769 -1.61513873 -1.36808558 -0.77508694
 -0.90569214 -0.01316796 -0.03011167  0.59269191  0.        ]",[ 0.30276407  1.2661019 ],-1.07094,-0.0604991075153,"[[-1.70159942 -1.89956213 -0.15793794 -0.08928369]
 [-7.05275346 -2.37073268  0.          0.        ]]",[ 1.2290715   1.51517534]
11,[-0.39003301 -0.24630417],"[-1.02849136  0.02237057 -1.59449096 -1.60878515 -1.3680832  -0.77508619
 -0.8265619   0.58988148 -0.07371713  0.7476823   0.        ]",[ 0.32346321  0.99130797],-1.12785,-0.0681193406637,"[[-1.82923491 -1.90677758 -0.15793794 -0.08928369]
 [-5.71521003  1.63582459  0.          0.        ]]",[ 1.19435966  1.13214087]
12,[-0.39003301 -0.24630417],"[-1.17622286  0.10935693 -1.54696854 -1.66599628 -1.36808083 -0.77508544
 -0.74414598  1.17579888 -0.14058383  0.80471585  0.        ]",[ 0.74346929  0.28447339],-1.13651,-0.0685679125927,"[[-1.92956171 -1.83500381 -0.15793794 -0.08928369]
 [-4.32212577  5.52856607  0.          0.        ]]",[ 1.01632202  0.52668768]
13,[-0.39003301 -0.24630417],"[-1.25648714  0.25934303 -1.51397772 -1.73188768 -1.36807846 -0.77508469
 -0.56500836  1.32881019 -0.21948755  0.76620019  0.        ]",[ 0.04351019  0.11324298],-1.0826,-0.0610916908042,"[[-1.98562277 -1.71423243 -0.15793794 -0.08928369]
 [-1.29412819  6.54516079  0.          0.        ]]",[ 0.73289293  0.06984662]
14,[-0.39003301 -0.24630417],"[-1.29012274  0.42888444 -1.49854125 -1.75946446 -1.36807609 -0.77508394
 -0.55331572  1.37679074 -0.28858523  0.6685443   0.        ]",[ 1.17726329 -0.97549016],-1.08554,-0.0491936767491,"[[-2.00952231 -1.58013067 -0.15793794 -0.08928369]
 [-1.09649218  6.86395119  0.          0.        ]]",[ 0.69168681 -0.13225758]
15,[-0.39003301 -0.24630417],"[-1.26481913  0.5520223  -1.51023806 -1.74918341 -1.36807372 -0.77508319
 -0.31786929  0.77485666 -0.31602547  0.54218589  0.        ]",[-1.14151176 -0.74988358],-0.994478,-0.0364036382658,"[[-1.99152148 -1.48297628 -0.15793794 -0.08928369]
 [ 2.88330714  2.864809    0.          0.        ]]",[ 0.41568905  0.00869259]
16,[-0.39003301 -0.24630417],"[-1.24017531  0.58603525 -1.52110156 -1.74183077 -1.36807135 -0.77508244
 -0.55533284  0.31952278 -0.31512216  0.48797585  0.        ]",[ 0.61509871  0.67097325],-0.992506,-0.031522417807,"[[-1.97412834 -1.45603247 -0.15793794 -0.08928369]
 [-1.13059683 -0.16034936  0.          0.        ]]",[ 0.86144215  0.62901008]
17,[-0.39003301 -0.24630417],"[-1.2372851   0.61558575 -1.52233862 -1.73383793 -1.36806898 -0.77508169
 -0.41003392  0.71981399 -0.32010514  0.45985032  0.        ]",[ 0.56855192  0.2686857 ],-0.994687,-0.0287704210949,"[[-1.97209821 -1.43255614 -0.15793794 -0.08928369]
 [ 1.32541561  2.49911935  0.          0.        ]]",[ 0.54136163  0.08833364]
18,[-0.39003301 -0.24630417],"[-1.16710897  0.69082843 -1.55036147 -1.70665668 -1.36806661 -0.77508095
 -0.27849674  0.87243212 -0.30237392  0.32271834  0.        ]",[ 0.60343974 -1.01436276],-1.02305,-0.0191911730296,"[[-1.9232816  -1.37240026 -0.15793794 -0.08928369]
 [ 3.54881138  3.51309317  0.          0.        ]]",[ 0.23714121 -0.32335404]
19,[-0.39003301 -0.24630417],"[-1.0281906   0.72782296 -1.59454225 -1.68961959 -1.36806424 -0.7750802
 -0.14133097  0.26592102 -0.23575087  0.15619898  0.        ]",[-0.0083245  -0.60222037],-1.0034,-0.0228191644778,"[[-1.82904305 -1.34256834 -0.15793794 -0.08928369]
 [ 5.86734849 -0.51645684  0.          0.        ]]",[ 0.02947392 -0.12551346]
20,[-0.39003301 -0.24630417],"[-0.85273389  0.68545336 -1.63048387 -1.70891941 -1.36806187 -0.77507945
 -0.15011318 -0.09142545 -0.13710549  0.04167968  0.        ]",[ 0.09212246  1.08109382],-0.980932,-0.0372239627453,"[[-1.7131856  -1.37671804 -0.15793794 -0.08928369]
 [ 5.71889971 -2.89060188  0.          0.        ]]",[-0.02589396  0.08348231]
21,[-0.39003301 -0.24630417],"[-0.67273575  0.66361571 -1.64576154 -1.7176172  -1.3680595  -0.7750787
 -0.13528805  0.51318303 -0.02725015 -0.07850459  0.        ]",[-0.11645786  0.00897289],-1.03285,-0.0540112919257,"[[-1.59629313 -1.39422714 -0.15793794 -0.08928369]
 [ 5.96948982  1.12630656  0.          0.        ]]",[-0.35755414 -0.59623599]
22,[-0.39003301 -0.24630417],"[-0.49730059  0.69186421 -1.64021677 -1.70619596 -1.36805712 -0.77507795
 -0.16954385  0.51521314  0.09860388 -0.22319367  0.        ]",[-0.29965471 -0.54965618],-1.09814,-0.0739806828425,"[[-1.48271296 -1.37156561 -0.15793794 -0.08928369]
 [ 5.39045702  1.13979687  0.          0.        ]]",[-0.5106805  -0.77794206]
23,[-0.39003301 -0.24630417],"[-0.35205029  0.69277988 -1.62023149 -1.70579794 -1.36805475 -0.7750772
 -0.24597897  0.18428777  0.20935987 -0.31089584  0.        ]",[-0.0953342  -0.45782712],-1.15612,-0.0894695995521,"[[-1.38786696 -1.37082889 -0.15793794 -0.08928369]
 [ 4.09846031 -1.05880678  0.          0.        ]]",[-0.48964649 -0.53414667]
24,[-0.39003301 -0.24630417],"[-0.23537009  0.64390667 -1.59370167 -1.72473911 -1.36805238 -0.77507645
 -0.27307044 -0.08538962  0.2885678  -0.33288933  0.        ]",[-1.59244099 -0.46634282],-1.22857,-0.098353567666,"[[-1.31049233 -1.40998154 -0.15793794 -0.08928369]
 [ 3.64052637 -2.85049076  0.          0.        ]]",[-0.50805295 -0.31654871]
25,[-0.39003301 -0.24630417],"[-0.18719917  0.54952943 -1.57990625 -1.74960222 -1.36805001 -0.7750757
 -0.51143244 -0.35470434  0.2997243  -0.2801755   0.        ]",[-1.37919769 -0.70350134],-1.19036,-0.0968195684447,"[[-1.27810615 -1.48494351 -0.15793794 -0.08928369]
 [-0.38854349 -4.63976537  0.          0.        ]]",[-0.05013125  0.27040762]
26,[-0.39003301 -0.24630417],"[-0.25784272  0.39763455 -1.59955236 -1.7579765  -1.36804764 -0.77507495
 -0.74509636 -0.7600419   0.21432062 -0.11464124  0.        ]",[ 0.44135979  1.14648362],-1.05405,-0.0807737665005,"[[-1.32550405 -1.60475835 -0.15793794 -0.08928369]
 [-4.33820474 -7.33275029  0.          0.        ]]",[ 0.63215262  1.10931206]
27,[-0.39003301 -0.24630417],"[-0.36121337  0.26436113 -1.62189936 -1.73335073 -1.36804527 -0.77507421
 -0.63672917 -0.14224189  0.13625125  0.06313459  0.        ]",[ 0.93140616  0.78985747],-1.07994,-0.0669419563891,"[[-1.39389076 -1.7102312  -0.15793794 -0.08928369]
 [-2.50647068 -3.2282146   0.          0.        ]]",[ 0.40370125  0.78675318]
28,[-0.39003301 -0.24630417],"[-0.38048855  0.22356029 -1.62524591 -1.71973272 -1.3680429  -0.77507346
 -0.41573317  0.33804373  0.12486436  0.11138421  0.        ]",[ 0.02581092 -0.26120917],-1.09245,-0.0648532206517,"[[-1.40654092 -1.74277998 -0.15793794 -0.08928369]
 [ 1.22904401 -0.03729611  0.          0.        ]]",[-0.04458484  0.14250375]
29,[-0.39003301 -0.24630417],"[-0.3418854   0.20967672 -1.6182779  -1.71443367 -1.36804053 -0.77507271
 -0.41111972  0.18247787  0.14638572  0.09998078  0.        ]",[ 0.58041384  2.06016145],-1.06373,-0.0674810078371,"[[-1.38117768 -1.75389581 -0.15793794 -0.08928369]
 [ 1.30702079 -1.07084177  0.          0.        ]]",[-0.05661333  0.26093966]
