timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.15412574 -0.15444377],"[ 1.07606886  1.82080914 -0.03732965  0.65828661 -0.72036282  1.54100046
 -0.4714031   0.30168181  1.80448845 -1.312199    0.        ]",[-0.4595885   0.83200608],-2.09033,-0.338751405073,"[[ 0.00986299  0.04676372 -0.0835936   0.17650946]
 [ 0.00087776 -0.00294882  0.          0.        ]]",[ 0.80494106 -1.3008697 ]
1,[-0.15412574 -0.15444377],"[ 1.07608235  1.81812513 -0.06517156  0.74080877 -0.7203603   1.54098845
 -0.60659822  0.74999585  1.80374878 -1.31380344  0.        ]",[-0.52773938 -1.30821341],-2.19172,-0.338764007831,"[[-0.00837378  0.07976623 -0.0835936   0.17650946]
 [-1.81849267  3.29221492  0.          0.        ]]",[ 0.80669624 -1.32138777]
2,[-0.15412574 -0.15444377],"[ 1.07316713  1.81510105 -0.15203153  0.80435223 -0.72035777  1.54097645
 -0.75894223  0.20252084  1.80360946 -1.38653552  0.        ]",[ 1.27703365  0.20730944],-2.10537,-0.343414614956,"[[-0.06531339  0.10523668 -0.0835936   0.17650946]
 [-3.86864724 -0.73176227  0.          0.        ]]",[ 0.93870562 -1.23855853]
3,[-0.15412574 -0.15444377],"[ 1.06887577  1.81589956 -0.20819368  0.78872127 -0.72035525  1.54096445
 -0.45931684  0.31595941  1.80202822 -1.45364704  0.        ]",[ 1.00255284 -2.21528269],-2.2415,-0.347690294255,"[[-0.10223123  0.09896702 -0.0835936   0.17650946]
 [ 0.16343768  0.10202346  0.          0.        ]]",[ 0.8973707  -1.26335073]
4,[-0.15412574 -0.15444377],"[ 1.07367697  1.81973821 -0.14285072  0.69450514 -0.72035272  1.54095245
 -0.16548077 -0.22323973  1.80445401 -1.41499612  0.        ]",[ 0.9791973  -1.67157569],-2.20297,-0.345396211794,"[[-0.05928894  0.06124397 -0.0835936   0.17650946]
 [ 4.11761989 -3.86111606  0.          0.        ]]",[ 0.84754264 -1.26020741]
5,[-0.15412574 -0.15444377],"[ 1.07351824  1.82018676  0.04088008  0.40351214 -0.7203502   1.54094045
  0.1164259  -0.7517544   1.80434649 -1.31554063  0.        ]",[-0.22420573 -1.53765284],-2.17388,-0.338957779419,"[[ 0.06112627 -0.05495405 -0.0835936   0.17650946]
 [ 7.911267   -7.74573171  0.          0.        ]]",[ 0.73963869 -1.2753489 ]
6,[-0.15412574 -0.15444377],"[ 1.04593894  1.78298988  0.26423131 -0.07405256 -0.72034767  1.54092845
  0.03899998 -1.26954191  1.78974987 -1.23876082  0.        ]",[ 0.95892624 -2.58980838],-2.13262,-0.332415631522,"[[  0.20889776  -0.24805359  -0.0835936    0.17650946]
 [  6.86934298 -11.55153493   0.           0.        ]]",[ 0.70934659 -1.24033904]
7,[-0.15412574 -0.15444377],"[ 0.9755688   1.65538969  0.51815818 -0.69633931 -0.72034515  1.54091645
  0.31091054 -1.77729497  1.74770876 -1.18871306  0.        ]",[ 1.97900881 -2.27806   ],-2.01404,-0.324169612792,"[[  0.3829973   -0.5165304   -0.0835936    0.17650946]
 [ 10.52846178 -15.28365924   0.           0.        ]]",[ 0.62565833 -1.20156956]
8,[-0.15412574 -0.15444377],"[ 0.80875056  1.3790474   0.84854338 -1.35598777 -0.72034262  1.54090445
  0.58954497 -2.27492365  1.64989971 -1.09758454  0.        ]",[ 0.70904803 -1.52336846],-1.86456,-0.306535997711,"[[  0.63118653  -0.85890497  -0.0835936    0.17650946]
 [ 14.27807005 -18.9415002    0.           0.        ]]",[ 0.55021876 -1.1129756 ]
9,[-0.15412574 -0.15444377],"[ 0.50456418  0.91840037  1.18240514 -1.85476144 -0.7203401   1.54089245
  0.77716667 -2.76252863  1.47324337 -1.0109375   0.        ]",[ 1.68772416 -2.21271373],-1.69077,-0.27927871228,"[[  0.94207972  -1.2736993   -0.0835936    0.17650946]
 [ 16.80293039 -22.52586701   0.           0.        ]]",[ 0.51857948 -0.95690924]
