timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.24320026 -0.12623106],"[ 1.0516794   1.98703145 -0.15161717  0.41922744 -0.30695226  0.59971801
 -0.54097436  0.33396807  1.52004098 -0.64151603  0.        ]",[-0.4948278  -0.68153555],-1.9113,-0.258692503758,"[[-0.03122743 -0.07483485 -0.03534051  0.06923651]
 [-0.0030711  -0.00222231  0.          0.        ]]",[ 0.38679573 -1.3863194 ]
1,[-0.24320026 -0.12623106],"[ 1.0505387   1.98384358 -0.18174033  0.34387573 -0.30695173  0.59971673
 -0.6688258  -0.03733965  1.51463726 -0.70031085  0.        ]",[ 0.14181    -0.44871097],-1.86931,-0.26037551167,"[[-0.05091773 -0.10194716 -0.03534051  0.06923651]
 [-1.95945084 -2.70002004  0.          0.        ]]",[ 0.54775399 -1.2707324 ]
2,[-0.24320026 -0.12623106],"[ 1.04738888  1.9708691  -0.23240366  0.14687611 -0.3069512   0.59971545
 -0.62958769 -0.27454919  1.49606838 -0.82137523  0.        ]",[-0.12236639 -1.28711859],-1.89108,-0.263466836131,"[[-0.08408279 -0.17323986 -0.03534051  0.06923651]
 [-1.35905897 -4.42350557  0.          0.        ]]",[ 0.64210242 -1.19868016]
3,[-0.24320026 -0.12623106],"[ 1.04292836  1.93127356 -0.2807794  -0.19821082 -0.30695068  0.59971417
 -0.65937215 -0.80744345  1.45193197 -0.98484697  0.        ]",[ 1.27142602 -0.63334974],-1.7927,-0.266549960585,"[[-0.11583665 -0.30055735 -0.03534051  0.06923651]
 [-1.81483661 -8.29533994  0.          0.        ]]",[ 0.84526604 -1.02975297]
4,[-0.24320026 -0.12623106],"[ 1.04352673  1.83471313 -0.27505523 -0.68528833 -0.30695015  0.59971289
 -0.39844456 -1.13019873  1.38022113 -1.12987684  0.        ]",[ 0.75058737 -0.36331788],-1.75193,-0.266760745514,"[[ -0.11207415  -0.48999299  -0.03534051   0.06923651]
 [  2.17780213 -10.6403925    0.           0.        ]]",[ 0.81680286 -0.98580122]
5,[-0.24320026 -0.12623106],"[ 1.05126988  1.66592157 -0.16374419 -1.20174342 -0.30694962  0.59971161
 -0.20717798 -1.29933432  1.30820236 -1.17774866  0.        ]",[ 0.64406754 -1.11421543],-1.71151,-0.261637665005,"[[ -0.03915394  -0.71513126  -0.03534051   0.06923651]
 [  5.1045071  -11.8693109    0.           0.        ]]",[ 0.7597037  -0.94579661]
6,[-0.24320026 -0.12623106],"[ 1.04696309  1.39254776  0.0300028  -1.70467288 -0.30694909  0.59971033
 -0.04717146 -1.81204099  1.21913681 -1.16402383  0.        ]",[-1.12874996 -2.25296749],-1.65649,-0.250638762165,"[[  0.08750136  -0.98989442  -0.03534051   0.06923651]
 [  7.55287955 -15.59454639   0.           0.        ]]",[ 0.69721782 -0.85771942]
7,[-0.24320026 -0.12623106],"[ 1.02503384  0.97039569  0.19643993 -2.08733148 -0.30694857  0.59970905
 -0.3154987  -2.31433421  1.04608341 -1.18726074  0.        ]",[ 1.90041898 -0.7000522 ],-1.37168,-0.233476888995,"[[  0.19736658  -1.33840288  -0.03534051   0.06923651]
 [  3.44701173 -19.24421378   0.           0.        ]]",[ 0.92305666 -0.57172477]
8,[-0.24320026 -0.12623106],"[ 0.98728202  0.43238207  0.35647138 -2.11897831 -0.30694804  0.59970777
 -0.06134903 -2.64344691  0.79706202 -1.17598093  0.        ]",[ 0.93721217  0.51182625],-1.15569,-0.207277334626,"[[  0.30532408  -1.74728259  -0.03534051   0.06923651]
 [  7.33592347 -21.6356972    0.           0.        ]]",[ 0.76623172 -0.52266353]
9,[-0.24320026 -0.12623106],"[ 0.88827801 -0.06638186  0.61383498 -1.69899954 -0.30694751  0.59970649
  0.17157342 -2.30554307  0.56675654 -1.03947656  0.        ]",[ 0.55913596 -0.66176939],-1.00309,-0.17368148186,"[[  0.48779957  -2.15536582  -0.03534051   0.06923651]
 [ 10.90002343 -19.18072377   0.           0.        ]]",[ 0.61235017 -0.5062201 ]
10,[-0.24320026 -0.12623106],"[ 0.69778193 -0.44356479  0.91254683 -0.90153294 -0.30694698  0.59970521
  0.30214768 -2.61383106  0.33716747 -0.8496      0.        ]",[ 0.3120958  -1.29070346],-0.774132,-0.136027855296,"[[  0.72584642  -2.56145717  -0.03534051   0.06923651]
 [ 12.89802872 -21.42092946   0.           0.        ]]",[ 0.44443986 -0.50164533]
11,[-0.24320026 -0.12623106],"[ 0.41322786 -0.6514933   1.17935488  0.30424078 -0.30694646  0.59970393
  0.3662278  -2.47523981  0.0448639  -0.64109151  0.        ]",[-0.05995396 -0.5764921 ],-0.569446,-0.0934253972948,"[[  0.99364343  -3.02534518  -0.03534051   0.06923651]
 [ 13.87856693 -20.41413922   0.           0.        ]]",[ 0.24773835 -0.53782231]
12,[-0.24320026 -0.12623106],"[ 0.06772814 -0.65994554  1.35683779  0.70392132 -0.30694593  0.59970265
  0.33282063  0.38812876 -0.04514187 -0.58746264  0.        ]",[ 0.9818204  -1.01435545],-0.535046,-0.0826014676183,"[[  1.26608866  -3.16885674  -0.03534051   0.06923651]
 [ 13.36739342   0.39100973   0.           0.        ]]",[ 0.33117333 -0.5862329 ]
13,[-0.24320026 -0.12623106],"[-0.35285366 -0.66018934  1.42736517  0.57395961 -0.3069454   0.59970137
  0.56958096  0.7501315   0.01768677 -0.60170834  0.        ]",[ 0.63982943 -1.12969084],-0.531794,-0.0875338944375,"[[  1.56978604  -3.12227421  -0.03534051   0.06923651]
 [ 16.99021249   3.02131987   0.           0.        ]]",[ 0.30175054 -0.61408144]
14,[-0.24320026 -0.12623106],"[-0.85088638 -0.65692156  1.32875442  0.42483793 -0.30694487  0.59970009
  0.71315129  0.63321105  0.0828425  -0.57081495  0.        ]",[ 0.39207016 -1.36287994],-0.571957,-0.0885343672087,"[[  1.93163234  -3.06876606  -0.03534051   0.06923651]
 [ 19.18708512   2.1717915    0.           0.        ]]",[ 0.26078066 -0.63128984]
