timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.20675281 -0.14257447],"[ 1.0564994   1.95263128 -0.22125089  0.85979258 -0.37436417 -0.99502676
 -0.52905578  0.32864441  1.56687883  0.94003629  0.        ]",[ 0.4835862  -3.73137609],-1.92081,-0.274393621047,"[[-0.08164448  0.09194773 -0.04258393 -0.11502355]
 [ 0.001185    0.0020494   0.          0.        ]]",[-0.99184901 -1.92436051]
1,[-0.20675281 -0.14257447],"[ 1.05843594  1.95637679 -0.1919323   0.75160539 -0.37436344 -0.99502338
 -0.40062184 -0.21502533  1.5678673   0.93729624  0.        ]",[-0.68862586 -0.55213281],-1.98526,-0.274390376653,"[[-0.06241179  0.05225301 -0.04258393 -0.11502355]
 [ 1.91570408 -3.9583201   0.          0.        ]]",[-1.04149151 -1.91146541]
2,[-0.20675281 -0.14257447],"[ 1.05928108  1.95663776 -0.17574199  0.47761697 -0.37436271 -0.99502
 -0.58585224 -0.50423862  1.56439114  0.86494877  0.        ]",[ 0.16013327 -1.86605785],-1.88436,-0.270615298687,"[[-0.05180158 -0.04805138 -0.04258393 -0.11502355]
 [-0.84549278 -6.06510107  0.          0.        ]]",[-0.85690635 -1.79022431]
3,[-0.20675281 -0.14257447],"[ 1.05844909  1.92981806 -0.19156773  0.04488567 -0.37436198 -0.99501661
 -0.54213696 -1.03134996  1.53919044  0.70504877  0.        ]",[ 0.11288468 -2.0381238 ],-1.74957,-0.260805430244,"[[-0.0621732  -0.20787901 -0.04258393 -0.11502355]
 [-0.1938601  -9.90486334  0.          0.        ]]",[-0.72472972 -1.66296005]
4,[-0.20675281 -0.14257447],"[ 1.05850198  1.83072077 -0.19056883 -0.56432832 -0.37436126 -0.99501323
 -0.5118392  -1.54800894  1.46893682  0.5088015   0.        ]",[ 0.2668629  -1.42571467],-1.53956,-0.245049685023,"[[ -0.06151861  -0.44373834  -0.04258393  -0.11502355]
 [  0.25776249 -13.66852478   0.           0.        ]]",[-0.53300256 -1.47474718]
5,[-0.20675281 -0.14257447],"[ 1.05967916  1.60143634 -0.16659946 -1.26207603 -0.37436053 -0.99500985
 -0.44130486 -2.05445537  1.32828202  0.31040384  0.        ]",[-1.63148089 -1.55872483],-1.30696,-0.221380656655,"[[ -0.04581331  -0.75412533  -0.04258393  -0.11502355]
 [  1.30918067 -17.35786983   0.           0.        ]]",[-0.32115424 -1.23451388]
6,[-0.20675281 -0.14257447],"[ 1.0586582   1.19486427 -0.18762104 -1.8713388  -0.3743598  -0.99500647
 -0.70848703 -2.55064348  1.06496663  0.1055436   0.        ]",[-0.54524261 -1.20097398],-0.891648,-0.182683971168,"[[ -0.05958677  -1.13755018  -0.04258393  -0.11502355]
 [ -2.67363525 -20.97261266   0.           0.        ]]",[ 0.18088855 -0.79779756]
7,[-0.20675281 -0.14257447],"[ 1.04853838  0.61395044 -0.30109017 -2.12315283 -0.37435907 -0.99500309
 -0.84982381 -3.03707563  0.64752064 -0.00711893  0.        ]",[ 1.37488634 -0.79658173],-0.570224,-0.124799255055,"[[ -0.13419483  -1.59255887  -0.04258393  -0.11502355]
 [ -4.78052735 -24.51646914   0.           0.        ]]",[ 0.59719282 -0.38109288]
8,[-0.20675281 -0.14257447],"[ 1.0361278  -0.03251334 -0.38401685 -1.73653128 -0.37435834 -0.99499971
 -0.57815637 -3.40341059  0.23700854  0.16683891  0.        ]",[-0.14697834  0.35160554],-0.514992,-0.0690592902592,"[[ -0.18917641  -2.10966957  -0.04258393  -0.11502355]
 [ -0.73090331 -27.18564786   0.           0.        ]]",[ 0.49801135 -0.34340584]
9,[-0.20675281 -0.14257447],"[ 1.03047867 -0.50709752 -0.4144814  -0.71935798 -0.37435761 -0.99499633
 -0.61636839 -3.13835787  0.00397364  0.56058829  0.        ]",[-0.8902537  -0.70112288],-0.682908,-0.0712511404238,"[[ -0.20951229  -2.63401367  -0.04258393  -0.11502355]
 [ -1.30053646 -25.25520265   0.           0.        ]]",[ 0.42705488 -0.36007231]
10,[-0.20675281 -0.14257447],"[ 1.01010277 -0.67121853 -0.50521077  0.4685916  -0.37435688 -0.99499295
 -0.85110249 -1.14581418 -0.03279337  0.91103638  0.        ]",[ 2.3236513  -1.20413201],-1.08073,-0.108741759852,"[[ -0.27063742  -3.09022642  -0.04258393  -0.11502355]
 [ -4.7996585  -10.73963913   0.           0.        ]]",[ 0.50839865 -0.35844582]
11,[-0.20675281 -0.14257447],"[ 0.98731519 -0.67293879 -0.5859989   0.62114436 -0.37435616 -0.99498957
 -0.57908224  0.54303554 -0.00878178  1.03298198  0.        ]",[ 0.03876232 -0.50712563],-1.02611,-0.123898296725,"[[-0.32594515 -3.14607473 -0.04258393 -0.11502355]
 [-0.74478603  1.56357497  0.          0.        ]]",[ 0.35057059 -0.50540912]
12,[-0.20675281 -0.14257447],"[ 0.98126755 -0.67160815 -0.60507731  0.48548548 -0.37435543 -0.99498619
 -0.56779302  0.69103875 -0.02195525  0.98745743  0.        ]",[ 0.72772685 -0.03696107],-1.02112,-0.118081935623,"[[-0.33915227 -3.09641676 -0.04258393 -0.11502355]
 [-0.57652166  2.6417841   0.          0.        ]]",[ 0.3717218  -0.49729845]
13,[-0.20675281 -0.14257447],"[ 0.98922024 -0.66688885 -0.57978614  0.34690513 -0.3743547  -0.99498281
 -0.37373727  0.66378611 -0.03206606  0.94016953  0.        ]",[ 0.09959695  0.56941234],-0.97094,-0.112173674067,"[[-0.32165938 -3.04557291 -0.04258393 -0.11502355]
 [ 2.31616882  2.44326199  0.          0.        ]]",[ 0.28632379 -0.53022951]
14,[-0.20675281 -0.14257447],"[ 1.00963812 -0.65464046 -0.5069743   0.15459491 -0.37435397 -0.99497943
 -0.35035356  0.96663857 -0.03730776  0.87151794  0.        ]",[ 0.55665379  2.33688982],-0.949399,-0.103960990621,"[[-0.27183873 -2.97457129 -0.04258393 -0.11502355]
 [ 2.66472868  4.64954703  0.          0.        ]]",[ 0.26864541 -0.55177128]
15,[-0.20675281 -0.14257447],"[ 1.03401001 -0.61464773 -0.39568296 -0.19558552 -0.37435324 -0.99497605
 -0.20603756  1.49753884 -0.02503072  0.7446087   0.        ]",[-1.34520622 -0.42026906],-0.84556,-0.0898687724234,"[[-0.19695969 -2.8427751  -0.04258393 -0.11502355]
 [ 4.81597012  8.51718325  0.          0.        ]]",[ 0.17218252 -0.6333096 ]
16,[-0.20675281 -0.14257447],"[ 1.04713446 -0.54153627 -0.31187078 -0.581634   -0.37435251 -0.99497267
 -0.47804791  1.24594324  0.01524922  0.60599536  0.        ]",[ 0.62247714 -1.52854136],-0.717116,-0.0768320050855,"[[-0.14132309 -2.69082079 -0.04258393 -0.11502355]
 [ 0.76123856  6.68436039  0.          0.        ]]",[ 0.31048059 -0.56011891]
17,[-0.20675281 -0.14257447],"[ 1.05388834 -0.48344403 -0.25149342 -0.80405317 -0.37435178 -0.99496929
 -0.31374152  0.68425435  0.05718023  0.52700712  0.        ]",[ 0.16863916 -1.15132997],-0.686166,-0.0718605868975,"[[-0.1015246  -2.59818864 -0.04258393 -0.11502355]
 [ 3.21045647  2.59249134  0.          0.        ]]",[ 0.23407413 -0.56432188]
18,[-0.20675281 -0.14257447],"[ 1.06041856 -0.47547194 -0.14435045 -0.83110548 -0.37435105 -0.99496591
 -0.27321924  0.13368412  0.0906489   0.51906306  0.        ]",[-1.19422633 -1.56488816],-0.686286,-0.0739670003422,"[[-0.03125512 -2.58658127 -0.04258393 -0.11502355]
 [ 3.81449177 -1.4183859   0.          0.        ]]",[ 0.19025432 -0.55202222]
19,[-0.20675281 -0.14257447],"[ 1.06108487 -0.51987593 -0.08962651 -0.6704148  -0.37435033 -0.99496253
 -0.54388345 -0.4059982   0.0786718   0.5738774   0.        ]",[ 0.53610052  0.07203922],-0.749653,-0.0782191739485,"[[  4.55405536e-03  -2.65439552e+00  -4.25839325e-02  -1.15023550e-01]
 [ -2.20158745e-01  -5.34994625e+00   0.00000000e+00   0.00000000e+00]]",[ 0.31332642 -0.45968428]
