timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.01944719  0.03933217],"[ 1.05117203  1.21281556 -0.14225371  0.05150316 -0.79938859  0.38400507
 -0.18381975  0.07009315  1.6120629  -0.44874373  0.        ]",[ 0.56940606 -0.23415076],-1.39971,-0.304454730707,"[[-0.07807819 -0.02899393 -0.08930987  0.04098292]
 [-0.00213781 -0.00483514  0.          0.        ]]",[ 0.1019364  -0.23479061]
1,[-0.01944719  0.03933217],"[ 1.05323539  1.21238922 -0.10758097  0.03578894 -0.79937574  0.38400075
  0.01632308 -0.05056812  1.61387497 -0.42310096  0.        ]",[-1.59086839 -1.75144549],-1.4288,-0.304033116133,"[[-0.05551689 -0.03840077 -0.08930987  0.04098292]
 [ 2.25076546 -0.93275309  0.          0.        ]]",[ 0.09971881 -0.23909914]
2,[-0.01944719  0.03933217],"[ 1.05357302  1.20744586 -0.1000534  -0.06122335 -0.7993629   0.38399643
 -0.33892837 -0.56284781  1.60953065 -0.46008796  0.        ]",[ 1.28342161 -0.77301457],-1.41027,-0.304409292113,"[[-0.05062342 -0.09658278 -0.08930987  0.04098292]
 [-1.74811378 -4.87232427  0.          0.        ]]",[ 0.09089184 -0.26072603]
3,[-0.01944719  0.03933217],"[ 1.05388972  1.18202121 -0.09222681 -0.27097408 -0.79935005  0.38399211
  0.01568251 -0.94850624  1.5920773  -0.54788098  0.        ]",[ 2.17111444 -0.58298795],-1.37538,-0.304570105263,"[[-0.04553683 -0.22378713 -0.08930987  0.04098292]
 [ 2.24348039 -7.83821711  0.          0.        ]]",[ 0.08382931 -0.27553666]
4,[-0.01944719  0.03933217],"[ 1.05427255  1.11329229  0.03730854 -0.55426928 -0.79933721  0.38398779
  0.36325704 -1.22866203  1.57181788 -0.55788445  0.        ]",[ 0.26319943  0.80262356],-1.29213,-0.301833418251,"[[ 0.03858682 -0.40217011 -0.08930987  0.04098292]
 [ 6.1558769  -9.99287727  0.          0.        ]]",[ 0.08033293 -0.28198299]
5,[-0.01944719  0.03933217],"[ 1.03510654  1.01642179  0.23987103 -0.79940465 -0.79932437  0.38398347
  0.44483757 -0.78969097  1.55433233 -0.49037156  0.        ]",[ 0.88916664  1.54861141],-1.23612,-0.296838905252,"[[ 0.17091795 -0.56815873 -0.08930987  0.04098292]
 [ 7.07421056 -6.61722315  0.          0.        ]]",[ 0.08007047 -0.28243414]
6,[-0.01944719  0.03933217],"[ 0.9730735   0.95054748  0.50066136 -0.92411126 -0.79931152  0.38397915
  0.74480087 -0.25788619  1.5462902  -0.31249253  0.        ]",[ 0.73956175 -0.36429241],-1.30756,-0.290917371139,"[[  0.34627937  -0.6594711   -0.08930987   0.04098292]
 [ 10.45071506  -2.52760347   0.           0.        ]]",[ 0.07998265 -0.28000888]
7,[-0.01944719  0.03933217],"[ 0.8268443   0.89898306  0.82532101 -1.00714334 -0.79929868  0.38397483
  0.98641744 -0.43901634  1.50638025 -0.0381994   0.        ]",[-0.72094737  0.21745306],-1.20945,-0.281720615621,"[[  0.58258228  -0.7239994   -0.08930987   0.04098292]
 [ 13.1705457   -3.9205421    0.           0.        ]]",[ 0.07631159 -0.28513438]
8,[-0.01944719  0.03933217],"[ 0.62051952  0.83955187  1.09852017 -1.09079478 -0.79928584  0.38397051
  0.70984473 -0.31676721  1.41891565  0.20950034  0.        ]",[ 0.02094841 -0.85569647],-1.22628,-0.270057680842,"[[  0.81476017  -0.79297783  -0.08930987   0.04098292]
 [ 10.05758499  -2.98047438   0.           0.        ]]",[ 0.07425424 -0.28801149]
9,[-0.01944719  0.03933217],"[ 0.40143452  0.75285965  1.28608793 -1.19455502 -0.799273    0.38396619
  0.69963539 -0.74963955  1.31327742  0.37566241  0.        ]",[ 0.49356661 -0.04210877],-1.14804,-0.25780864323,"[[ 1.01475995 -0.8859867  -0.08930987  0.04098292]
 [ 9.94278506 -6.30931493  0.          0.        ]]",[ 0.07148178 -0.29335642]
10,[-0.01944719  0.03933217],"[ 0.13176201  0.6240053   1.43013961 -1.31765664 -0.79926016  0.38396188
  0.85567364 -0.75508047  1.1793503   0.50830377  0.        ]",[ 1.00870948  0.44229383],-1.06852,-0.242598597002,"[[  1.23123883  -1.01259406  -0.08930987   0.04098292]
 [ 11.69928428  -6.35124441   0.           0.        ]]",[ 0.0693323  -0.29530507]
11,[-0.01944719  0.03933217],"[-0.23507715  0.50538915  1.51445852 -1.40492624 -0.79924732  0.38395756
  1.18660792 -0.51102215  0.97835924  0.66538071  0.        ]",[ 0.20576169  0.65642737],-0.939909,-0.221899139687,"[[  1.50260049  -1.12079004  -0.08930987   0.04098292]
 [ 15.42452082  -4.47452072   0.           0.        ]]",[ 0.06709002 -0.29586643]
12,[-0.01944719  0.03933217],"[-0.66582915  0.43385491  1.47184709 -1.44736326 -0.79923449  0.38395324
  1.23176869 -0.16138682  0.69709311  0.81350294  0.        ]",[-0.5759958  -0.74948121],-0.837962,-0.195674134951,"[[  1.8161948   -1.1833049   -0.08930987   0.04098292]
 [ 15.93318425  -1.78590898   0.           0.        ]]",[ 0.06580034 -0.29534772]
13,[-0.01944719  0.03933217],"[-1.03900475  0.35737467  1.3003397  -1.48513766 -0.79922165  0.38394892
  1.00134627 -0.54250786  0.41947863  0.86352301  0.        ]",[ 0.06473447  1.01267996],-0.74402,-0.168852645929,"[[  2.10883811  -1.24842788  -0.08930987   0.04098292]
 [ 13.33979948  -4.71667686   0.           0.        ]]",[ 0.06513777 -0.29661238]
14,[-0.01944719  0.03933217],"[-1.32727119  0.29307563  1.04552132 -1.51120867 -0.79920881  0.3839446
  1.00057531 -0.0153448   0.16617849  0.84083522  0.        ]",[-0.9390969  -2.48992753],-0.730218,-0.143148193257,"[[  2.37554974  -1.30208925  -0.08930987   0.04098292]
 [ 13.33134258  -0.66296849   0.           0.        ]]",[ 0.06650322 -0.29310298]
15,[-0.01944719  0.03933217],"[-1.51746527  0.22882405  0.76869193 -1.5323453  -0.79919597  0.38394028
  0.64707578 -0.52837235 -0.03142722  0.76888517  0.        ]",[ 0.35317063 -1.68278656],-0.72224,-0.120948258754,"[[ 2.60225553 -1.35492961 -0.08930987  0.04098292]
 [ 9.35249703 -4.60799291  0.          0.        ]]",[ 0.06734186 -0.29227984]
16,[-0.01944719  0.03933217],"[-1.63464566  0.06672994  0.49147449 -1.56506372 -0.79918314  0.38393597
  0.75489484 -1.0313962  -0.13040924  0.65868269  0.        ]",[-0.80473359 -0.20489045],-0.64958,-0.101411770085,"[[  2.80148289  -1.48590046  -0.08930987   0.04098292]
 [ 10.56621881  -8.47617505   0.           0.        ]]",[ 0.06801349 -0.29134876]
17,[-0.01944719  0.03933217],"[-1.69558113 -0.1534142   0.22735025 -1.56410357 -0.7991703   0.38393165
  0.45340431 -1.1149329  -0.15914302  0.53973569  0.        ]",[-0.29848292 -1.46732784],-0.656239,-0.083716678419,"[[ 2.97876068 -1.66187018 -0.08930987  0.04098292]
 [ 7.17277282 -9.1187227   0.          0.        ]]",[ 0.07121122 -0.28576291]
18,[-0.01944719  0.03933217],"[-1.71309297 -0.423244    0.02792559 -1.49062141 -0.79915747  0.38392733
  0.33588265 -1.60628341 -0.10731312  0.42947097  0.        ]",[ 0.43492365 -2.14716018],-0.671381,-0.0709547974851,"[[  3.1089456   -1.88215736  -0.08930987   0.04098292]
 [  5.85002823 -12.89742657   0.           0.        ]]",[ 0.07393918 -0.28135437]
19,[-0.01944719  0.03933217],"[ -1.70678335e+00  -7.53466087e-01  -1.76839649e-01  -1.27289183e+00
  -7.99144634e-01   3.83923013e-01   4.78561197e-01  -2.08788371e+00
  -1.93654349e-03   2.86064374e-01   0.00000000e+00]",[ 0.53176074 -1.00077852],-0.666603,-0.0624780590163,"[[  3.24205974  -2.17727156  -0.08930987   0.04098292]
 [  7.45602276 -16.60162287   0.           0.        ]]",[ 0.07729355 -0.27562076]
20,[-0.01944719  0.03933217],"[-1.66382635 -1.07625109 -0.43204863 -0.83760268 -0.7991318   0.3839187
  0.65246984 -2.55983498  0.13161057  0.08410336  0.        ]",[ 0.27002975 -1.24400898],-0.659375,-0.0662520975947,"[[  3.41082065  -2.54573255  -0.08930987   0.04098292]
 [  9.41355294 -20.23235452   0.           0.        ]]",[ 0.08320773 -0.26594725]
21,[-0.01944719  0.03933217],"[-1.56579792 -1.27698326 -0.71491279 -0.15848242 -0.79911897  0.38391438
  0.73087156 -3.02230296  0.29054146 -0.18008754  0.        ]",[ 1.05974498  0.52669463],-0.67839,-0.0920302334832,"[[  3.60794688  -2.98608657  -0.08930987   0.04098292]
 [ 10.29612171 -23.79120524   0.           0.        ]]",[ 0.08955005 -0.25661626]
22,[-0.01944719  0.03933217],"[-1.37907986 -1.29045448 -1.02631338  0.1851006  -0.79910614  0.38391006
  1.06460446  0.051618    0.36510876 -0.30468651  0.        ]",[ 1.19097966 -0.7600543 ],-0.718688,-0.10873367263,"[[  3.8515614   -3.19231133  -0.08930987   0.04098292]
 [ 14.05266245  -0.1497784    0.           0.        ]]",[ 0.09828277 -0.23878771]
23,[-0.01944719  0.03933217],"[-1.04426089 -1.29202986 -1.3411769   0.10308496 -0.7990933   0.38390575
  1.39163282  0.52198868  0.32516992 -0.25512905  0.        ]",[-0.54695552 -0.61817817],-0.687418,-0.100338926127,"[[  4.16955089  -3.14321828  -0.08930987   0.04098292]
 [ 17.73394617   3.46784141   0.           0.        ]]",[ 0.10208208 -0.23152164]
