timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.28117123 -0.1404212 ],"[ 1.00798861  2.0406276   0.01112624  0.95581309  1.38009421 -1.47504452
 -0.55440649  0.3463148   0.10016072  1.78052323  0.        ]",[-0.72132347 -1.58846691],-1.84439,-0.205068819006,"[[ 0.0874307   0.09211399  0.15758216 -0.17043653]
 [-0.00205983 -0.00055905  0.          0.        ]]",[-1.20585251 -0.81174856]
1,[-0.28117123 -0.1404212 ],"[ 1.01096764  2.04447161 -0.03309984  0.84089218  1.38008929 -1.47503877
 -0.7275831  -0.20294049  0.10979713  1.69248282  0.        ]",[-1.58489789 -1.20717839],-1.79724,-0.195442915615,"[[ 0.05877561  0.0523862   0.15758216 -0.17043653]
 [-2.85395568 -3.95903199  0.          0.        ]]",[-0.84404862 -0.52963507]
2,[-0.28117123 -0.1404212 ],"[ 1.01242827  2.04340015 -0.18189279  0.49853844  1.38008438 -1.47503303
 -0.96427824 -0.74126429  0.11126675  1.40908586  0.        ]",[ 0.93705313 -0.1181685 ],-1.61108,-0.163772524341,"[[-0.03741247 -0.06572065  0.15758216 -0.17043653]
 [-6.75188799 -7.8387257   0.          0.        ]]",[-0.21036662 -0.10618427]
3,[-0.28117123 -0.1404212 ],"[ 1.00066712  2.01219502 -0.33063683  0.04008545  1.38007946 -1.47502728
 -0.73106869 -0.78485592  0.05725104  1.09268681  0.        ]",[-1.01469934  0.92955527],-1.31174,-0.126459675998,"[[-0.1339176  -0.22564746  0.15758216 -0.17043653]
 [-2.91141698 -8.15290028  0.          0.        ]]",[-0.15649523 -0.07535526]
4,[-0.28117123 -0.1404212 ],"[ 0.97548921  1.96467125 -0.47874211 -0.30591599  1.38007455 -1.47502154
 -0.96788589 -0.25154151 -0.03781096  0.82526626  0.        ]",[ 0.2599045  0.7505127],-1.02727,-0.0926859115857,"[[-0.23127519 -0.35014162  0.15758216 -0.17043653]
 [-6.81135707 -4.3093256   0.          0.        ]]",[ 0.31215852  0.16513297]
5,[-0.28117123 -0.1404212 ],"[ 0.92416721  1.93711227 -0.66315976 -0.45556036  1.38006963 -1.47501579
 -0.89734061  0.17258566 -0.15592786  0.59089228  0.        ]",[-0.16202484 -1.63347257],-0.692362,-0.0617425709878,"[[-0.35584682 -0.40565959  0.15758216 -0.17043653]
 [-5.64965131 -1.25265887  0.          0.        ]]",[ 0.43124551  0.19254065]
6,[-0.28117123 -0.1404212 ],"[ 0.85626111  1.90030332 -0.83058472 -0.62503183  1.38006471 -1.47501005
 -0.92939288 -0.37334958 -0.30356757  0.38545024  0.        ]",[ 0.34574203 -0.25646398],-0.611815,-0.035906918171,"[[-0.47413578 -0.47018921  0.15758216 -0.17043653]
 [-6.17752243 -5.18718833  0.          0.        ]]",[ 0.88656253  0.49060076]
7,[-0.28117123 -0.1404212 ],"[ 0.77829303  1.82400588 -0.97565382 -0.90798502  1.3800598  -1.4750043
 -0.83890562 -0.50006926 -0.50123557  0.20273193  0.        ]",[ 0.04947681  0.72899356],-0.57755,-0.0339116827172,"[[-0.58273543 -0.58309609  0.15758216 -0.17043653]
 [-4.68740916 -6.10045473  0.          0.        ]]",[ 0.98028237  0.51358515]
8,[-0.28117123 -0.1404212 ],"[ 0.70224373  1.7513516  -1.08939118 -1.12329168  1.38005488 -1.47499856
 -0.82146024 -0.08279813 -0.68257996  0.08694357  0.        ]",[ 2.73683831  1.34062356],-0.705724,-0.0551829422201,"[[-0.67360174 -0.67493254  0.15758216 -0.17043653]
 [-4.40014677 -3.09321102  0.          0.        ]]",[ 1.03298235  0.50708461]
9,[-0.28117123 -0.1404212 ],"[ 0.658837    1.73300273 -1.1456729  -1.17163154  1.38004997 -1.47499281
 -0.57601744  0.47492596 -0.76054816  0.04372106  0.        ]",[ 1.74556138  0.62962857],-0.66244,-0.065821312955,"[[-0.72105108 -0.69646798  0.15758216 -0.17043653]
 [-0.35821888  0.92626864  0.          0.        ]]",[ 0.81920487  0.34579903]
10,[-0.28117123 -0.1404212 ],"[ 0.68891567  1.76940879 -1.10724807 -1.07347799  1.38004505 -1.47498707
 -0.33540014  0.81812176 -0.68400788  0.07852322  0.        ]",[ 0.29886437  0.58937862],-0.601092,-0.0553708663919,"[[-0.68845861 -0.65312628  0.15758216 -0.17043653]
 [ 3.60424772  3.399664    0.          0.        ]]",[ 0.38467616  0.03723517]
11,[-0.28117123 -0.1404212 ],"[ 0.76034881  1.8390563  -1.00449781 -0.85751957  1.38004013 -1.47498133
 -0.26798796  1.1325453  -0.51193806  0.18611876  0.        ]",[ 0.97480401 -0.08094312],-0.526024,-0.0344817366281,"[[-0.60523512 -0.56239704  0.15758216 -0.17043653]
 [ 4.71438118  5.66570998  0.          0.        ]]",[ 0.04263026 -0.19232945]
12,[-0.28117123 -0.1404212 ],"[ 0.85686703  1.91028431 -0.82926801 -0.58151908  1.38003522 -1.47497558
 -0.0394764   1.07233161 -0.29163707  0.3960163   0.        ]",[-0.36206996 -1.58916473],-0.466249,-0.0369908817186,"[[-0.47319094 -0.45343677  0.15758216 -0.17043653]
 [ 8.47748929  5.23177535  0.          0.        ]]",[-0.55512345 -0.52728933]
13,[-0.28117123 -0.1404212 ],"[ 0.94122807  1.94541492 -0.61033738 -0.41249552  1.3800303  -1.47496984
 -0.13655317  0.5086402  -0.11837129  0.65656045  0.        ]",[-1.02592659  0.07423663],-0.796179,-0.0705199941929,"[[-0.31968124 -0.38956127  0.15758216 -0.17043653]
 [ 6.87883648  1.16930391  0.          0.        ]]",[-0.6435594  -0.49387428]
14,[-0.28117123 -0.1404212 ],"[ 0.97807664  1.95831863 -0.46648972 -0.34204695  1.38002539 -1.47496409
 -0.38504768  0.54643099 -0.03877354  0.82796655  0.        ]",[-0.93739832  1.02358171],-1.02595,-0.0929382205704,"[[-0.22316268 -0.36344235  0.15758216 -0.17043653]
 [ 2.78665099  1.44166501  0.          0.        ]]",[-0.57869458 -0.43656626]
15,[-0.28117123 -0.1404212 ],"[  9.83512073e-01   1.98800141e+00  -4.39332572e-01  -1.54657028e-01
   1.38002047e+00  -1.47495835e+00  -6.13670341e-01   1.09208021e+00
   4.59298267e-04   9.12371777e-01   0.00000000e+00]",[-1.20207438 -2.48778692],-0.990947,-0.104029626165,"[[-0.20520451 -0.29515333  0.15758216 -0.17043653]
 [-0.97829153  5.37412781  0.          0.        ]]",[-0.53200555 -0.47579682]
16,[-0.28117123 -0.1404212 ],"[ 0.9639478   2.01120366 -0.52819408  0.0321825   1.38001555 -1.4749526
 -0.85262104  0.52810989 -0.00674193  0.86962891  0.        ]",[-0.21944793  0.03819969],-1.04912,-0.0990154706374,"[[-0.26425177 -0.228451    0.15758216 -0.17043653]
 [-4.9133243   1.30965275  0.          0.        ]]",[-0.03449851 -0.14964993]
17,[-0.28117123 -0.1404212 ],"[ 0.9168575   2.0190584  -0.68398118  0.10997943  1.38001064 -1.47494686
 -0.89943579  0.54554338 -0.06381742  0.7198521   0.        ]",[ 0.07932724 -0.64077236],-0.861995,-0.0799089911119,"[[-0.37025364 -0.20099727  0.15758216 -0.17043653]
 [-5.68429503  1.43530044  0.          0.        ]]",[ 0.22042607 -0.02946019]
18,[-0.28117123 -0.1404212 ],"[ 0.85263201  2.01983563 -0.83815002  0.11840288  1.38000572 -1.47494112
 -0.87349067  0.18952998 -0.14807044  0.5534805   0.        ]",[-0.43570588  0.50144415],-0.75429,-0.0578232058167,"[[-0.47965296 -0.19803426  0.15758216 -0.17043653]
 [-5.25706611 -1.13044846  0.          0.        ]]",[ 0.49751419  0.1441218 ]
19,[-0.28117123 -0.1404212 ],"[ 0.76371245  2.01916906 -0.99915849  0.11141853  1.38000081 -1.47493537
 -0.9718864   0.46822752 -0.26252679  0.3785029   0.        ]",[ 0.93589715  1.3206673 ],-0.658206,-0.0348869806488,"[[-0.60105232 -0.20049084  0.15758216 -0.17043653]
 [-6.87746865  0.87809766  0.          0.        ]]",[ 0.79176432  0.2707091 ]
20,[-0.28117123 -0.1404212 ],"[ 0.67827988  2.03229382 -1.12108682  0.27457252  1.37999589 -1.47492963
 -0.73889419  1.01502884 -0.3321746   0.28424784  0.        ]",[-0.9306192  -0.81260311],-0.447197,-0.0251347190065,"[[-0.7001054  -0.14339004  0.15758216 -0.17043653]
 [-3.04061563  4.81884619  0.          0.        ]]",[ 0.52437341  0.00754529]
21,[-0.28117123 -0.1404212 ],"[ 0.58412533  2.04175621 -1.23116488  0.45656473  1.37999098 -1.47492389
 -0.95871438  0.55552716 -0.40221702  0.20263702  0.        ]",[ 0.08233794  0.09738172],-0.487681,-0.0225250415627,"[[-0.7972382  -0.08023912  0.15758216 -0.17043653]
 [-6.66061228  1.50728004  0.          0.        ]]",[ 1.03107178  0.34447336]
22,[-0.28117123 -0.1404212 ],"[ 0.44516554  2.044615   -1.3607093   0.5541472   1.37998606 -1.47491814
 -0.93094114  0.60486583 -0.53651975  0.07731085  0.        ]",[ 0.83324747  1.94728215],-0.545532,-0.0355037666327,"[[-0.92586192 -0.04652582  0.15758216 -0.17043653]
 [-6.20328264  1.86286478  0.          0.        ]]",[ 1.15937662  0.37882715]
23,[-0.28117123 -0.1404212 ],"[ 0.3396417   2.04544912 -1.43913394  0.77626499  1.37998115 -1.4749124
 -0.72341954  1.14898024 -0.60045889  0.0270403   0.        ]",[-0.150808   -0.86700458],-0.370901,-0.0445547239859,"[[-1.01563977  0.03007597  0.15758216 -0.17043653]
 [-2.78587718  5.78424823  0.          0.        ]]",[ 0.88676906  0.10151762]
24,[-0.28117123 -0.1404212 ],"[ 0.26426692  2.03789096 -1.48650894  1.00793951  1.37997623 -1.47490665
 -0.75621579  0.65676943 -0.62686784  0.01088285  0.        ]",[ 1.31607831  0.51134668],-0.461076,-0.0483615246036,"[[-1.0767763   0.11016983  0.15758216 -0.17043653]
 [-3.32598358  2.23695763  0.          0.        ]]",[ 1.08230329  0.26196057]
25,[-0.28117123 -0.1404212 ],"[ 0.2312052   2.02554594 -1.50524285  1.19335818  1.37997132 -1.47490091
 -0.51204626  0.93135027 -0.61866646  0.02159257  0.        ]",[ 0.08744781 -0.13707889],-0.384252,-0.0470736889688,"[[-1.10295297  0.17476368  0.15758216 -0.17043653]
 [ 0.69493784  4.21583981  0.          0.        ]]",[ 0.72477871 -0.01888475]
26,[-0.28117123 -0.1404212 ],"[ 0.25302296  2.00327478 -1.49300451  1.41447476  1.3799664  -1.47489517
 -0.49185759  0.84443568 -0.54730763  0.0854087   0.        ]",[ 0.40794687 -0.81019035],-0.338637,-0.0369603115719,"[[-1.08571864  0.25279591  0.15758216 -0.17043653]
 [ 1.0273883   3.58947106  0.          0.        ]]",[ 0.66068667 -0.05632949]
27,[-0.28117123 -0.1404212 ],"[ 0.29863092  1.98920261 -1.46571698  1.52308755  1.37996149 -1.47488942
 -0.39501636  0.38935582 -0.47957318  0.15015103  0.        ]",[ 0.8876194  -1.87560953],-0.313256,-0.0290013819365,"[[-1.0491702   0.29167908  0.15758216 -0.17043653]
 [ 2.62213794  0.30977792  0.          0.        ]]",[ 0.58317226 -0.04847252]
28,[-0.28117123 -0.1404212 ],"[ 0.40346819  2.00145756 -1.39348341  1.42926962  1.37995657 -1.47488368
 -0.18484796 -0.16110017 -0.3957668   0.22756863  0.        ]",[ 1.86724612  0.01994402],-0.472717,-0.0238693927269,"[[-0.96200211  0.25807188  0.15758216 -0.17043653]
 [ 6.08313496 -3.65727892  0.          0.        ]]",[ 0.33974946 -0.12485719]
29,[-0.28117123 -0.1404212 ],"[ 0.57940546  2.02267824 -1.23610649  1.22662544  1.37995166 -1.47487794
  0.04806199 -0.14030743 -0.25982349  0.38027167  0.        ]",[-0.34040239 -0.44635454],-0.452024,-0.0351099849186,"[[-0.80185665  0.18642982  0.15758216 -0.17043653]
 [ 9.91863432 -3.50743013  0.          0.        ]]",[-0.1730767  -0.39998335]
