timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.32017118 -0.20760995],"[ 0.94273165  1.92994182 -0.05341678  0.88313353 -1.39027912 -0.26949224
 -0.5401347   0.34933706  2.58841743  0.53199378  0.        ]",[-0.63494729 -2.92416951],-3.78513,-0.372744579615,"[[ 0.04288696  0.0311187  -0.16056949 -0.03125915]
 [-0.00461468 -0.00214535  0.          0.        ]]",[-1.92395031 -3.30926704]
1,[-0.32017118 -0.20760995],"[ 0.9438487   1.93052125 -0.09330671  0.76991057 -1.39027564 -0.26949199
 -0.68413364 -0.21583332  2.59135129  0.44341786  0.        ]",[-1.64997596 -3.66963318],-3.73307,-0.372107050525,"[[ 0.01760965 -0.00864181 -0.16056949 -0.03125915]
 [-2.51476358 -3.96071684  0.          0.        ]]",[-1.52360654 -2.91413951]
2,[-0.32017118 -0.20760995],"[ 0.94029751  1.92001437 -0.23447094  0.43441734 -1.39027216 -0.26949175
 -0.90813168 -0.76973612  2.57234742  0.15363561  0.        ]",[-0.85547144 -2.09043866],-3.4882,-0.368156743573,"[[-0.07186211 -0.12678196 -0.16056949 -0.03125915]
 [-6.41943375 -7.84037064  0.          0.        ]]",[-0.80670005 -2.36787486]
3,[-0.32017118 -0.20760995],"[ 0.90456102  1.86311419 -0.48553766 -0.10607415 -1.39026868 -0.2694915
 -1.09491701 -1.31270082  2.43969    -0.32388495  0.        ]",[ 0.32550781 -2.2827361 ],-3.07427,-0.354884245184,"[[ -0.23291835  -0.32174674  -0.16056949  -0.03125915]
 [ -9.67543738 -11.6434245    0.           0.        ]]",[-0.11036122 -1.8151437 ]
4,[-0.32017118 -0.20760995],"[ 0.82187714  1.7068744  -0.75274325 -0.79478637 -1.39026521 -0.26949125
 -1.01003144 -1.84515482  2.12279647 -0.79814184  0.        ]",[-0.48036601 -1.30230197],-2.60847,-0.327452870413,"[[ -0.41157998  -0.59203431  -0.16056949  -0.03125915]
 [ -8.19577591 -15.37288881   0.           0.        ]]",[ 0.28968319 -1.49478924]
5,[-0.32017118 -0.20760995],"[ 0.6942992   1.39549889 -1.00337691 -1.49890308 -1.39026173 -0.26949101
 -1.109791   -2.36688692  1.62266103 -1.10045785  0.        ]",[ 1.39602794 -0.02738185],-2.13325,-0.282213552618,"[[ -0.59294045  -0.9361582   -0.16056949  -0.03125915]
 [ -9.93478208 -19.02730708   0.           0.        ]]",[ 1.01151073 -0.84106463]
6,[-0.32017118 -0.20760995],"[ 0.55147828  0.95006946 -1.19730685 -1.96005989 -1.39025825 -0.26949076
 -0.87166999 -2.32869359  1.09719453 -1.09376162  0.        ]",[ 0.91081821 -0.03940344],-1.70577,-0.225609141239,"[[ -0.74999116  -1.31402137  -0.16056949  -0.03125915]
 [ -5.78397224 -18.75988101   0.           0.        ]]",[ 0.96154559 -0.62608945]
7,[-0.32017118 -0.20760995],"[ 0.47008567  0.46383985 -1.2844654  -2.03419596 -1.39025477 -0.26949052
 -0.65844577 -2.29801944  0.76013548 -0.84727885  0.        ]",[-0.19173689 -1.39127362],-1.45326,-0.175378553841,"[[ -0.82838054  -1.68706451  -0.16056949  -0.03125915]
 [ -2.06714554 -18.54511719   0.           0.        ]]",[ 0.67355931 -0.52994645]
8,[-0.32017118 -0.20760995],"[ 0.41658116 -0.04038277 -1.3349071  -1.67241374 -1.39025129 -0.26949027
 -0.69973352 -2.81087368  0.57881    -0.45716194  0.        ]",[ 0.87881045 -0.44922196],-1.1938,-0.132732791971,"[[ -0.87694313  -2.09400982  -0.16056949  -0.03125915]
 [ -2.78687261 -22.13744988   0.           0.        ]]",[ 0.60433459 -0.27673167]
9,[-0.32017118 -0.20760995],"[ 0.39355576 -0.4747454  -1.35514729 -0.79322829 -1.39024782 -0.26949002
 -0.49708961 -3.00223496  0.5940961   0.00564251  0.        ]",[-0.0043661   0.25424241],-1.10529,-0.118852198752,"[[ -0.8972414   -2.55020927  -0.16056949  -0.03125915]
 [  0.74552394 -23.47798853   0.           0.        ]]",[ 0.22568145 -0.32825801]
10,[-0.32017118 -0.20760995],"[ 0.41013279 -0.68570223 -1.34065421  0.40674482 -1.39024434 -0.26948978
 -0.49895854 -2.28198818  0.79381194  0.39459715  0.        ]",[-0.82944966 -0.06948065],-1.43784,-0.146142003029,"[[ -0.88266119  -3.00500489  -0.16056949  -0.03125915]
 [  0.71293632 -18.43318692   0.           0.        ]]",[ 0.01990864 -0.36514306]
11,[-0.32017118 -0.20760995],"[ 0.38869466 -0.6979368  -1.3593079   0.78672997 -1.39024086 -0.26948953
 -0.68811786  0.35801529  0.88488687  0.49330471  0.        ]",[ 0.08481241 -0.15755507],-1.56233,-0.159763210776,"[[-0.90148394 -3.13885362 -0.16056949 -0.03125915]
 [-2.58442243  0.05848447  0.          0.        ]]",[ 0.21568221 -0.35082138]
12,[-0.32017118 -0.20760995],"[ 0.33282074 -0.69689895 -1.40470094  0.68114969 -1.39023738 -0.26948928
 -0.66591174  0.7112643   0.85785077  0.46982356  0.        ]",[ 0.83224129 -0.78400274],-1.51694,-0.155826780746,"[[-0.94928825 -3.10177104 -0.16056949 -0.03125915]
 [-2.19734935  2.53279025  0.          0.        ]]",[ 0.22963107 -0.42217192]
13,[-0.32017118 -0.20760995],"[ 0.32034263 -0.69324616 -1.41423388  0.55404635 -1.39023391 -0.26948904
 -0.4743872   0.60824257  0.82679505  0.44164409  0.        ]",[-0.46114961 -0.46646512],-1.49324,-0.151298036784,"[[-0.95973829 -3.0570514  -0.16056949 -0.03125915]
 [ 1.14121195  1.81118953  0.          0.        ]]",[ 0.04259673 -0.50674731]
