timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.40571055 -0.25408602],"[ 0.90524286  1.67185514 -0.23233133  0.86619197 -0.3536017   1.47549474
 -0.47803939  0.34157506  1.73591523 -1.80058148  0.        ]",[ 1.90965814 -0.56702187],-3.24618,-0.316261508954,"[[-0.09961043 -0.03700433 -0.04080585  0.16969774]
 [-0.00099771 -0.00398588  0.          0.        ]]",[ 2.36286402 -0.58925617]
1,[-0.40571055 -0.25408602],"[  9.10184245e-01   1.67047087e+00  -1.70952598e-01   8.05665369e-01
  -3.53601478e-01   1.47549208e+00  -2.41124303e-01  -1.78029111e-04
   1.74077278e+00  -1.74046795e+00   0.00000000e+00]",[ 2.08276674  0.50924985],-3.1751,-0.313160544984,"[[-0.05993092 -0.05962524 -0.04080585  0.16969774]
 [ 3.95577268 -2.25061219  0.          0.        ]]",[ 2.22504354 -0.48937631]
2,[-0.40571055 -0.25408602],"[ 0.91035373  1.66825982  0.01208502  0.74060775 -0.35360125  1.47548941
 -0.00899472  0.31310782  1.74741337 -1.51233283  0.        ]",[ 1.26259871 -1.24259038],-3.16362,-0.301005694074,"[[ 0.05808206 -0.08397406 -0.04080585  0.16969774]
 [ 7.83261945 -0.1911245   0.          0.        ]]",[ 1.96864879 -0.79306436]
3,[-0.40571055 -0.25408602],"[ 0.86327059  1.66245103  0.31028185  0.62466607 -0.35360103  1.47548675
  0.21868379 -0.28886021  1.71382847 -1.14195816  0.        ]",[ 2.10660419 -1.13978647],-2.96496,-0.279342769284,"[[  0.25288612  -0.12750089  -0.04080585   0.16969774]
 [ 11.63512819  -4.14835619   0.           0.        ]]",[ 1.72353995 -0.60351825]
4,[-0.40571055 -0.25408602],"[ 0.704039    1.63360986  0.69712312  0.30413582 -0.3536008   1.47548408
  0.44186289 -0.87888806  1.59646629 -0.71915355  0.        ]",[ 1.11756162 -0.45418974],-2.6614,-0.250113566488,"[[  0.5229862   -0.24938507  -0.04080585   0.16969774]
 [ 15.36249201  -8.02709795   0.           0.        ]]",[ 1.37794864 -0.41858518]
5,[-0.40571055 -0.25408602],"[ 0.36149798  1.55955066  1.10503663 -0.14263029 -0.35360057  1.47548141
  0.66059231 -1.1284258   1.34867927 -0.26975126  0.        ]",[ 0.95795405  0.37869611],-2.29782,-0.210248089254,"[[  0.86688759  -0.42638674  -0.04080585   0.16969774]
 [ 19.01554316  -9.66752308   0.           0.        ]]",[ 0.57776946 -0.21909496]
6,[-0.40571055 -0.25408602],"[-0.20418101  1.44997579  1.40937973 -0.55342519 -0.35360035  1.47547875
  0.86498628 -0.87125606  0.91069664  0.16202905  0.        ]",[-1.57394292 -0.13569553],-1.78476,-0.155040691002,"[[  1.2814478   -0.60277619  -0.04080585   0.16969774]
 [ 22.42917939  -7.97694157   0.           0.        ]]",[-0.86982834 -0.29312623]
7,[-0.40571055 -0.25408602],"[-0.82972597  1.319625    1.46362149 -0.89201623 -0.35360012  1.47547608
  0.60158538 -0.92856822  0.39458525  0.38895525  0.        ]",[-1.39713247  0.13236509],-1.12687,-0.0974949144655,"[[  1.6858943   -0.76609458  -0.04080585   0.16969774]
 [ 18.03008015  -8.35370776   0.           0.        ]]",[-1.27948248  0.12422135]
8,[-0.40571055 -0.25408602],"[ -1.30529978e+00   1.16825837e+00   1.33103597e+00  -1.17606133e+00
  -3.53599894e-01   1.47547342e+00   3.43355625e-01  -8.23351625e-01
   1.37332012e-03   3.97350679e-01   0.00000000e+00]",[-1.75060385 -0.01725636],-0.936036,-0.0540992032735,"[[  2.00322554  -0.92622821  -0.04080585   0.16969774]
 [ 13.71734245  -7.66203827   0.           0.        ]]",[-1.28925538  0.33668453]
9,[-0.40571055 -0.25408602],"[-1.61399165  1.00610838  1.14381586 -1.39557626 -0.35359967  1.47547075
  0.09022129 -0.81040962 -0.24017957  0.31228227  0.        ]",[-0.14625216  0.49327303],-0.910314,-0.025363253741,"[[ 2.23515593 -1.07861465 -0.04080585  0.16969774]
 [ 9.48970372 -7.57696491  0.          0.        ]]",[-1.12967014  0.50537837]
