timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.314789970419,"[[ 0.06207253  0.02176766 -0.10423289  0.04213456]
 [-0.00455602  0.00046358  0.          0.        ]]",[ 0.4930954   2.36641741],-2.87172,"[ 0.95599125  1.31947432  0.20181762 -1.33243071 -0.91515203  0.37887464
  0.28965127 -0.31365911  2.87087576 -0.72540799  0.        ]",[-0.46870846 -0.56454366],[ 0.2197897   2.01621197]
1,-0.313699228872,"[[ 0.07069044  0.06150128 -0.10423289  0.04213456]
 [ 0.86346353  3.95970516  0.          0.        ]]",[ 0.27694386  1.82779622],-2.90412,"[ 0.95505998  1.31713996  0.2146594  -1.23582767 -0.91515088  0.37887435
  0.35869248  0.43051928  2.86387675 -0.61710177  0.        ]",[-0.46870846 -0.56454366],[ 0.14307781  2.12488626]
2,-0.309736729668,"[[ 0.09345228  0.17963453 -0.10423289  0.04213456]
 [ 1.4109142   7.84068631  0.          0.        ]]",[ 0.28199852  1.59821868],-2.98645,"[ 0.95202295  1.29711355  0.24853749 -0.95060428 -0.91514974  0.37887405
  0.40223592  1.15998674  2.82727019 -0.30973718  0.        ]",[-0.46870846 -0.56454366],[ 0.20064892  1.56143071]
3,-0.300673085479,"[[  0.12934114   0.37461566  -0.10423289   0.04213456]
 [  2.17547925  11.64475      0.           0.        ]]",[ 0.67453754  1.61366057],-3.08487,"[ 0.94553122  1.22200804  0.30180007 -0.49494702 -0.91514859  0.37887375
  0.46304842  1.8749927   2.71650393  0.16648295  0.        ]",[-0.46870846 -0.56454366],[ 0.86580057  1.18535689]
4,-0.281292322608,"[[  0.20677589   0.64491273  -0.10423289   0.04213456]
 [  5.5569196   15.37254113   0.           0.        ]]",[ 0.79816109  1.38375783],-3.05571,"[ 0.92446266  1.03658281  0.41578625  0.07744159 -0.91514744  0.37887346
  0.73200481  2.57565364  2.43778244  0.82352925  0.        ]",[-0.46870846 -0.56454366],[ 1.24470976  1.38835242]
5,-0.243949820603,"[[  0.35650963   0.98902362  -0.10423289   0.04213456]
 [  9.40401056  19.0263696    0.           0.        ]]",[ 0.16016196  0.450046  ],-2.81992,"[ 0.85681837  0.6845537   0.63039317  0.64775505 -0.91514629  0.37887316
  1.03799808  3.26239743  1.86123458  1.50794312  0.        ]",[-0.46870846 -0.56454366],[ 1.16489926  0.21337264]
6,-0.185989324224,"[[  0.58245239   1.37423387  -0.10423289   0.04213456]
 [ 13.17800171  19.4930811    0.           0.        ]]",[-1.3475951  -0.94079512],-2.14797,"[ 0.69086337  0.18508348  0.93067576  1.00122676 -0.91514515  0.37887287
  1.33817596  3.3500915   1.01740194  1.76878573  0.        ]",[-0.46870846 -0.56454366],[-2.36083792 -0.19156522]
7,-0.122175859132,"[[  0.80372693   1.75261481  -0.10423289   0.04213456]
 [  8.96319711  18.34883282   0.           0.        ]]",[-0.97153878 -2.05855775],-1.29344,"[ 0.46132276 -0.34528328  1.18437104  1.0079729  -0.915144    0.37887257
  1.00293237  3.13499956  0.30394361  1.34294631  0.        ]",[-0.46870846 -0.56454366],[-1.48002116 -1.96861534]
8,-0.0751217656626,"[[  0.94152569   2.07622089  -0.10423289   0.04213456]
 [  4.83004137  14.02617773   0.           0.        ]]",[-0.43728453 -2.90724158],-0.861662,"[ 0.28972499 -0.77305445  1.31655215  0.74382338 -0.91514285  0.37887228
  0.67418377  2.32252368 -0.00635387  0.66736313  0.        ]",[-0.46870846 -0.56454366],[ 0.30720555 -1.58124677]
9,-0.050983301409,"[[ 1.04938139  2.31422892 -0.10423289  0.04213456]
 [ 5.95167849  9.78875084  0.          0.        ]]",[-1.16139901 -3.85665679],-0.465993,"[ 0.1425725  -1.04469652  1.404152    0.40600823 -0.9151417   0.37887198
  0.76339711  1.52607595 -0.08594477  0.1043197   0.        ]",[-0.46870846 -0.56454366],[-1.6404007  -4.56978078]
