timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.402951637311,"[[-0.00206095 -0.03621895 -0.16835639  0.13442795]
 [ 0.00047704  0.00308813  0.          0.        ]]",[ 1.08116591  1.84648347],-1.85525,"[ 0.99208195  1.88342886  0.03931818 -0.93702294 -1.47179578  1.15091724
  0.60824528 -0.32433902  2.47838384 -1.29334803  0.        ]",[-0.14721276 -0.20910597],[-0.69622447  1.72839272]
1,-0.403444450827,"[[ -2.97004473e-02   3.58079613e-03  -1.68356385e-01   1.34427946e-01]
 [ -2.75524609e+00   3.96368306e+00   0.00000000e+00   0.00000000e+00]]",[ 1.15201926  1.74307895],-1.85458,"[ 0.99145515  1.88427337 -0.00370189 -0.83270691 -1.47178779  1.15091266
  0.43628353  0.2216138   2.47834762 -1.30584711  0.        ]",[-0.14721276 -0.20910597],[ 0.48422984  3.64002043]
2,-0.401251222538,"[[-0.06505436  0.12178726 -0.16835639  0.13442795]
 [-0.78668833  7.84403453  0.          0.        ]]",[ 1.04426491  1.63219571],-1.93821,"[ 0.98907364  1.87446785 -0.05867329 -0.52361787 -1.47177981  1.15090807
  0.55912312  0.75650458  2.47607624 -1.25695406  0.        ]",[-0.14721276 -0.20910597],[ 0.96727246  2.3285671 ]
3,-0.389654971335,"[[ -0.04225408   0.3168228   -0.16835639   0.13442795]
 [  3.05399195  11.64685371   0.           0.        ]]",[ 0.68039745  1.43484092],-1.96426,"[ 0.99080705  1.81840741 -0.0232314  -0.02537078 -1.47177183  1.15090349
  0.79878514  1.28070444  2.44814039 -1.03015164  0.        ]",[-0.14721276 -0.20910597],[-0.13196238  1.15027727]
4,-0.366079100509,"[[  1.29720687e-02   5.87176223e-01  -1.68356385e-01   1.34427946e-01]
 [  2.47065996e+00   1.53760569e+01   0.00000000e+00   0.00000000e+00]]",[ 0.41423377  1.17050076],-1.92018,"[ 0.991952    1.66264948  0.06272028  0.61024381 -1.47176385  1.15089891
  0.76238225  1.79474885  2.33838947 -0.69844658  0.        ]",[-0.14721276 -0.20910597],[ 1.12508378  2.15233912]
5,-0.325564581767,"[[  0.10158844   0.93135721  -0.16835639   0.13442795]
 [  6.37829502  19.02988156   0.           0.        ]]",[-0.14018421  0.72321582],-1.81331,"[ 0.98474496  1.3507266   0.20040016  1.26146545 -1.47175586  1.15089432
  1.00622145  2.29838891  2.08321575 -0.33725994  0.        ]",[-0.14721276 -0.20910597],[ 0.02212721 -0.22753162]
6,-0.270470469328,"[[  0.22879221   1.299134    -0.16835639   0.13442795]
 [  6.34220977  17.75205072   0.           0.        ]]",[-0.29957509  0.43785536],-1.51636,"[ 0.95505032  0.91623213  0.395594    1.68324108 -1.47174788  1.15088974
  1.00396622  2.12222643  1.69071547 -0.0919629   0.        ]",[-0.14721276 -0.20910597],[-0.6727082   0.96909531]
7,-0.215602531015,"[[  0.32768425   1.68915325  -0.16835639   0.13442795]
 [  3.55630359  21.23823343   0.           0.        ]]",[-0.2573522  -0.01665446],-1.14825,"[ 0.91648178  0.40500303  0.54356019  1.76102867 -1.4717399   1.15088516
  0.83011883  2.6027414   1.28981619 -0.10209066  0.        ]",[-0.14721276 -0.20910597],[ 0.40180847 -0.10140458]
8,-0.173135299653,"[[  0.41408729   2.10566811  -0.16835639   0.13442795]
 [  5.0789156   20.41600855   0.           0.        ]]",[-0.30873391 -0.38781387],-0.76541,"[ 0.872011   -0.11315308  0.66888058  1.41323024 -1.47173192  1.15088058
  0.92512936  2.489373    0.96048368 -0.33983762  0.        ]",[-0.14721276 -0.20910597],[-0.87920397 -0.74559247]
9,-0.16384108664,"[[  0.47975573   2.48031291  -0.16835639   0.13442795]
 [  1.49950864  17.0596351    0.           0.        ]]",[-0.01156116 -0.52309996],-0.831113,"[ 0.8317023  -0.48290215  0.76104968  0.76780452 -1.47172393  1.15087599
  0.70176668  2.02670777  0.80253541 -0.67571382  0.        ]",[-0.14721276 -0.20910597],[ 1.04077646 -0.22420819]
10,-0.180541502952,"[[  0.54917867   2.80920992  -0.16835639   0.13442795]
 [  5.42967302  15.83416621   0.           0.        ]]",[-0.21085653 -0.64986461],-1.13828,"[ 0.78318674 -0.68937057  0.85511195  0.01326313 -1.47171595  1.15087141
  0.94701254  1.85777405  0.78320537 -1.0043497   0.        ]",[-0.14721276 -0.20910597],[ 1.59790266  0.5013112 ]
11,-0.203425694287,"[[ 0.69642112  3.09443867 -0.16835639  0.13442795]
 [ 9.28135827  6.23209592  0.          0.        ]]",[-0.53256279 -0.58586425],-1.41229,"[ 0.66129746 -0.76030972  1.04112194 -0.71854605 -1.47170797  1.15086683
  1.18735938  0.53422186  0.84259055 -1.23767975  0.        ]",[-0.14721276 -0.20910597],[-0.58370712 -1.52506978]
12,-0.212600731067,"[[ 0.85701232  3.11389466 -0.16835639  0.13442795]
 [ 6.786178   -1.9864096   0.          0.        ]]",[-0.44502664 -0.41798186],-1.46402,"[ 0.50157775 -0.76127078  1.21922871 -0.76951091 -1.47169999  1.15086224
  1.03165233 -0.59861835  0.8824213  -1.30532592  0.        ]",[-0.14721276 -0.20910597],[ 0.59188007 -1.63093945]
13,-0.205183992987,"[[ 1.01489853  3.03483409 -0.16835639  0.13442795]
 [ 8.99507728 -5.90658828  0.          0.        ]]",[-0.66948885 -0.25437731],-1.41612,"[ 0.3211932  -0.75424391  1.36483459 -0.56277586 -1.47169201  1.15085766
  1.16948656 -1.13897323  0.83599305 -1.27018212  0.        ]",[-0.14721276 -0.20910597],[ 1.33063724 -1.64413967]
14,-0.191054568018,"[[  1.23273591   2.87814867  -0.16835639   0.13442795]
 [ 12.77603367  -9.74917643   0.           0.        ]]",[-0.9579376   0.01172623],-1.32854,"[ 0.04272023 -0.71612879  1.51111658 -0.15945658 -1.47168403  1.15085308
  1.4054172  -1.66862638  0.73242351 -1.22261118  0.        ]",[-0.14721276 -0.20910597],[ 0.11153301 -0.6237932 ]
15,-0.173840471015,"[[  1.49014652   2.66031748  -0.16835639   0.13442795]
 [ 12.96437812 -12.02637945   0.           0.        ]]",[-1.0216403   0.27837074],-1.21747,"[-0.31394356 -0.61148522  1.59415824  0.37140107 -1.47167605  1.1508485
  1.41716287 -1.98249931  0.57557245 -1.19679794  0.        ]",[-0.14721276 -0.20910597],[-1.42340122 -0.09397593]
16,-0.15788195678,"[[  1.70713383   2.41844178  -0.16835639   0.13442795]
 [  8.74847    -12.160702     0.           0.        ]]",[-0.85409325  0.52358997],-1.09352,"[-0.621435   -0.43065275  1.58476299  0.89265692 -1.47166807  1.15084391
  1.15407967 -2.00099708  0.40064765 -1.18904414  0.        ]",[-0.14721276 -0.20910597],[-0.44226394  0.05716025]
17,-0.143815983997,"[[  1.86279755   2.17991254  -0.16835639   0.13442795]
 [  6.82435221 -11.69375612   0.           0.        ]]",[-0.7861473   0.68767369],-1.09799,"[-0.8372733  -0.19570831  1.53330339  1.30790527 -1.47166008  1.15083933
  1.03400841 -1.93661816  0.23579553 -1.17105019  0.        ]",[-0.14721276 -0.20910597],[-0.8852243   1.85620017]
18,-0.133178689286,"[[ 1.9627684   1.98808911 -0.16835639  0.13442795]
 [ 3.18489799 -7.50251245  0.          0.        ]]",[-0.68730903  0.62310719],-1.05983,"[-0.97099341  0.02504578  1.48112622  1.55440935 -1.4716521   1.15083475
  0.80689922 -1.35889909  0.11133786 -1.14232119  0.        ]",[-0.14721276 -0.20910597],[-2.67771672  1.9699724 ]
19,-0.124424995503,"[[ 1.98611665  1.87926055 -0.16835639  0.13442795]
 [-0.83665228 -3.39401668  0.          0.        ]]",[-0.58066428  0.51417452],-0.904399,"[-1.00148873  0.15958573  1.46684263  1.65561807 -1.47164412  1.15083017
  0.5559476  -0.79259107  0.04802653 -1.09098291  0.        ]",[-0.14721276 -0.20910597],[-1.30291165  0.105021  ]
20,-0.111802286935,"[[ 1.92983759  1.81623079 -0.16835639  0.13442795]
 [-4.77809298 -2.91057901  0.          0.        ]]",[-0.40141496  0.6203205 ],-0.905698,"[-0.92747209  0.23978448  1.49990976  1.70077714 -1.47163614  1.15082558
  0.30999531 -0.72595317  0.02704073 -0.98178399  0.        ]",[-0.14721276 -0.20910597],[-0.68418149  1.73189053]
