timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.304744888631,"[[ 0.03736966 -0.00232826 -0.04471265 -0.1599239 ]
 [-0.0009774   0.00103458  0.          0.        ]]",[-5.38681412 -2.26429367],-3.89322,"[ 0.99996424  1.24370234  0.12634624 -1.32919905 -0.39763102 -1.38304415
  0.24303104 -0.30246581  2.35963022  2.99723236  0.        ]",[-0.55958891 -0.62053412],[-6.2225272  -3.57774752]
1,-0.297981126785,"[[ -2.32475241e-03  -4.20201727e-02  -4.47126533e-02  -1.59923896e-01]
 [ -3.95530461e+00  -3.95703913e+00   0.00000000e+00   0.00000000e+00]]",[-5.01521111 -1.83302248],-3.76755,"[ 1.00107434  1.24243537  0.06823384 -1.42246244 -0.39763081 -1.38304228
 -0.12387553 -1.07930123  2.35996205  2.75157159  0.        ]",[-0.55958891 -0.62053412],[-5.69587766 -1.6700615 ]
2,-0.275952328121,"[[-0.12032166 -0.16008756 -0.04471265 -0.1599239 ]
 [-7.83150871 -7.83676935  0.          0.        ]]",[-4.05527306 -0.46019199],-3.55153,"[ 0.98952767  1.22531538 -0.10412596 -1.69839642 -0.39763059 -1.38304041
 -0.48353331 -1.84075774  2.3027528   2.02900229  0.        ]",[-0.55958891 -0.62053412],[-3.67778089  0.04364543]
3,-0.237616417961,"[[ -0.31509164  -0.31351687  -0.04471265  -0.1599239 ]
 [-11.6328719   -7.50724715   0.           0.        ]]",[-2.4911325   1.26730788],-3.07997,"[ 0.92242688  1.17360369 -0.38215842 -2.04861344 -0.39763038 -1.38303854
 -0.83624663 -1.77608028  2.05889965  0.99888289  0.        ]",[-0.55958891 -0.62053412],[-1.63118192  1.36350071]
4,-0.187171514198,"[[ -0.58515041  -0.42242615  -0.04471265  -0.1599239 ]
 [-15.36057561  -3.39734747   0.           0.        ]]",[-0.55960441  2.8172276 ],-2.17124,"[ 0.73529226  1.11729127 -0.73713922 -2.2873395  -0.39763016 -1.38303666
 -1.18212476 -0.96944634  1.57007757 -0.0184963   0.        ]",[-0.55958891 -0.62053412],[-0.45367111  3.39178382]
5,-0.132258078702,"[[ -0.90733677  -0.44996025  -0.04471265  -0.1599239 ]
 [-16.85304409   0.63053084   0.           0.        ]]",[ 1.33365321  3.57041693],-1.79736,"[ 0.38737537  1.10056183 -1.08204567 -2.34598846 -0.39762995 -1.38303479
 -1.32060352 -0.17891116  0.90364208 -0.75482518  0.        ]",[-0.55958891 -0.62053412],[ 1.16610165  3.2731313 ]
6,-0.0889421180976,"[[ -1.20137445  -0.39775848  -0.04471265  -0.1599239 ]
 [-12.56498682   4.5764519    0.           0.        ]]",[ 1.79977727  2.88404393],-1.68247,"[-0.01962967  1.13143166 -1.29388654 -2.23415504 -0.39762974 -1.38303292
 -0.92273042  0.59553849  0.29892654 -1.08228792  0.        ]",[-0.55958891 -0.62053412],[ 2.36906044  3.44448906]
7,-0.0686406404315,"[[-1.41050205 -0.26742453 -0.04471265 -0.1599239 ]
 [-8.36179645  8.44402033  0.          0.        ]]",[ 1.52121329  1.6789881 ],-1.62382,"[-0.34148233  1.19258093 -1.37390095 -1.94480067 -0.39762952 -1.38303105
 -0.53273223  1.35460901 -0.03650974 -1.17667437  0.        ]",[-0.55958891 -0.62053412],[ 1.03408315  1.80235281]
8,-0.0674363158071,"[[ -1.53640189  -0.06050903  -0.04471265  -0.1599239 ]
 [ -4.24193131  12.23488384   0.           0.        ]]",[ 0.43542817  0.14929281],-1.58517,"[-0.54152786  1.24106388 -1.39180501 -1.46583429 -0.39762931 -1.38302918
 -0.1504656   2.09862119 -0.07882979 -1.21181753  0.        ]",[-0.55958891 -0.62053412],[ 0.15517984  1.21001081]
9,-0.0768695466666,"[[ -1.61425385   0.22148343  -0.04471265  -0.1599239 ]
 [ -3.54555068  15.9519722    0.           0.        ]]",[-0.37289363 -1.11883843],-1.55086,"[-0.66586652  1.20856639 -1.39128665 -0.80735979 -0.3976291  -1.38302731
 -0.08585103  2.8281461   0.09093685 -1.17822205  0.        ]",[-0.55958891 -0.62053412],[-0.33618043 -1.10090163]
