timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.076741854413,"[[ 0.04517435 -0.08053586  0.17613232  0.06957498]
 [ 0.00304397  0.00451324  0.          0.        ]]",[ 0.85501277  0.96355802],-1.23029,"[ 0.87296894  1.68816441  0.1510978  -1.55061912  1.51980364  0.61367342
  0.47602632 -0.34619734 -0.14971673 -1.2964033   0.        ]",[-0.2794252  -0.36011836],[-0.21087778  1.2966476 ]
1,-0.074433489529,"[[ 0.03684935 -0.0407154   0.17613232  0.06957498]
 [-0.83275694  3.96433502  0.          0.        ]]",[ 0.79588199  0.44758952],-1.24243,"[ 0.87351352  1.6914814   0.13797711 -1.44832032  1.51979429  0.61367185
  0.43157681  0.29449858 -0.14874817 -1.26007387  0.        ]",[-0.2794252  -0.36011836],[ 0.89892611  1.00608951]
2,-0.0592074190485,"[[ 0.05602318  0.07749772  0.17613232  0.06957498]
 [ 2.73826143  7.84405179  0.          0.        ]]",[-0.14220494 -0.24142909],-1.21166,"[ 0.87208318  1.68847112  0.16818778 -1.14430072  1.51978494  0.61367028
  0.6214851   0.92223206 -0.15886809 -1.02562208  0.        ]",[-0.2794252  -0.36011836],[-0.09150695  1.01129198]
3,-0.031332202996,"[[  0.10659907   0.27255004   0.17613232   0.06957498]
 [  2.32075762  11.64849907   0.           0.        ]]",[-0.59891868 -0.66234595],-1.08538,"[ 0.86549259  1.64166471  0.24769185 -0.65074892  1.51977558  0.61366871
  0.59928034  1.53778069 -0.22759345 -0.5960238   0.        ]",[-0.2794252  -0.36011836],[-2.02294171  0.25022966]
4,-0.013811320313,"[[  0.11286163   0.51316231   0.17613232   0.06957498]
 [ -1.68119672  12.41017144   0.           0.        ]]",[-0.26412472 -0.6724413 ],-0.915581,"[ 0.86438982  1.51485141  0.25751026 -0.08004315  1.51976623  0.61366714
  0.38645157  1.66100709 -0.3520493  -0.25962663  0.        ]",[-0.2794252  -0.36011836],[-0.50135897 -0.24503883]
5,-0.0159796780511,"[[  0.05967708   0.74917247   0.17613232   0.06957498]
 [ -3.63081241  11.19487681   0.           0.        ]]",[ 0.0196778  -0.65138561],-0.909247,"[ 0.87173587  1.32311166  0.17394006  0.40921016  1.51975687  0.61366557
  0.28276833  1.46436542 -0.47297005 -0.12386021  0.        ]",[-0.2794252  -0.36011836],[-0.43284447 -0.06800799]
6,-0.0197188344576,"[[ -0.02939824   0.96814914   0.17613232   0.06957498]
 [ -5.27130018  10.70440362   0.           0.        ]]",[ 0.36000896 -0.7971248 ],-0.88332,"[ 0.87389511  1.09482878  0.03349758  0.77674418  1.51974752  0.61366399
  0.19552488  1.38500014 -0.5755637  -0.12024414  0.        ]",[-0.2794252  -0.36011836],[-0.18283485 -0.13769749]
7,-0.023503588245,"[[-0.14103433  1.1746411   0.17613232  0.06957498]
 [-5.89027518  9.94730439  0.          0.        ]]",[ 0.64283133 -0.96066469],-0.833103,"[ 0.85866069  0.8451261  -0.14186411  1.03079849  1.51973817  0.61366242
  0.16260669  1.26249684 -0.66709205 -0.19427372  0.        ]",[-0.2794252  -0.36011836],[ 1.1896336  -0.83092116]
8,-0.0316230914763,"[[-0.21796011  1.33858975  0.17613232  0.06957498]
 [-1.81582425  6.45923228  0.          0.        ]]",[ 0.23804748 -0.96495062],-0.806866,"[ 0.83663593  0.63020187 -0.2612257   1.16104703  1.51972881  0.61366085
  0.37929076  0.69813212 -0.76006325 -0.23617468  0.        ]",[-0.2794252  -0.36011836],[ 0.75179895 -0.57639113]
9,-0.0423690666004,"[[-0.22406026  1.44358606  0.17613232  0.06957498]
 [ 1.19579673  4.04844861  0.          0.        ]]",[-0.19697386 -0.97768897],-0.810764,"[ 0.83448852  0.48771164 -0.27061335  1.20932066  1.51971946  0.61365928
  0.53945184  0.30807135 -0.85632399 -0.18581909  0.        ]",[-0.2794252  -0.36011836],[-0.44271804 -1.39760642]
10,-0.0475256724093,"[[-0.21795181  1.48402647  0.17613232  0.06957498]
 [-0.57907322  0.00905116  0.          0.        ]]",[ 0.23056    -0.24106169],-0.819302,"[ 0.83663353  0.43222844 -0.26121185  1.22042867  1.51971011  0.61365771
  0.44506056 -0.34549573 -0.90105875 -0.15477782  0.        ]",[-0.2794252  -0.36011836],[ 0.0408233  -1.02823197]
11,-0.0420436489578,"[[-0.22778958  1.44447751  0.17613232  0.06957498]
 [-0.4052665  -3.95074993  0.          0.        ]]",[ 0.46048093  0.58994979],-0.86246,"[ 0.83314337  0.48648938 -0.27634539  1.20959954  1.51970076  0.61365614
  0.45430286 -0.98618241 -0.85434684 -0.19229993  0.        ]",[-0.2794252  -0.36011836],[ 1.30792155  2.45722432]
12,-0.0415726498938,"[[-0.19611726  1.40596696  0.17613232  0.06957498]
 [ 3.55926706  0.08622865  0.          0.        ]]",[-0.43576604 -0.39631414],-0.840981,"[ 0.84382675  0.53906495 -0.2275054   1.19521749  1.5196914   0.61365457
  0.66514164 -0.33300418 -0.84129232 -0.15323212  0.        ]",[-0.2794252  -0.36011836],[ 0.92558428  1.2151524 ]
13,-0.0607551609716,"[[-0.08889557  1.44739381  0.17613232  0.06957498]
 [ 7.15101119  4.04324902  0.          0.        ]]",[-1.5471077 -1.379601 ],-0.833479,"[ 0.86823631  0.48249392 -0.06016929  1.21052331  1.51968205  0.613653
  0.85615406  0.30723666 -0.97551508  0.05701792  0.        ]",[-0.2794252  -0.36011836],[-2.22264224 -1.08865343]
14,-0.0800217449116,"[[ 0.01300864  1.48773431  0.17613232  0.06957498]
 [ 3.05298579  0.00428319  0.          0.        ]]",[-1.05400777 -0.54618084],-0.950402,"[ 0.87443085  0.42712552  0.10038852  1.22121585  1.5196727   0.61365143
  0.63821218 -0.34626387 -1.11876105  0.22798705  0.        ]",[-0.2794252  -0.36011836],[-1.48947814  0.36656027]
15,-0.0845668567881,"[[ 0.0337532   1.50238924  0.17613232  0.06957498]
 [-0.9651494   1.45637126  0.          0.        ]]",[-0.56872821 -0.60857522],-0.985132,"[ 0.87365014  0.4069598   0.13310116  1.2240639   1.51966335  0.61364986
  0.42451951 -0.11131666 -1.15608369  0.25943058  0.        ]",[-0.2794252  -0.36011836],[-1.31415212  0.25402305]
16,-0.0796821965326,"[[-0.02506697  1.54132617  0.17613232  0.06957498]
 [-4.90376967  2.4340388   0.          0.        ]]",[ 0.16164216 -0.59210521],-0.9685,"[ 0.87405694  0.35329588  0.04033236  1.22896009  1.51965399  0.61364829
  0.21505577  0.04686959 -1.1351075   0.17688201  0.        ]",[-0.2794252  -0.36011836],[ 0.48223755 -1.49498532]
17,-0.0695296621365,"[[-0.10301366  1.54979128  0.17613232  0.06957498]
 [-2.89756249 -1.57415615  0.          0.        ]]",[ 0.27973703  0.07278979],-0.890261,"[ 0.86605546  0.3416175  -0.08233778  1.22950412  1.51964464  0.61364671
  0.32174921 -0.6016549  -1.06762218  0.06006603  0.        ]",[-0.2794252  -0.36011836],[-0.80954162  0.60844471]
18,-0.0570442587691,"[[-0.19253841  1.54279795  0.17613232  0.06957498]
 [-6.04444366  0.86666654  0.          0.        ]]",[ 0.92457891 -0.16799957],-0.877023,"[ 0.84491819  0.35126431 -0.22196852  1.22905743  1.51963529  0.61364514
  0.15439122 -0.20672888 -0.98091205 -0.08724652  0.        ]",[-0.2794252  -0.36011836],[ 0.80242157  0.65131549]
19,-0.0519571253382,"[[-0.2803702   1.58582758  0.17613232  0.06957498]
 [-2.74969285  3.4277899   0.          0.        ]]",[ 0.50713563 -0.90077299],-0.871715,"[ 0.81192597  0.29189064 -0.35661607  1.22976965  1.51962594  0.61364357
  0.32961258  0.20766175 -0.95502157 -0.22152008  0.        ]",[-0.2794252  -0.36011836],[ 1.44916351  0.36578492]
20,-0.0595640706381,"[[-0.29511174  1.66822764  0.17613232  0.06957498]
 [ 1.26223472  4.80763596  0.          0.        ]]",[-0.23288566 -1.49452901],-0.891191,"[ 0.80521378  0.17839368 -0.37891253  1.21784868  1.51961659  0.613642
  0.54297468  0.43092097 -1.02770277 -0.21746403  0.        ]",[-0.2794252  -0.36011836],[ 0.78051888 -1.37086939]
21,-0.0713986103487,"[[-0.2391163   1.72369283  0.17613232  0.06957498]
 [ 4.32708178  0.75239287  0.          0.        ]]",[-0.7237128 -1.1511538],-0.93061,"[ 0.82891345  0.10246232 -0.29372745  1.20002513  1.51960724  0.61364043
  0.70596845 -0.22522109 -1.1287968  -0.11895098  0.        ]",[-0.2794252  -0.36011836],[-0.15919687 -0.69703207]
22,-0.0791331761705,"[[-0.15975175  1.71089993  0.17613232  0.06957498]
 [ 3.61174332 -2.02243076  0.          0.        ]]",[-0.67602319 -0.56647372],-0.936728,"[ 0.85412248  0.11992657 -0.17104976  1.20482583  1.51959789  0.61363886
  0.66792324 -0.67418938 -1.18325146 -0.00619961  0.        ]",[-0.2794252  -0.36011836],[ 0.44159712 -1.18672709]
23,-0.0823044791932,"[[-0.07069325  1.631122    0.17613232  0.06957498]
 [ 5.28850903 -5.94231308  0.          0.        ]]",[-0.94125307  0.21055646],-0.892191,"[ 0.87053621  0.22943535 -0.03154466  1.22535647  1.51958854  0.61363729
  0.75709553 -1.30842553 -1.18321505  0.11610873  0.        ]",[-0.2794252  -0.36011836],[-1.47813599  0.14112304]
24,-0.0803097350775,"[[-0.00568284  1.51906873  0.17613232  0.06957498]
 [ 1.22612487 -5.26523737  0.          0.        ]]",[-0.45048207  0.54552746],-0.956414,"[ 0.87451352  0.38398193  0.0709113   1.22658989  1.51957919  0.61363572
  0.54104654 -1.19886839 -1.13179792  0.20340353  0.        ]",[-0.2794252  -0.36011836],[-0.34635018  0.5222292 ]
25,-0.0736276251919,"[[ 0.0048404   1.43555953  0.17613232  0.06957498]
 [-0.16915308 -3.09291811  0.          0.        ]]",[-0.33049557  0.37465101],-0.8909,"[ 0.87451776  0.49868431  0.08751069  1.20652789  1.51956984  0.61363415
  0.46684104 -0.84738197 -1.0559538   0.20752374  0.        ]",[-0.2794252  -0.36011836],[-1.80711766  0.87451352]
26,-0.0643351502131,"[[-0.0382211   1.40906604  0.17613232  0.06957498]
 [-4.12382785  0.43181119  0.          0.        ]]",[ 0.26245654  0.00037098],-0.94257,"[ 0.8733623   0.53483991  0.01959892  1.19643557  1.51956049  0.61363258
  0.25652051 -0.27707592 -0.98504955  0.13072865  0.        ]",[-0.2794252  -0.36011836],[ 0.62906109  0.71729709]
27,-0.0597481661032,"[[-0.09490812  1.44610739  0.17613232  0.06957498]
 [-1.55342019  3.26290392  0.          0.        ]]",[-0.12518847 -0.73897153],-0.870601,"[ 0.86731271  0.48424894 -0.06961087  1.21003503  1.51955114  0.61363101
  0.39322095  0.18099876 -0.96854672  0.04638267  0.        ]",[-0.2794252  -0.36011836],[-0.95092813 -0.50164782]
28,-0.0550794388929,"[[-0.16342187  1.49079487  0.17613232  0.06957498]
 [-5.28554918  1.21264976  0.          0.        ]]",[ 0.73650289 -0.19719315],-0.867183,"[ 0.85315838  0.42290825 -0.17676525  1.22177857  1.51954179  0.61362944
  0.19473547 -0.15073573 -0.95275673 -0.05566227  0.        ]",[-0.2794252  -0.36011836],[ 1.45138288 -1.04035699]
29,-0.0453323561869,"[[-0.22836957  1.47507074  0.17613232  0.06957498]
 [-1.22273986 -2.77176381  0.          0.        ]]",[ 0.50962472  0.36187419],-0.807146,"[ 0.83288328  0.44452225 -0.27723846  1.21822186  1.51953244  0.61362787
  0.41080658 -0.79541972 -0.88392443 -0.17795545  0.        ]",[-0.2794252  -0.36011836],[ 0.46389599 -0.18686824]
30,-0.0378700174979,"[[-0.23416039  1.41275848  0.17613232  0.06957498]
 [ 0.63744989 -3.45718032  0.          0.        ]]",[ 0.31494725  0.47697267],-0.800096,"[ 0.83075181  0.52980551 -0.28612934  1.19792629  1.51952309  0.61362629
  0.50973583 -0.90631854 -0.81862323 -0.22198006  0.        ]",[-0.2794252  -0.36011836],[ 1.04905736  0.91682825]
