Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward
18000.0,-10.3262176514,0.326738568845,18000.0,-10.149936676,0.614645554951,18000.0,-10.1758470535,0.343214564735,18000.0,-9.64609241486,0.753494711144,18000.0,-10.221909523,0.691595210669,18000.0,-10.1591730118,0.542980693721,18000.0,-10.1416540146,0.922284736624,18000.0,-10.1198530197,0.612387561446,18000.0,-10.240860939,0.674652419246,18000.0,-9.7468252182,0.613797924981,18000.0,-10.6971607208,0.572701527579,18000.0,-9.67522335052,0.589680947596,18000.0,-9.93788051605,0.895453502991,18000.0,-10.0529441833,0.645275157889,18000.0,-10.3913106918,0.610015652523
19000.0,-10.5104198456,0.321333170991,19000.0,-10.0650777817,0.613032546506,19000.0,-10.0261945724,0.343683333589,19000.0,-9.73881816864,0.750300848622,19000.0,-10.5140266418,0.683904149982,19000.0,-10.0319232941,0.540895056868,19000.0,-10.1546010971,0.919616672017,19000.0,-9.89057159424,0.62095910396,19000.0,-10.1890459061,0.675362657168,19000.0,-9.73597335815,0.612952667193,19000.0,-10.6575450897,0.573836579024,19000.0,-9.96139621735,0.586298657811,19000.0,-10.0007839203,0.895573940861,19000.0,-10.1208972931,0.642157040642,19000.0,-10.2676496506,0.610646926353
20000.0,-10.2942905426,0.320912828769,20000.0,-10.1858501434,0.611146121902,20000.0,-9.88351249695,0.345295463424,20000.0,-9.48237037659,0.74966286776,20000.0,-10.5358200073,0.680617537778,20000.0,-9.8796415329,0.538773177907,20000.0,-10.1778898239,0.915101600487,20000.0,-9.7931804657,0.625325816263,20000.0,-10.491399765,0.6720384926,20000.0,-9.7869644165,0.609413828816,20000.0,-10.7313814163,0.574737375944,20000.0,-10.0473022461,0.58533123619,20000.0,-10.3079433441,0.893401277106,20000.0,-10.1237602234,0.643655696803,20000.0,-10.3190937042,0.610919975919
21000.0,-10.3901281357,0.31949667901,21000.0,-10.0156097412,0.610676401851,21000.0,-9.60628318787,0.34941414464,21000.0,-9.34950065613,0.749730157381,21000.0,-10.51242733,0.67685178979,21000.0,-9.63288784027,0.538483570103,21000.0,-10.4581947327,0.905956132452,21000.0,-9.79726314545,0.626919199115,21000.0,-10.8096075058,0.66911041122,21000.0,-10.0517654419,0.604049807276,21000.0,-10.4560317993,0.578088335029,21000.0,-10.0174818039,0.585479983313,21000.0,-10.385307312,0.892742687409,21000.0,-10.3026399612,0.642808965854,21000.0,-10.0684957504,0.614306004593
22000.0,-10.0957269669,0.320697956145,22000.0,-10.3162527084,0.606701596674,22000.0,-9.73688697815,0.349725796648,22000.0,-9.6450586319,0.745315870284,22000.0,-10.6302804947,0.674692106613,22000.0,-9.5278339386,0.538444037534,22000.0,-10.4335069656,0.901151042075,22000.0,-9.99060440063,0.626614600595,22000.0,-10.8853302002,0.669460364814,22000.0,-10.1842594147,0.601598175724,22000.0,-10.3869953156,0.578260249091,22000.0,-9.98908996582,0.585712126512,22000.0,-10.1272268295,0.892970825074,22000.0,-10.0477571487,0.647175959653,22000.0,-9.95895576477,0.617139557181
23000.0,-9.90709590912,0.321325433642,23000.0,-10.2528514862,0.607075455489,23000.0,-9.73775005341,0.350703116692,23000.0,-10.0552864075,0.741217849293,23000.0,-10.7852039337,0.672453134686,23000.0,-9.36342906952,0.539391032959,23000.0,-10.1185312271,0.899590746466,23000.0,-10.2284002304,0.623409327444,23000.0,-10.6687402725,0.672900606651,23000.0,-10.1925363541,0.600084284213,23000.0,-10.1672439575,0.580266110328,23000.0,-10.0641050339,0.582572924531,23000.0,-10.0384149551,0.891486399986,23000.0,-10.1020298004,0.647503394965,23000.0,-10.0279750824,0.617831701933
24000.0,-9.77941703796,0.322416990873,24000.0,-10.3798923492,0.607116439279,24000.0,-9.86340045929,0.350929390158,24000.0,-10.0629453659,0.741718734272,24000.0,-10.3917140961,0.675941112256,24000.0,-9.40297412872,0.538117905584,24000.0,-10.1100883484,0.898049216938,24000.0,-10.2254571915,0.625896604541,24000.0,-10.6076450348,0.673960080755,24000.0,-10.5094566345,0.593880955075,24000.0,-10.0958566666,0.580216237959,24000.0,-9.92546844482,0.583265555176,24000.0,-10.1024274826,0.889976321631,24000.0,-10.1822919846,0.647173745218,24000.0,-9.93831729889,0.62066262347
25000.0,-9.89300918579,0.321543637624,25000.0,-10.1219167709,0.607392519636,25000.0,-10.1344280243,0.349006177505,25000.0,-10.3609161377,0.739338504422,25000.0,-10.4349794388,0.674945456511,25000.0,-9.41104125977,0.536447243197,25000.0,-10.0376739502,0.898031477334,25000.0,-10.1508665085,0.631215056544,25000.0,-10.4074630737,0.674762685477,25000.0,-10.4368343353,0.59440187656,25000.0,-10.0816602707,0.578921012481,25000.0,-10.1611442566,0.58058675019,25000.0,-10.0912742615,0.890044539058,25000.0,-10.266582489,0.645931425973,25000.0,-9.78776741028,0.623140359874
26000.0,-9.79327392578,0.319589903317,26000.0,-10.284318924,0.605792458683,26000.0,-10.4184293747,0.345439488895,26000.0,-10.4133176804,0.736674773674,26000.0,-10.56524086,0.672746492668,26000.0,-9.85638999939,0.529302330522,26000.0,-9.91191673279,0.899523621978,26000.0,-10.227891922,0.631642508897,26000.0,-10.2339744568,0.675029813851,26000.0,-10.3103475571,0.593247539368,26000.0,-10.0736455917,0.578456098249,26000.0,-10.4459848404,0.576474202029,26000.0,-9.95113658905,0.890508982908,26000.0,-10.1307649612,0.646743628944,26000.0,-9.91883945465,0.622881223662
27000.0,-9.84143543243,0.316753520197,27000.0,-10.2376270294,0.603864278418,27000.0,-10.3445892334,0.344728001041,27000.0,-10.4781103134,0.733589175607,27000.0,-10.3233327866,0.674957926563,27000.0,-9.81129169464,0.528540212144,27000.0,-9.92091464996,0.89841678295,27000.0,-9.85540485382,0.636182176785,27000.0,-10.1908826828,0.672629891217,27000.0,-10.0858364105,0.593864147055,27000.0,-10.01948452,0.579953770964,27000.0,-10.2799711227,0.576838765897,27000.0,-10.0334186554,0.890368906581,27000.0,-10.4450244904,0.642495634124,27000.0,-9.94379901886,0.622670873375
28000.0,-10.0114164352,0.312138460285,28000.0,-10.2900686264,0.602047197589,28000.0,-10.4791078568,0.342574124026,28000.0,-10.3361606598,0.733431824424,28000.0,-10.3153924942,0.675949841293,28000.0,-9.76941680908,0.528381799825,28000.0,-10.1712846756,0.897331192844,28000.0,-9.93608570099,0.63993705919,28000.0,-10.1100187302,0.671412550593,28000.0,-10.1451921463,0.591176796369,28000.0,-10.1001873016,0.580383419606,28000.0,-10.3525295258,0.575086272426,28000.0,-9.97907924652,0.889953835173,28000.0,-10.2547512054,0.643722000842,28000.0,-9.72893047333,0.627348725724
29000.0,-10.0720663071,0.308386275962,29000.0,-10.1379384995,0.601537514609,29000.0,-10.480219841,0.341226017169,29000.0,-10.3116388321,0.731371134757,29000.0,-10.613202095,0.671818616853,29000.0,-9.98138809204,0.52527893965,29000.0,-10.3475370407,0.892565643712,29000.0,-9.79727268219,0.642325294338,29000.0,-9.94490528107,0.670948779578,29000.0,-10.0627880096,0.589012350565,29000.0,-10.236084938,0.578829731484,29000.0,-10.3467750549,0.570354540056,29000.0,-9.89252090454,0.890145593515,29000.0,-10.0336313248,0.644766568937,29000.0,-9.92835140228,0.62514883275
30000.0,-10.0013475418,0.305656550045,30000.0,-10.4615898132,0.597858460014,30000.0,-10.352232933,0.341317514507,30000.0,-10.3370218277,0.728111595219,30000.0,-10.4974985123,0.671620888585,30000.0,-10.2374668121,0.523026429285,30000.0,-10.4941263199,0.88866375539,30000.0,-9.80419540405,0.641971058688,30000.0,-9.77785396576,0.67064746652,30000.0,-10.1726284027,0.588393505199,30000.0,-10.0685367584,0.580385603797,30000.0,-10.0990867615,0.569037433802,30000.0,-9.83934116364,0.889978064438,30000.0,-10.3284540176,0.640253658956,30000.0,-9.75898742676,0.626146201699
31000.0,-10.1817312241,0.303762565265,31000.0,-10.4566488266,0.596833690965,31000.0,-10.064863205,0.342918606116,31000.0,-10.329117775,0.726146269165,31000.0,-10.1961193085,0.674102792721,31000.0,-9.76175117493,0.53009298192,31000.0,-10.5451374054,0.883246359135,31000.0,-9.90709590912,0.64150682375,31000.0,-9.70006561279,0.669338942826,31000.0,-10.3869457245,0.586547648933,31000.0,-10.0384988785,0.581775113535,31000.0,-10.0714874268,0.566424839149,31000.0,-9.85576152802,0.889760837028,31000.0,-10.4375934601,0.637416753388,31000.0,-9.82245731354,0.627395571808
32000.0,-10.5280799866,0.301161795162,32000.0,-10.1616954803,0.601714571554,32000.0,-10.0313777924,0.341933256424,32000.0,-10.0541095734,0.727033275378,32000.0,-10.2785615921,0.672234986707,32000.0,-9.91249084473,0.52634002015,32000.0,-10.725815773,0.877459949276,32000.0,-10.0847644806,0.640712552231,32000.0,-9.69331550598,0.669033899225,32000.0,-10.4048509598,0.586169633762,32000.0,-10.0804052353,0.580687932285,32000.0,-10.1026678085,0.563213457051,32000.0,-9.88779067993,0.889492430607,32000.0,-10.3442802429,0.638367541259,32000.0,-9.91217708588,0.62655983411
33000.0,-10.3822021484,0.303028269369,33000.0,-10.1099681854,0.601095108785,33000.0,-9.98529243469,0.342432537943,33000.0,-9.7625541687,0.727917105247,33000.0,-9.95169258118,0.673178761838,33000.0,-10.2634391785,0.521135493864,33000.0,-10.6126499176,0.87618071498,33000.0,-9.7323102951,0.644880677295,33000.0,-9.83412265778,0.666868139882,33000.0,-10.1859884262,0.589339636537,33000.0,-10.1704177856,0.582177368778,33000.0,-10.028175354,0.562545655281,33000.0,-9.95122337341,0.888599794706,33000.0,-10.3916254044,0.635992936514,33000.0,-10.24177742,0.623265803028
34000.0,-10.3122663498,0.304883083822,34000.0,-9.98906993866,0.602238596371,34000.0,-9.99063205719,0.341037269605,34000.0,-9.88296318054,0.72545451036,34000.0,-10.113940239,0.671192152596,34000.0,-10.3532657623,0.519431550788,34000.0,-10.3876914978,0.876915531163,34000.0,-9.97241306305,0.645664572253,34000.0,-10.0705461502,0.663890808165,34000.0,-10.014421463,0.593213694475,34000.0,-10.1791381836,0.583560052917,34000.0,-9.93111228943,0.564002508756,34000.0,-9.82249355316,0.888724412479,34000.0,-10.5590782166,0.633863768507,34000.0,-10.1058340073,0.624190951861
35000.0,-10.0726823807,0.307861909385,35000.0,-9.79175758362,0.604848636354,35000.0,-10.0149707794,0.339527797303,35000.0,-9.835729599,0.726506588715,35000.0,-9.94979095459,0.670825507077,35000.0,-10.2793836594,0.520208429246,35000.0,-10.3049659729,0.874537845109,35000.0,-9.98107910156,0.648289919558,35000.0,-10.3226909637,0.66071453809,35000.0,-10.1486358643,0.588593243472,35000.0,-10.4023370743,0.58166913475,35000.0,-9.90587997437,0.562608428466,35000.0,-9.65970802307,0.889275259874,35000.0,-10.3921422958,0.636155987689,35000.0,-10.2821865082,0.625279760975
36000.0,-9.92297744751,0.307543281062,36000.0,-9.68798732758,0.606119831024,36000.0,-10.2270183563,0.335335121351,36000.0,-10.2372112274,0.722591451825,36000.0,-10.0090923309,0.669905113293,36000.0,-10.4383964539,0.517036281309,36000.0,-10.0322818756,0.878084476355,36000.0,-9.91831684113,0.651816633781,36000.0,-10.2898263931,0.661200548878,36000.0,-9.85860729218,0.592260468677,36000.0,-10.398352623,0.581852106281,36000.0,-9.77654743195,0.562982218364,36000.0,-9.90335941315,0.88758156336,36000.0,-10.3114385605,0.638691923661,36000.0,-9.97616386414,0.628558741555
37000.0,-10.0484848022,0.305302458874,37000.0,-9.79746627808,0.603474409531,37000.0,-10.4752969742,0.332537632423,37000.0,-10.4495153427,0.720355305814,37000.0,-10.0809278488,0.668759037541,37000.0,-10.2869005203,0.519222982402,37000.0,-9.58689594269,0.886144310418,37000.0,-9.90082740784,0.653958580486,37000.0,-10.1020069122,0.661244024047,37000.0,-9.61145019531,0.596317202585,37000.0,-10.4511861801,0.582890416249,37000.0,-9.5837392807,0.566206444544,37000.0,-9.68547821045,0.888165169855,37000.0,-10.1728229523,0.640633122729,37000.0,-10.115401268,0.629609088274
38000.0,-10.1123228073,0.305326315699,38000.0,-10.2251501083,0.599317468007,38000.0,-10.5639152527,0.32974398553,38000.0,-10.5970172882,0.718919525132,38000.0,-10.1364784241,0.668495607685,38000.0,-10.1077737808,0.521114622923,38000.0,-9.65070343018,0.884386773568,38000.0,-10.1359920502,0.652252991392,38000.0,-10.093996048,0.660883345143,38000.0,-9.58564376831,0.596127889862,38000.0,-10.1082687378,0.584316420184,38000.0,-9.54372119904,0.565791318413,38000.0,-9.56775665283,0.889227247671,38000.0,-10.1014375687,0.642473511279,38000.0,-9.95398712158,0.630046444737
39000.0,-9.9447183609,0.307139541902,39000.0,-10.4428930283,0.597071800313,39000.0,-10.695977211,0.328261895346,39000.0,-10.3644962311,0.721906290041,39000.0,-10.0472402573,0.669152779445,39000.0,-10.0559844971,0.520156016861,39000.0,-9.57159805298,0.885573554871,39000.0,-9.93769073486,0.654837219639,39000.0,-10.1023006439,0.661016999007,39000.0,-9.71036052704,0.594356563561,39000.0,-9.95002269745,0.584917482345,39000.0,-9.65578651428,0.564393936652,39000.0,-9.61719417572,0.888443105037,39000.0,-10.0984268188,0.643377022048,39000.0,-10.1937141418,0.626591495909
40000.0,-9.97683048248,0.307698834012,40000.0,-10.4054536819,0.597339091314,40000.0,-10.5549154282,0.329789967974,40000.0,-10.3976669312,0.722597266977,40000.0,-10.224978447,0.668017770864,40000.0,-9.91850948334,0.519151109276,40000.0,-9.60214042664,0.885557245313,40000.0,-10.0421972275,0.65381086937,40000.0,-10.1610765457,0.662152339434,40000.0,-9.49284553528,0.599132355252,40000.0,-9.84119224548,0.586090347602,40000.0,-9.54242420197,0.567052887584,40000.0,-9.80140018463,0.886848720173,40000.0,-10.0516424179,0.642916011187,40000.0,-9.92533588409,0.62791009833
41000.0,-9.79077720642,0.3128084932,41000.0,-10.3790435791,0.597180982524,41000.0,-10.3574123383,0.332685215332,41000.0,-10.1175098419,0.726144094591,41000.0,-10.3482942581,0.667095662449,41000.0,-10.1224718094,0.515597737627,41000.0,-9.4771232605,0.888792257857,41000.0,-9.84528827667,0.655974537159,41000.0,-10.2684421539,0.661791588789,41000.0,-9.55847549438,0.598609272373,41000.0,-9.67986488342,0.587163604632,41000.0,-9.37816905975,0.568670246848,41000.0,-9.7233915329,0.886827147625,41000.0,-10.1704092026,0.638994118721,41000.0,-10.1695957184,0.62382871413
42000.0,-9.44914340973,0.318423121861,42000.0,-10.3033819199,0.596778987814,42000.0,-10.181016922,0.333555913839,42000.0,-9.95539569855,0.728123347691,42000.0,-10.3423051834,0.667096987392,42000.0,-10.1542606354,0.514286393866,42000.0,-9.81150627136,0.882346622533,42000.0,-9.74165725708,0.657952356098,42000.0,-10.3184537888,0.66404063967,42000.0,-9.56993675232,0.59684381998,42000.0,-9.602435112,0.58637738675,42000.0,-9.68738555908,0.565092084825,42000.0,-9.62373447418,0.886614617292,42000.0,-10.2121772766,0.634937962726,42000.0,-10.0788850784,0.623304733662
43000.0,-9.24394035339,0.32134837703,43000.0,-10.0151796341,0.59870305974,43000.0,-10.0928974152,0.333004571738,43000.0,-9.90452575684,0.728675836038,43000.0,-10.5043935776,0.664345989917,43000.0,-10.0860919952,0.515751543298,43000.0,-9.68308734894,0.885057518371,43000.0,-9.63595676422,0.659778475915,43000.0,-10.4058523178,0.663492178164,43000.0,-9.79653835297,0.592287702247,43000.0,-9.78463077545,0.584316283672,43000.0,-9.81023597717,0.562649538571,43000.0,-9.55714130402,0.886224689061,43000.0,-10.4490346909,0.63169912655,43000.0,-10.2664928436,0.620564159736
44000.0,-9.55484867096,0.318064785894,44000.0,-9.78353977203,0.600253322649,44000.0,-9.88462162018,0.334932622508,44000.0,-10.0147390366,0.726983162447,44000.0,-10.1112823486,0.667161208161,44000.0,-10.191450119,0.514251938012,44000.0,-9.86004066467,0.883075674661,44000.0,-9.85081386566,0.656425956269,44000.0,-10.3659753799,0.663245424292,44000.0,-9.54113101959,0.597550189106,44000.0,-9.6594543457,0.585050763522,44000.0,-10.086353302,0.559414910494,44000.0,-9.65466403961,0.884997051681,44000.0,-10.5333509445,0.627745135533,44000.0,-9.92156887054,0.62649947602
