Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward
1000.0,-10.2203044891,0.0953798921614,1000.0,-10.3474550247,1.0,1000.0,-10.7483453751,0.972329670469
2000.0,-10.3443078995,0.381259360855,2000.0,-10.1254529953,0.819551714117,2000.0,-10.6699514389,1.0
3000.0,-10.2043981552,0.374544113911,3000.0,-10.1346979141,0.711911831933,3000.0,-10.4705505371,0.91998236508
4000.0,-10.3246002197,0.349208540158,4000.0,-10.0293626785,0.656167713713,4000.0,-10.5053949356,0.836146333127
5000.0,-10.3199033737,0.337245302192,5000.0,-10.1317558289,0.626053256466,5000.0,-10.3296127319,0.774610003039
6000.0,-10.4578723907,0.386045094392,6000.0,-9.99412345886,0.528091454515,6000.0,-10.1407823563,0.677121520173
7000.0,-10.32006073,0.318746745492,7000.0,-9.87980461121,0.500654023116,7000.0,-9.93876457214,0.567298021293
8000.0,-10.2441043854,0.309127824261,8000.0,-10.0292663574,0.497042765451,8000.0,-9.70314884186,0.512758921903
9000.0,-9.93738174438,0.319644041859,9000.0,-10.1068429947,0.497345342812,9000.0,-9.54858493805,0.490756187414
10000.0,-10.0117025375,0.322219512822,10000.0,-9.96486473083,0.490144379534,10000.0,-9.75557899475,0.481281285209
11000.0,-9.75274753571,0.314447990452,11000.0,-10.1429395676,0.479582192818,11000.0,-9.89966487885,0.478038460078
12000.0,-9.87745571136,0.306250553038,12000.0,-10.4264860153,0.471262700459,12000.0,-10.0154151917,0.473918952792
13000.0,-9.83888053894,0.302763411838,13000.0,-10.3719940186,0.468457795366,13000.0,-10.2903289795,0.469422389892
14000.0,-9.8755531311,0.293613425316,14000.0,-10.4536981583,0.461092885981,14000.0,-10.495300293,0.463975161727
15000.0,-9.81043434143,0.287721719465,15000.0,-10.7029123306,0.457973866936,15000.0,-10.6139631271,0.456313048322
16000.0,-9.8620929718,0.284095936702,16000.0,-10.5187587738,0.459758812363,16000.0,-10.7301778793,0.451193072628
17000.0,-9.81989765167,0.280214329666,17000.0,-10.5974054337,0.457898306659,17000.0,-10.571893692,0.450628400704
18000.0,-9.93515777588,0.276806805426,18000.0,-10.4331035614,0.456902541013,18000.0,-10.5079698563,0.448643541669
19000.0,-10.0947656631,0.277069204976,19000.0,-10.3405246735,0.459455362354,19000.0,-10.3100709915,0.449433732957
20000.0,-10.2153491974,0.275304124546,20000.0,-10.079583168,0.462961998096,20000.0,-10.0315275192,0.450618095732
21000.0,-10.4215927124,0.268880228775,21000.0,-10.142663002,0.464619760798,21000.0,-9.78909301758,0.450360648681
22000.0,-10.170258522,0.272167155243,22000.0,-10.0124101639,0.467605136306,22000.0,-9.88945674896,0.448092972617
23000.0,-10.5310583115,0.267870184194,23000.0,-9.97794246674,0.469448092939,23000.0,-9.79759311676,0.447020622602
24000.0,-10.434422493,0.266686888627,24000.0,-10.0005998611,0.468971041632,24000.0,-9.74762439728,0.447077008773
25000.0,-10.3078479767,0.266319590421,25000.0,-10.0275440216,0.466208696237,25000.0,-10.0148582458,0.442869390184
26000.0,-10.1932086945,0.268896794403,26000.0,-10.1222438812,0.461478749373,26000.0,-9.76730060577,0.445829600841
27000.0,-10.4478826523,0.262443131472,27000.0,-9.9529876709,0.461805032388,27000.0,-9.70459842682,0.445098935322
28000.0,-10.0425872803,0.261433800488,28000.0,-9.97172546387,0.460644968373,28000.0,-9.78733921051,0.442194351256
29000.0,-10.1059045792,0.257496787798,29000.0,-9.80149269104,0.461006085332,29000.0,-9.9048576355,0.438068817967
30000.0,-9.99080085754,0.25679659692,30000.0,-9.81666374207,0.462323338423,30000.0,-9.60922336578,0.437308275626
31000.0,-9.86256599426,0.253630726968,31000.0,-9.75009250641,0.463594012821,31000.0,-9.9272441864,0.429096251472
32000.0,-9.96188926697,0.248173346403,32000.0,-9.79035568237,0.462150265518,32000.0,-9.96747875214,0.425776860655
33000.0,-9.91329479218,0.250828842095,33000.0,-9.99003410339,0.459233501112,33000.0,-10.0357055664,0.422442126318
34000.0,-9.93621063232,0.247884390876,34000.0,-10.1211490631,0.456743942889,34000.0,-10.1745595932,0.417544175919
35000.0,-9.78562355042,0.251042971954,35000.0,-10.2569561005,0.450491558112,35000.0,-10.4306964874,0.414732032763
36000.0,-9.72966861725,0.252744287458,36000.0,-10.228770256,0.449142233135,36000.0,-10.424279213,0.413861300655
37000.0,-9.5424413681,0.25462374718,37000.0,-10.223241806,0.446832753035,37000.0,-10.3283185959,0.41325401628
38000.0,-9.64042186737,0.249708801742,38000.0,-10.0776548386,0.445111791262,38000.0,-10.2118635178,0.412593535972
39000.0,-9.56131362915,0.249708037174,39000.0,-10.0828447342,0.443406008796,39000.0,-9.93303012848,0.413268093834
40000.0,-9.74315643311,0.243000588819,40000.0,-10.0217103958,0.445760994789,40000.0,-10.0237998962,0.408549657556
41000.0,-9.79503726959,0.239394328011,41000.0,-10.0998449326,0.444505515708,41000.0,-10.0574865341,0.407380562343
42000.0,-9.89988327026,0.238245132152,42000.0,-10.1489343643,0.443533719915,42000.0,-10.0517292023,0.408211517768
43000.0,-9.86896038055,0.235397781001,43000.0,-10.2945642471,0.44221127896,43000.0,-10.2278156281,0.404259548556
44000.0,-9.99913597107,0.229951767007,44000.0,-10.1067113876,0.446953627061,44000.0,-10.4314680099,0.400270866301
45000.0,-9.7706193924,0.23076261628,45000.0,-9.97154331207,0.447830488148,45000.0,-10.2062854767,0.402030661721
46000.0,-9.78310871124,0.228664949007,46000.0,-9.95142364502,0.446114906383,46000.0,-10.0474233627,0.401272651315
47000.0,-9.61463546753,0.227780854171,47000.0,-9.95942115784,0.446368839511,47000.0,-10.1545705795,0.397820131408
48000.0,-9.6598815918,0.228158652436,48000.0,-9.83888530731,0.449424619456,48000.0,-10.285112381,0.396496436303
49000.0,-9.52702236176,0.231493848596,49000.0,-10.1584644318,0.442689266966,49000.0,-10.0685367584,0.402156498842
50000.0,-9.86680698395,0.224826055807,50000.0,-10.2380971909,0.442337532995,50000.0,-10.137553215,0.40251841349
51000.0,-9.96106529236,0.225430879637,51000.0,-10.0750780106,0.447576218768,51000.0,-10.1292858124,0.405241128736
52000.0,-10.0547208786,0.228096518589,52000.0,-9.90251064301,0.45236996515,52000.0,-10.1945962906,0.405477560735
53000.0,-9.90616035461,0.229264573777,53000.0,-9.82421302795,0.454909456563,53000.0,-9.71464157104,0.413620842881
54000.0,-9.87644195557,0.232278804518,54000.0,-9.59186172485,0.461009351765,54000.0,-9.87837219238,0.412535782557
55000.0,-9.92282962799,0.233142816716,55000.0,-9.74613952637,0.459327234924,55000.0,-9.82966423035,0.414055094884
56000.0,-9.98129940033,0.228816078508,56000.0,-9.77177524567,0.460316916039,56000.0,-9.92256546021,0.413329721107
57000.0,-9.88346290588,0.228186176866,57000.0,-10.1952409744,0.453189519554,57000.0,-9.85305595398,0.41449580332
58000.0,-9.95120239258,0.224105221609,58000.0,-10.3921642303,0.450600327124,58000.0,-10.0070943832,0.413556151967
59000.0,-9.98626995087,0.219118050031,59000.0,-10.5940103531,0.448893343763,59000.0,-9.78117275238,0.415513463559
60000.0,-9.96500396729,0.216112739243,60000.0,-10.4815149307,0.452881946474,60000.0,-9.54325389862,0.418386575686
61000.0,-9.81583976746,0.218497017371,61000.0,-10.4637031555,0.45437111961,61000.0,-9.43904876709,0.419560025826
62000.0,-10.029671669,0.213475491229,62000.0,-10.2547225952,0.46045174446,62000.0,-9.38795661926,0.42063508501
63000.0,-10.1595716476,0.212816943794,63000.0,-10.0226421356,0.467076958919,63000.0,-9.3470659256,0.420087579598
64000.0,-10.2021198273,0.214653128997,64000.0,-9.87096595764,0.471169927362,64000.0,-9.46479701996,0.417068121685
65000.0,-10.0794820786,0.220856166716,65000.0,-9.74751567841,0.474319120881,65000.0,-9.5886297226,0.41468382474
66000.0,-10.1540155411,0.220346353135,66000.0,-9.68776416779,0.475561077891,66000.0,-9.65138530731,0.413646744566
67000.0,-10.1168994904,0.218336254322,67000.0,-9.61228847504,0.476810992827,67000.0,-9.79214000702,0.410622045549
68000.0,-10.0931024551,0.216832401104,68000.0,-9.72859477997,0.473547890469,68000.0,-9.74924278259,0.410481978959
69000.0,-10.0396814346,0.215323246888,69000.0,-9.69353675842,0.473295158234,69000.0,-9.536444664,0.413773239989
70000.0,-10.0648088455,0.209939519656,70000.0,-9.92825698853,0.467396124634,70000.0,-9.75280570984,0.409833550658
71000.0,-9.89655590057,0.210744558217,71000.0,-10.403719902,0.456619161952,71000.0,-9.61996078491,0.410502487625
72000.0,-9.78742694855,0.214982861457,72000.0,-10.2658939362,0.457024952184,72000.0,-9.47065258026,0.410860351179
73000.0,-9.60052967072,0.217494363609,73000.0,-10.2824678421,0.457316393249,73000.0,-9.2022485733,0.413908698459
74000.0,-9.64620685577,0.214310704719,74000.0,-10.3467979431,0.456577210707,74000.0,-9.33120155334,0.410492942234
75000.0,-9.55542087555,0.21650587983,75000.0,-10.1499071121,0.46233204891,75000.0,-9.15699291229,0.412177843045
76000.0,-9.62998485565,0.216133382564,76000.0,-9.70012569427,0.473375610154,76000.0,-9.06213855743,0.413535035637
77000.0,-9.6981678009,0.214498788313,77000.0,-9.74313545227,0.475929144027,77000.0,-9.31503391266,0.410749604385
78000.0,-9.74227809906,0.218879963725,78000.0,-9.7704668045,0.476250455339,78000.0,-9.51820087433,0.407201326733
79000.0,-9.64251041412,0.227905886436,79000.0,-9.85221481323,0.473180248649,79000.0,-9.44417381287,0.409658543378
80000.0,-9.62795448303,0.231511586562,80000.0,-9.84057044983,0.472732323034,80000.0,-9.4869184494,0.410174146422
81000.0,-9.60943603516,0.233521940232,81000.0,-10.0677852631,0.46936686444,81000.0,-9.5251531601,0.410309883404
82000.0,-9.5005569458,0.238636743603,82000.0,-10.1220531464,0.468132176845,82000.0,-9.11958599091,0.416296286919
83000.0,-9.30967521667,0.243463101159,83000.0,-10.1538276672,0.46669826887,83000.0,-8.93283176422,0.419853122508
84000.0,-9.32766532898,0.243923064941,84000.0,-10.0676898956,0.471502166814,84000.0,-9.05660629272,0.416281323188
85000.0,-9.21981525421,0.249576480601,85000.0,-10.1385507584,0.474097587884,85000.0,-8.97940158844,0.416279424238
86000.0,-9.42662906647,0.251044857887,86000.0,-10.1544628143,0.475119949338,86000.0,-9.13383769989,0.412801483714
87000.0,-9.31883907318,0.256524003137,87000.0,-10.2540645599,0.475194268692,87000.0,-9.09481143951,0.414566621514
88000.0,-9.5454416275,0.253859281666,88000.0,-10.1407909393,0.478890461616,88000.0,-9.4393119812,0.409817219683
89000.0,-9.42973804474,0.256112818758,89000.0,-9.94049358368,0.484334668461,89000.0,-9.49009227753,0.409926953704
90000.0,-9.63445568085,0.250874257401,90000.0,-9.94532680511,0.482895356461,90000.0,-9.37034416199,0.412671013153
91000.0,-9.32447528839,0.251130591384,91000.0,-9.86277961731,0.484546642339,91000.0,-9.20065593719,0.415811826663
92000.0,-9.54342651367,0.239954297217,92000.0,-9.95458889008,0.482191208012,92000.0,-9.46595191956,0.411272347483
93000.0,-9.41020965576,0.239832170308,93000.0,-9.91867256165,0.484212993838,93000.0,-9.33410263062,0.412429188136
94000.0,-9.39638710022,0.240823967212,94000.0,-10.029712677,0.482121283932,94000.0,-9.27147006989,0.413979162183
95000.0,-9.18867111206,0.24388927106,95000.0,-9.88371944427,0.485269596795,95000.0,-9.26517295837,0.41367998886
96000.0,-9.29326438904,0.243070215429,96000.0,-9.76520347595,0.48731609703,96000.0,-9.51345539093,0.408891418009
97000.0,-9.21483612061,0.249675262716,97000.0,-9.6370639801,0.488457675277,97000.0,-9.59233951569,0.405095947639
98000.0,-9.26107597351,0.250142464403,98000.0,-9.54012584686,0.490716141382,98000.0,-9.72749614716,0.402795660265
99000.0,-9.62203407288,0.241526349849,99000.0,-9.74446201324,0.486907192477,99000.0,-9.48172187805,0.407817675431
100000.0,-9.73645496368,0.241533536783,100000.0,-9.85798072815,0.483344066661,100000.0,-9.70399475098,0.402980947196
101000.0,-9.69388008118,0.246083018978,101000.0,-9.81485939026,0.485244850364,101000.0,-9.25776004791,0.411701054551
102000.0,-9.79797840118,0.247999942504,102000.0,-9.88988113403,0.484314997811,102000.0,-8.6876373291,0.423338355002
103000.0,-9.80835056305,0.250662829014,103000.0,-9.95787334442,0.481889823541,103000.0,-8.51317310333,0.42487526427
104000.0,-9.71753883362,0.254121018592,104000.0,-9.72972679138,0.485304686931,104000.0,-8.61541557312,0.422856679875
105000.0,-9.65858078003,0.258402290522,105000.0,-9.69841766357,0.487032613891,105000.0,-8.24866485596,0.431602309123
106000.0,-9.53230857849,0.260743243161,106000.0,-9.72981739044,0.486138972306,106000.0,-8.66422653198,0.423038953805
107000.0,-9.43388557434,0.261818225006,107000.0,-9.58971881866,0.491751496514,107000.0,-9.1714887619,0.414176779633
108000.0,-9.32479572296,0.265223608457,108000.0,-9.66934394836,0.492323842798,108000.0,-9.30753040314,0.412047018014
109000.0,-9.04958534241,0.272535065102,109000.0,-9.86347389221,0.489436788521,109000.0,-9.26361370087,0.411187173222
110000.0,-8.9903011322,0.273657348186,110000.0,-9.99813938141,0.486864840933,110000.0,-9.32849025726,0.411231178235
111000.0,-9.0985956192,0.274048908666,111000.0,-9.98386383057,0.48718360635,111000.0,-8.87610626221,0.421287893558
112000.0,-9.09621334076,0.274008437563,112000.0,-9.94541072845,0.48645655284,112000.0,-8.5470085144,0.426727272727
113000.0,-9.08622932434,0.2745483751,113000.0,-9.97305679321,0.482151802663,113000.0,-8.41201782227,0.427742401033
114000.0,-9.3522977829,0.266632502395,114000.0,-9.87709140778,0.483354570484,114000.0,-8.43316555023,0.426971528402
115000.0,-9.32960987091,0.267204347881,115000.0,-9.57168388367,0.489176594728,115000.0,-8.53325653076,0.422666810143
116000.0,-9.05116271973,0.275586097025,116000.0,-9.67664718628,0.488578044928,116000.0,-8.62941169739,0.419535617982
117000.0,-8.76473617554,0.280300012193,117000.0,-9.62583732605,0.488695628504,117000.0,-8.66870975494,0.418042460533
118000.0,-8.837225914,0.276436245065,118000.0,-9.65457725525,0.490691787243,118000.0,-8.57473278046,0.422185236292
119000.0,-8.67397594452,0.28144650658,119000.0,-9.6106338501,0.492108530433,119000.0,-8.66462516785,0.422678381081
120000.0,-8.68442153931,0.2785825898,120000.0,-9.95218086243,0.484961046988,120000.0,-8.6743850708,0.421208086997
121000.0,-9.08473014832,0.263745597621,121000.0,-9.98006820679,0.482964247771,121000.0,-8.76053333282,0.420146143232
122000.0,-9.22738647461,0.261362440858,122000.0,-10.1260919571,0.480709064111,122000.0,-8.94142723083,0.419181754883
123000.0,-9.21803283691,0.261772350957,123000.0,-9.78117656708,0.487319619653,123000.0,-8.85712051392,0.42015118178
124000.0,-9.0569152832,0.263232267031,124000.0,-9.64229774475,0.493502760857,124000.0,-8.93466854095,0.417599473358
