Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward,Time Steps,True Reward,Estimated Reward
1000.0,-11.175318718,0.0,1000.0,-9.82188034058,0.0,1000.0,-9.71735095978,0.0,1000.0,-10.1432027817,0.0
2000.0,-10.4552230835,0.342107717976,2000.0,-9.6245136261,0.185288551571,2000.0,-9.80434513092,0.118730410503,2000.0,-10.2245759964,0.213586542466
3000.0,-10.1470470428,0.532574337417,3000.0,-9.63894462585,0.327424660835,3000.0,-9.94913768768,0.200916848846,3000.0,-10.1454677582,0.364912722743
4000.0,-10.0131082535,0.618764790256,4000.0,-9.54703140259,0.436176837263,4000.0,-10.01679039,0.269872270217,4000.0,-10.2048921585,0.447361815098
5000.0,-10.1799430847,0.659351772075,5000.0,-9.72107791901,0.50419655345,5000.0,-9.97130680084,0.343412942127,5000.0,-10.3272161484,0.524589193846
6000.0,-10.0014152527,0.825803313733,6000.0,-9.78929519653,0.672542932046,6000.0,-10.2811594009,0.476993466142,6000.0,-10.202050209,0.703848316679
7000.0,-10.1121482849,0.858780672719,7000.0,-9.93822860718,0.75783916665,7000.0,-10.319439888,0.583866220953,7000.0,-10.2151412964,0.79643067722
8000.0,-10.1163520813,0.850359977478,8000.0,-9.80009746552,0.805651194959,8000.0,-10.2897109985,0.667233340205,8000.0,-10.3546772003,0.842662767402
9000.0,-10.1016359329,0.852002964226,9000.0,-10.0248279572,0.823171400106,9000.0,-10.2858943939,0.730295923283,9000.0,-10.2608327866,0.885145067022
10000.0,-10.0031881332,0.864984641939,10000.0,-10.2125234604,0.843985464819,10000.0,-10.3930597305,0.765556179592,10000.0,-10.0606374741,0.901307847854
11000.0,-9.85263729095,0.876798876164,11000.0,-10.0539731979,0.856229838988,11000.0,-10.2193450928,0.798099651056,11000.0,-10.2211198807,0.904352969916
12000.0,-9.96832561493,0.885451043027,12000.0,-9.97978401184,0.872128663223,12000.0,-10.0629911423,0.815942767472,12000.0,-10.1692352295,0.90976653446
13000.0,-10.0413885117,0.890270361646,13000.0,-10.2703094482,0.882495018505,13000.0,-9.88874149323,0.829832875425,13000.0,-10.2567090988,0.910890908866
14000.0,-10.018198967,0.894405941409,14000.0,-10.3895578384,0.892269942821,14000.0,-9.80815315247,0.840764572372,14000.0,-10.4647350311,0.91206758397
15000.0,-10.0403795242,0.897386194462,15000.0,-10.1600351334,0.900367377057,15000.0,-9.75717163086,0.845403632532,15000.0,-10.6833086014,0.911687399358
16000.0,-10.3164386749,0.899193894218,16000.0,-10.2635831833,0.904681252125,16000.0,-9.73398971558,0.848380772081,16000.0,-10.6332902908,0.913082422148
17000.0,-10.247130394,0.902914792026,17000.0,-10.2720508575,0.915256987705,17000.0,-10.0249061584,0.843761838116,17000.0,-10.8279104233,0.913816161395
18000.0,-10.0986795425,0.907334802858,18000.0,-10.3801965714,0.920823873596,18000.0,-10.2505550385,0.84386727702,18000.0,-10.63879776,0.917546036765
19000.0,-10.2057256699,0.908623789978,19000.0,-10.2159414291,0.926921091963,19000.0,-10.3078165054,0.846770983907,19000.0,-10.6436929703,0.921430533333
20000.0,-9.99755954742,0.911727483823,20000.0,-10.2676229477,0.927675551694,20000.0,-10.2883377075,0.851551416616,20000.0,-10.3662233353,0.925950610747
21000.0,-9.8264837265,0.914888378883,21000.0,-10.4687280655,0.928296658913,21000.0,-10.2698869705,0.853607069908,21000.0,-10.3920383453,0.928332978409
22000.0,-9.69281673431,0.915779194723,22000.0,-10.4424333572,0.93013128229,22000.0,-10.1550312042,0.85743802138,22000.0,-10.2281227112,0.930239539754
23000.0,-9.77764797211,0.915328242974,23000.0,-10.347735405,0.9309023952,23000.0,-10.0398454666,0.860882801472,23000.0,-10.2481269836,0.931047722495
24000.0,-9.56816482544,0.917634833606,24000.0,-10.2088460922,0.933710367604,24000.0,-10.0233211517,0.863417793659,24000.0,-10.1855182648,0.930466131701
25000.0,-9.74137496948,0.917581015067,25000.0,-10.1101455688,0.937083567358,25000.0,-10.2017288208,0.863922611758,25000.0,-10.4775304794,0.9287547627
26000.0,-9.44906902313,0.919279305868,26000.0,-9.89567661285,0.940280320216,26000.0,-10.2784671783,0.867956893714,26000.0,-10.322760582,0.929033250326
27000.0,-9.48145484924,0.919929414847,27000.0,-9.9271440506,0.940894109208,27000.0,-10.4095907211,0.871642070033,27000.0,-10.3422031403,0.929052216923
28000.0,-9.46877002716,0.921360501166,28000.0,-9.80303573608,0.942358050169,28000.0,-10.6258182526,0.873832764507,28000.0,-10.1423606873,0.930471359639
29000.0,-9.74540328979,0.919142182244,29000.0,-9.82092189789,0.942827974812,29000.0,-10.8167171478,0.874096795037,29000.0,-10.1200437546,0.930474733018
30000.0,-9.86953735352,0.917270506975,30000.0,-10.0534543991,0.941722137976,30000.0,-10.6906671524,0.877567068311,30000.0,-9.98878765106,0.931377620844
31000.0,-10.0044784546,0.916547178294,31000.0,-10.2487068176,0.941325370738,31000.0,-10.5878992081,0.879459601582,31000.0,-10.3211231232,0.930467687825
32000.0,-10.0305633545,0.916234629858,32000.0,-10.3655824661,0.942424428061,32000.0,-10.6399116516,0.880842550758,32000.0,-10.425412178,0.930627126614
33000.0,-10.1138963699,0.915399726594,33000.0,-10.336856842,0.943986956505,33000.0,-10.5613021851,0.882050555774,33000.0,-10.718580246,0.929819327575
34000.0,-9.97719764709,0.917004376358,34000.0,-10.3778619766,0.94456219289,34000.0,-10.3979549408,0.885482065156,34000.0,-10.528096199,0.930540857642
