timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ -4.44776457e-02   4.87706743e-02   8.31451915e-03  -1.56656109e-01]
 [ -2.57679372e-03   1.32681722e-04   0.00000000e+00   0.00000000e+00]]","[ 1.16044913  2.00605182 -0.10497578 -0.49615613  0.07229405 -1.36000693
 -0.33147114 -0.33555583  1.26887513  1.14711067  0.        ]",-0.252880501758,[-0.08611041 -0.17142031],-1.51287,[-0.67352968  1.34275627],[-1.39262451  2.49042472]
1,"[[-0.08423464  0.08851657  0.00831452 -0.15665611]
 [-3.959942    3.96124887  0.          0.        ]]","[ 1.15691394  2.00240588 -0.1641363  -0.38456198  0.07229392 -1.36000002
 -0.51600962  0.20602608  1.26700328  1.11543045  0.        ]",-0.250299853544,[-0.08611041 -0.17142031],-1.51038,[-0.60513896  1.28359652],[-0.58855756  0.84150906]
2,"[[-0.18602059  0.20039465  0.00831452 -0.15665611]
 [-6.21115893  7.21570434  0.          0.        ]]","[ 1.13798295  1.98096507 -0.31447525 -0.07312452  0.07229379 -1.3599931
 -0.62098685  0.65098953  1.25691313  1.04377843  0.        ]",-0.243941927749,[-0.08611041 -0.17142031],-1.4865,[-0.45848808  1.24500227],[-0.97309203  1.58050694]
3,"[[ -3.47649442e-01   3.83016897e-01   8.31451915e-03  -1.56656109e-01]
 [ -9.93933518e+00   1.10337629e+01   0.00000000e+00   0.00000000e+00]]","[ 1.0791937   1.91114798 -0.54672021  0.41846614  0.07229366 -1.35998618
 -0.79483707  1.17300877  1.22540284  0.93785537  0.        ]",-0.232958657342,[-0.08611041 -0.17142031],-1.36075,[-0.22462045  1.20674503],[ 1.63776541  2.0249351 ]
4,"[[ -5.04785975e-01   6.41211613e-01   8.31451915e-03  -1.56656109e-01]
 [ -5.78803510e+00   1.47732824e+01   0.00000000e+00   0.00000000e+00]]","[ 0.98957614  1.74321711 -0.75986479  1.05016575  0.07229353 -1.35997927
 -0.60125181  1.68428286  1.17103853  0.91206861  0.        ]",-0.224958215555,[-0.08611041 -0.17142031],-1.46411,[-0.15024973  1.05568552],[-2.00330614  0.66218878]
5,"[[ -6.59100140e-01   9.60061285e-01   8.31451915e-03  -1.56656109e-01]
 [ -9.63066977e+00   1.71038409e+01   0.00000000e+00   0.00000000e+00]]","[ 0.87256859  1.43989771 -0.95191359  1.6723266   0.0722934  -1.35997235
 -0.78043986  2.0029094   1.08052373  0.95020556  0.        ]",-0.217473956571,[-0.08611041 -0.17142031],-1.29932,[-0.09343816  0.956927  ],[ 0.49878134  3.14713393]
6,"[[ -8.30009888e-01   1.33845948e+00   8.31451915e-03  -1.56656109e-01]
 [ -7.46729988e+00   2.07239584e+01   0.00000000e+00   0.00000000e+00]]","[ 0.71283744  0.98311142 -1.13910953  2.10546778  0.07229327 -1.35996543
 -0.67955544  2.49783324  0.93054005  1.01715307  0.        ]",-0.206670595696,[-0.08611041 -0.17142031],-1.32352,[-0.28016624  0.70527804],[-0.12177412  0.53876759]
7,"[[ -9.82706249e-01   1.77022429e+00   8.31451915e-03  -1.56656109e-01]
 [ -7.80118159e+00   2.24467720e+01   0.00000000e+00   0.00000000e+00]]","[ 0.54700302  0.41301181 -1.27937636  2.12528626  0.07229314 -1.35995852
 -0.69512324  2.73333927  0.70797384  1.13686345  0.        ]",-0.196195384825,[-0.08611041 -0.17142031],-1.31304,[-0.46529701  0.52073455],[-0.77759055 -0.8199715 ]
8,"[[ -1.16805469e+00   2.18212500e+00   8.31451915e-03  -1.56656109e-01]
 [ -1.07241969e+01   1.87555338e+01   0.00000000e+00   0.00000000e+00]]","[ 0.32215802 -0.08719806 -1.41058127  1.67132092  0.07229301 -1.3599516
 -0.83142756  2.22864609  0.44671409  1.18992836  0.        ]",-0.181385678724,[-0.08611041 -0.17142031],-1.18729,[-0.54226893  0.48061332],[ 0.61266713 -1.645548  ]
9,"[[ -1.35607436e+00   2.51377836e+00   8.31451915e-03  -1.56656109e-01]
 [ -8.08653141e+00   1.44243005e+01   0.00000000e+00   0.00000000e+00]]","[ 0.0751707  -0.40043154 -1.4956421   1.01974856  0.07229288 -1.35994468
 -0.70842528  1.63646938  0.21410592  1.2031132   0.        ]",-0.169617708274,[-0.08611041 -0.17142031],-1.0305,[-0.622051    0.44873649],[-1.79903208  1.3202359 ]
