timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[-0.04712163 -0.05390214 -0.06658075  0.16982517]
 [ 0.00328647 -0.0036324   0.          0.        ]]","[  1.02347893e+00   1.72288105e+00   1.53926805e-03  -1.17750252e+00
  -5.85885774e-01   1.47848904e+00  -2.46256870e-01  -3.70207296e-01
   2.08755162e+00  -2.00679485e+00   0.00000000e+00]",-0.332541671438,[ 3.19156147  3.68205771],-4.04004,[ 3.74638677  3.85209632],[-0.72902799 -0.68645102]
1,"[[-0.00738148 -0.01426165 -0.06658075  0.16982517]
 [ 3.95756594  3.95449464  0.          0.        ]]","[ 1.02505038  1.72459536  0.06163837 -1.06472136 -0.58588557  1.47848779
 -0.13381705  0.24569254  2.09350165 -1.88150577  0.        ]",-0.326178654898,[ 2.42393746  3.314244  ],-4.00155,[ 2.78001523  2.95732284],[-0.72902799 -0.68645102]
2,"[[ 0.11065993  0.10375539 -0.06658075  0.16982517]
 [ 7.83368954  7.83428092  0.          0.        ]]","[ 1.01620913  1.71788995  0.2398891  -0.72926649 -0.58588536  1.47848654
 -0.0235996   0.84940208  2.06480068 -1.5103152   0.        ]",-0.305128929024,[ 1.43723406  1.07701402],-3.8591,[ 1.77035666  1.71038651],[-0.72902799 -0.68645102]
3,"[[  0.30545697   0.29859731  -0.06658075   0.16982517]
 [ 11.63345612  11.63722296   0.           0.        ]]","[ 0.9578828   1.66849852  0.52779818 -0.18661252 -0.58588515  1.47848529
  0.08444665  1.44115361  1.87080308 -0.93622522  0.        ]",-0.264050007381,[ 1.34100198 -0.33245472],-3.5306,[ 0.57959843  0.12103419],[-0.72902799 -0.68645102]
4,"[[  0.57552133   0.51580578  -0.06658075   0.16982517]
 [ 15.36064713  10.08874525   0.           0.        ]]","[ 0.79121013  1.5594131   0.89626997  0.38008524 -0.58588494  1.47848404
  0.1904292   1.2002037   1.39632    -0.34857918  0.        ]",-0.202003321513,[-1.30007183 -0.75305306],-3.14499,[-0.93991554 -0.89584798],[-0.72902799 -0.68645102]
5,"[[  0.84001153   0.68567003  -0.06658075   0.16982517]
 [ 11.10245132   6.90828701   0.           0.        ]]","[ 0.54228596  1.43756374  1.19943495  0.77852874 -0.58588473  1.47848279
  0.06934743  0.70531183  0.81389885 -0.02911519  0.        ]",-0.139043592003,[-0.43228114 -0.50897762],-2.62217,[-1.20168948 -0.91458082],[-0.72902799 -0.68645102]
6,"[[ 1.04270971  0.80224623 -0.06658075  0.16982517]
 [ 9.17373408  4.75651033  0.          0.        ]]","[ 0.30480482  1.33731326  1.37966118  1.02258808 -0.58588452  1.47848154
  0.01450436  0.37048691  0.34102805  0.04908456  0.        ]",-0.0900277150299,[-0.8079888  -0.75575574],-2.2037,[-1.40843225 -1.12775373],[-0.72902799 -0.68645102]
7,"[[ 1.19230186  0.86641578 -0.06658075  0.16982517]
 [ 5.79666031  1.67074465  0.          0.        ]]","[ 0.10973637  1.27692019  1.47868229  1.14527166 -0.58588431  1.47848029
 -0.08152273 -0.10967029  0.01506042  0.02750874  0.        ]",-0.0557720997165,[-1.23557407 -0.56172422],-1.98627,[-1.10576642 -0.7518152 ],[-0.72902799 -0.68645102]
8,"[[ 1.26739524  0.87719474 -0.06658075  0.16982517]
 [ 1.72621401 -0.58531828  0.          0.        ]]","[ 0.00701263  1.26643566  1.51666219  1.16501619 -0.5858841   1.47847904
 -0.19726587 -0.46072247 -0.1257815   0.00507419  0.        ]",-0.0409105797954,[-0.47522118 -0.25270426],-1.94697,[-0.5710392  -0.14255242],[-0.72902799 -0.68645102]
9,"[[ 1.28271527  0.85557119 -0.06658075  0.16982517]
 [-0.18783245 -1.57374201  0.          0.        ]]","[-0.01426376  1.28736942  1.52341617  1.12515042 -0.58588389  1.47847779
 -0.25169174 -0.61452493 -0.1339233   0.0131923   0.        ]",-0.0404973349617,[-1.05518193  0.66117721],-1.96245,[-0.26249766  0.26746464],[-0.72902799 -0.68645102]
10,"[[ 1.23929123  0.8506885  -0.06658075  0.16982517]
 [-4.14140811  1.07662706  0.          0.        ]]","[ 0.0457751   1.29204207  1.50338735  1.1160083  -0.58588369  1.47847654
 -0.36411166 -0.20211679 -0.05356554  0.02726137  0.        ]",-0.048926981428,[ 0.09793794 -0.45847804],-1.93363,[ 0.319381    0.13291992],[-0.72902799 -0.68645102]
