timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.01952653  0.0093434   0.07927454 -0.16266739]
 [-0.0017499   0.00195824  0.          0.        ]]","[ 1.12284353  1.46975323 -0.04941686 -0.38156141  0.73106062 -1.4450829
 -0.55663236 -0.2104454   0.60086054  1.17769597  0.        ]",-0.212667346371,[-0.0061235  -0.06405197],-1.08942,[-0.32693928  0.4559446 ],[ 0.73051111  1.58526137]
1,"[[ 0.0484708   0.04909873  0.07927454 -0.16266739]
 [ 2.88656623  3.96038638  0.          0.        ]]","[ 1.12147205  1.46830145 -0.00568692 -0.30328061  0.73105461 -1.445059
 -0.33912965  0.31394559  0.59706855  1.25357263  0.        ]",-0.220648822886,[-0.0061235  -0.06405197],-1.1608,[-0.36121994  0.4311513 ],[-1.88748748  0.56998214]
2,"[[ 0.06593036  0.15017956  0.07927454 -0.16266739]
 [-1.12724404  6.14042472  0.          0.        ]]","[ 1.12008086  1.45592882  0.02066423 -0.10522282  0.73104861 -1.44503511
 -0.64138071  0.6027432   0.58300266  1.3599603   0.        ]",-0.231431271373,[-0.0061235  -0.06405197],-1.17405,[-0.34343785  0.46382046],[-0.21026978 -0.39671365]
3,"[[ 0.03527006  0.25601086  0.07927454 -0.16266739]
 [-1.93609923  4.44834232  0.          0.        ]]","[ 1.1222076   1.42969164 -0.02562593  0.09888503  0.7310426  -1.44501122
 -0.7022853   0.37858039  0.57036005  1.39588268  0.        ]",-0.234525575413,[-0.0061235  -0.06405197],-1.20573,[-0.31949553  0.48676497],[-1.22855363 -1.40243171]
4,"[[-0.04274351  0.30438108  0.07927454 -0.16266739]
 [-5.85223106  0.40215029  0.          0.        ]]","[ 1.12179178  1.41323633 -0.14353396  0.19044917  0.73103659 -1.44498733
 -0.99717672 -0.15744498  0.57601961  1.31630458  0.        ]",-0.225864600237,[-0.0061235  -0.06405197],-1.143,[-0.25991485  0.54029143],[ 0.22122437  0.49625574]
5,"[[-0.14985359  0.3320552   0.07927454 -0.16266739]
 [-4.86207371  2.35874451  0.          0.        ]]","[ 1.10757099  1.40257665 -0.30463289  0.24222786  0.73103059 -1.44496344
 -0.92260434  0.101759    0.58190371  1.17667729  0.        ]",-0.210810972973,[-0.0061235  -0.06405197],-1.12833,[-0.2590054   0.53185534],[-1.16033397 -0.02210111]
6,"[[-0.28582152  0.37789751  0.07927454 -0.16266739]
 [-8.72187673  2.22590723  0.          0.        ]]","[ 1.06703191  1.38298145 -0.50517303  0.32689925  0.73102458 -1.44493955
 -1.21324878  0.08416052  0.5714895   1.00872465  0.        ]",-0.191920530059,[-0.0061235  -0.06405197],-1.06228,[-0.21465705  0.56341416],[-0.90664554 -0.09471638]
7,"[[ -0.49451356   0.41822176   0.07927454  -0.16266739]
 [-12.13596718   1.80788115   0.           0.        ]]","[ 0.95766632  1.36375818 -0.79642684  0.4001215   0.73101858 -1.44491566
 -1.47031957  0.02878076  0.52029065  0.73389821  0.        ]",-0.159488537153,[-0.0061235  -0.06405197],-0.890384,[-0.16252361  0.59135485],[ 0.14644013  0.61537413]
8,"[[ -0.72902176   0.47846214   0.07927454  -0.16266739]
 [-11.31758489   4.20816051   0.           0.        ]]","[ 0.77219496  1.33166229 -1.08598078  0.50704983  0.73101257 -1.44489177
 -1.40866974  0.34676655  0.41131016  0.45700496  0.        ]",-0.122916182316,[-0.0061235  -0.06405197],-0.733579,[-0.16193838  0.56701392],[ 0.73751556 -0.60622011]
9,"[[-0.9238456   0.53769201  0.07927454 -0.16266739]
 [-8.17524421  1.72313294  0.          0.        ]]","[ 0.57472189  1.2962476  -1.28519595  0.60897757  0.73100657 -1.44486789
 -1.17202581  0.01754964  0.28640525  0.25809301  0.        ]",-0.0926826606392,[-0.0061235  -0.06405197],-0.595046,[-0.13128369  0.57375008],[-0.13479406  0.64089431]
