timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[-0.05261179  0.03755787 -0.10724747 -0.14334944]
 [ 0.00351715  0.00343487  0.          0.        ]]","[ 1.13975211  2.29499254 -0.0636562  -0.69019722 -0.93200139 -1.22847589
 -0.20191243 -0.378087    2.27032176  1.0589005   0.        ]",-0.345202463955,[-0.22975548 -0.25636819],-2.75252,[ 1.16962826  2.58045077],[ 0.95501492  3.7257213 ]
1,"[[-0.01465253  0.07733898 -0.10724747 -0.14334944]
 [ 3.77984383  3.96148939  0.          0.        ]]","[ 1.14152271  2.29171405 -0.00707791 -0.55695806 -0.9320004  -1.22847413
 -0.09140071  0.1732787   2.26971826  1.16353252  0.        ]",-0.350192496662,[-0.22975548 -0.25636819],-2.81446,[ 0.73648137  2.38588929],[ 0.30989073  1.71515949]
2,"[[ 0.07247927  0.19550514 -0.10724747 -0.14334944]
 [ 4.92953276  7.84219259  0.          0.        ]]","[ 1.13802497  2.26870876  0.12277794 -0.16441608 -0.9319994  -1.22847236
 -0.05775578  0.71386897  2.23857013  1.42601914  0.        ]",-0.360975921959,[-0.22975548 -0.25636819],-2.86107,[ 0.41284451  2.34890413],[-0.15097411  2.11092794]
3,"[[  0.16408663   0.39052149  -0.10724747  -0.14334944]
 [  4.23357554  11.64675893   0.           0.        ]]","[ 1.12301935  2.18817545  0.25840212  0.46099492 -0.93199841 -1.2284706
 -0.07812248  1.24385216  2.13132489  1.74746401  0.        ]",-0.370141632451,[-0.22975548 -0.25636819],-2.91449,[ 0.1910504  2.3507123],[-0.76068494  1.64328534]
4,"[[  0.2177158    0.66088212  -0.10724747  -0.14334944]
 [  1.13969319  15.37685854   0.           0.        ]]","[ 1.10889121  1.9944981   0.33692394  1.24320054 -0.93199741 -1.22846884
 -0.16866293  1.76345947  1.94011495  2.01908867  0.        ]",-0.371473506136,[-0.22975548 -0.25636819],-2.93849,[ -2.04343814e-04   2.32793736e+00],[-0.19940761  0.62820251]
5,"[[  0.2323694    0.99032462  -0.10724747  -0.14334944]
 [  0.32844936  17.56010741   0.           0.        ]]","[ 1.10434979  1.64937219  0.35822735  1.98932777 -0.93199642 -1.22846708
 -0.19240338  2.06758445  1.68064033  2.18997612  0.        ]",-0.362471491701,[-0.22975548 -0.25636819],-2.84539,[-0.12045678  2.2518754 ],[ 0.14074552  1.34566138]
6,"[[  0.24446566   1.37776499  -0.10724747  -0.14334944]
 [  0.87955813  21.1718995    0.           0.        ]]","[ 1.10038207  1.13879718  0.37575747  2.4765488  -0.93199542 -1.22846532
 -0.1762754   2.57070267  1.3390023   2.25466629  0.        ]",-0.341182116732,[-0.22975548 -0.25636819],-2.65386,[-0.36472359  1.94037759],[ 0.82042192  1.88457249]
7,"[[  0.29447765   1.83671916  -0.10724747  -0.14334944]
 [  4.11127291  24.71176425   0.           0.        ]]","[ 1.08189666  0.48782939  0.44764764  2.42092334 -0.93199443 -1.22846356
 -0.08170106  3.06379268  0.91340989  2.15406509  0.        ]",-0.302307618197,[-0.22975548 -0.25636819],-2.34498,[-0.83619583  1.35037041],[-1.23046712  0.86580464]
8,"[[  0.33620073   2.36044519  -0.10724747  -0.14334944]
 [  0.07422307  27.65098816   0.           0.        ]]","[ 1.06393043 -0.15264528  0.50680204  1.54607681 -0.93199343 -1.2284618
 -0.19984297  3.47320286  0.58232733  1.7989672   0.        ]",-0.245993243947,[-0.22975548 -0.25636819],-1.9372,[-1.37489235  0.71920204],[-1.76098725  0.67090211]
9,"[[  0.29796644   2.93462556  -0.10724747  -0.14334944]
 [ -3.88481559  29.75997816   0.           0.        ]]","[ 1.08048003 -0.53717163  0.45262363 -0.12674729 -0.93199244 -1.22846003
 -0.3157019   3.7669522   0.51108869  1.28175995  0.        ]",-0.187561227974,[-0.22975548 -0.25636819],-1.59766,[-1.53970337  0.37116897],[-2.49205445  1.02858678]
