timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.09300025  0.07362039  0.09807376 -0.03187355]
 [-0.00098714  0.00123756  0.          0.        ]]",[-0.27076176  1.54294372],-0.113334664926,[-0.51197523 -0.51675105],-2.19215,"[ 1.05604211  1.93636458 -0.08786417 -0.72004986  0.84709082 -0.27235374
 -0.23872292 -0.37399429  0.59776218  0.04932087  0.        ]",[-0.14361288  2.28919114]
1,"[[-0.09873529  0.11337495  0.09807376 -0.03187355]
 [-0.57061304  3.9610208   0.          0.        ]]",[-0.62188685  0.86362791],-0.113904439379,[-0.51197523 -0.51675105],-2.12254,"[ 1.0552655   1.93145566 -0.09650576 -0.60117999  0.84709032 -0.27235364
 -0.25472701  0.21074303  0.59736267  0.07858263  0.        ]",[-0.50739671  0.69162038]
2,"[[-0.13018347  0.21929288  0.09807376 -0.03187355]
 [-2.56755337  6.62189849  0.          0.        ]]",[-0.6171174   0.44502452],-0.114300781707,[-0.51197523 -0.51675105],-2.15832,"[ 1.05018885  1.90828282 -0.14379749 -0.28760288  0.84708981 -0.27235354
 -0.31083283  0.60367214  0.59055769  0.12526178  0.        ]",[-1.72137498  0.83131759]
3,"[[-0.22072823  0.38345667  0.09807376 -0.03187355]
 [-6.47392952  9.7839209   0.          0.        ]]",[-0.21958889 -0.00359294],-0.111566910181,[-0.51197523 -0.51675105],-1.96714,"[ 1.02785837  1.84394002 -0.27871067  0.1826965   0.84708931 -0.27235344
 -0.42058606  1.07060443  0.56801217  0.11714859  0.        ]",[ 0.41381807  0.37932297]
4,"[[ -0.33250172   0.59225415   0.09807376  -0.03187355]
 [ -4.7092603   11.09148003   0.           0.        ]]",[-0.43540215 -0.56394005],-0.106370872686,[-0.51197523 -0.51675105],-1.85079,"[ 0.98473885  1.71480399 -0.44139286  0.73563584  0.84708881 -0.27235334
 -0.37100582  1.2636894   0.52209803  0.11419892  0.        ]",[-0.21936758 -0.72568286]
5,"[[-0.43444921  0.78305274  0.09807376 -0.03187355]
 [-5.48295608  7.99867577  0.          0.        ]]",[-0.23034069 -0.17699462],-0.0998411642711,[-0.51197523 -0.51675105],-1.80094,"[ 0.93085414  1.55496402 -0.58444687  1.17777718  0.84708831 -0.27235323
 -0.3927434   0.80697736  0.46358049  0.11305121  0.        ]",[-0.2589041  -0.10388479]
6,"[[-0.5532967   0.93731212  0.09807376 -0.03187355]
 [-6.39876618  7.42914687  0.          0.        ]]",[ 0.07570975 -0.15231182],-0.0913330151983,[-0.51197523 -0.51675105],-1.71685,"[ 0.85127793  1.40056305 -0.74276256  1.47968835  0.8470878  -0.27235313
 -0.41847382  0.72287515  0.40258289  0.05006691  0.        ]",[ 0.74036238  0.04653416]
7,"[[-0.65061184  1.08625804  0.09807376 -0.03187355]
 [-3.34286849  7.46535845  0.          0.        ]]",[-0.19514449 -0.51773322],-0.0831343486833,[-0.51197523 -0.51675105],-1.66594,"[ 0.77342868  1.23380348 -0.8641337   1.71671519  0.8470873  -0.27235303
 -0.33261521  0.7282221   0.33510845  0.02410223  0.        ]",[-0.8749181  -0.87890023]
8,"[[-0.75153119  1.19917368  0.09807376 -0.03187355]
 [-6.73783164  3.8382547   0.          0.        ]]",[ 0.53436357  0.3042452 ],-0.0749951275793,[-0.51197523 -0.51675105],-1.60204,"[ 0.6814668   1.098087   -0.98082185  1.85741937  0.8470868  -0.27235293
 -0.42799993  0.19261069  0.27371181 -0.03598874  0.        ]",[-0.1016165   0.01323234]
9,"[[-0.88898615  1.2757008   0.09807376 -0.03187355]
 [-7.00677178  3.81453143  0.          0.        ]]",[ 1.15550828  0.36974111],-0.0669602109743,[-0.51197523 -0.51675105],-1.51518,"[ 0.53950888  1.00252212 -1.12262314  1.93260634  0.84708629 -0.27235283
 -0.4355559   0.18910743  0.2100778  -0.17905512  0.        ]",[ 0.94581752 -0.09526517]
