timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.0895926  -0.08057676  0.09926816 -0.13607401]
 [ 0.00179707 -0.00156003  0.          0.        ]]",[-2.49386311  0.78769559],-0.153612149346,[-0.27042702 -0.31185776],-1.84124,"[ 1.1088029   2.20082643 -0.10920076 -1.1179275   0.85758912 -1.16997611
 -0.21368531 -0.37816359  0.61728864  0.82464838  0.        ]",[-3.41836274  1.27410995]
1,"[[-0.12926298 -0.04086438  0.09926816 -0.13607401]
 [-3.955652    3.95959236  0.          0.        ]]",[-2.51511741  0.45279711],-0.150545984367,[-0.27042702 -0.31185776],-1.77829,"[ 1.10278495  2.20420059 -0.1684937  -0.98922637  0.85758841 -1.16997479
 -0.3259557   0.18140691  0.61378836  0.79051541  0.        ]",[-1.47126624  0.09822805]
2,"[[-0.24728271  0.04145848  0.09926816 -0.13607401]
 [-7.83341189  4.27164556  0.          0.        ]]",[-2.05874515  0.64849329],-0.138002910614,[-0.27042702 -0.31185776],-1.73871,"[ 1.07212274  2.20416016 -0.3427267  -0.72199862  0.8575877  -1.16997348
 -0.43596533  0.22548888  0.58997446  0.65662976  0.        ]",[-2.7580726   0.65818833]
3,"[[ -0.44209699   0.1522058    0.09926816  -0.13607401]
 [-11.63536658   6.79465901   0.           0.        ]]",[-1.29727447  0.56504631],-0.114643293036,[-0.27042702 -0.31185776],-1.48757,"[ 0.98083784  2.18914216 -0.61800853 -0.36426865  0.85758699 -1.16997216
 -0.54382436  0.58190131  0.51838911  0.42020105  0.        ]",[-0.2408274   1.90909899]
4,"[[ -0.68206975   0.32647868   0.09926816  -0.13607401]
 [-12.35951228  10.6198574    0.           0.        ]]",[-0.70399594  0.15415227],-0.0885728598363,[-0.27042702 -0.31185776],-1.2256,"[ 0.80363364  2.13125631 -0.92261246  0.18477064  0.85758629 -1.16997084
 -0.56436763  1.12226586  0.39650756  0.18513886  0.        ]",[-0.01915392 -1.72400809]
5,"[[ -0.92755413   0.49703533   0.09926816  -0.13607401]
 [-12.18951187   6.44969107   0.           0.        ]]",[ 0.47685134  0.74421155],-0.0615177882191,[-0.27042702 -0.31185776],-0.920479,"[ 0.55852722  2.03561442 -1.17787679  0.69166713  0.85758558 -1.16996953
 -0.55954446  0.53316804  0.22805587 -0.02800736  0.        ]",[ 1.28603358 -0.62800957]
6,"[[-1.12922484  0.59978085  0.09926816 -0.13607401]
 [-7.99150825  3.83361772  0.          0.        ]]",[ 1.20704889  1.04825008],-0.0396589607793,[-0.27042702 -0.31185776],-0.803103,"[ 0.31903847  1.96050507 -1.3341521   0.97623377  0.85758487 -1.16996821
 -0.44044904  0.16360889  0.04773407 -0.20178644  0.        ]",[ 1.8222209  0.9076143]
7,"[[-1.24778835  0.71173378  0.09926816 -0.13607401]
 [-3.87848764  7.34999085  0.          0.        ]]",[ 0.88001442  0.38519931],-0.0308936739596,[-0.27042702 -0.31185776],-0.794417,"[ 0.16634371  1.86479258 -1.40062085  1.26419663  0.85758417 -1.1699669
 -0.32376457  0.6603484  -0.04429351 -0.24556052  0.        ]",[ 0.85067741  2.50308984]
8,"[[ -1.290832     0.89698987   0.09926816  -0.13607401]
 [ -0.43721505  11.16293799   0.           0.        ]]",[ 0.05552697 -0.46673402],-0.0300241230584,[-0.27042702 -0.31185776],-0.848909,"[ 0.1092617   1.67785024 -1.41983712  1.68079975  0.85758346 -1.16996558
 -0.22613727  1.19898261 -0.02081798 -0.13551232  0.        ]",[-0.89359383  0.34601032]
9,"[[ -1.33496343   1.13178775   0.09926816  -0.13607401]
 [ -3.96425342  12.3129782    0.           0.        ]]",[-0.25530389 -0.68495458],-0.0359260446293,[-0.27042702 -0.31185776],-0.949484,"[ 0.04999996  1.39880795 -1.43675922  2.08251815  0.85758275 -1.16996426
 -0.32619747  1.36144105 -0.00546289  0.0283053   0.        ]",[ 0.54165128 -2.20702362]
10,"[[-1.39194467  1.33586766  0.09926816 -0.13607401]
 [-1.74128503  8.10904845  0.          0.        ]]",[-0.34188741 -0.46173015],-0.0423810579957,[-0.27042702 -0.31185776],-1.0093,"[-0.02743508  1.1291007  -1.45439369  2.30122092  0.85758205 -1.16996295
 -0.26313277  0.76757311 -0.03370826  0.15711629  0.        ]",[-0.58187021 -0.77265717]
11,"[[-1.44952007  1.4657464   0.09926816 -0.13607401]
 [-4.00877853  4.88953369  0.          0.        ]]",[-0.17582612 -0.13730413],-0.0448355288601,[-0.27042702 -0.31185776],-0.974353,"[-0.10649128  0.94966379 -1.46733324  2.37250569  0.85758134 -1.16996163
 -0.32746035  0.31276871 -0.078503    0.21859759  0.        ]",[ 0.98943616  1.02705528]
12,"[[-1.48961949  1.60228585  0.09926816 -0.13607401]
 [-0.0143404   8.75157414  0.          0.        ]]",[-0.64806932 -0.68460566],-0.0520319265924,[-0.27042702 -0.31185776],-1.07668,"[-0.16189607  0.75840986 -1.47342403  2.38878795  0.85758063 -1.16996031
 -0.21413982  0.85833877 -0.1163529   0.30677776  0.        ]",[-0.5096433 -0.8857339]
13,"[[-1.51013323  1.74039371  0.09926816 -0.13607401]
 [-2.03041015  5.07146301  0.          0.        ]]",[-0.71324039 -0.44125572],-0.0629186275418,[-0.27042702 -0.31185776],-1.11822,"[-0.1903152   0.56580936 -1.47560761  2.34380536  0.85757992 -1.169959
 -0.2713347   0.33846799 -0.15077183  0.41601309  0.        ]",[ 1.90258589  0.07662825]
