timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[ 0.05365966 -0.00209112 -0.19997444 -0.14213606]
 [-0.0009066   0.00204044  0.          0.        ]]",[ 1.75991952  2.27278113],-0.437380945983,[-0.08530582 -0.15404458],-2.15339,"[ 1.15525384  1.95625551  0.03950802 -0.63207313 -1.73349419 -1.23387587
 -0.38057953 -0.32216578  2.7778195   1.13296621  0.        ]",[ 1.76915575  3.1254643 ]
1,"[[ 0.09331677  0.03766168 -0.19997444 -0.14213606]
 [ 3.95345744  3.9600533   0.          0.        ]]",[ 1.61581719  2.14744163],-0.440961336616,[-0.08530582 -0.15404458],-2.18306,"[ 1.15123869  1.95530587  0.09869394 -0.52355202 -1.7334802  -1.2338696
 -0.18178241  0.21565273  2.76984902  1.23388041  0.        ]",[ 1.56364618  2.73048062]
2,"[[ 0.21127707  0.15578875 -0.19997444 -0.14213606]
 [ 7.8296951   7.83972418  0.          0.        ]]",[ 1.38633442  1.99656808],-0.448751672483,[-0.08530582 -0.15404458],-2.23188,"[ 1.12660191  1.94027783  0.27308667 -0.20270219 -1.73346621 -1.23386332
  0.01308706  0.74282519  2.71021091  1.52725748  0.        ]",[ 1.67553541  1.12246503]
3,"[[  0.40599582   0.35073835  -0.19997444  -0.14213606]
 [ 11.62963222  11.64254678   0.           0.        ]]",[ 1.04243648  1.78854048],-0.452083750312,[-0.08530582 -0.15404458],-2.24461,"[ 1.04526773  1.87605761  0.55029118  0.31180789 -1.73345222 -1.23385705
  0.20412067  1.25955163  2.50166442  1.96270988  0.        ]",[ 0.87851047  0.99997097]
4,"[[  0.67114584   0.62098829  -0.19997444  -0.14213606]
 [ 14.87480679  15.36998322   0.           0.        ]]",[ 0.63031715  1.501917  ],-0.437436076107,[-0.08530582 -0.15404458],-2.1755,"[ 0.85851614  1.71041612  0.88993932  0.96233791 -1.73343823 -1.23385078
  0.36726463  1.7660258   2.04025447  2.38510507  0.        ]",[-1.38134353  1.92035868]
5,"[[  0.92600342   0.96507173  -0.19997444  -0.14213606]
 [ 10.62522975  19.02616024   0.           0.        ]]",[ 0.50090897  1.30030847],-0.396743148675,[-0.08530582 -0.15404458],-1.92277,"[ 0.60775794  1.38927003  1.1553404   1.61832808 -1.73342424 -1.23384451
  0.15362477  2.26280178  1.43433617  2.51583757  0.        ]",[ 1.64873966  0.07399643]
6,"[[  1.17613022   1.3447396   -0.19997444  -0.14213606]
 [ 14.37523767  18.94088186   0.           0.        ]]",[ 0.41028324  1.12325156],-0.333532949622,[-0.08530582 -0.15404458],-1.55453,"[ 0.30954704  0.93480708  1.34076164  2.03461829 -1.73341025 -1.23383824
  0.34214901  2.25118667  0.87657659  2.2920603   0.        ]",[ 0.16096815  3.0961173 ]
7,"[[  1.46720824   1.75951293  -0.19997444  -0.14213606]
 [ 14.73164324  22.52450479   0.           0.        ]]",[ 0.35694203  0.89127994],-0.253145581791,[-0.08530582 -0.15404458],-1.30194,"[-0.07758172  0.39278677  1.44778051  2.05558847 -1.73339626 -1.23383196
  0.36006588  2.73807693  0.52490039  1.76392714  0.        ]",[ 0.7619926   0.74927355]
8,"[[  1.78922664   2.23528314  -0.19997444  -0.14213606]
 [ 17.46125523  25.04414158   0.           0.        ]]",[ 0.20417486  0.67562729],-0.188998290858,[-0.08530582 -0.15404458],-1.07891,"[-0.51842591 -0.17203641  1.42023357  1.52310706 -1.73338227 -1.23382569
  0.49729153  3.0803717   0.58141881  1.14568055  0.        ]",[ 1.28723844  1.70373925]
9,"[[  2.17475161   2.77090868  -0.19997444  -0.14213606]
 [ 21.07898444  28.50697008   0.           0.        ]]",[-0.10261961  0.43119287],-0.20547016378,[-0.08530582 -0.15404458],-1.23551,"[-1.00210561 -0.58727025  1.19103667  0.362723   -1.73336828 -1.23381942
  0.67916538  3.55078391  1.01994043  0.84760993  0.        ]",[-2.05214381  0.88752036]
