timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[ -3.74170094e-02  -7.10250742e-02  -1.01367221e-01   1.23108621e-01]
 [  2.39523294e-05  -3.55366617e-03   0.00000000e+00   0.00000000e+00]]",[ 3.28946304  2.57720447],-0.340230749068,[-0.24331686 -0.28806716],-3.01057,"[ 1.12371234  2.23796253 -0.03467973 -1.07843683 -0.87870307  1.07312455
 -0.21155303 -0.37841904  2.24140913 -1.30402612  0.        ]",[ 3.93806625  1.95541172]
1,"[[  2.25855437e-03  -3.13830204e-02  -1.01367221e-01   1.23108621e-01]
 [  3.95436895e+00   3.95457291e+00   0.00000000e+00   0.00000000e+00]]",[ 2.8112371   2.19407797],-0.335885829995,[-0.24331686 -0.28806716],-3.07221,"[ 1.12467868  2.24082445  0.0248189  -0.94781063 -0.87870228  1.07312339
 -0.09844077  0.17737054  2.24676258 -1.19518218  0.        ]",[ 1.23753172  1.23740164]
2,"[[ 0.12023659  0.0866356  -0.10136722  0.12310862]
 [ 7.83054647  7.83435986  0.          0.        ]]",[ 2.34191132  1.83133423],-0.320758551668,[-0.24331686 -0.28806716],-2.84019,"[ 1.11466362  2.23621077  0.20134694 -0.55876346 -0.8787015   1.07312222
  0.01243555  0.72215969  2.2225679  -0.87229816  0.        ]",[ 3.71204552  0.89420905]
3,"[[  0.31497271   0.27727628  -0.10136722   0.12310862]
 [ 11.63049646  11.2184166    0.           0.        ]]",[ 1.77783132  1.54016387],-0.289351933129,[-0.24331686 -0.28806716],-2.5961,"[ 1.05642164  2.18749989  0.4861044   0.05896509 -0.87870071  1.07312106
  0.12113141  1.19733887  2.05766011 -0.37553638  0.        ]",[ 2.66823791 -0.28196283]
4,"[[  0.58497694   0.48819784  -0.10136722   0.12310862]
 [ 15.35759175   9.87816809   0.           0.        ]]",[ 1.34047973  1.61379921],-0.238986228546,[-0.24331686 -0.28806716],-2.27858,"[ 0.89397256  2.07632008  0.84967881  0.7033822  -0.87869993  1.0731199
  0.22774328  1.0091436   1.65337861  0.1358296   0.        ]",[ 1.29570092  2.21664852]
5,"[[  0.92877212   0.72350739  -0.10136722   0.12310862]
 [ 19.01002543  13.64017777   0.           0.        ]]",[ 0.63241488  1.26205504],-0.166231346421,[-0.24331686 -0.28806716],-1.79688,"[ 0.56803917  1.88727931  1.22272547  1.34015751 -0.87869915  1.07311873
  0.33221948  1.53739271  0.97288022  0.46113009  0.        ]",[ 2.04438438  1.66075719]
6,"[[  1.34491005   1.03330477  -0.10136722   0.12310862]
 [ 22.59227426  17.32716093   0.           0.        ]]",[ 0.28159088  0.93123484],-0.067099241259,[-0.24331686 -0.28806716],-1.34753,"[ 0.04793864  1.55144943  1.48328247  1.99011394 -0.87869836  1.07311757
  0.43468804  2.05510365  0.10765766  0.3217954   0.        ]",[ 0.23702906  0.95324579]
7,"[[  1.80171915   1.41425471  -0.10136722   0.12310862]
 [ 23.0873713   20.756347     0.           0.        ]]",[ 0.7998125   0.85280508],-0.0461094343386,[-0.24331686 -0.28806716],-1.20193,"[-0.58038466  1.04796019  1.48156954  2.41502459 -0.87869758  1.07311641
  0.44884983  2.53661052 -0.49722138 -0.40310169  0.        ]",[ 0.09040279  1.71141383]
8,"[[  2.26253089   1.86496365  -0.10136722   0.12310862]
 [ 22.99436517  24.30273991   0.           0.        ]]",[ 1.20686722  0.9670589 ],-0.139740018175,[-0.24331686 -0.28806716],-1.90689,"[-1.14786799  0.41754454  1.17660403  2.31362405 -0.87869679  1.07311524
  0.44618915  3.03456778 -0.4326352  -1.29589219  0.        ]",[ 0.18584989 -0.1504648 ]
9,"[[  2.72529916   2.34019242  -0.10136722   0.12310862]
 [ 23.2811527   23.22382282   0.           0.        ]]",[ 1.17227638  0.96353674],-0.191968740033,[-0.24331686 -0.28806716],-2.09658,"[-1.5318143  -0.15618819  0.62796727  1.5259542  -0.87869601  1.07311408
  0.45439233  2.88305688  0.13693756 -1.70910464  0.        ]",[ 2.08507747  1.39621518]
