timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.199950362611,[-0.10954272 -0.19959234],[-0.20076478 -2.1637733 ],-1.51358,"[ 1.10973158  2.26262255 -0.062461    0.87380433  0.16941684  0.42435562
 -0.75555605  0.36277438  1.2120336  -0.43226925  0.        ]","[[-0.07518739  0.0282677   0.01905572  0.04794581]
 [-0.00169512 -0.0036906   0.          0.        ]]",[-0.93787877 -1.69574471]
1,-0.202959861829,[-0.10954272 -0.19959234],[ 0.14093679 -2.01135588],-1.33015,"[ 1.10486969  2.26307738 -0.11815252  0.74063428  0.16941663  0.424355
 -0.90795638 -0.17286052  1.20402042 -0.53087225  0.        ]","[[-0.11243039 -0.01151873  0.01905572  0.04794581]
 [-3.71026201 -3.96176674  0.          0.        ]]",[-0.39483016 -3.12300624]
2,-0.210306157331,[-0.10954272 -0.19959234],[ 0.46294129 -1.85403848],-1.50453,"[ 1.08546415  2.25126271 -0.25033242  0.34628228  0.16941642  0.42435439
 -0.96906364 -0.69800637  1.15519626 -0.78241085  0.        ]","[[-0.20155537 -0.1296891   0.01905572  0.04794581]
 [-5.19730468 -7.84233722  0.          0.        ]]",[ 0.80293648 -1.26403658]
3,-0.216771040454,[-0.10954272 -0.19959234],[ 0.74845952 -1.69393802],-1.48036,"[ 1.06222989  2.18913673 -0.35401986 -0.28877861  0.1694162   0.42435378
 -0.8342528  -1.21300026  1.04500203 -1.05036779  0.        ]","[[ -0.27258744  -0.32471843   0.01905572   0.04794581]
 [ -1.91685407 -11.64790521   0.           0.        ]]",[ 0.59415411 -1.60539673]
4,-0.217986239472,[-0.10954272 -0.19959234],[ 0.98640537 -1.53403425],-1.37797,"[ 1.05670291  2.01969676 -0.37475443 -1.0973456   0.16941599  0.42435317
 -0.7360598  -1.71774308  0.88469008 -1.24881406  0.        ]","[[ -0.28695049  -0.59509951   0.01905572   0.04794581]
 [  0.47254416 -15.37775942   0.           0.        ]]",[ 1.58719731 -1.08538427]
5,-0.210806419005,[-0.10954272 -0.19959234],[ 1.19133413 -1.37452149],-1.33213,"[ 1.07442484  1.68299196 -0.30359591 -1.92273839  0.16941578  0.42435255
 -0.57383408 -2.21253776  0.68683549 -1.34567849  0.        ]","[[ -0.23789243  -0.93934113   0.01905572   0.04794581]
 [  4.42012546 -19.03416727   0.           0.        ]]",[ 0.29306597 -1.41038984]
6,-0.19287941051,[-0.10954272 -0.19959234],[ 1.39523482 -1.18312716],-1.00674,"[ 1.10026722  1.14893474 -0.15734264 -2.49125871  0.16941556  0.42435194
 -0.52977079 -2.69737555  0.44780805 -1.33230172  0.        ]","[[ -1.38731082e-01  -1.35597347e+00   1.90557180e-02   4.79458108e-02]
 [  5.49234157e+00  -2.26170996e+01   0.00000000e+00   0.00000000e+00]]",[ 1.7045499  -1.26036478]
7,-0.161885392218,[-0.10954272 -0.19959234],[ 1.56549227 -0.9868263 ],-1.00461,"[ 1.11358057  0.46560318  0.0649839  -2.44443125  0.16941535  0.42435133
 -0.37161531 -3.17262392  0.17853698 -1.1839794   0.        ]","[[  9.72811385e-03  -1.84355576e+00   1.90557180e-02   4.79458108e-02]
 [  9.34088128e+00  -2.61293131e+01   0.00000000e+00   0.00000000e+00]]",[-0.86715194 -1.46157943]
8,-0.118783053658,[-0.10954272 -0.19959234],[ 1.64849985 -0.84177661],-0.43085,"[ 1.09579887 -0.19775449  0.29003747 -1.48016159  0.16941514  0.42435071
 -0.52031806 -3.63832428 -0.12769003 -0.90013037  0.        ]","[[  1.60242878e-01  -2.40067411e+00   1.90557180e-02   4.79458108e-02]
 [  5.72233568e+00  -2.95711598e+01   0.00000000e+00   0.00000000e+00]]",[ 2.48036891 -0.90427406]
9,-0.0675804436757,[-0.10954272 -0.19959234],[ 1.59968209 -0.76573676],-0.389634,"[ 1.04585391 -0.55888158  0.51325424  0.38032153  0.16941492  0.4243501
 -0.36230214 -3.26482798 -0.39070933 -0.45368722  0.        ]","[[  3.13263804e-01  -3.02214664e+00   1.90557180e-02   4.79458108e-02]
 [  9.56747213e+00  -2.68114434e+01   0.00000000e+00   0.00000000e+00]]",[ 1.61789467 -0.41079735]
