timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.111456327692,[-0.37273976 -0.16808465],[-0.71601683 -1.95831752],-1.54937,"[ 1.12388445  2.44829641  0.12741912  0.8741436   0.95330824 -0.40794794
 -0.80219426  0.37153424  0.5805548   0.46592122  0.        ]","[[-0.00540995  0.01098345  0.1092194  -0.04753488]
 [ 0.00161257 -0.00407252  0.          0.        ]]",[-0.76964867 -1.06630043]
1,-0.107024427842,[-0.37273976 -0.16808465],[-0.2338447  -1.75690889],-1.39389,"[ 1.12298828  2.44775845  0.08206859  0.72660277  0.95330702 -0.40794762
 -0.89943526 -0.15532806  0.57830953  0.37576566  0.        ]","[[-0.03591031 -0.02881314  0.1092194  -0.04753488]
 [-3.04152262 -3.96239883  0.          0.        ]]",[-0.77346929 -3.26171206]
2,-0.0960187187233,[-0.37273976 -0.16808465],[ 0.55822933 -1.50708556],-1.35452,"[ 1.11250088  2.43236189 -0.0526464   0.29037783  0.95330579 -0.4079473
 -0.99523802 -0.67176088  0.54282831  0.11056827  0.        ]","[[-0.12682168 -0.14699012  0.1092194  -0.04753488]
 [-6.03965561 -7.84236981  0.          0.        ]]",[-0.16386128 -2.05055642]
3,-0.0878947007081,[-0.37273976 -0.16808465],[ 1.47868943 -1.19849873],-1.14166,"[ 1.07874148  2.36241507 -0.23667635 -0.41007295  0.95330456 -0.40794698
 -1.01209412 -1.17809167  0.41048282 -0.26001167  0.        ]","[[ -0.25290715  -0.34200517   0.1092194   -0.04753488]
 [ -6.56720089 -11.64645209   0.           0.        ]]",[ 2.38942358 -1.42953791]
4,-0.0900803481316,[-0.37273976 -0.16808465],[ 1.89814782 -0.95433092],-1.17186,"[ 1.0410889   2.1787207  -0.36506698 -1.29780317  0.95330333 -0.40794665
 -0.88150334 -1.67462042  0.17724718 -0.56817308  0.        ]","[[ -0.34324734  -0.61236328   0.1092194   -0.04753488]
 [ -2.48047189 -15.3769105    0.           0.        ]]",[ 1.48274261  0.19646793]
5,-0.0935607400836,[-0.37273976 -0.16808465],[ 1.74625158 -0.9245283 ],-0.960983,"[ 1.03652115  1.87631151 -0.37825566 -2.09170129  0.9533021  -0.40794633
 -0.75354411 -1.53072586 -0.05655941 -0.70075695  0.        ]","[[ -0.35268068  -0.90905522   0.1092194   -0.04753488]
 [  1.52391174 -14.29585371   0.           0.        ]]",[ 2.60179988 -0.32054602]
6,-0.0900840937312,[-0.37273976 -0.16808465],[ 1.55965877 -0.88156933],-0.79357,"[ 1.06750297  1.49543492 -0.27955885 -2.62883557  0.95330087 -0.40794601
 -0.62807543 -1.6621253  -0.22715326 -0.68565372  0.        ]","[[ -0.28280829  -1.20487818   0.1092194   -0.04753488]
 [  5.45036065 -15.28309301   0.           0.        ]]",[ 2.3389419  -1.72264479]
7,-0.0785167641953,[-0.37273976 -0.16808465],[ 1.4248991 -0.786331 ],-0.729128,"[ 1.11094447  0.99946539 -0.06495959 -2.87325653  0.95329964 -0.40794569
 -0.50504883 -2.14895109 -0.36831078 -0.56234313  0.        ]","[[ -0.13517344  -1.54723888   0.1092194   -0.04753488]
 [  9.30038923 -18.94069411   0.           0.        ]]",[ 1.75044723 -1.87178451]
8,-0.0644951751359,[-0.37273976 -0.16808465],[ 1.40655231 -0.6282382 ],-0.843712,"[ 1.11831111  0.39870564  0.26721999 -2.59413031  0.95329841 -0.40794537
 -0.38443684 -2.6260492  -0.52239634 -0.3393431   0.        ]","[[  0.08870359  -1.96201902   0.1092194   -0.04753488]
 [ 13.07485675 -22.52526354   0.           0.        ]]",[ 1.43201789 -0.20254425]
9,-0.0666152356901,[-0.37273976 -0.16808465],[ 1.58933949 -0.39861089],-0.996642,"[ 1.01873045 -0.14562965  0.69722725 -1.62666713  0.95329718 -0.40794505
 -0.26619301 -2.6733435  -0.69865037 -0.04430407  0.        ]","[[  0.38732601  -2.41609123   0.1092194   -0.04753488]
 [ 16.77521488 -22.88070015   0.           0.        ]]",[ 1.22341046 -0.33937437]
