timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.19123989566,"[[ 0.03714853 -0.02952857  0.03704778  0.0863152 ]
 [-0.00404083  0.00191162  0.          0.        ]]",[ 1.32705736 -3.65989017],-3.70539,"[ 1.04764392  1.84628124  0.4430681   0.9858327   0.31597835  0.7486532
 -0.64600223  0.3540212   1.25888502 -0.44162195  0.        ]",[-0.90558374 -0.63169718],[ 1.1685189  -3.82519931]
1,-0.189381074578,"[[ 0.07677447 -0.06923399  0.03704778  0.0863152 ]
 [ 3.95345397 -3.9592464   0.          0.        ]]",[ 1.38833404 -3.62511539],-3.54755,"[ 1.04411654  1.84366538  0.50410812  0.87819936  0.31597827  0.74865294
 -0.53446889 -0.22559867  1.25689464 -0.40045048  0.        ]",[-0.90558374 -0.63169718],[ 0.84168833 -4.85448741]
2,-0.183993471645,"[[ 0.18848131 -0.18737283  0.03704778  0.0863152 ]
 [ 7.20640066 -7.84168635  0.          0.        ]]",[ 1.24531317 -3.5791738 ],-3.53867,"[ 1.02103217  1.82351311  0.6748704   0.56035854  0.31597819  0.74865267
 -0.4427917  -0.79369994  1.24388847 -0.29234497  0.        ]",[-0.90558374 -0.63169718],[ 1.37565539 -3.86434301]
3,-0.173896977156,"[[  0.37088558  -0.38239056   0.03704778   0.0863152 ]
 [ 11.02135297 -11.64736563   0.           0.        ]]",[ 1.04672718 -3.70626378],-3.26421,"[ 0.94241465  1.75052223  0.94501087  0.05316611  0.31597811  0.74865241
 -0.33527564 -1.35056861  1.19943833 -0.1241386   0.        ]",[-0.90558374 -0.63169718],[ 1.32074228 -4.74224907]
4,-0.156716280186,"[[  0.62883436  -0.6527628    0.03704778   0.0863152 ]
 [ 14.76114832 -15.37734091   0.           0.        ]]",[ 1.09293914 -3.98927855],-3.16592,"[ 0.74964729  1.57263337  1.29336307 -0.58263675  0.31597803  0.74865214
 -0.22987773 -1.8963586   1.09038724  0.09718762  0.        ]",[-0.90558374 -0.63169718],[ 0.88804177 -4.07636001]
5,-0.130823993626,"[[  0.95639826  -0.99698596   0.03704778   0.0863152 ]
 [ 17.98463075 -19.03265789   0.           0.        ]]",[ 1.68064547 -4.22280025],-2.99942,"[ 0.38653207  1.23707883  1.64658523 -1.21358358  0.31597795  0.74865187
 -0.13903095 -2.43122199  0.88484541  0.31695835  0.        ]",[-0.90558374 -0.63169718],[ 1.8104094 -4.0851629]
6,-0.0945385478969,"[[  1.35224524  -1.41358137   0.03704778   0.0863152 ]
 [ 21.58825136 -22.61475257   0.           0.        ]]",[ 2.76681995 -4.84129667],-2.8901,"[-0.17577835  0.72186493  1.89206419 -1.61482957  0.31597787  0.74865161
 -0.03747082 -2.95536775  0.56633145  0.45918841  0.        ]",[-0.90558374 -0.63169718],[ 2.41694815 -4.35169506]
7,-0.048004382482,"[[  1.81946031  -1.90109575   0.03704778   0.0863152 ]
 [ 25.12164834 -26.1248216    0.           0.        ]]",[ 3.77394533 -5.23280478],-2.76168,"[-0.89955513  0.08043612  1.88130664 -1.50158379  0.31597779  0.74865134
  0.06211021 -3.46896967  0.15626565  0.42868095  0.        ]",[-0.90558374 -0.63169718],[ 4.16339344 -5.03083996]
8,-0.0268273794147,"[[  2.35664884  -2.45810703   0.03704778   0.0863152 ]
 [ 28.58566339 -29.56484103   0.           0.        ]]",[ 4.48265648 -5.19856739],-2.71769,"[-1.6208201  -0.52118544  1.47633224 -0.64809159  0.31597771  0.74865108
  0.15973586 -3.97231541 -0.25273741  0.13215638  0.        ]",[-0.90558374 -0.63169718],[ 4.64871208 -6.04222557]
9,-0.085860902103,"[[  2.96242412  -3.083241     0.03704778   0.0863152 ]
 [ 31.98052571 -26.83679848   0.           0.        ]]",[ 4.05091429 -4.36352825],-3.19637,"[-2.05322236 -0.81852378  0.66073717  0.90767857  0.31597763  0.74865081
  0.25541259 -3.57312467 -0.49897263 -0.44148978  0.        ]",[-0.90558374 -0.63169718],[ 4.23035375 -3.83832701]
